,LARP4 (113251)
ACH-000004,-0.1648170827886979
ACH-000005,-0.09224811021571866
ACH-000007,-0.2329310418030847
ACH-000009,-0.3519440659404236
ACH-000011,-0.29683284565323026
ACH-000012,-0.2829110993958119
ACH-000013,-0.3998232112245792
ACH-000014,-0.2367146417988964
ACH-000015,-0.4114786353894194
ACH-000017,-0.2277128349853269
ACH-000018,-0.33824320196384805
ACH-000019,-0.2930367178644382
ACH-000021,-0.32950381522761873
ACH-000022,-0.3383568881775009
ACH-000025,-0.5764025376954601
ACH-000028,-0.5950527181232476
ACH-000030,-0.2819270942382541
ACH-000035,-0.4425702029588564
ACH-000036,-0.2925671815761685
ACH-000037,-0.5610363305923229
ACH-000039,-0.33594398077500953
ACH-000040,-0.6750203617928564
ACH-000041,-0.4945530754168512
ACH-000042,-0.08380832694912346
ACH-000045,-0.09255651009888068
ACH-000047,-0.36867098347337
ACH-000052,-0.2469676810776116
ACH-000053,-0.17358008794286356
ACH-000054,-0.2270933187316153
ACH-000055,-0.3804128182408182
ACH-000060,0.04315412125992391
ACH-000067,-0.3331960551894676
ACH-000070,-0.2152716206183921
ACH-000075,-0.3914188400722281
ACH-000078,-0.3172044987184145
ACH-000082,-0.24986093838060056
ACH-000085,-0.08250623165520074
ACH-000086,-0.5292540883398409
ACH-000087,-0.539751186890289
ACH-000092,-0.28524898214834976
ACH-000095,-0.2262501390204601
ACH-000097,-0.32597402528976044
ACH-000098,-0.22792965182338595
ACH-000099,-0.3030143395417204
ACH-000108,-0.2767381156188512
ACH-000113,-0.33234040357260525
ACH-000116,-0.3300634069682954
ACH-000118,-0.27409059945855563
ACH-000120,-0.3939750024235278
ACH-000123,-0.3976450982706277
ACH-000127,-0.2620985475329685
ACH-000128,-0.5846530551607464
ACH-000132,-0.16442230085337114
ACH-000133,-0.4074513405208455
ACH-000137,-0.4478405646662755
ACH-000138,-0.4086518609761918
ACH-000142,-0.4885737026284409
ACH-000143,-0.4902802208561474
ACH-000146,-0.13258306583852425
ACH-000148,-0.3724040823838984
ACH-000150,-0.309266049647269
ACH-000152,-0.4087587960433071
ACH-000153,-0.2739177482482913
ACH-000159,-0.2709060202975774
ACH-000160,-0.3769488649382983
ACH-000163,-0.5371877499675115
ACH-000167,-0.3799588316651164
ACH-000168,-0.3230809176098428
ACH-000169,-0.252173869347301
ACH-000178,-0.17653101607481395
ACH-000183,-0.2890053139456249
ACH-000188,-0.29615574327517125
ACH-000189,-0.4773360360483976
ACH-000190,-0.4268015432038101
ACH-000198,-0.2785470891083245
ACH-000203,-0.4913701418670576
ACH-000204,-0.2733038402526236
ACH-000206,-0.16762041240314332
ACH-000207,-0.19731401812765406
ACH-000208,-0.2006438272613824
ACH-000210,-0.2840783857971778
ACH-000211,-0.3238285354638189
ACH-000215,-0.3909228256484185
ACH-000221,-0.28921603268520785
ACH-000222,-0.12254601848643712
ACH-000223,-0.21539837712110024
ACH-000226,-0.286290339369622
ACH-000227,-0.35447574154729505
ACH-000228,-0.4103442237649663
ACH-000231,-0.26422244549086843
ACH-000232,-0.4453142106978487
ACH-000233,-0.2959377580370084
ACH-000234,-0.3672598282071448
ACH-000235,-0.3514216099691828
ACH-000237,-0.4772747940954935
ACH-000238,-0.4226712925996603
ACH-000242,-0.4196309663058084
ACH-000243,-0.2823404902695077
ACH-000244,-0.2412116081450323
ACH-000246,-0.378774555521982
ACH-000248,-0.41788219017553707
ACH-000250,-0.3769532444352762
ACH-000251,-0.5069121130601429
ACH-000252,-0.2848037215200962
ACH-000253,-0.3085644713916431
ACH-000255,-0.4359480565380692
ACH-000256,-0.3194595175595325
ACH-000257,-0.3415145772017804
ACH-000258,-0.1137093437359956
ACH-000259,-0.35193386982233643
ACH-000260,-0.4283644060321289
ACH-000261,-0.4235987726851249
ACH-000262,-0.17856477200859258
ACH-000263,-0.2817314616382566
ACH-000264,-0.3147404722212222
ACH-000265,-0.3274289005486293
ACH-000266,-0.19698558409610464
ACH-000272,-0.3493454951325455
ACH-000274,-0.3768019879096073
ACH-000277,-0.2953224118423887
ACH-000278,-0.4782687028554893
ACH-000279,-0.42969114679474907
ACH-000280,-0.2904715847203218
ACH-000281,-0.4614942817244171
ACH-000288,-0.3197439275269444
ACH-000291,-0.2312616229601799
ACH-000293,-0.2273544307574707
ACH-000294,-0.043671848468840174
ACH-000295,-0.21740666155931854
ACH-000296,-0.2826101699183831
ACH-000302,-0.21184381837633995
ACH-000304,-0.14024881793213806
ACH-000307,-0.2280217816478173
ACH-000308,-0.44817372536889255
ACH-000310,-0.2548017295586835
ACH-000311,-0.08596012631884796
ACH-000312,-0.3645364139402239
ACH-000315,-0.2677027804694346
ACH-000316,-0.2333811667012781
ACH-000317,-0.25065847065277513
ACH-000318,-0.5911570011995542
ACH-000319,-0.30205174298556114
ACH-000320,-0.3578060234952994
ACH-000322,-0.16682472583137822
ACH-000323,-0.20432595814776716
ACH-000324,-0.2195753800975896
ACH-000329,-0.34278454050203666
ACH-000330,-0.2686501247518305
ACH-000331,-0.28348330807303795
ACH-000332,-0.2541160641576798
ACH-000334,-0.4652612550945031
ACH-000335,-0.4790082611398673
ACH-000336,-0.4423011497339461
ACH-000337,-0.4955705981194633
ACH-000338,-0.3019594093736765
ACH-000339,-0.34355287383228494
ACH-000341,-0.19988600683822413
ACH-000348,-0.35356276172706663
ACH-000350,-0.3711559578230792
ACH-000352,-0.3749190879099992
ACH-000356,-0.15294898346461644
ACH-000361,0.01157432332261574
ACH-000362,-0.20088826605278487
ACH-000363,-0.1880782612423192
ACH-000364,-0.5247754696664588
ACH-000365,-0.4405926821821623
ACH-000366,-0.3816620224774431
ACH-000368,-0.4096974644317126
ACH-000374,-0.3911459968277985
ACH-000375,-0.11676611321813865
ACH-000376,-0.2804017771205969
ACH-000381,-0.12060453852401848
