,TUBD1 (51174)
ACH-000004,-0.575084646682548
ACH-000005,-0.3789164489024335
ACH-000007,-0.4093123867178797
ACH-000009,-0.604889339360629
ACH-000011,-0.6156545482599493
ACH-000012,-0.4835178792288725
ACH-000013,-0.44213412262299495
ACH-000014,-0.5262098478573309
ACH-000015,-0.4117053931418184
ACH-000017,-0.3095300092412697
ACH-000018,-0.2970328210529119
ACH-000019,-0.4792608858071021
ACH-000021,-0.2826248073356979
ACH-000022,-0.3772090364294055
ACH-000025,-0.2300038042949636
ACH-000028,-0.4630384789675705
ACH-000030,-0.3908806668941204
ACH-000035,-0.402439203823026
ACH-000036,-0.6172000421587728
ACH-000037,-0.3317090347326025
ACH-000039,-0.6861875777699237
ACH-000040,-0.35578633238424795
ACH-000041,-0.3937431974783928
ACH-000042,-0.4935578969669242
ACH-000045,-0.2460786081040222
ACH-000047,-0.3013144634482908
ACH-000052,-0.6762689973932483
ACH-000053,-0.2863517974234997
ACH-000054,-0.2669263857772298
ACH-000055,-0.5538798036345116
ACH-000060,-0.4602804495925205
ACH-000067,-0.3522322874914987
ACH-000070,-0.5326044441703183
ACH-000075,-0.16219439491588356
ACH-000078,-0.4221586029610721
ACH-000082,-0.3152818034956784
ACH-000085,-0.2395923589958942
ACH-000086,-0.4817120014498598
ACH-000087,-0.5320945524161919
ACH-000092,-0.2294476593785387
ACH-000095,-0.3303713079225363
ACH-000097,-0.3827401954105145
ACH-000098,-0.2764154337206598
ACH-000099,-0.2834226081663554
ACH-000108,-0.4813251198195488
ACH-000113,-0.15025630347204716
ACH-000116,-0.2944315625233948
ACH-000118,-0.1554962765636852
ACH-000120,-0.5121839484541129
ACH-000123,-0.5666832079911456
ACH-000127,-0.3067553224226691
ACH-000128,-0.5625571041836858
ACH-000132,-0.5245683262541776
ACH-000133,-0.3124807741024383
ACH-000137,-0.3908434902104611
ACH-000138,-0.37388103989017024
ACH-000142,-0.4802817146436274
ACH-000143,-0.3786872570569215
ACH-000146,-0.1610419095743487
ACH-000148,-0.4544996568493024
ACH-000150,-0.4310224529839649
ACH-000152,-0.277359117291098
ACH-000153,-0.4099150101414272
ACH-000159,-0.4779870834467817
ACH-000160,-0.4064221795695328
ACH-000163,-0.3992640629691617
ACH-000167,-0.06621605013922853
ACH-000168,-0.2165234463313077
ACH-000169,-0.4980243829648434
ACH-000178,-0.3059202558927181
ACH-000183,-0.4521270110636696
ACH-000188,-0.568958414490884
ACH-000189,-0.4848877263808028
ACH-000190,-0.4856680063751784
ACH-000198,-0.3633880741138274
ACH-000203,-0.487514575960791
ACH-000204,-0.28983304679750416
ACH-000206,-0.26705365422009963
ACH-000207,-0.38553879139010017
ACH-000208,-0.6360129077361174
ACH-000210,-0.2352443709893244
ACH-000211,-0.5421661103782079
ACH-000215,-0.3215909639618523
ACH-000221,-0.4160676688210129
