,RPRD2 (23248)
ACH-000004,-0.3097823173031928
ACH-000005,-0.1738576790786043
ACH-000007,-0.2437924868192361
ACH-000009,-0.4733479379390413
ACH-000011,0.14484918796561186
ACH-000012,-0.6282313465018164
ACH-000013,-0.2591344844509374
ACH-000014,-0.2455999947285825
ACH-000015,-0.2571511708079271
ACH-000017,0.09343752365086444
ACH-000018,0.07926912883397501
ACH-000019,-0.2440377590408337
ACH-000021,-0.16345235654136464
ACH-000022,-0.13855982317170684
ACH-000025,-0.15132395481468927
ACH-000028,-0.3988604183767141
ACH-000030,-0.37958680208175577
ACH-000035,-0.2418781625680847
ACH-000036,-0.027333092178570308
ACH-000037,-0.15407597795764302
ACH-000039,-0.2326016399871987
ACH-000040,-0.4653032127063616
ACH-000041,-0.11523971484128295
ACH-000042,-0.3093887881628729
ACH-000045,0.12373866226456876
ACH-000047,-0.3630875666231722
ACH-000052,-0.12782152003116842
ACH-000053,-0.16701462393744468
ACH-000054,-0.12605500678161158
ACH-000055,-0.6268502909299397
ACH-000060,-0.3237170235234669
ACH-000067,0.11987498980287167
ACH-000070,-0.3236993529033768
ACH-000075,-0.2808753609829353
ACH-000078,0.0618209956091721
ACH-000082,-0.006496700392966922
ACH-000085,-0.409882574256499
ACH-000086,-0.3135815781584997
ACH-000087,0.12391619382456873
ACH-000092,-0.09208115539466044
ACH-000095,0.2702507009679612
ACH-000097,-0.12514481272238495
ACH-000098,-0.14515794634797335
ACH-000099,-0.004528843996820301
ACH-000108,-0.30302152824437145
ACH-000113,-0.4308370139503528
ACH-000116,-0.33614309348356225
ACH-000118,-0.18231704583324948
ACH-000120,-0.09238602528744183
ACH-000123,-0.2965220719597549
ACH-000127,0.11360293860857255
ACH-000128,-0.2870970027883615
ACH-000132,-0.02167786765993077
ACH-000133,-0.3936401968555173
ACH-000137,-0.3208045860350231
ACH-000138,-0.4062459734581991
ACH-000142,-0.111394187278165
ACH-000143,-0.3729146548365342
ACH-000146,-0.05312014494897194
ACH-000148,-0.14828716650710191
ACH-000150,-0.026117580209219515
ACH-000152,-0.4274194102563946
ACH-000153,-0.1631906540188995
ACH-000159,-0.2700764735758584
ACH-000160,-0.2319608253878257
ACH-000163,0.020937382465328582
ACH-000167,-0.1719775632481218
ACH-000168,0.12465217577537188
ACH-000169,-0.14090538977331926
ACH-000178,-0.030095248812579363
ACH-000183,-0.6884324759132978
ACH-000188,-0.13270077213967854
ACH-000189,-0.03734356320188922
ACH-000190,-0.21238509584185566
ACH-000198,-0.7360485298607666
ACH-000203,-0.5285403138143666
ACH-000204,-0.19135531426406271
ACH-000206,0.3247493079837425
ACH-000207,-0.2636962695926033
ACH-000208,0.09787153672004917
ACH-000210,-0.18573848677069504
ACH-000211,-0.13363051402996529
ACH-000215,-0.2755285271338446
ACH-000221,-0.4290072910851701
ACH-000222,-0.1394468981583385
ACH-000223,-0.20644403043912984
ACH-000226,-0.2640860435902589
ACH-000227,-0.10613566299334952
ACH-000228,-0.3187104069618933
ACH-000231,0.08545820722222276
ACH-000232,-0.3359994604170973
ACH-000233,-0.20336858710568714
ACH-000234,-0.09573744849620362
ACH-000235,-0.3516762267743918
ACH-000237,-0.3692832794881527
ACH-000238,-0.2797504336069703
