,FLVCR1 (28982)
ACH-000004,-0.342509463789654
ACH-000005,0.24023706415310456
ACH-000007,0.08969055425980832
ACH-000009,-0.005433503928691869
ACH-000011,0.033429710936264984
ACH-000012,0.05018300026836847
ACH-000013,0.13265883375368945
ACH-000014,-0.031365029773031176
ACH-000015,0.03183421173769503
ACH-000017,0.09888431985380763
ACH-000018,-0.012631474426676071
ACH-000019,-0.21487567791897053
ACH-000021,-0.10514361617860817
ACH-000022,0.028751349515886336
ACH-000025,-0.15613208193830108
ACH-000028,0.18696371355106595
ACH-000030,0.3620808307788312
ACH-000035,0.09265400712585256
ACH-000036,0.09068711866739307
ACH-000037,0.06426990630185392
ACH-000039,0.09984364446484884
ACH-000040,-0.10411467931452777
ACH-000041,0.034824586070575834
ACH-000042,-0.01656728720101116
ACH-000045,0.0995775296112126
ACH-000047,-0.3968528109095517
ACH-000052,0.02475535935520904
ACH-000053,-0.043163061722611286
ACH-000054,0.028889028320846118
ACH-000055,-0.07689034003609878
ACH-000060,0.019533350654322136
ACH-000067,0.06287629607367212
ACH-000070,-0.014015021016831192
ACH-000075,0.0604615386040691
ACH-000078,-0.0017602073183107425
ACH-000082,-0.00658043242807041
ACH-000085,-0.11050244232053498
ACH-000086,0.020148703924183282
ACH-000087,0.15847004160085007
ACH-000092,-0.021916659188490114
ACH-000095,0.13905174986390234
ACH-000097,-0.07682762970548074
ACH-000098,0.039549221824323744
ACH-000099,0.05575139177990676
ACH-000108,-0.34780542067862946
ACH-000113,0.09218013712429284
ACH-000116,0.048016584250135885
ACH-000118,-0.2700498246885729
ACH-000120,0.006537307485510727
ACH-000123,0.2757586911637341
ACH-000127,-0.005454884032947901
ACH-000128,0.10698046217891002
ACH-000132,-0.2251200547140193
ACH-000133,-0.06392208868042705
ACH-000137,-0.02253178829652935
ACH-000138,0.08045403054070223
ACH-000142,0.09486429311213176
ACH-000143,0.09023896853513973
ACH-000146,-0.0004157446819094156
ACH-000148,-0.023159165578436662
ACH-000150,-0.012078089718520186
ACH-000152,0.14128151008540366
ACH-000153,-0.025346281611367472
ACH-000159,-0.01716297188787529
ACH-000160,0.05881819875859911
ACH-000163,-0.003507608544514584
ACH-000167,0.04053786169466455
ACH-000168,0.0454742639418082
ACH-000169,-0.026539944122099327
ACH-000178,-0.021107062612452043
ACH-000183,-0.20545843601613986
ACH-000188,0.07299894624747512
ACH-000189,0.05850151979038285
ACH-000190,0.16843082892474542
ACH-000198,0.05141453240010878
ACH-000203,0.01995845291659824
ACH-000204,-0.029460326142712618
ACH-000206,-0.17443640418525938
ACH-000207,0.0352805007034891
ACH-000208,0.08782540180381566
ACH-000210,0.11415926208068253
ACH-000211,0.019238448474355
ACH-000215,0.026525269954820914
ACH-000221,0.04610934081375518
ACH-000222,-0.017907547646000818
ACH-000223,-0.0032313829160373854
ACH-000226,-0.13429062902455052
ACH-000227,0.08364302048368738
ACH-000228,0.0225394491881522
ACH-000231,0.028617818977762912
ACH-000232,0.01705971183918764
ACH-000233,-0.26231687620768473
ACH-000234,-0.07983744097604553
ACH-000235,-0.04269520534465643
ACH-000237,0.053303914510661486
ACH-000238,0.049267164910608965
ACH-000242,0.04169952057095558
ACH-000243,0.010190443012024413
ACH-000244,-0.06622077397356138
ACH-000246,0.06823372780132282
ACH-000248,-0.1120403585003038
ACH-000250,0.06604630952816312
ACH-000251,0.09739877285003724
ACH-000252,0.07464913257002757
ACH-000253,-0.02226791460011357
ACH-000255,0.006864086000138555
ACH-000256,0.05061502025200262
ACH-000257,-0.1332249009876402
ACH-000258,-0.5627532419417887
ACH-000259,-0.09645083177463908
ACH-000260,0.0008347012835708562
ACH-000261,-0.013735983725114071
ACH-000262,0.12541601041111325
ACH-000263,-0.009593838747239031
ACH-000264,-0.07394387828009275
ACH-000265,0.03952440395102371
ACH-000266,-0.036167025098382134
ACH-000272,-0.1848168461932344
ACH-000274,-0.017145786801601146
ACH-000277,-0.3415297401985525
ACH-000278,0.1209144279757603
ACH-000279,0.112012060652625
ACH-000280,0.10207918199209144
ACH-000281,0.021788277460403342
ACH-000288,0.12445480437566127
ACH-000291,0.00038665483488100477
ACH-000293,0.1371915742644189
ACH-000294,0.44568190429457183
ACH-000295,0.15933805657733674
ACH-000296,0.06285760064056092
ACH-000302,0.07926094487657376
ACH-000304,0.27925209749662305
ACH-000307,-0.012774136348032507
ACH-000308,-0.07659690430060506
ACH-000310,-0.13586121261378753
ACH-000311,-0.05115835423032125
ACH-000312,-0.0886603996658718
ACH-000315,-0.09139691168575648
ACH-000316,-0.048195982741094205
ACH-000317,0.11750297674392025
ACH-000318,-0.0031395903648557184
ACH-000319,-0.009433537746172109
ACH-000320,-0.08167357254453399
ACH-000322,-0.12793130160053767
ACH-000323,-0.010262132485150779
ACH-000324,0.10483058706876834
ACH-000329,-0.04737585250205538
ACH-000330,-0.14732578997537835
ACH-000331,0.032965964814999235
ACH-000332,-0.036715761662394916
ACH-000334,-0.8758987359473352
ACH-000335,-0.008889442774719926
ACH-000336,0.14089480299385876
ACH-000337,-0.4153470296884728
ACH-000338,0.004194714798402855
ACH-000339,-0.055010228392976666
ACH-000341,-0.19203762132858004
ACH-000348,-0.03604248829904515
ACH-000350,0.03152294442415758
ACH-000352,-0.18033438294330395
ACH-000356,0.05082999059926028
ACH-000361,-0.13169813332413816
ACH-000362,-0.019386341042476773
ACH-000363,-0.21733234753892536
ACH-000364,0.03668044168273588
ACH-000365,-0.10358117979036753
ACH-000366,-0.026696737065276033
ACH-000368,0.11049371609057776
ACH-000374,-0.17087753701618527
ACH-000375,0.21687120046724112
ACH-000376,-0.02844187723900273
ACH-000381,-0.032986631702491435
ACH-000383,-0.0403914453808096
ACH-000387,-0.19365067979073852
ACH-000389,-0.037626038928403716
ACH-000390,-0.024096998149268287
ACH-000393,-0.07766346431357743
ACH-000395,0.16729409511588542
ACH-000396,-0.2306852504764508
ACH-000397,-0.15633883455056838
ACH-000401,0.0016460951432524134
ACH-000402,-0.7854099794689294
ACH-000403,-0.018115703348823384
ACH-000404,-0.1402687915727903
ACH-000406,0.14596706226399536
ACH-000407,0.008017566412864656
ACH-000408,-0.1906160850891407
ACH-000410,-0.07084633777801959
ACH-000411,-0.24555519041421134
ACH-000414,-0.040550824237205234
ACH-000415,0.045571148304888405
ACH-000416,0.015587552125769382
ACH-000420,0.005575590344166246
ACH-000421,-0.009745473296256376
ACH-000424,0.2564341603713186
ACH-000425,0.0189515913550716
ACH-000426,-0.001600051653023098
ACH-000427,0.06453648656782053
ACH-000433,0.15785958413954293
ACH-000435,-0.4912201949596007
ACH-000436,-0.29740802490343626
ACH-000444,0.013933979393971377
ACH-000445,0.06378385668797214
ACH-000448,-0.1187003489265856
ACH-000450,-0.09328222465771166
ACH-000452,0.05021829722003608
ACH-000454,0.1408575492319337
ACH-000458,0.06764225363843437
ACH-000459,-0.10984281202381574
ACH-000460,0.08907048278615713
ACH-000461,0.2434731599618125
ACH-000463,0.056217753926972015
ACH-000464,0.037526046955032616
ACH-000466,0.16314305084835085
ACH-000467,-0.1171385502762161
ACH-000468,0.04492602165659624
ACH-000469,0.17175407307664867
ACH-000470,-0.08809795348267106
ACH-000471,-0.21217395189407706
ACH-000472,-0.12779210427747414
ACH-000473,-0.014582395466474404
ACH-000475,0.001365659657034085
ACH-000476,0.06535029167245557
ACH-000477,-0.02120353629509573
ACH-000479,-0.019844092904700312
ACH-000480,0.025513095612722768
ACH-000481,-0.09636213181033043
ACH-000483,-0.05378967317747994
ACH-000484,-0.022618250585931976
ACH-000485,-0.1523849546699649
ACH-000486,0.0009286508954870539
ACH-000487,-0.5224908345418945
ACH-000488,0.06453483484232864
ACH-000490,-0.0424593443691296
ACH-000491,-0.4700139579667228
ACH-000495,-0.01501151309283242
ACH-000496,-0.015816906145373243
ACH-000499,0.07703595186871276
ACH-000500,0.2535472009873496
ACH-000502,-0.026709668306203527
ACH-000503,-0.05575871508159958
ACH-000505,0.03984166416544264
ACH-000507,-0.0968679705979158
ACH-000510,0.016676508893908256
ACH-000511,0.06478548941555502
ACH-000512,-0.5954731419689543
ACH-000516,-0.18751889885990666
ACH-000517,-0.012256246049784895
ACH-000518,0.11510777492414626
ACH-000520,-0.04908758233091028
ACH-000521,0.13473301805822366
ACH-000522,0.022066103726238916
ACH-000524,-0.004122230752520432
ACH-000527,0.04271709016010352
ACH-000528,0.04833483657280381
ACH-000537,0.01749166154872437
ACH-000541,-0.24661304022067404
ACH-000542,-0.05619325259219985
ACH-000544,-0.026589797125305757
ACH-000545,0.06864505936371983
ACH-000547,-0.17071272522566835
ACH-000548,-0.19271715432379147
ACH-000549,0.08885240726352626
ACH-000550,-0.09520581827202576
ACH-000552,0.040005968356045515
ACH-000556,-0.07292439844020034
ACH-000557,0.0487010716536821
ACH-000569,-0.058024434581922774
ACH-000570,0.0527033421636023
ACH-000571,-0.07401050965088804
ACH-000573,-0.06783783343190056
ACH-000576,0.16796942899292494
ACH-000579,0.09108314247935503
ACH-000580,0.02048753934684497
ACH-000584,-0.04391135046582557
ACH-000585,0.0451309625470942
ACH-000588,-0.4070841286393835
ACH-000589,0.05441243337361626
ACH-000591,0.0665337190797884
ACH-000593,-0.04955695147983192
ACH-000600,-0.04854063730011611
ACH-000601,-0.06469126947846261
ACH-000605,0.06506461247558977
ACH-000606,0.09190901723083618
ACH-000608,-0.0688423729470855
ACH-000614,-0.18208943144828885
ACH-000616,0.09801713092768796
ACH-000618,-0.2607680272575749
ACH-000619,0.0603906041433519
ACH-000620,0.01941272041129565
ACH-000621,0.0973048524775823
ACH-000622,-0.05358465441101527
ACH-000623,5.04016805009382e-05
ACH-000624,-0.09451862430178433
ACH-000627,0.003923844471782167
ACH-000630,-0.0009111745373699293
ACH-000631,-0.4101352506031909
ACH-000632,0.06762405607399227
ACH-000633,0.08371846987140848
ACH-000637,0.12722101738630098
ACH-000638,0.05902692039268712
ACH-000646,-0.0008309330956345951
ACH-000647,-0.05603781748893505
ACH-000648,-0.0290527781806629
ACH-000649,0.07690058454024311
ACH-000651,0.1282191215203358
ACH-000652,-0.1820044675044285
ACH-000653,-0.20492046145328147
ACH-000657,0.13079266348167515
ACH-000658,-0.9949304315693858
