,RCBTB2 (1102)
ACH-000004,-0.21709269119823932
ACH-000005,-0.35838880931446004
ACH-000007,-0.35090160798524545
ACH-000009,-0.1706278085450988
ACH-000011,-0.1994685421620512
ACH-000012,-0.004208346428989261
ACH-000013,-0.17883853945803674
ACH-000014,-0.060334045304917774
ACH-000015,-0.21415074277430507
ACH-000017,-0.1005978730535462
ACH-000018,-0.06683380086692915
ACH-000019,-0.3222561509160366
ACH-000021,-0.1235742218781379
ACH-000022,-0.13306919124613792
ACH-000025,-0.05705895256917101
ACH-000028,-0.13450344178049006
ACH-000030,-0.18306096613228887
ACH-000035,-0.10264362274079042
ACH-000036,-0.1635087886220609
ACH-000037,-0.22973585433060326
ACH-000039,-0.1617567588847074
ACH-000040,-0.23399424198936736
ACH-000041,-0.3080985559338321
ACH-000042,-0.3113478760009259
ACH-000045,-0.17937748335759646
ACH-000047,-0.1894265045110229
ACH-000052,-0.17161261372292766
ACH-000053,-0.10444607345663244
ACH-000054,-0.2102449537294779
ACH-000055,-0.14904205239487694
ACH-000060,-0.19328557777326488
ACH-000067,-0.2328016916442049
ACH-000070,-0.14235382482486664
ACH-000075,-0.203623689424678
ACH-000078,-0.3315444374284056
ACH-000082,-0.18144936630846686
ACH-000085,-0.2293136470755224
ACH-000086,-0.16230776543251318
ACH-000087,-0.2990187567814887
ACH-000092,-0.15145062443527024
ACH-000095,-0.1932292960926614
ACH-000097,-0.15321265097513692
ACH-000098,-0.19824438120561694
ACH-000099,-0.17783605803030947
ACH-000108,-0.244965252064392
ACH-000113,-0.2078086321970813
ACH-000116,-0.12833967794775175
ACH-000118,-0.15408736204736198
ACH-000120,-0.1856090892764963
ACH-000123,-0.08904224445258548
ACH-000127,-0.15180455490128242
ACH-000128,-0.0949644921120454
ACH-000132,-0.19767441613943487
ACH-000133,-0.08219550985016927
ACH-000137,-0.16349626932712866
ACH-000138,-0.14792221981069795
ACH-000142,-0.22064271725735707
ACH-000143,-0.11355066309723592
ACH-000146,-0.268951057186576
ACH-000148,-0.14023803151804687
ACH-000150,-0.2494343841295882
ACH-000152,-0.1526930431459979
ACH-000153,-0.19137781506426715
ACH-000159,-0.32971484820270336
ACH-000160,-0.07818542004796201
ACH-000163,-0.24536507565728144
ACH-000167,0.00510014870760585
ACH-000168,-0.1227913089506222
ACH-000169,-0.00914649559326338
ACH-000178,-0.14801143147368906
ACH-000183,-0.20694611469132926
ACH-000188,-0.1442656146802731
ACH-000189,-0.11479596685253342
ACH-000190,-0.0013093755333907927
ACH-000198,-0.19237174208262567
ACH-000203,0.003262145442476775
ACH-000204,-0.16580437168628648
ACH-000206,-0.11972379262981014
ACH-000207,-0.2500369812867272
ACH-000208,-0.16464398767324565
ACH-000210,-0.07523064795865858
ACH-000211,-0.1534589872259332
ACH-000215,-0.14530968768268432
ACH-000221,-0.16777162091220574
ACH-000222,-0.041920521149776215
ACH-000223,-0.24785166125800576
ACH-000226,-0.17029473521707544
ACH-000227,-0.283167296020276
ACH-000228,-0.09837467873646336
ACH-000231,-0.16843957474221505
ACH-000232,-0.08894922881609449
ACH-000233,-0.09099122294234532
ACH-000234,-0.18765391326723585
ACH-000235,-0.15892547294210904
ACH-000237,-0.1496246089455808
ACH-000238,-0.3106427316594654
ACH-000242,-0.3513395037414136
ACH-000243,-0.12647846091491488
ACH-000244,-0.17626059921563614
ACH-000246,-0.236387845319229
ACH-000248,-0.16134789187128976
ACH-000250,-0.1700634322163562
ACH-000251,-0.1806858661370659
ACH-000252,-0.15511535631570553
ACH-000253,-0.2790428450479837
ACH-000255,-0.12861074989436344
ACH-000256,-0.17662938004205408
ACH-000257,-0.2837401163543307
ACH-000258,-0.207590843731564
ACH-000259,-0.2156685488319333
ACH-000260,-0.15846677876028578
ACH-000261,-0.2389418199299113
ACH-000262,-0.07977362460596447
ACH-000263,-0.2739592315910883
ACH-000264,-0.2974764950207941
ACH-000265,-0.17776815265118193
ACH-000266,-0.17892569785778706
ACH-000272,-0.12334364479692568
ACH-000274,-0.1503675937218014
ACH-000277,-0.1620621487377409
ACH-000278,-0.1483770480764346
ACH-000279,-0.09573971476273116
ACH-000280,-0.07433326078991066
ACH-000281,-0.1942307687462736
ACH-000288,-0.15772623070009215
ACH-000291,-0.15793726091286986
ACH-000293,-0.25431392326033625
ACH-000294,-0.3057686972683466
ACH-000295,-0.3661839016772728
ACH-000296,-0.16291825279857428
ACH-000302,-0.16846405972576006
ACH-000304,-0.21141397616907995
ACH-000307,-0.09330750731845994
ACH-000308,-0.2467727864286421
ACH-000310,-0.21863587127034054
ACH-000311,-0.13483692860586466
ACH-000312,-0.13911368285596387
ACH-000315,-0.11812405320968028
ACH-000316,-0.0047128216789615535
ACH-000317,-0.2355742082618705
