,TERF2 (7014)
ACH-000004,-1.0020247165782608
ACH-000005,-1.0591181207857714
ACH-000007,-1.1230899986234557
ACH-000009,-0.7134812234322357
ACH-000011,-1.114857074835521
ACH-000012,-0.9237121221439968
ACH-000013,-0.9640874922058016
ACH-000014,-1.0654123666943518
ACH-000015,-0.6750984079267667
ACH-000017,-0.9639184738113132
ACH-000018,-0.6601183886246239
ACH-000019,-0.5475491417754059
ACH-000021,-0.8022319521691584
ACH-000022,-0.916821854128358
ACH-000025,-0.950000038999924
ACH-000028,-0.502571353629906
ACH-000030,-0.958169852554552
ACH-000035,-0.8184424545898272
ACH-000036,-0.9485569883785796
ACH-000037,-0.5983907606510168
ACH-000039,-1.0654127111506069
ACH-000040,-0.9425893732761836
ACH-000041,-0.9393588590977074
ACH-000042,-0.8051128274918941
ACH-000045,-0.7677235390633345
ACH-000047,-0.8754269682008874
ACH-000052,-0.6617805297094923
ACH-000053,-0.6841531589421616
ACH-000054,-0.8972861785828287
ACH-000055,-0.7297099046150083
ACH-000060,-0.9029446430926148
ACH-000067,-0.8397742444049482
ACH-000070,-0.5547242804971888
ACH-000075,-0.7117817985270525
ACH-000078,-0.8646270837124699
ACH-000082,-0.934945307051
ACH-000085,-1.1401684028550754
ACH-000086,-0.8162908734365666
ACH-000087,-0.9185975003483656
ACH-000092,-0.8634824799044851
ACH-000095,-0.9990898335693328
ACH-000097,-0.7966396280340193
ACH-000098,-0.9157405823891758
ACH-000099,-0.8734056516839417
ACH-000108,-0.8237532954927609
ACH-000113,-0.7529552125752389
ACH-000116,-1.0524953525960374
ACH-000118,-0.8423199773538628
ACH-000120,-0.8475492808295105
ACH-000123,-0.8136155499782953
ACH-000127,-0.9055207139363451
ACH-000128,-0.7509673533730806
ACH-000132,-0.8354877926778298
ACH-000133,-1.106607844878707
ACH-000137,-0.546842172888819
ACH-000138,-0.9061239870725598
ACH-000142,-0.7163058289886713
ACH-000143,-0.8560589500099355
ACH-000146,-0.8756323578325536
ACH-000148,-0.9360817867949516
ACH-000150,-0.8541193814033922
ACH-000152,-0.9202186109084088
ACH-000153,-0.9568917727778014
ACH-000159,-0.8827018569500229
ACH-000160,-0.4328003983964643
ACH-000163,-0.8544287679393705
ACH-000167,-0.9528318736269484
ACH-000168,-1.2328616770471084
ACH-000169,-0.73973165158479
ACH-000178,-0.7790766263474926
ACH-000183,-0.8405434967512068
ACH-000188,-0.8821803500063901
ACH-000189,-0.5453295875782663
ACH-000190,-0.5673551824630407
ACH-000198,-0.9378529227317132
ACH-000203,-1.4600591955268796
ACH-000204,-0.5321053183259931
ACH-000206,-1.0883538200817289
ACH-000207,-0.8319472877354568
ACH-000208,-0.7437793112384283
ACH-000210,-0.3423499093915457
ACH-000211,-0.8250030053240376
ACH-000215,-0.8600210292203443
ACH-000221,-0.8634545629669534
ACH-000222,-0.8781480625448499
ACH-000223,-0.5748475918278251
ACH-000226,-0.7592000422253393
ACH-000227,-0.943368763575824
ACH-000228,-0.9553241732635286
ACH-000231,-0.8750445816363314
ACH-000232,-0.8281909259457528
ACH-000233,-0.8293569912707001
ACH-000234,-1.0150554494675232
ACH-000235,-0.7498428613144444
ACH-000237,-0.8547343348798087
ACH-000238,-0.9696915289982568
ACH-000242,-0.5323855723096028
ACH-000243,-1.0026128063428617
ACH-000244,-0.9392016830429252
ACH-000246,-0.8289562015738586
ACH-000248,-1.0008526889226257
ACH-000250,-0.8371296313354839
ACH-000251,-0.9295405727167564
ACH-000252,-0.8316254763376288
ACH-000253,-1.0533424502748217
ACH-000255,-0.7937137109524355
ACH-000256,-1.040933799310308
ACH-000257,-0.97002912750311
ACH-000258,-1.1194964801598333
ACH-000259,-0.9852424128375632
ACH-000260,-0.8192857308998164
ACH-000261,-0.7539027095192817
ACH-000262,-0.8757428925326332
ACH-000263,-1.3330115409731
ACH-000264,-0.7507864267797815
ACH-000265,-0.6376329648241733
ACH-000266,-0.9868286813251744
ACH-000272,-0.7609294172280029
ACH-000274,-0.8844084640495136
ACH-000277,-0.8628325893865043
ACH-000278,-0.9403826100686749
ACH-000279,-0.8987858993138332
ACH-000280,-0.9093676415161102
ACH-000281,-0.7830223615684194
ACH-000288,-0.912855038313962
ACH-000291,-0.6894944716952933
ACH-000293,-0.7107219615410135
ACH-000294,-0.8818490643138962
ACH-000295,-0.7759156123703772
ACH-000296,-0.7216403031372237
ACH-000302,-0.905537615349175
ACH-000304,-0.8864388205606392
ACH-000307,-0.9451800920593416
ACH-000308,-0.8586277379417935
ACH-000310,-1.0186213992144646
ACH-000311,-1.0489193693635768
ACH-000312,-0.7556927763671828
ACH-000315,-0.6475693941750873
ACH-000316,-1.0504855127347337
ACH-000317,-0.9363458626177572
ACH-000318,-0.8814825828646322
ACH-000319,-0.8728597462105069
ACH-000320,-0.981220216409278
ACH-000322,-0.6652952270923977
ACH-000323,-0.7362081038088929
ACH-000324,-0.9764132615815456
ACH-000329,-0.9898258797915273
ACH-000330,-0.926068954505318
ACH-000331,-0.8830377346206878
ACH-000332,-0.8741972938013548
ACH-000334,-0.48794851280539
ACH-000335,-0.7485052128902354
ACH-000336,-1.0345818296324312
ACH-000337,-1.0175573456824978
ACH-000338,-0.8290696909107665
ACH-000339,-0.7992432347818021
ACH-000341,-0.8411139528864149
ACH-000348,-1.0470209385980715
ACH-000350,-1.000785573051033
ACH-000352,-0.5233462467167413
ACH-000356,-0.8882641398432358
ACH-000361,-0.8643269014075472
ACH-000362,-0.7918737522118349
ACH-000363,-0.9533974906907896
ACH-000364,-0.8715696767962299
ACH-000365,-0.9475300276914476
ACH-000366,-0.953063135824185
ACH-000368,-0.7289230971320624
ACH-000374,-0.8767525860071479
ACH-000375,-0.5967673344886055
ACH-000376,-0.9100521119595514
ACH-000381,-0.9003050368199874
ACH-000383,-0.6679287320477092
ACH-000387,-0.9307709746970017
ACH-000389,-1.0428785665152935
ACH-000390,-0.9397549404277852
ACH-000393,-0.5058698133512615
ACH-000395,-0.6553718994652437
ACH-000396,-0.5286812167307768
ACH-000397,-0.8071261722010006
ACH-000401,-0.9797627370514984
ACH-000402,-0.7768450155296708
ACH-000403,-0.937700922017562
ACH-000404,-0.7439351015099607
ACH-000406,-0.9514947716862348
ACH-000407,-0.814159659499135
ACH-000408,-0.8860709938276388
ACH-000410,-0.9856740806908352
ACH-000411,-0.8794743198489241
ACH-000414,-0.9241719212398732
ACH-000415,-0.9599895944599116
ACH-000416,-0.9240538960278796
ACH-000420,-0.7111120536039185
ACH-000421,-0.7537538613458664
ACH-000424,-0.6005472613026499
ACH-000425,-0.8600874270584387
ACH-000426,-1.0521591488206532
ACH-000427,-0.8445452278981744
ACH-000433,-0.9709956525276742
ACH-000435,-0.7569356357530733
ACH-000436,-0.6154510799615206
ACH-000444,-0.8756342061257727
ACH-000445,-0.6543193154751592
ACH-000448,-0.7893278660944074
ACH-000450,-1.2785422345580708
ACH-000452,-0.8358228872612944
ACH-000454,-1.0245007549708496
ACH-000458,-1.1157905981775629
ACH-000459,-0.7301058760140177
ACH-000460,-1.0171876279770842
ACH-000461,-0.950963382491298
ACH-000463,-1.0508426406593159
ACH-000464,-0.9435404669776674
ACH-000466,-0.8710465413227183
ACH-000467,-0.7591750033560551
ACH-000468,-0.8291653129329942
ACH-000469,-0.8208830437704449
ACH-000470,-0.9933461407605882
ACH-000471,-0.8081719361312265
ACH-000472,-0.8841849241657325
ACH-000473,-1.0273927552387396
ACH-000475,-0.8247024703547798
ACH-000476,-0.8451139168720598
ACH-000477,-1.0999786810291168
ACH-000479,-0.675123592566648
ACH-000480,-0.7761435629176884
ACH-000481,-0.9377027748247606
ACH-000483,-1.1029670861771084
ACH-000484,-0.8569528748285308
ACH-000485,-0.835490879684353
ACH-000486,-0.7739856728943503
ACH-000487,-0.9384596393765656
ACH-000488,-0.9010237428970248
ACH-000490,-0.700905145384796
ACH-000491,-0.7511810478000802
ACH-000495,-0.9481199325366444
ACH-000496,-0.7579229619255099
ACH-000499,-1.0668520477508845
ACH-000500,-0.9361740839294012
ACH-000502,-0.8037430744748388
ACH-000503,-1.0154920364253543
ACH-000505,-1.0780378094028262
ACH-000507,-1.0072321989246458
ACH-000510,-0.8169599917048702
ACH-000511,-0.7933341140849061
ACH-000512,-0.8015040401587753
ACH-000516,-0.7961269613118385
ACH-000517,-0.8823807081687562
ACH-000518,-1.03623705257609
ACH-000520,-0.7168810398149014
ACH-000521,-0.7973963899985159
ACH-000522,-0.665154014274334
ACH-000524,-0.6626897364016437
ACH-000527,-0.932708092519114
ACH-000528,-0.9521113836324768
ACH-000537,-1.1495491453333893
ACH-000541,-0.9273392077088984
ACH-000542,-0.8454366660183149
ACH-000544,-0.6888504531013494
ACH-000545,-0.6413753206684049
ACH-000547,-0.5316787348648992
ACH-000548,-0.998870710279008
ACH-000549,-1.0166289133368966
ACH-000550,-0.8643569058101866
ACH-000552,-0.9131576914831424
ACH-000556,-0.5794171277052018
ACH-000557,-1.010609686480323
ACH-000569,-1.0043991953176712
ACH-000570,-1.0378315136539342
ACH-000571,-0.7667160688307793
ACH-000573,-0.8506142134594163
ACH-000576,-0.9860652274796224
ACH-000579,-0.7687579793808139
ACH-000580,-1.078289330341634
ACH-000584,-0.8501812560108396
ACH-000585,-0.8107356539617525
ACH-000588,-0.9695736538500916
ACH-000589,-0.8138731792361702
ACH-000591,-0.9080869114654768
ACH-000593,-0.8840948817496099
ACH-000600,-1.0268531218443524
ACH-000601,-0.8651725871924629
ACH-000605,-1.0553957478084413
ACH-000606,-0.9115069465330962
ACH-000608,-0.6365642302159301
ACH-000614,-1.095959630517461
ACH-000616,-0.9052715570935664
ACH-000618,-0.8632451901901035
ACH-000619,-0.917675564429637
ACH-000620,-0.9334828445468112
ACH-000621,-0.7974281373194012
ACH-000622,-0.9281238183008312
ACH-000623,-1.0182692315141535
ACH-000624,-0.830979209640042
ACH-000627,-0.7309767263013652
ACH-000630,-0.6967886818689719
ACH-000631,-0.6338971244022548
ACH-000632,-1.0121080735260837
ACH-000633,-0.4811442374521312
ACH-000637,-1.0006709420395776
ACH-000638,-0.8559459707955932
ACH-000646,-0.8143363959613015
ACH-000647,-0.9682384403116792
ACH-000648,-0.9703944201964454
ACH-000649,-0.9912998479726798
ACH-000651,-0.7935341749356117
ACH-000652,-0.7130099294929424
ACH-000653,-0.6740863238903854
ACH-000657,-0.8408599948251009
ACH-000658,-0.9080097190287236
ACH-000661,-1.1496629730940555
ACH-000662,-0.6592837283768942
ACH-000663,-0.9766894084601512
ACH-000665,-0.7391744117505795
ACH-000671,-0.7081523041733729
ACH-000672,-0.9167834616464658
ACH-000673,-0.6764274966813135
ACH-000676,-0.7985706900938007
ACH-000677,-0.9355846797990996
ACH-000681,-0.7732009965942773
ACH-000683,-0.8629363569323685
ACH-000684,-0.9774048061710552
ACH-000688,-1.015829513664194
ACH-000693,-0.7548544461111292
ACH-000694,-0.6107368404458114
ACH-000695,-0.8479149569974027
ACH-000696,-0.8784918863157737
ACH-000697,-0.9406382483458792
ACH-000699,-0.8289990435425894
ACH-000701,-1.0791808956579203
ACH-000706,-0.8213280177516542
ACH-000711,-0.8057168053093394
ACH-000713,-0.8113441591827197
ACH-000714,-0.7947616494524771
ACH-000718,-0.9756392227148896
ACH-000720,-0.8031651884870803
ACH-000721,-0.6806912854443393
ACH-000724,-1.0061800720196752
ACH-000725,-0.6133269704113194
ACH-000732,-0.8427498346304905
ACH-000734,-0.5944455282346799
ACH-000735,-0.7269655065797903
ACH-000736,-0.8721707126638497
ACH-000738,-0.8816957246265885
ACH-000746,-0.5809831985806729
ACH-000747,-0.8721515857860316
ACH-000748,-0.8042578005809738
ACH-000753,-0.7395694390960255
ACH-000756,-0.7218435447668465
ACH-000757,-0.7738163342848571
ACH-000758,-0.9000136982776199
ACH-000760,-0.8127572718121231
ACH-000762,-1.0656900999188978
ACH-000763,-1.0781887961389165
ACH-000764,-0.6140045108041046
ACH-000765,-0.7501316395792554
ACH-000766,-0.8545476440279686
ACH-000767,-1.1624153588092287
ACH-000768,-0.8530585595962858
ACH-000769,-1.1512355644840129
ACH-000770,-1.067067550663774
ACH-000771,-0.9154112853612812
ACH-000773,-0.8198537491281835
ACH-000776,-0.9378355132948696
ACH-000777,-0.8462597783371958
ACH-000778,-1.2707940535618651
ACH-000781,-0.8786907858125191
ACH-000782,-0.8381437764268915
ACH-000783,-0.8181795469154424
ACH-000784,-0.7799202805584076
ACH-000785,-0.94842087562776
ACH-000787,-0.980067920011188
ACH-000788,-0.7614310342530639
ACH-000791,-0.8743123561881012
ACH-000792,-0.911200756316306
ACH-000794,-0.8350221465756623
ACH-000796,-0.6802833696698598
ACH-000798,-0.3742818678188404
ACH-000799,-0.6777082500444545
ACH-000800,-1.1130324582156133
ACH-000802,-0.6424219294462465
ACH-000804,-1.0489092030272176
ACH-000805,-1.1125896168640903
ACH-000809,-0.8264893124528073
ACH-000810,-0.7862585388965361
ACH-000811,-0.7471216621196572
ACH-000817,-0.7720527951683417
ACH-000819,-0.6992148910057944
ACH-000820,-0.32581792975844737
ACH-000821,-1.0660489705486058
ACH-000822,-0.7168312431340159
ACH-000823,-0.7541010162158052
ACH-000824,-0.8798186054404684
ACH-000827,-0.9359522939730336
ACH-000829,-0.9431408802760436
ACH-000831,-0.5344614061170639
ACH-000832,-0.6084557567286549
ACH-000833,-0.9278368893314908
ACH-000834,-0.8335239958465647
ACH-000835,-0.9902883754976332
ACH-000836,-0.6544934977176069
ACH-000837,-0.8508445420149879
ACH-000838,-0.7039125500555996
ACH-000839,-0.8389429387994203
ACH-000840,-1.0199719762000932
ACH-000841,-0.8796173611927944
ACH-000843,-0.818834796533696
ACH-000846,-0.7469309275225381
ACH-000847,-0.6572470498169389
ACH-000848,-0.6013047633985276
ACH-000849,-0.9654596462375028
ACH-000851,-0.7570545493751575
ACH-000855,-1.0097967786269235
ACH-000856,-0.8027526755440615
ACH-000858,-0.7662015521744886
ACH-000859,-0.6126117025110915
ACH-000861,-0.8930285714900743
ACH-000862,-0.9371871970530486
ACH-000865,-0.6526313332045556
ACH-000866,-0.9370448518146324
ACH-000867,-0.8520543777689196
ACH-000869,-0.4169795705410537
ACH-000872,-0.8146801122662765
ACH-000873,-0.9104920340779852
ACH-000876,-0.8995613012449385
ACH-000878,-0.955378642687104
ACH-000880,-0.9100276887588424
ACH-000881,-1.0741634687978447
ACH-000882,-0.9078711328041904
ACH-000884,-0.8381425410843993
ACH-000885,-0.7991963838532882
ACH-000887,-0.7907097599676962
ACH-000889,-0.5385648686418077
ACH-000896,-1.062181000716027
ACH-000898,-0.9499282546644252
ACH-000900,-0.5996468745598132
ACH-000901,-0.8927942903463831
ACH-000905,-0.9689186032266592
ACH-000906,-0.8168416316601285
ACH-000907,-0.9596751382644338
ACH-000910,-0.7929397604575733
ACH-000911,-0.9063293908147816
ACH-000912,-0.5850822788847307
ACH-000913,-1.0066656646632357
ACH-000915,-0.7403939753026735
ACH-000916,-0.884079532148878
ACH-000917,-0.6354113585926594
ACH-000920,-0.9944990481926697
ACH-000921,-0.7558786505216245
ACH-000924,-0.9954794145814148
ACH-000926,-0.7670279452544145
ACH-000928,-0.7765518147194128
ACH-000929,-1.032097988679626
ACH-000932,-0.7571481143523758
ACH-000935,-1.136469370627217
ACH-000936,-0.7579593225569469
ACH-000937,-0.8944565003301784
ACH-000938,-0.7745253691906362
ACH-000939,-0.7809768338537181
ACH-000941,-0.4195679309077193
ACH-000943,-1.1199102308864288
ACH-000946,-0.8420547701272842
ACH-000947,-0.8017764640250629
ACH-000948,-0.920589333659804
ACH-000950,-0.8592379631545182
ACH-000953,-0.7606836100537842
ACH-000954,-0.5018390664178474
ACH-000957,-0.8179775070118241
ACH-000958,-0.9635184776283048
ACH-000960,-0.8237192594281634
ACH-000963,-0.6640077239037717
ACH-000968,-1.1501242406995769
ACH-000969,-0.5844270217385251
ACH-000972,-0.7276408801289894
ACH-000973,-0.6807010869962841
ACH-000974,-0.8824832216923949
ACH-000978,-0.7154637353319004
ACH-000984,-0.6069195250426891
ACH-000986,-0.8140396782617472
ACH-000988,-0.8005111137383667
ACH-000993,-1.200065998341386
ACH-000994,-0.6726886215195588
ACH-000996,-0.7288433754711078
ACH-001001,-1.0045843611340228
ACH-001020,-0.7021370020880257
ACH-001028,-0.5633258144833968
ACH-001031,-0.9597282212446296
ACH-001038,-0.9360052032759416
ACH-001048,-0.6702340913872633
ACH-001050,-1.1039808679938292
ACH-001053,-0.6855273193047242
ACH-001054,-0.7916091894131136
ACH-001061,-0.8150087817042876
ACH-001067,-0.8284563717284541
ACH-001075,-1.0051346528281724
ACH-001096,-0.903608776160668
ACH-001111,-0.5804034516521601
ACH-001119,-0.7028825642453781
ACH-001128,-0.21028141390939792
ACH-001134,-0.9064754487309914
ACH-001151,-0.8972439848823631
ACH-001163,-0.5974583758805037
ACH-001164,-1.082048421647321
ACH-001183,-1.1061989017492342
ACH-001192,-1.0300943732919914
ACH-001193,-1.1688243803718086
ACH-001196,-0.7716385233601941
ACH-001197,-0.8875961856530852
ACH-001205,-0.9686473021175392
ACH-001211,-0.7019037675030326
ACH-001212,-0.5288308349493165
ACH-001228,-0.914989299802389
ACH-001232,-0.9595013374765352
ACH-001239,-0.9658427058128471
ACH-001270,-0.8547133078666667
ACH-001274,-0.7457446463229954
ACH-001275,-0.7771168949334766
ACH-001277,-0.9040038305736084
ACH-001278,-0.875495153239477
ACH-001280,-1.4241252685263401
ACH-001283,-0.8240217835698289
ACH-001289,-0.8657553130429301
ACH-001300,-0.8559640333126126
ACH-001301,-0.8403834877843911
ACH-001302,-0.8138292795035966
ACH-001306,-0.6690442939852946
ACH-001318,-0.9313111971853124
ACH-001322,-0.7119070950145526
ACH-001328,-0.8006230216742737
ACH-001332,-0.9973286554079004
ACH-001336,-0.9937447987272864
ACH-001346,-0.9689932980803491
ACH-001353,-0.8670136150396085
ACH-001354,-1.4375470256915366
ACH-001367,-0.8870161216072724
ACH-001368,-0.6628323264331553
ACH-001374,-0.7973570848570642
ACH-001377,-0.98870597465728
ACH-001380,-0.6728520468009166
ACH-001391,-0.9198693793582596
ACH-001408,-1.135743345982946
ACH-001430,-0.5285752015491011
ACH-001431,-1.1428932526878337
ACH-001450,-0.8996492859125765
ACH-001496,-0.7884592964961668
ACH-001500,-0.5851027395918302
ACH-001523,-0.8865359975713453
ACH-001532,-0.9779215539951188
