,RCC2 (55920)
ACH-000004,-0.18459032171149045
ACH-000005,-0.24542160379822156
ACH-000007,-0.3749627935959935
ACH-000009,-0.1862691351334004
ACH-000011,-0.11186500349325257
ACH-000012,-0.047821094185377874
ACH-000013,-0.04095453330969927
ACH-000014,-0.06452765701476419
ACH-000015,-0.07904041969062077
ACH-000017,-0.07524922815179053
ACH-000018,-0.1228170121892648
ACH-000019,-0.031799905820822816
ACH-000021,-0.09805145200177674
ACH-000022,-0.1050433725729457
ACH-000025,-0.18485554065103926
ACH-000028,-0.09679640308990513
ACH-000030,-0.054244594696330486
ACH-000035,-0.23272947277336606
ACH-000036,-0.05568120443705349
ACH-000037,-0.1315765566882076
ACH-000039,-0.3068582529446999
ACH-000040,-0.21117846759543984
ACH-000041,-0.019290432929217626
ACH-000042,-0.0747717198792471
ACH-000045,0.14982695225772338
ACH-000047,-0.1776687545597442
ACH-000052,-0.2873518552524299
ACH-000053,-0.03650337854360058
ACH-000054,-0.029449934544690956
ACH-000055,-0.17884542585082475
ACH-000060,-0.14203989190073849
ACH-000067,-0.04140812121006901
ACH-000070,-0.13335992184474782
ACH-000075,-0.10874295374393923
ACH-000078,-0.2370600100348764
ACH-000082,-0.2690810450933125
ACH-000085,-0.2824571781615481
ACH-000086,-0.19467467900220548
ACH-000087,-0.3119188994608222
ACH-000092,-0.1886879874482677
ACH-000095,-0.15964025971463278
ACH-000097,0.03627310204750119
ACH-000098,-0.05530984074688915
ACH-000099,-0.12896215833662675
ACH-000108,-0.32103846485521004
ACH-000113,-0.16167106307184415
ACH-000116,-0.08116848558051219
ACH-000118,-0.008082408320694325
ACH-000120,-0.1066743203437126
ACH-000123,-0.19644291054455568
ACH-000127,-0.008252503803777811
ACH-000128,-0.2691607037873939
ACH-000132,-0.26466354128857955
ACH-000133,-0.20236590344634625
ACH-000137,-0.2684152061880214
ACH-000138,-0.17224488739191976
ACH-000142,-0.09432957835183364
ACH-000143,0.1022048689469069
ACH-000146,-0.1009435061672388
ACH-000148,-0.15602286021125053
ACH-000150,-0.3019186973594181
ACH-000152,-0.1594918674989852
ACH-000153,-0.13208638153703078
ACH-000159,-0.08094129815316853
ACH-000160,-0.10970374302601653
ACH-000163,-0.15954063277226352
ACH-000167,-0.618013743726551
ACH-000168,-0.06513267805206255
ACH-000169,-0.12068979953330787
ACH-000178,-0.14290110229432013
ACH-000183,-0.23047979805385835
ACH-000188,-0.006829777160205015
ACH-000189,-0.16136456070284794
ACH-000190,0.01887212219097385
ACH-000198,-0.2957697889152567
ACH-000203,-0.15824683057493255
ACH-000204,-0.002003241886624983
ACH-000206,-0.19904779840091272
ACH-000207,-0.1831491985740959
ACH-000208,-0.10012709381327548
ACH-000210,0.033770873771051924
ACH-000211,-0.09120705571600912
ACH-000215,-0.08396802405709887
ACH-000221,-0.00415442419327171
ACH-000222,-0.2101630039570607
ACH-000223,-0.1139118559660987
ACH-000226,-0.17042886865196444
ACH-000227,-0.15208742479028695
ACH-000228,-0.0655846644094297
ACH-000231,-0.1987133363203866
ACH-000232,-0.08319430488375243
ACH-000233,0.012551182430283938
ACH-000234,-0.12996701085216214
ACH-000235,-0.06882861050475758
ACH-000237,-0.28090752052323964
ACH-000238,-0.1117081422490528
ACH-000242,0.3922699724833921
ACH-000243,-0.12801326265542326
ACH-000244,-0.03311589316402497
ACH-000246,-0.12214229350839895
ACH-000248,-0.1931430444086308
ACH-000250,-0.057060264576879176
ACH-000251,-0.09307728894366958
ACH-000252,-0.2784621476218714
ACH-000253,-0.21708530513058769
ACH-000255,-0.2417037692846804
ACH-000256,-0.16553239229717667
ACH-000257,0.0763657368487749
ACH-000258,-0.011974793617754685
ACH-000259,-0.09808737570859176
ACH-000260,-0.29661481315297866
ACH-000261,-0.17580980160658935
ACH-000262,-0.09585043613589997
ACH-000263,-0.19173352769106008
ACH-000264,-0.08258611127316785
ACH-000265,0.06748618138643442
ACH-000266,-0.014493767039402838
ACH-000272,-0.032049873601896636
ACH-000274,-0.11600812200355767
ACH-000277,-0.07435817891281075
ACH-000278,-0.09145588653505418
ACH-000279,-0.179342551598094
ACH-000280,-0.03975808085341288
ACH-000281,-0.2769279318589057
ACH-000288,-0.13819317091099206
ACH-000291,-0.165777176751716
ACH-000293,-0.04873416508524513
ACH-000294,-0.14921248729287073
ACH-000295,0.011441859866664558
ACH-000296,-0.044909503837103966
ACH-000302,0.001891728265828005
ACH-000304,-0.029115991582385106
ACH-000307,-0.04568202246932348
ACH-000308,-0.11259447470669083
ACH-000310,-0.08546472287622259
ACH-000311,-0.12123277986174005
ACH-000312,-0.09644603212624728
ACH-000315,-0.3318488817263598
ACH-000316,-0.13627962811941982
ACH-000317,-0.06371803161284895
ACH-000318,-0.026727581270173658
ACH-000319,-0.100307488079314
ACH-000320,-0.0326682087394562
ACH-000322,-0.12249031283948453
ACH-000323,-0.022708187273980638
ACH-000324,-0.06057148081418201
ACH-000329,-0.25444658143597165
ACH-000330,-0.08405207195832992
ACH-000331,-0.14932052438474885
ACH-000332,0.026430254470766947
ACH-000334,-0.10051585265580183
ACH-000335,-0.22436779057201345
ACH-000336,0.07971767232487467
ACH-000337,-0.0327445365064308
ACH-000338,-0.11660574515307046
ACH-000339,-0.05709885284386959
ACH-000341,-0.12828192569273808
ACH-000348,-0.07459100066606514
ACH-000350,-0.04137774175393789
ACH-000352,-0.18676144422186766
ACH-000356,-0.19330072327151174
ACH-000361,-0.15159462799656856
ACH-000362,-0.19663949820531534
ACH-000363,-0.0673123181975213
ACH-000364,-0.10133427502982284
ACH-000365,-0.024821051331236063
ACH-000366,0.040363715685317283
ACH-000368,-0.17388588795254906
ACH-000374,-0.2285150979548413
ACH-000375,-0.08610582425212569
ACH-000376,-0.2283964074212537
ACH-000381,-0.11104074885614572
ACH-000383,-0.0714889796424067
ACH-000387,-0.047069294304447055
ACH-000389,-0.11604296971764325
ACH-000390,-0.09049307740537504
ACH-000393,-0.14119264346760385
ACH-000395,-0.14801440109663458
ACH-000396,-0.1896283529157439
ACH-000397,0.0628317716905578
ACH-000401,-0.2441974261696391
ACH-000402,-0.14722493403753828
ACH-000403,-0.028722713281541506
ACH-000404,-0.08342633061022114
ACH-000406,-0.09925880047197944
ACH-000407,-0.00631076228695096
ACH-000408,0.04105392518505237
ACH-000410,-0.2530211995408537
ACH-000411,-0.06195360250061236
ACH-000414,-0.04489839340565609
ACH-000415,-0.2273573633228093
ACH-000416,-0.11748600372156907
ACH-000420,-0.17997400658283014
ACH-000421,-0.18903669703423784
ACH-000424,-0.209291840230244
ACH-000425,-0.10205974724073982
ACH-000426,-0.6542048659479898
ACH-000427,-0.1715067370742348
ACH-000433,-0.08858549407289662
ACH-000435,-0.09398370389748377
ACH-000436,-0.2361700669288693
ACH-000444,-0.1229400625798838
ACH-000445,-0.11938754645828036
ACH-000448,-0.17168581837045827
ACH-000450,-0.3622789113847627
ACH-000452,-0.07511502126955985
ACH-000454,-0.36011613168451195
ACH-000458,-0.3161872629512302
ACH-000459,-0.1199520991179262
ACH-000460,-0.11943989103234398
ACH-000461,0.004972306291393289
ACH-000463,-0.09768811336534812
ACH-000464,-0.07802665196375988
ACH-000466,-0.2001416668456714
ACH-000467,-0.16060466296641154
ACH-000468,-0.233164919066932
ACH-000469,-0.1809678480347465
ACH-000470,-0.2651102060680441
ACH-000471,-0.16478068771214166
ACH-000472,-0.030047145372800812
ACH-000473,0.022109449176308457
ACH-000475,-0.037153771638436216
ACH-000476,-0.21187323234241745
ACH-000477,-0.1739925918342486
ACH-000479,0.04868285152582137
ACH-000480,-0.13434390327248882
ACH-000481,-0.14406808873339072
ACH-000483,-0.2534153107268859
ACH-000484,-0.21175518374302368
ACH-000485,-0.09178680938417612
ACH-000486,-0.007438112335548373
ACH-000487,-0.20250517507815205
ACH-000488,-0.00929039007079851
ACH-000490,-0.2313666899258801
ACH-000491,-0.11205483431683463
ACH-000495,-0.058253419458061236
ACH-000496,-0.10322677252243832
ACH-000499,-0.2622947471370013
ACH-000500,-0.3763110613835725
ACH-000502,-0.06208307715349585
ACH-000503,-0.20089804998138794
ACH-000505,-0.06684418221541383
ACH-000507,-0.37779898934414735
ACH-000510,-0.08041001490277226
ACH-000511,-0.14621226234684895
ACH-000512,-0.1192987759478931
ACH-000516,-0.08502185561328952
ACH-000517,-0.09620448246238954
ACH-000518,0.0032013361844865453
