,BSND (7809)
ACH-000004,-0.20338664640542506
ACH-000005,-0.10289944723733824
ACH-000007,-0.07981545103978346
ACH-000009,-0.18957305281154144
ACH-000011,-0.05865774319873979
ACH-000012,-0.1850839240945454
ACH-000013,-0.2307752293347236
ACH-000014,-0.0923989158820241
ACH-000015,-0.20382509419486874
ACH-000017,-0.1455928812947875
ACH-000018,0.0196193159776105
ACH-000019,-0.2127475400183136
ACH-000021,-0.10069855385148478
ACH-000022,-0.12108701997841025
ACH-000025,-0.11990483094397912
ACH-000028,-0.16125855470256484
ACH-000030,-0.19230276081110392
ACH-000035,-0.269076004686175
ACH-000036,-0.11532222701142728
ACH-000037,-0.05075001271225663
ACH-000039,-0.2060397289529516
ACH-000040,-0.05994592426309558
ACH-000041,-0.12440652567773895
ACH-000042,-0.140551997452914
ACH-000045,-0.09593367957368927
ACH-000047,-0.13351553698883173
ACH-000052,-0.2047841032596958
ACH-000053,-0.1611378548497888
ACH-000054,-0.2294770155317037
ACH-000055,-0.12413672026940716
ACH-000060,-0.22269534920602135
ACH-000067,-0.09325324970755536
ACH-000070,-0.016761619125989738
ACH-000075,-0.034629351427373216
ACH-000078,-0.22195744768559536
ACH-000082,-0.046446550855697384
ACH-000085,-0.21978137592653305
ACH-000086,-0.16356379499557347
ACH-000087,-0.13130176830217632
ACH-000092,-0.3257110803176962
ACH-000095,-0.07070819008921876
ACH-000097,0.01278028760105188
ACH-000098,-0.16433367183385314
ACH-000099,-0.11159049430039332
ACH-000108,-0.27605920485280555
ACH-000113,-0.08504284903969192
ACH-000116,-0.12747090338574382
ACH-000118,-0.247915803653346
ACH-000120,-0.04436401004198776
ACH-000123,-0.13745674628768248
ACH-000127,-0.14368453263223827
ACH-000128,-0.16421743200139088
ACH-000132,-0.16108404325281628
ACH-000133,-0.2570946134074684
ACH-000137,-0.16467628182044908
ACH-000138,-0.06485890764378244
ACH-000142,-0.3384962184275064
ACH-000143,-0.17625848429872598
ACH-000146,-0.13359192861535152
ACH-000148,-0.06405240909620094
ACH-000150,-0.34713529386025355
ACH-000152,-0.16655495557741082
ACH-000153,-0.07425804782940784
ACH-000159,-0.11196876246589647
ACH-000160,-0.11835585961306362
ACH-000163,0.002748068834712687
ACH-000167,-0.12687067087312895
ACH-000168,-0.09347410565280292
ACH-000169,0.041956597693736525
ACH-000178,-0.11373283606958268
ACH-000183,-0.09911311150694273
ACH-000188,-0.16238404129740394
ACH-000189,0.00591224847275475
ACH-000190,0.11141869153395932
ACH-000198,-0.1414820904676419
ACH-000203,-0.4066750100347877
ACH-000204,0.0014425032563245845
ACH-000206,-0.03669344154167694
ACH-000207,-0.1493161810713281
ACH-000208,-0.37921248041653466
ACH-000210,-0.035847889451258975
ACH-000211,0.005633655352851516
ACH-000215,-0.23144893335698716
ACH-000221,-0.03506582968621138
ACH-000222,-0.08413825766502428
ACH-000223,-0.02872786351869715
ACH-000226,-0.1398279514192915
ACH-000227,0.07613034541698414
ACH-000228,-0.14901162881965538
ACH-000231,-0.17158205242454905
ACH-000232,-0.07134185533796086
ACH-000233,-0.038871566240424746
ACH-000234,-0.05608615448170105
ACH-000235,-0.0916165994613146
ACH-000237,-0.2349925643038656
ACH-000238,-0.2435342574401643
ACH-000242,0.05187543261441857
ACH-000243,-0.07759786293269907
ACH-000244,0.022873557029277368
ACH-000246,-0.11473053228253326
ACH-000248,-0.2438816902016853
ACH-000250,-0.06239762178814096
ACH-000251,-0.3520988408211899
ACH-000252,0.010104475176057556
ACH-000253,-0.15305722673939515
ACH-000255,-0.3192004358355623
ACH-000256,-0.2058004509345645
ACH-000257,0.11206618686558288
ACH-000258,-0.2046375922135315
ACH-000259,-0.12627621841035813
ACH-000260,-0.1515754874609482
ACH-000261,-0.03944460293058802
ACH-000262,-0.1913013219467716
ACH-000263,-0.2144177810330588
ACH-000264,-0.11080712873194254
ACH-000265,-0.08054360183293716
ACH-000266,-0.07538362310979897
ACH-000272,-0.17987973362478613
ACH-000274,-0.2555214353108628
ACH-000277,-0.13840774712276366
ACH-000278,-0.1691157107195112
ACH-000279,-0.15676053359543338
ACH-000280,-0.1985072173212156
ACH-000281,0.06810794822202844
ACH-000288,-0.12212332375385122
ACH-000291,-0.10752778779777812
ACH-000293,-0.10570489196834124
ACH-000294,0.07302931720037235
ACH-000295,-0.15943091572636045
ACH-000296,-0.2595768618663208
ACH-000302,-0.06825309071363488
ACH-000304,-0.13770220799495164
ACH-000307,-0.18498586939324865
ACH-000308,-0.08158133413315684
ACH-000310,-0.2372477252678063
ACH-000311,-0.28833821224826384
ACH-000312,-0.2807493858476643
ACH-000315,-0.06174579563932552
ACH-000316,-0.14752214629141824
ACH-000317,-0.05831661091467109
ACH-000318,-0.13756393885947238
ACH-000319,-0.13189198093518292
ACH-000320,-0.09559206171112816
ACH-000322,-0.2462693860274697
ACH-000323,-0.40911723485717216
ACH-000324,-0.1619358109996605
ACH-000329,-0.044826002770464585
ACH-000330,-0.05274528224052994
ACH-000331,-0.2752702623954398
ACH-000332,-0.07599173621228819
ACH-000334,-0.14885267781554595
ACH-000335,-0.2326902110930011
ACH-000336,0.17559346029540202
ACH-000337,0.05771750312404091
ACH-000338,-0.4618297816642652
ACH-000339,-0.06578991006829334
ACH-000341,-0.1917707442571345
ACH-000348,-0.07573360641005558
ACH-000350,-0.004870050135620558
ACH-000352,-0.060584458583240776
ACH-000356,-0.15228553741123466
ACH-000361,-0.03943690193688616
ACH-000362,-0.1087302587937184
ACH-000363,-0.023370415100025008
ACH-000364,-0.26264478426101023
ACH-000365,-0.053335561398099515
ACH-000366,-0.11952750334550448
ACH-000368,-0.2246515013718461
ACH-000374,-0.07842346560866861
ACH-000375,-0.2438849033115968
ACH-000376,-0.17626013277642152
ACH-000381,-0.24377493338712944
ACH-000383,-0.13503252673129448
ACH-000387,-0.22939299779535466
ACH-000389,-0.13377250847224573
ACH-000390,-0.08602834119622857
ACH-000393,-0.036214981242836536
ACH-000395,-0.06487487611529953
ACH-000396,-0.28053793557195217
ACH-000397,-0.0334145212770391
ACH-000401,-0.039626035783767714
ACH-000402,-0.08892206125920438
ACH-000403,-0.0643372170552622
ACH-000404,-0.14855200587067754
ACH-000406,-0.11001854700847477
ACH-000407,-0.050562473765148726
ACH-000408,-0.01621532618411109
ACH-000410,-0.29361328506138745
ACH-000411,-0.11250286310202767
ACH-000414,-0.07461372671041214
ACH-000415,-0.2001689018189796
ACH-000416,-0.07921225324285691
ACH-000420,0.04184710470990962
ACH-000421,-0.025618536840828484
ACH-000424,-0.08250306857587626
ACH-000425,-0.106788394479248
ACH-000426,-0.1537643859212534
ACH-000427,0.0014663785930297453
ACH-000433,-0.12395452948217595
ACH-000435,-0.2565136387343012
ACH-000436,-0.08284007448062135
ACH-000444,-0.22675333000910874
ACH-000445,-0.0520132372110318
ACH-000448,-0.031979947514699514
ACH-000450,-0.12067362694610966
ACH-000452,0.02350816232330357
ACH-000454,-0.22971501579189785
ACH-000458,-0.3256611374748451
ACH-000459,-0.2676349841938113
ACH-000460,-0.0843654663417877
ACH-000461,-0.2095969957945564
ACH-000463,-0.010362229215119926
ACH-000464,-0.17011104502878474
ACH-000466,-0.04923265341952837
ACH-000467,-0.13716642228595546
ACH-000468,-0.08029250540801246
ACH-000469,-0.08328087628407035
ACH-000470,-0.061934295668178735
ACH-000471,-0.0873837282762827
ACH-000472,-0.07247566711955797
ACH-000473,-0.14875551477619353
ACH-000475,-0.20308501502802315
ACH-000476,-0.20203992318472552
ACH-000477,-0.3029067487069301
ACH-000479,0.09793235937708876
ACH-000480,-0.15838180811959798
ACH-000481,-0.02958075319236305
ACH-000483,-0.20353584775962424
ACH-000484,-0.22732635555155534
ACH-000485,-0.1482770829717461
ACH-000486,-0.0867810262470646
ACH-000487,-0.2114546017329987
ACH-000488,-0.20397110687784412
ACH-000490,-0.291744641433492
ACH-000491,-0.146754529360013
ACH-000495,-0.07786951060792692
ACH-000496,-0.08432308492466252
ACH-000499,-0.2001673960207116
ACH-000500,-0.18982632738180025
ACH-000502,-0.0702909979214959
ACH-000503,-0.13796482916395525
ACH-000505,-0.16180430018855274
ACH-000507,-0.14958017104313834
ACH-000510,-0.1388741774013552
ACH-000511,-0.18611029502870266
ACH-000512,-0.22280896111059087
ACH-000516,-0.04261398226343487
ACH-000517,-0.11341996301060228
ACH-000518,-0.16165843194766788
ACH-000520,-0.1135008955925488
ACH-000521,-0.2803942173616553
ACH-000522,-0.1807495538160719
ACH-000524,-0.12030619051361385
ACH-000527,-0.11765110716069645
ACH-000528,-0.17758034849760135
ACH-000537,-0.1051804198838562
ACH-000541,-0.11671581138154352
ACH-000542,-0.1609860449496458
ACH-000544,-0.2560892019957948
ACH-000545,-0.09292943011398186
ACH-000547,0.024698893036718756
ACH-000548,-0.0666329026165973
ACH-000549,0.020507688101638485
ACH-000550,-0.2318070707664062
ACH-000552,-0.1322770703025041
ACH-000556,-0.23950616016636245
ACH-000557,-0.056497025763054036
ACH-000569,0.13658905521659828
ACH-000570,-0.0391669273214478
ACH-000571,-0.1446478328597306
ACH-000573,-0.2230139637470752
ACH-000576,-0.1563915071492725
ACH-000579,-0.20653707629637064
ACH-000580,-0.10536581786571317
ACH-000584,-0.06952896836422161
ACH-000585,-0.276409604579391
ACH-000588,-0.11067617138237476
ACH-000589,-0.24314191470715235
ACH-000591,-0.2155833540669752
ACH-000593,-0.3879904965645243
ACH-000600,-0.3774255120551815
ACH-000601,-0.17203271418493968
ACH-000605,-0.021027502771515168
ACH-000606,-0.19807348167632102
ACH-000608,-0.023202620781406225
ACH-000614,0.02198564695423491
ACH-000616,-0.20699111217694732
ACH-000618,-0.10539915411272256
ACH-000619,-0.13755162050683875
ACH-000620,-0.1741979393077259
ACH-000621,-0.13478209406385616
ACH-000622,-0.052435674375933515
ACH-000623,-0.18247692634676516
ACH-000624,-0.16752978768767465
ACH-000627,-0.2808621018951551
ACH-000630,-0.27580934115332245
ACH-000631,0.10827166342242063
ACH-000632,-0.11850460637304652
ACH-000633,-0.07344207637936608
ACH-000637,-0.008642842335169161
ACH-000638,-0.29326471618443783
ACH-000646,0.0022193298144091668
ACH-000647,-0.0361165858471332
ACH-000648,-0.16932056266816226
ACH-000649,-0.006004420970272018
ACH-000651,-0.17269772773424155
ACH-000652,-0.17796039908773809
ACH-000653,-0.017288002203545445
ACH-000657,-0.11015070680817994
ACH-000658,-0.05003317553846316
ACH-000661,-0.08864908922289018
ACH-000662,0.10994557629181444
ACH-000663,-0.08417633961508217
ACH-000665,-0.08610324671441798
ACH-000671,-0.14413155659325474
ACH-000672,-0.11673324683864955
ACH-000673,-0.1991655794761092
ACH-000676,-0.22388853158736946
ACH-000677,-0.15526598060250069
ACH-000681,-0.07762886119502763
ACH-000683,-0.3459371432866116
ACH-000684,-0.012183733953616964
ACH-000688,-0.07333679307521436
ACH-000693,-0.23662581407944544
ACH-000694,-0.13576148778208855
ACH-000695,-0.06407138469651256
ACH-000696,-0.10617271384255383
ACH-000697,-0.2973036947568397
ACH-000699,-0.15574130401424166
ACH-000701,-0.08441108756337043
ACH-000706,-0.3657516203291564
ACH-000711,-0.17290420471943002
ACH-000713,-0.3088481497321548
ACH-000714,-0.09326675178749387
ACH-000718,-0.11405315628388325
ACH-000720,-0.08354517104268129
ACH-000721,-0.15946109049264204
ACH-000724,0.012371307970776992
ACH-000725,-0.15724583206750334
ACH-000732,-0.17395706642566844
ACH-000734,-0.16266201249723902
ACH-000735,-0.2622104633354019
ACH-000736,-0.14042866093224765
ACH-000738,-0.08487085235454382
ACH-000746,-0.021241260718914055
ACH-000747,-0.1977743339386064
ACH-000748,0.02837850782284359
ACH-000753,-0.10599898102231486
ACH-000756,-0.12492631779599732
ACH-000757,-0.1516807797606221
ACH-000758,-0.17437234216455186
ACH-000760,-0.27280193464049024
ACH-000762,-0.09754568192031
ACH-000763,-0.09844009273354833
ACH-000764,-0.1580495896733322
ACH-000765,-0.1076374974689028
ACH-000766,-0.21736348808037206
ACH-000767,-0.03627058430584888
ACH-000768,-0.07606911676146254
ACH-000769,-0.102927288364322
ACH-000770,-0.18310463461888515
ACH-000771,-0.1912516041416077
ACH-000773,-0.012309027628713687
ACH-000776,-0.27453409627979725
ACH-000777,-0.2190573385293332
ACH-000778,-0.07219120850281427
ACH-000781,-0.1053836027429461
ACH-000782,-0.3063895626398445
ACH-000783,-0.02469261985822084
ACH-000784,-0.28001505992106496
ACH-000785,-0.3918671000479006
ACH-000787,-0.1797130826890842
ACH-000788,-0.1515927089843422
ACH-000791,-0.17740831675939803
ACH-000792,-0.007898260849367516
ACH-000794,-0.21388524089870656
ACH-000796,-0.15623015644624422
ACH-000798,-0.3268868725123599
ACH-000799,-0.17164517469686774
ACH-000800,-0.13947415757493886
ACH-000802,-0.10488451574079066
ACH-000804,-0.211761325265512
ACH-000805,-0.15210850966714534
ACH-000809,-0.0385316518838636
ACH-000810,-0.12327393629935607
ACH-000811,-0.05876598145760858
ACH-000817,-0.19793380492243687
ACH-000819,-0.09400779104508854
ACH-000820,-0.4057218709535759
ACH-000821,-0.059586916785902264
ACH-000822,-0.008897372191677844
ACH-000823,-0.2485450710782747
ACH-000824,-0.06733263846551435
ACH-000827,-0.09933886210545397
ACH-000829,-0.27450382759219194
ACH-000831,-0.15157026908691087
ACH-000832,-0.06764940657858087
ACH-000833,-0.25632824600043713
ACH-000834,-0.2056864586933692
ACH-000835,-0.03527265993840785
ACH-000836,-0.010244901614295716
ACH-000837,-0.21508458961440827
ACH-000838,-0.1287472778367841
ACH-000839,-0.26549421679533675
ACH-000840,-0.03769405609453695
ACH-000841,-0.12631867756513254
ACH-000843,-0.04137301547920151
