,BSND (7809)
ACH-000846,-0.27209066691598593
ACH-000847,-0.2462560186109421
ACH-000848,-0.05058106060860307
ACH-000849,0.0047148892728893525
ACH-000851,-0.2993241742362378
ACH-000855,-0.27380842634840963
ACH-000856,-0.204846246589588
ACH-000858,-0.11628197148281055
ACH-000859,-0.1614591509627986
ACH-000861,-0.02978588644112708
ACH-000862,-0.07612852056450584
ACH-000865,-0.055132441950545744
ACH-000866,-0.24994702319578896
ACH-000867,-0.07701632064179853
ACH-000869,-0.2710662586945808
ACH-000872,-0.31898307003002596
ACH-000873,-0.2647573290766763
ACH-000876,-0.06477466383800784
ACH-000878,0.06822584234189323
ACH-000880,0.07831374957667395
ACH-000881,-0.07167770287016059
ACH-000882,-0.20908224722872568
ACH-000884,-0.11005786529417352
ACH-000885,-0.15032386925976576
ACH-000887,-0.2346401776266417
ACH-000889,-0.1028960907961641
ACH-000896,-0.14731640325077452
ACH-000898,-0.008451816149024002
ACH-000900,-0.11135530031919302
ACH-000901,-0.2012009543511729
ACH-000905,-0.0659687336128573
ACH-000906,-0.07120745455934469
ACH-000907,-0.31926090648096594
ACH-000910,-0.14176032360420546
ACH-000911,-0.15562952070443614
ACH-000912,-0.22167479805750992
ACH-000913,0.014443958080036769
ACH-000915,-0.2608603704995514
ACH-000916,-0.13114437157073053
ACH-000917,-0.14571682680283504
ACH-000920,-0.461763142067132
ACH-000921,-0.11998948016372675
ACH-000924,-0.1253051070497709
ACH-000926,0.032382074163044304
ACH-000928,-0.17213108099049854
ACH-000929,-0.2151155147080944
ACH-000932,-0.07179539440479155
ACH-000935,-0.1280046051046149
ACH-000936,-0.14073652490570246
ACH-000937,-0.24350398490412106
ACH-000938,-0.18982784947716655
ACH-000939,0.0011677763968168694
ACH-000941,-0.03184119962845413
ACH-000943,-0.07463193115085268
ACH-000946,-0.025239694775589336
ACH-000947,-0.0949942622396624
ACH-000948,-0.13201714757166993
ACH-000950,-0.11942215643863904
ACH-000953,-0.20211982653050345
ACH-000954,-0.07681165633191239
ACH-000957,0.0839177988865789
ACH-000958,-0.31396183465807365
ACH-000960,-0.1727045446581721
ACH-000963,-0.28092247447736624
ACH-000968,-0.046331815999424236
ACH-000969,-0.242473621741478
ACH-000972,0.045081697370613495
ACH-000973,-0.15016354902739815
ACH-000974,-0.0502561762286061
ACH-000978,0.057336833635450016
ACH-000984,-0.22436306632395167
ACH-000986,-0.29889575565030024
ACH-000988,-0.15817548512315438
ACH-000993,-0.1630251668882567
ACH-000994,-0.1573647258458475
ACH-000996,-0.19505453968593164
ACH-001001,-0.1628476497760417
ACH-001020,-0.25065251436693925
ACH-001028,-0.08774776127611114
ACH-001031,-0.12036072450649395
ACH-001038,-0.03648514894352805
ACH-001048,-0.09203272514198407
ACH-001050,-0.1558531948584062
ACH-001053,-0.1796846152673508
ACH-001054,-0.3417224739674048
ACH-001061,-0.19527980409744555
ACH-001067,-0.030965120726081857
ACH-001075,-0.057493447220538965
ACH-001096,-0.08121380535981225
ACH-001111,-0.16597929263732206
ACH-001119,-0.04846911057206985
ACH-001128,-0.20644679193895546
ACH-001134,0.02375051233711135
ACH-001151,-0.13359958062388005
ACH-001163,-0.04335631053321347
ACH-001164,0.1271681671254257
ACH-001183,-0.1192559799673404
ACH-001192,-0.05243342181010679
ACH-001193,-0.3390865508539068
ACH-001196,-0.17752805774105687
ACH-001197,-0.05568873794085198
ACH-001205,-0.05848994273343435
ACH-001211,-0.054866024992520926
ACH-001212,-0.3717347462855101
ACH-001228,-0.20610270891073584
ACH-001232,-0.10904440544093187
ACH-001239,-0.06563224281413575
ACH-001270,-0.0626239979125947
ACH-001274,-0.050731896836760035
ACH-001275,-0.2529365937447037
ACH-001277,-0.020759479592673654
ACH-001278,-0.15802281617485545
ACH-001280,-0.2506630915551508
ACH-001283,-0.14906776993122706
ACH-001289,-0.12420001162541044
ACH-001300,-0.0022260103207474087
ACH-001301,-0.2651648889375134
ACH-001302,-0.08702055113869632
ACH-001306,-0.05205063040951629
ACH-001318,-0.1987800521641019
ACH-001322,-0.11527036231094648
ACH-001328,-0.12611749401280015
ACH-001332,-0.1403647775698278
ACH-001336,-0.06758916713434847
ACH-001346,-0.02910665453869045
ACH-001353,-0.11378742737703534
ACH-001354,-0.21828702258107727
ACH-001367,-0.10438559159319953
ACH-001368,-0.22051878315384107
ACH-001374,0.16091787834873533
ACH-001377,0.029808811155420743
ACH-001380,-0.2242467964304388
ACH-001391,-0.01093022407035405
ACH-001408,-0.047071675047345406
ACH-001430,0.13308672623338247
ACH-001431,-0.042263986799735684
ACH-001450,-0.11799900130998806
ACH-001496,-0.06232617665430482
ACH-001500,-0.2825635072114415
ACH-001523,-0.21554758933745535
ACH-001532,-0.06309759922533285
ACH-001550,-0.052185874140180194
ACH-001552,-0.3476071762690113
ACH-001554,-0.049419470165705116
ACH-001654,-0.0994804319768618
ACH-001735,-0.12875382646545294
ACH-001736,-0.19947738207683385
ACH-001737,-0.3956147445781924
ACH-001740,-0.21423694976316132
ACH-001745,-0.15309778269079366
ACH-001765,-0.10590343055918472
