,ATHL1 (80162)
ACH-000190,-0.17597735683338048
ACH-000198,-0.14565127136852246
ACH-000203,-0.09427710163225607
ACH-000204,-0.18466102598381198
ACH-000206,-0.2519434548029019
ACH-000207,-0.13916793034691774
ACH-000208,-0.11228306131285848
ACH-000210,-0.206094026542344
ACH-000211,-0.08700718515904103
ACH-000215,-0.10277673462797944
ACH-000221,-0.04068689044417617
ACH-000222,-0.17159912373298347
ACH-000223,-0.1579788939846611
ACH-000226,-0.01318121008602733
ACH-000227,-0.25216010910795045
ACH-000228,-0.049448677908475874
ACH-000231,-0.2001091730938216
ACH-000232,-0.15448356343369984
ACH-000233,-0.17496264138733295
ACH-000234,-0.2644079352427477
ACH-000235,-0.1497947659369208
ACH-000237,-0.1410773700328813
ACH-000238,-0.043085160816463235
ACH-000242,-0.12468318588709985
ACH-000243,-0.05391468375571981
ACH-000244,-0.20558824458268665
ACH-000246,-0.2431862064042044
ACH-000248,-0.05493330341700607
ACH-000250,-0.2764199303704024
ACH-000251,0.0679901457258721
ACH-000252,-0.11894831971452635
ACH-000253,-0.19266987313637196
ACH-000255,-0.04645418578316461
ACH-000256,-0.16248043950922147
ACH-000257,-0.1418557338279934
ACH-000258,-0.34406001429462674
ACH-000259,-0.20019095744399573
ACH-000260,-0.21005830897683556
ACH-000261,-0.2373593431744481
ACH-000262,-0.06435438190036387
ACH-000263,-0.12266954293451013
ACH-000264,-0.14262517375204814
ACH-000265,-0.0607633714442658
ACH-000266,-0.20462080368345476
ACH-000272,-0.0687552404129903
ACH-000274,-0.1356712339541018
ACH-000277,-0.26786067018837
ACH-000278,-0.08335784564786049
ACH-000279,-0.04627952346677615
ACH-000280,-0.16548053733017773
ACH-000281,-0.3656004666652784
ACH-000288,-0.09271637594811473
ACH-000291,-0.20501693859461706
ACH-000293,-0.09660243291281047
ACH-000294,0.006511219711486347
ACH-000295,-0.20772163892462853
ACH-000296,0.10399774148294898
ACH-000302,-0.13504857072984625
ACH-000304,-0.14565112146599904
ACH-000307,-0.17353721030058744
ACH-000308,-0.07218167799352793
ACH-000310,-0.26450576765957856
ACH-000311,-0.11642826079059078
ACH-000312,-0.14983639569747767
ACH-000315,-0.15661428670209654
ACH-000316,-0.2734536250945158
ACH-000317,-0.2169504955446827
ACH-000318,-0.13592749977897986
ACH-000319,-0.1994731435500048
ACH-000320,-0.14884622357716806
ACH-000322,-0.1425370896240139
ACH-000323,-0.18338053372647212
ACH-000324,-0.17714165353874786
ACH-000329,-0.192158491222094
ACH-000330,-0.07915253200065941
ACH-000331,-0.11301893611295324
ACH-000332,-0.12492672841235615
ACH-000334,0.036354179384690696
ACH-000335,-0.061515826843934765
ACH-000336,-0.08992909095176063
ACH-000337,-0.16068728705197913
ACH-000338,0.10976987226424877
ACH-000339,-0.15182908181199606
ACH-000341,-0.2681750134735158
ACH-000348,-0.16085831004834938
ACH-000350,-0.1500159777207856
ACH-000352,-0.022918604185397567
ACH-000356,-0.2990127008442598
ACH-000361,-0.08181424609804824
ACH-000362,-0.17063641532917131
ACH-000363,-0.0794713601823498
ACH-000364,0.05986676004662483
ACH-000365,-0.0996941146643954
ACH-000366,-0.24340748401949244
ACH-000368,-0.12327347698082758
ACH-000374,-0.14550794135984355
ACH-000375,-0.2420377376964228
ACH-000376,-0.18327640570616105
ACH-000381,-0.1458599893001627
ACH-000383,-0.16747188709796196
ACH-000387,-0.16661079454483171
ACH-000389,-0.12217166065821068
ACH-000390,-0.06502481561291326
ACH-000393,-0.28357740036475065
ACH-000395,-0.08224802133526432
ACH-000396,-0.1374287266158736
ACH-000397,-0.3402507300956491
ACH-000401,-0.05203754771893588
ACH-000402,-0.3545065295222128
ACH-000403,-0.12110495767355085
ACH-000404,-0.18932106147985026
ACH-000406,-0.13346185761555324
ACH-000407,-0.32367475606935936
ACH-000408,-0.10525629093194994
ACH-000410,-0.08054292660719893
ACH-000411,-0.19135627738691816
ACH-000414,-0.20324959774350015
ACH-000415,-0.0873965151861533
ACH-000416,-0.10923119823502432
ACH-000420,-0.17267083070330572
ACH-000421,-0.3044689181091041
ACH-000424,-0.1890713556452483
ACH-000425,-0.11813624740549206
ACH-000426,0.05138991339694178
ACH-000427,-0.14456005097015193
ACH-000433,-0.07940870610922145
ACH-000435,-0.2690947496622294
ACH-000436,-0.0662568565922237
ACH-000444,-0.11668025470690348
ACH-000445,-0.21991835281058775
ACH-000448,-0.10786595830788924
ACH-000450,0.09477043321848244
ACH-000452,-0.2480116931445981
ACH-000454,-0.13301199379675116
ACH-000458,-0.17153051460465954
ACH-000459,-0.12537475296112002
ACH-000460,-0.1304165883808648
ACH-000461,-0.1363338954686288
ACH-000463,-0.19871281910548327
ACH-000464,-0.051739474885732085
ACH-000466,-0.2586534407496117
ACH-000467,-0.20549393089907333
ACH-000468,-0.1927971182942546
ACH-000469,-0.2742983637194797
ACH-000470,-0.15251935185333013
ACH-000471,-0.12743483078172807
ACH-000472,-0.1912207161456132
ACH-000473,-0.17468662535447158
ACH-000475,-0.22790644523589276
ACH-000476,-0.1529872833318269
ACH-000477,-0.00597120368827521
ACH-000479,-0.05485852812213591
ACH-000480,-0.11540992283308965
ACH-000481,-0.261135159504957
ACH-000483,-0.08048366335764556
ACH-000484,-0.1238834962452284
ACH-000485,-0.12245688892703994
ACH-000486,-0.14116824566943684
ACH-000487,-0.3588707132905562
ACH-000488,-0.1273133488337358
ACH-000490,-0.0756955177330515
ACH-000491,-0.17260570779837436
ACH-000495,-0.20043035664690212
ACH-000496,-0.16409904293513566
ACH-000499,-0.021213733527757787
ACH-000500,-0.19856876446144014
ACH-000502,-0.20376891559291485
ACH-000503,-0.023806426072646568
ACH-000505,-0.15535200172912286
ACH-000507,-0.1363736407541116
ACH-000510,-0.14417883953145394
ACH-000511,-0.11200585616728377
ACH-000512,-0.1872530126832264
ACH-000516,-0.18468595985314992
ACH-000517,-0.21101581758622848
ACH-000518,-0.09135738438112094
ACH-000520,-0.1828688894431268
ACH-000521,-0.172615144923365
ACH-000522,-0.16871163940138698
ACH-000524,-0.16616408793418072
ACH-000527,-0.1504636545950392
ACH-000528,-0.1141216483371124
ACH-000537,-0.06832220111074476
ACH-000541,0.037072631538122895
ACH-000542,-0.15871366350080873
ACH-000544,-0.1731694239787
ACH-000545,-0.1605971975815022
ACH-000547,-0.3216469366477088
ACH-000548,-0.16255663537436965
ACH-000549,-0.018479881408537284
ACH-000550,-0.06897494876538622
ACH-000552,-0.2514370565202028
ACH-000556,-0.21165902808296305
ACH-000557,-0.18785382666160855
ACH-000569,-0.17183428358158118
ACH-000570,-0.11920713076945692
ACH-000571,-0.23663937547025735
ACH-000573,-0.04739023786418463
ACH-000576,-0.12876532792007994
ACH-000579,-0.00956607337067973
ACH-000580,-0.23247319794083965
ACH-000584,-0.16113167703162715
ACH-000585,-0.1930217744059361
ACH-000588,0.009807740279537621
ACH-000589,-0.20976425214411126
ACH-000591,-0.2257480093048427
ACH-000593,-0.10003945685046547
ACH-000600,-0.10615026327919637
ACH-000601,-0.203746805031936
ACH-000605,-0.13126441296506186
ACH-000606,-0.14682603242554798
ACH-000608,-0.19527876663018667
ACH-000614,-0.30977474120637805
ACH-000616,-0.0029429300054289553
ACH-000618,-0.1657771050098809
ACH-000619,-0.24784204705058105
ACH-000620,-0.1367307254450007
ACH-000621,-0.17332030842853804
ACH-000622,-0.12004330344739304
ACH-000623,-0.16954475203741465
ACH-000624,-0.18404395922504432
ACH-000627,-0.1336335039365727
ACH-000630,-0.13064718755075172
ACH-000631,-0.04387381852858235
ACH-000632,-0.1388531988813539
ACH-000633,-0.26221564089486515
ACH-000637,-0.09353664312484723
ACH-000638,-0.03496768401954991
ACH-000646,0.041751286662079265
ACH-000647,-0.2090656737325216
ACH-000648,-0.0949423995509876
ACH-000649,-0.11060805289741997
ACH-000651,-0.10062628576122797
ACH-000652,-0.0737508560918271
ACH-000653,-0.06960271832892652
ACH-000657,-0.19278928720638888
ACH-000658,-0.18531529705402486
ACH-000661,-0.0625050773034866
ACH-000662,-0.2103082310281713
ACH-000663,-0.24926124967699864
ACH-000665,-0.2140711725813689
ACH-000671,-0.23587927807908596
ACH-000672,-0.4096900447557084
ACH-000673,-0.15977673867366435
ACH-000676,-0.1380698427960643
ACH-000677,-0.10951148726861952
ACH-000681,-0.0702531223520308
ACH-000683,-0.10654104783342272
ACH-000684,-0.14703053125513765
ACH-000688,-0.34345567234125857
ACH-000693,-0.08308980406581315
ACH-000694,-0.14245806522578391
ACH-000695,-0.03220075810425242
ACH-000696,-0.04528091750985032
ACH-000697,-0.08384805339128712
ACH-000699,-0.12311717100818208
ACH-000701,-0.2627569420095437
ACH-000706,-0.13626062755921955
ACH-000711,-0.12861214964800438
ACH-000713,-0.0795039634689116
ACH-000714,-0.2127200856742562
ACH-000718,-0.09559722873752548
ACH-000720,-0.22703656220030602
ACH-000721,-0.11499475185496225
ACH-000724,-0.19748034992937355
ACH-000725,-0.07294349881406323
ACH-000732,0.15786512699685198
ACH-000734,-0.21097405162246413
ACH-000735,-0.1500980169596372
ACH-000736,-0.1946084225959817
ACH-000738,-0.13259055335173126
ACH-000746,-0.10866681567058928
ACH-000747,-0.20090894461572045
ACH-000748,-0.19836938918279332
ACH-000753,-0.13667270505225035
ACH-000756,-0.19196089789636275
ACH-000757,-0.01410906521204879
ACH-000758,0.04215501357529395
ACH-000760,-0.20230267632693646
ACH-000762,-0.053371383786359805
ACH-000763,0.02897370986014341
ACH-000764,-0.3285648161013351
ACH-000765,-0.1793435372188417
ACH-000766,-0.2144950838508972
ACH-000767,-0.18838054525853565
ACH-000768,-0.10704828237727168
ACH-000769,-0.12086743231274008
ACH-000770,-0.26251127171488103
ACH-000771,-0.1585274698666498
ACH-000773,-0.1526112526292109
ACH-000776,-0.1553909857562693
ACH-000777,-0.17569914628048294
ACH-000778,-0.05933986133940659
ACH-000781,-0.13019487987285006
ACH-000782,-0.170648772236194
ACH-000783,-0.2476291338211295
ACH-000784,-0.19588211636253253
ACH-000785,-0.14487595241350826
ACH-000787,-0.11130862688371317
ACH-000788,-0.1116913635472901
ACH-000791,-0.09774534976250054
ACH-000792,-0.19196466539844467
ACH-000794,-0.07132757238898423
ACH-000796,-0.23292710509419845
ACH-000798,-0.1816798421672471
ACH-000799,-0.18706257364035456
ACH-000800,-0.09037671996267664
ACH-000802,-0.1401044202432477
ACH-000804,-0.1037848989171087
ACH-000805,-0.2696397419538959
ACH-000809,-0.17782241517459002
ACH-000810,-0.17976599626879394
ACH-000811,-0.1569167635893511
ACH-000817,-0.07987041384599865
ACH-000819,-0.10156545098877524
ACH-000820,-0.12850737954043315
ACH-000821,-0.11115618606272587
ACH-000822,-0.19466548919139973
ACH-000823,-0.040878136796659865
ACH-000824,-0.09946513654387604
ACH-000827,-0.12032083180444568
ACH-000829,-0.17995990027774614
ACH-000831,-0.16648000067555166
ACH-000832,0.008456481194832697
ACH-000833,-0.10934633830969752
ACH-000834,-0.11670849990121715
ACH-000835,-0.1125840246977724
ACH-000836,-0.1056995730696208
ACH-000837,-0.03306952890312702
ACH-000838,-0.14309626442472909
ACH-000839,-0.13837821967785985
ACH-000840,-0.14803658696790484
ACH-000841,-0.2930334795070075
ACH-000843,0.010068404889346476
ACH-000846,-0.013472073545979046
ACH-000847,-0.16795611733122007
ACH-000848,-0.1250148707119373
ACH-000849,-0.06698741677013291
ACH-000851,-0.15747236073098445
ACH-000855,-0.02960221750258198
ACH-000856,-0.19895399877892175
ACH-000858,-0.1690388687902059
ACH-000859,-0.0912749241560939
ACH-000861,-0.100457414019458
ACH-000862,-0.1214438220799489
ACH-000865,-0.21228553322437274
ACH-000866,-0.06473552366398798
ACH-000867,-0.19198012564464406
ACH-000869,-0.1650388086103008
ACH-000872,-0.09100033832889844
ACH-000873,0.1867888927271847
ACH-000876,-0.09218566773485526
ACH-000878,-0.16887614660533504
ACH-000880,-0.20515852808153573
ACH-000881,-0.14926271378865308
ACH-000882,-0.13618186981044378
ACH-000884,-0.12462363073557292
ACH-000885,-0.2207856428129238
ACH-000887,-0.14356151504407275
ACH-000889,-0.20201347690412588
ACH-000896,-0.18829718721354893
ACH-000898,-0.1173903651769411
ACH-000900,-0.2613839859510625
ACH-000901,-0.1377900250580407
ACH-000905,-0.008963353750451233
ACH-000906,-0.15484353731520653
ACH-000907,-0.1724548978219634
ACH-000910,-0.32031401602746834
ACH-000911,-0.15113554367896398
ACH-000912,-0.08148053454148327
ACH-000913,-0.1526353532634259
ACH-000915,-0.1984393993889077
ACH-000916,-0.03387701708848913
ACH-000917,-0.001223569867846228
ACH-000920,-0.07842448361905062
ACH-000921,-0.159834074552758
ACH-000924,-0.15134576260898974
ACH-000926,-0.20115799457553354
ACH-000928,-0.3497044309979128
ACH-000929,-0.1948504249482376
ACH-000932,-0.19467413083429416
ACH-000935,-0.2304595545086796
ACH-000936,0.020454150529397624
ACH-000937,-0.04403812954588822
ACH-000938,-0.09605525597934583
ACH-000939,0.06110532697568286
ACH-000941,-0.11767285643005225
ACH-000943,-0.09334371476635958
ACH-000946,-0.13027011032625954
ACH-000947,-0.13562848239699046
ACH-000948,-0.25659900356996
ACH-000950,-0.07622180614634379
ACH-000953,-0.10243862523422208
ACH-000954,-9.79974305685334e-05
ACH-000957,-0.18666687099381216
ACH-000958,-0.0190061977604247
ACH-000960,-0.02095630700479371
ACH-000963,-0.056509414395682876
ACH-000968,-0.15788038075700891
ACH-000969,-0.06298507408377682
ACH-000972,-0.2784060239566287
ACH-000973,-0.09955239464254673
ACH-000974,-0.3711680618811755
ACH-000978,-0.036152114189945725
ACH-000984,-0.2614569343620351
ACH-000986,-0.13613694969240964
ACH-000988,-0.04040620518803206
ACH-000993,-0.30387447102977244
ACH-000994,-0.14388474647989918
ACH-000996,-0.1611809883861656
ACH-001001,-0.041097408799947936
ACH-001020,-0.28257823010691074
ACH-001028,-0.14524692437011716
ACH-001031,-0.19582294615659365
ACH-001038,-0.1508551246792828
ACH-001048,-0.30399241027206897
ACH-001050,-0.17753530041986354
ACH-001053,-0.19102007783376052
ACH-001054,-0.11031966612881182
ACH-001061,-0.10502429122892047
ACH-001067,-0.23981889367947645
ACH-001075,-0.2885979178291483
ACH-001096,-0.17780901432541651
ACH-001111,0.029632655094822755
ACH-001119,-0.29253990349295184
ACH-001128,-0.392274840405313
ACH-001134,-0.14259481382750974
ACH-001151,-0.1374834163957606
ACH-001163,-0.12316580461275498
ACH-001164,-0.2911074892037606
ACH-001183,0.0060367079073831865
ACH-001192,-0.029360724278808405
ACH-001193,-0.08812273972291376
ACH-001196,-0.16783514941343294
ACH-001197,-0.2562280915364621
ACH-001205,-0.21432948510963126
ACH-001211,-0.2345048149370535
ACH-001212,-0.10513798122993702
ACH-001228,-0.26365207400865565
ACH-001232,-0.18967235293428092
ACH-001239,-0.18036613674088106
ACH-001270,-0.019692762818962924
ACH-001274,-0.14718910938337396
ACH-001275,-0.08596370321803573
ACH-001277,-0.13371330646110333
ACH-001278,-0.03031394617156162
ACH-001280,-0.12891650437402571
ACH-001283,-0.16325942555381734
ACH-001289,-0.14647383885573398
ACH-001300,-0.11711717724609773
ACH-001301,-0.12867346890450446
ACH-001302,-0.4715165610788005
ACH-001306,-0.15297939220375778
ACH-001318,0.012875979793815752
ACH-001322,-0.07657203688761849
ACH-001328,-0.2987003423875566
ACH-001332,0.12109312510674718
ACH-001336,-0.1116998852101724
ACH-001346,-0.14573931885808838
ACH-001353,-0.14574118344936102
ACH-001354,-0.07537196113783842
ACH-001367,-0.3032832489188486
ACH-001368,-0.10224976736829552
ACH-001374,-0.4331873901169779
ACH-001377,-0.1406690186571611
ACH-001380,-0.1830241385515501
ACH-001391,-0.18914644478166434
ACH-001408,-0.2001550466471036
ACH-001430,0.023888063403406358
ACH-001431,-0.055045559942102494
ACH-001450,-0.01706199729121099
ACH-001496,-0.1211544138493824
ACH-001500,-0.2329750470651552
ACH-001523,-0.1295019053580342
ACH-001532,-0.10669129971044948
ACH-001550,-0.17577508613303994
ACH-001552,-0.12834016215311864
ACH-001554,-0.16604511502023214
ACH-001654,-0.16458267310365784
ACH-001735,-0.08152296002569011
ACH-001736,-0.02785131450106808
ACH-001737,-0.205707982523618
ACH-001740,-0.026681871606753862
ACH-001745,-0.17992885150530294
ACH-001765,-0.12652027688196305
