,SSUH2 (51066)
ACH-000004,0.22475955736826514
ACH-000005,0.3171492380154151
ACH-000007,-0.15568473368109526
ACH-000009,0.013366443330555441
ACH-000011,-0.052799107743242486
ACH-000012,-0.015378611405524212
ACH-000013,0.03263815537762127
ACH-000014,0.0060763117894050145
ACH-000015,0.1261431351808251
ACH-000017,0.06152382032300183
ACH-000018,0.05111656816420093
ACH-000019,-0.02927413139701895
ACH-000021,0.12004903391882984
ACH-000022,0.10787241326905224
ACH-000025,0.18165381115222926
ACH-000028,-0.029770184364987774
ACH-000030,0.09627914866085538
ACH-000035,0.11177312187249076
ACH-000036,-0.13356159529785944
ACH-000037,0.18362370722073665
ACH-000039,0.01736263663670492
ACH-000040,-0.09360435737117362
ACH-000041,0.06520048634939313
ACH-000042,0.04825498274374905
ACH-000045,0.0594292975463462
ACH-000047,0.0599264489009851
ACH-000052,0.0722706881855502
ACH-000053,0.0015688115035983818
ACH-000054,-0.16870321486539752
ACH-000055,0.10267014868021146
ACH-000060,0.08831657031124324
ACH-000067,0.12618747948109665
ACH-000070,-0.05271521388764496
ACH-000075,-0.009944064130747615
ACH-000078,-0.0122677450590364
ACH-000082,0.046628300569496746
ACH-000085,0.13545381460326789
ACH-000086,-0.0021373757205473487
ACH-000087,0.390679769991958
ACH-000092,0.05527848108897632
ACH-000095,-0.005737864686091194
ACH-000097,0.008919503594256908
ACH-000098,0.046953015498000406
ACH-000099,-0.017903497488133868
ACH-000108,0.1442865783538929
ACH-000113,0.02686807924858295
ACH-000116,0.06120288513539567
ACH-000118,0.1175425535911381
ACH-000120,0.1311880084188785
ACH-000123,-0.05642009681002048
ACH-000127,0.12942106985161192
ACH-000128,0.020651280130836468
ACH-000132,-0.0907772412531326
ACH-000133,0.03560486961539938
ACH-000137,0.051285123289188494
ACH-000138,0.06596718690635013
ACH-000142,-0.001428812893905292
ACH-000143,0.13764070147634302
ACH-000146,-0.06605862615034479
ACH-000148,-0.027328330822626583
ACH-000150,-0.16408896858425942
ACH-000152,0.03756334369419195
ACH-000153,0.07133618012964703
ACH-000159,-0.015550063601588475
ACH-000160,-0.010106035668953864
ACH-000163,0.11642688065499815
ACH-000167,0.09564671810464916
ACH-000168,0.2112179271424368
ACH-000169,-0.006531961082667384
ACH-000178,0.028584170540493805
ACH-000183,0.049988823205805534
ACH-000188,-0.012540390184540829
ACH-000189,-0.0940782851003905
ACH-000190,0.1294564464926104
ACH-000198,0.018594736497498317
ACH-000203,0.33612357070515025
ACH-000204,-0.035806845065006095
ACH-000206,-0.02301716413190753
ACH-000207,-0.06013413030451247
ACH-000208,0.017496809470170516
ACH-000210,-0.07626475927695882
ACH-000211,0.016190754450159703
ACH-000215,-0.011895764520360142
ACH-000221,0.25152827729161586
ACH-000222,0.27627652164572164
ACH-000223,0.035292280571306206
ACH-000226,-0.036754462683772166
