,FDPS (2224)
ACH-000420,-0.43572477056482256
ACH-000421,-0.6254386523210788
ACH-000424,-0.6679066559870693
ACH-000425,-0.5687354627691079
ACH-000426,-0.4009997278272544
ACH-000427,-0.5950954174045365
ACH-000433,-0.4885154831878558
ACH-000435,-0.8098693243691695
ACH-000436,-0.4386177288563047
ACH-000444,-0.3435845474555269
ACH-000445,-0.4900917491802446
ACH-000448,-0.9743395969605672
ACH-000450,-0.8532915932266227
ACH-000452,-0.3342397750194859
ACH-000454,-1.031536932271468
ACH-000458,-0.4599699434581612
ACH-000459,-0.4909345544333975
ACH-000460,-0.8896138375565784
ACH-000461,-0.6535623571185258
ACH-000463,-0.5070238551232319
ACH-000464,-0.5987875628399055
ACH-000466,-0.42391822757524017
ACH-000467,-0.5285891220075275
ACH-000468,-0.73892784215353
ACH-000469,-0.4078753645124041
ACH-000470,-0.5978244015157932
ACH-000471,-0.6524803171315035
ACH-000472,-0.523410319770785
ACH-000473,-0.2907027475604488
ACH-000475,-0.5847762695893386
ACH-000476,-0.5049429509950765
ACH-000477,-0.41049887149250797
ACH-000479,-0.6563904784329652
ACH-000480,-0.5590449224759183
ACH-000481,-0.8451156727814254
ACH-000483,-0.4240974338830153
ACH-000484,-0.6799347269946738
ACH-000485,-0.4573177762807599
ACH-000486,-0.31958321832668674
ACH-000487,-0.9687589878000672
ACH-000488,-0.35826291846636155
ACH-000490,-0.4282823129608862
ACH-000491,-0.4647338606902954
ACH-000495,-1.0846055184575187
ACH-000496,-0.5328099724704976
ACH-000499,-0.6653772560795848
ACH-000500,-0.7583324023184278
ACH-000502,-0.3585538833943474
ACH-000503,-0.7247295310723197
ACH-000505,-0.4801967197758049
ACH-000507,-0.6525558446442249
ACH-000510,-0.6072667450700941
ACH-000511,-0.38536327515604457
ACH-000512,-0.5461277491647795
ACH-000516,-0.5664457376181821
ACH-000517,-0.3388743194893298
ACH-000518,-0.4359178731483536
ACH-000520,-1.0378966889606174
ACH-000521,-0.7332453927177115
ACH-000522,-0.8995914528561997
ACH-000524,-0.6482388937596782
ACH-000527,-0.4018220372290039
ACH-000528,-0.3720419494104327
ACH-000537,-0.3320163822438761
ACH-000541,-0.5496306843765939
ACH-000542,-0.5182785404657267
ACH-000544,-0.6293570336520221
ACH-000545,-0.4159975070410292
ACH-000547,-0.6273317794444406
ACH-000548,-1.0660135852372778
ACH-000549,-0.5379863061252117
ACH-000550,-0.545170248773649
ACH-000552,-0.7578099623579397
ACH-000556,-0.5307641165569038
ACH-000557,-0.7658217033656665
ACH-000569,-0.4596164875001503
ACH-000570,-0.7091021794254838
ACH-000571,-0.6514189286702564
ACH-000573,-0.5139102092811956
ACH-000576,-0.3530089201359229
ACH-000579,-0.4605077703135072
ACH-000580,-0.9959847834819624
ACH-000584,-0.9156947572872012
ACH-000585,-0.4484246234674509
ACH-000588,-0.9367951356048272
ACH-000589,-0.29421694622832056
ACH-000591,-0.4312303828662938
ACH-000593,-0.4502906130379011
ACH-000600,-0.4687181110002139
ACH-000601,-0.39764628881335057
ACH-000605,-0.3794012683654964
ACH-000606,-0.4298718413878257
ACH-000608,-0.9048207846362128
ACH-000614,-0.5598519897630547
ACH-000616,-0.6717967112327353
ACH-000618,-0.6656584229700127
ACH-000619,-0.7330650540003746
ACH-000620,-0.6982177993013187
ACH-000621,-0.5090067310253977
ACH-000622,-0.5806209110182842
ACH-000623,-0.4048614334589792
ACH-000624,-1.1185189710593395
ACH-000627,-1.0687993157336957
ACH-000630,-0.9472164249715468
ACH-000631,-0.2972533797715373
ACH-000632,-0.5065997526326932
ACH-000633,-0.9416212873467594
ACH-000637,-0.38870314478547935
ACH-000638,-0.658956302079067
ACH-000646,-0.4363680200862709
ACH-000647,-0.5324999287242645
ACH-000648,-0.4251850228828222
ACH-000649,-0.8268654137552597
ACH-000651,-0.35016914429202034
ACH-000652,-0.5569786961420025
ACH-000653,-0.8835617916299778
ACH-000657,-0.3955997260144858
ACH-000658,-0.6731373740109068
ACH-000661,-1.055827867506853
ACH-000662,-0.2226941609299233
ACH-000663,-0.4196505197171331
ACH-000665,-0.6107087029601106
ACH-000671,-0.5901598653114573
ACH-000672,-0.44541895724607183
ACH-000673,-0.8621986544027261
ACH-000676,-0.6800200420903323
ACH-000677,-0.5163506083167717
ACH-000681,-0.4151062243869211
ACH-000683,-0.841463764547768
ACH-000684,-0.6691653601899871
ACH-000688,-0.4297648604601821
ACH-000693,-0.5118520556253516
ACH-000694,-0.3309115841697245
ACH-000695,-0.8417649307842442
ACH-000696,-0.31509249674965184
ACH-000697,-0.5630824942784772
ACH-000699,-0.6084373711424467
ACH-000701,-0.4095220478092175
ACH-000706,-0.4708457373063703
ACH-000711,-0.6143142380618851
ACH-000713,-1.05711669492175
ACH-000714,-0.3814464682257767
ACH-000718,-0.5664009237566126
ACH-000720,-0.5211600243082035
ACH-000721,-0.4786501023598421
ACH-000724,-0.5809252156456751
ACH-000725,-0.7051504751406046
ACH-000732,-0.4802356982358026
ACH-000734,-0.907668866988794
ACH-000735,-0.5791371223654882
ACH-000736,-0.8885172585368211
ACH-000738,-0.3486551906821973
ACH-000746,-0.6407534921936533
ACH-000747,-0.5402999315628462
ACH-000748,-0.2857055557242424
ACH-000753,-0.8008632483879639
ACH-000756,-0.5011016189888277
ACH-000757,-0.9481882737966784
ACH-000758,-0.6078956772188019
ACH-000760,-0.44196472813570203
ACH-000762,-0.5866167032325714
ACH-000763,-0.4460028387192765
ACH-000764,-0.5927409016756845
ACH-000765,-1.0733726986350252
ACH-000766,-0.6518237367849992
ACH-000767,-0.9020744083062644
ACH-000768,-0.35459185017088096
ACH-000769,-0.7780388019268134
ACH-000770,-0.9649870745161748
ACH-000771,-0.3502966270425804
ACH-000773,-0.6268516971617094
ACH-000776,-0.26731207133687523
ACH-000777,-0.4127247785422627
ACH-000778,-0.532285835961959
ACH-000781,-0.32342165536851586
ACH-000782,-0.7968352706871764
ACH-000783,-0.3737476578022375
ACH-000784,-0.4978107668757337
ACH-000785,-0.8038018511993098
ACH-000787,-0.37331279446260734
ACH-000788,-0.44149082132795214
ACH-000791,-0.5401149072050742
ACH-000792,-0.5840035597653738
ACH-000794,-0.5435640400514684
ACH-000796,-0.5759966897033494
ACH-000798,-0.3220608925755905
ACH-000799,-0.6178093065825121
ACH-000800,-0.5133476814088153
ACH-000802,-0.4492546891473808
ACH-000804,-0.3721550176172189
ACH-000805,-0.5908607418641292
ACH-000809,-1.0070570697384047
ACH-000810,-1.022030218284171
ACH-000811,-0.34616436097119146
ACH-000817,-0.7772246094978843
ACH-000819,-0.6437537775424838
ACH-000820,-0.4796304026553873
ACH-000821,-0.9599141545321392
ACH-000822,-0.6599479260109501
ACH-000823,-0.3584538583388184
ACH-000824,-0.4708248951153746
ACH-000827,-0.6648152519139222
ACH-000829,-1.07960126507572
ACH-000831,-0.2898885231671683
ACH-000832,-0.7798793400810293
ACH-000833,-0.8594494247177832
ACH-000834,-0.4761082469542487
ACH-000835,-0.4364455314250768
ACH-000836,-1.015691519721932
ACH-000837,-0.30028981566892665
ACH-000838,-0.9721275946358252
ACH-000839,-0.3410749542299339
ACH-000840,-0.4471329342879624
ACH-000841,-0.5455362190598118
ACH-000843,-0.9269161446911742
ACH-000846,-0.4705038872956669
ACH-000847,-0.7949416300983041
ACH-000848,-0.4196055726444797
ACH-000849,-0.6548110138912985
ACH-000851,-0.4292884306667312
ACH-000855,-1.1212644474806364
ACH-000856,-0.7595662826173417
ACH-000858,-0.3486646866076393
ACH-000859,-0.5102497989559318
ACH-000861,-0.42014390426926695
ACH-000862,-0.3675825206308814
ACH-000865,-0.4583599989908413
ACH-000866,-0.3482293476459601
ACH-000867,-0.6313096765429673
ACH-000869,-0.5858773083759496
ACH-000872,-0.31717028093940003
ACH-000873,-0.6172542642835186
ACH-000876,-0.5855180779973567
ACH-000878,-0.6710235187460105
ACH-000880,-0.5406227204797116
ACH-000881,-0.7850217420421751
ACH-000882,-0.9753871432190446
ACH-000884,-0.3788225056565446
ACH-000885,-0.4697774674399142
ACH-000887,-0.45398550418741296
ACH-000889,-0.5667177404405341
ACH-000896,-0.8769106068713469
ACH-000898,-0.4710638940780558
ACH-000900,-0.4250350019002226
ACH-000901,-0.4870774170636544
ACH-000905,-0.5237251772149439
ACH-000906,-0.2959409996043258
ACH-000907,-0.4956855587246805
ACH-000910,-0.5189374106665255
ACH-000911,-0.4633079034304133
ACH-000912,-0.4125759072771769
ACH-000913,-0.4999282806378586
ACH-000915,-1.082401938737646
ACH-000916,-0.4890601491936098
ACH-000917,-0.3333171980827891
ACH-000920,-0.5273630499446368
ACH-000921,-0.5651946881506389
ACH-000924,-0.3033272359718085
ACH-000926,-0.8364992259642632
ACH-000928,-0.798011223224847
ACH-000929,-0.5219536174334247
ACH-000932,-0.5422164034852008
ACH-000935,-0.8139043940686392
ACH-000936,-0.6317534517445919
ACH-000937,-0.6889038298952537
ACH-000938,-0.6841157207894911
ACH-000939,-0.4645895201285317
ACH-000941,-0.6185451126556489
ACH-000943,-0.33903625641520463
ACH-000946,-0.7976780673922561
ACH-000947,-0.3143766718360243
ACH-000948,-0.7297613168566608
ACH-000950,-0.7289921140392788
ACH-000953,-0.9746465625502936
ACH-000954,-0.25142472861092224
ACH-000957,-0.4007329791989559
ACH-000958,-0.5769398076572824
ACH-000960,-0.22584044565666225
ACH-000963,-0.6646741829196603
ACH-000968,-0.5032034562724033
ACH-000969,-0.6733821625334925
ACH-000972,-0.7218323921106292
ACH-000973,-0.4893104265806777
ACH-000974,-0.5158515097837054
ACH-000978,-0.4846306630740949
ACH-000984,-0.6434260515325186
ACH-000986,-0.5206688247113139
ACH-000988,-0.4499107926318785
ACH-000993,-0.38220062947713535
ACH-000994,-0.3748761627068623
ACH-000996,-0.4460493678398643
ACH-001001,-0.37139772586145575
ACH-001020,-0.4496304810499655
ACH-001028,-0.3457719787507013
ACH-001031,-0.7557139929215673
ACH-001038,-0.5340140257633594
ACH-001048,-0.6651423924055657
ACH-001050,-0.8564681554440898
ACH-001053,-0.6920620707810446
ACH-001054,-0.8496754540273942
ACH-001061,-0.8088370211822377
ACH-001067,-0.4556882959487163
ACH-001075,-0.268770536516549
ACH-001096,-0.8279926523073128
ACH-001111,-0.6321405346179606
ACH-001119,-0.8233170348191077
ACH-001128,-0.6555317425980621
ACH-001134,-0.4651020860218348
ACH-001151,-0.5337092717399234
ACH-001163,-0.5393352216765477
ACH-001164,-0.4854889503972423
ACH-001183,-0.3771742910085214
ACH-001192,-0.5885439249982787
ACH-001193,-0.4911367697591718
ACH-001196,-0.6280589823391018
ACH-001197,-0.3752690072677121
ACH-001205,-0.5205024699478853
ACH-001211,-0.5458229441201524
ACH-001212,-0.502156053375391
ACH-001228,-0.4684049042016243
ACH-001232,-0.4626907339295052
ACH-001239,-0.4557098301255727
ACH-001270,-0.69016328207151
ACH-001274,-0.5145370726610042
ACH-001275,-0.584570770815234
ACH-001277,-0.35595635807735804
ACH-001278,-0.5224103870864036
ACH-001280,-0.5593572830411465
ACH-001283,-0.5382330275253434
ACH-001289,-0.5056850804219174
ACH-001300,-0.7185844198167649
ACH-001301,-0.564895758852249
ACH-001302,-0.581185225546245
ACH-001306,-0.6292043127835973
ACH-001318,-0.7456574416908202
ACH-001322,-0.3144838777217076
ACH-001328,-0.4125265346320453
ACH-001332,-0.6327620860130704
ACH-001336,-0.6277345663081091
ACH-001346,-0.4818993760734661
ACH-001353,-1.2049031118216555
ACH-001354,-0.7252887923125989
ACH-001367,-0.7522830813597516
ACH-001368,-0.6456734325813204
ACH-001374,-0.6987568208978504
ACH-001377,-0.2413423604868861
ACH-001380,-0.38015721826515975
ACH-001391,-0.5515059711311822
ACH-001408,-0.9726047373035372
ACH-001430,-0.5325322215268156
ACH-001431,-0.7903208171271617
ACH-001450,-0.5334993196398528
ACH-001496,-1.227037164620155
ACH-001500,-0.4845951811672021
ACH-001523,-0.5497158314894279
ACH-001532,-0.4676257728690213
ACH-001550,-0.3889975232226477
ACH-001552,-0.4297413535467178
ACH-001554,-0.5844505044962134
ACH-001654,-0.4790071286211463
ACH-001735,-0.970788068680602
ACH-001736,-1.1048000828722746
ACH-001737,-0.34804165590395003
ACH-001740,-1.1319157609499255
ACH-001745,-1.0292426027057595
ACH-001765,-1.0810785042347866
