,HYDIN (54768)
ACH-000004,-0.16317034819334356
ACH-000005,-0.17787899306983745
ACH-000007,-0.06929719505051618
ACH-000009,-0.2517143597214161
ACH-000011,-0.2806651390433223
ACH-000012,-0.13548499746704765
ACH-000013,-0.15875413576700628
ACH-000014,-0.15083720813881946
ACH-000015,-0.2751487835260067
ACH-000017,-0.1765783500837758
ACH-000018,-0.18747238332937585
ACH-000019,-0.4116103615866527
ACH-000021,-0.2110008469559345
ACH-000022,-0.15128210861485875
ACH-000025,-0.21162287578963285
ACH-000028,-0.25824797470884536
ACH-000030,-0.1270480227772398
ACH-000035,-0.3649801402816572
ACH-000036,-0.10110782171269636
ACH-000037,-0.13112663503778133
ACH-000039,-0.14283321316738287
ACH-000040,0.004051145940871625
ACH-000041,-0.2502318725002019
ACH-000042,-0.2219201409495044
ACH-000045,-0.29137920298575004
ACH-000047,-0.13160192308907806
ACH-000052,-0.17884300762781455
ACH-000053,-0.3467286114084106
ACH-000054,-0.1820164682672705
ACH-000055,-0.3190406843729183
ACH-000060,-0.21364101570187602
ACH-000067,0.0206829024925487
ACH-000070,-0.2809645770272088
ACH-000075,-0.2762441982320831
ACH-000078,-0.3728145426620368
ACH-000082,-0.22443091268116447
ACH-000085,-0.15193586911551074
ACH-000086,-0.1782340297632205
ACH-000087,-0.23660093268591115
ACH-000092,-0.13281925620697527
ACH-000095,-0.2784630191078871
ACH-000097,-0.30624631053117946
ACH-000098,-0.3429536950036309
ACH-000099,-0.2457142522819723
ACH-000108,-0.11156743415275204
ACH-000113,-0.28719720019427825
ACH-000116,-0.14422118468319048
ACH-000118,-0.12461627526940047
ACH-000120,-0.2622687359526087
ACH-000123,-0.17213427304731646
ACH-000127,-0.34536436471231874
ACH-000128,-0.17974629959256969
ACH-000132,-0.17739368641292375
ACH-000133,-0.2470120224971049
ACH-000137,-0.3184588814986745
ACH-000138,-0.2063197661111204
ACH-000142,-0.21721896103767965
ACH-000143,-0.15516129118087205
ACH-000146,-0.27141551508010786
ACH-000148,-0.15957293196074787
ACH-000150,-0.3002561185230848
ACH-000152,-0.18105808249523064
ACH-000153,-0.11382464642850933
ACH-000159,-0.11296720767997402
ACH-000160,-0.0483015683663116
ACH-000163,-0.17569522271795182
ACH-000167,-0.2475216239319269
ACH-000168,-0.2587638968859953
ACH-000169,-0.15754887127358153
ACH-000178,-0.22120698495212368
ACH-000183,-0.3746035726998567
ACH-000188,-0.13650427424189446
ACH-000189,0.06742257862976317
ACH-000190,-0.31168389359685383
ACH-000198,-0.2995426066226721
ACH-000203,0.12503051024690293
ACH-000204,-0.2386909237262812
ACH-000206,-0.17664500990472462
ACH-000207,-0.14534767987202135
ACH-000208,-0.31414687941445185
ACH-000210,-0.21274526652123135
ACH-000211,-0.18974517303559169
ACH-000215,-0.24785267078537246
ACH-000221,-0.33726982226456764
ACH-000222,0.035428200576048965
ACH-000223,-0.19826710227800295
ACH-000226,-0.1819270698368952
ACH-000227,-0.3207810821625812
ACH-000228,-0.2236223073171549
ACH-000231,-0.18945623220082605
ACH-000232,-0.40655690765540986
ACH-000233,-0.30873198770637306
ACH-000234,-0.2673406799273369
ACH-000235,-0.21607640654020174
ACH-000237,-0.11721684244719405
ACH-000238,-0.09810799258940386
ACH-000242,-0.2532232921495311
ACH-000243,-0.11877227668142155
ACH-000244,-0.24143609956005896
ACH-000246,-0.1872959794225344
ACH-000248,-0.12748203115245926
ACH-000250,-0.08640270323136973
ACH-000251,-0.1535620514944558
ACH-000252,-0.1124889792218432
ACH-000253,-0.21148061126257015
ACH-000255,-0.194746882544755
ACH-000256,-0.2045537595400815
ACH-000257,-0.2432448107923945
ACH-000258,-0.4614210892953271
ACH-000259,-0.12672050386171413
ACH-000260,-0.1964719658190125
ACH-000261,-0.2986359403379168
ACH-000262,-0.2927058435144529
ACH-000263,-0.11682001245319865
ACH-000264,-0.21975761001395414
ACH-000265,-0.014212135603663597
ACH-000266,-0.1173913327844252
ACH-000272,-0.3432110271383278
ACH-000274,-0.09035823773275613
ACH-000277,-0.3728664326327275
ACH-000278,-0.28290561412513976
ACH-000279,-0.18342737924316055
ACH-000280,-0.08184383819597804
ACH-000281,-0.26106379001402746
ACH-000288,-0.11724684902414564
ACH-000291,-0.20882035303396698
ACH-000293,-0.1693877709781956
ACH-000294,-0.32839368515189105
ACH-000295,-0.17175807288214065
ACH-000296,-0.01544377194602131
ACH-000302,-0.14424939013006485
ACH-000304,-0.07267198569346041
ACH-000307,-0.21409267919895525
ACH-000308,-0.12163435954805127
ACH-000310,-0.17716029385002438
ACH-000311,-0.16597680642106208
ACH-000312,-0.15535069711953392
ACH-000315,0.050921120749642806
ACH-000316,-0.2404668168446258
ACH-000317,-0.10798868857435917
ACH-000318,-0.19803365619225166
ACH-000319,-0.19844246784358904
ACH-000320,-0.09074642349693207
ACH-000322,-0.1277204998344948
ACH-000323,-0.00772884039277538
