,LCAT (3931)
ACH-000004,-0.14372625267135114
ACH-000005,0.2105860442373567
ACH-000007,-0.24139049286990186
ACH-000009,-0.06724118076574842
ACH-000011,0.05554101405142232
ACH-000012,-0.08102650917675643
ACH-000013,-0.10893045631195106
ACH-000014,0.029543712752054082
ACH-000015,-0.027434976010519356
ACH-000017,0.039331313200060884
ACH-000018,-0.1555125841934133
ACH-000019,-0.3341334433339968
ACH-000021,-0.0962946547453885
ACH-000022,-0.06996524328971918
ACH-000025,-0.1283186319374169
ACH-000028,-0.03624091021052802
ACH-000030,-0.001973381188325716
ACH-000035,-0.07814052726864608
ACH-000036,-0.004914576556736011
ACH-000037,-0.10143779433877316
ACH-000039,-0.0891359076257465
ACH-000040,-0.0606333214426229
ACH-000041,0.024208555425883342
ACH-000042,-0.11586913813022705
ACH-000045,-0.07275458462121473
ACH-000047,0.0037172961145596453
ACH-000052,-0.17278931511141882
ACH-000053,-0.03478706836388476
ACH-000054,-0.023203167732657515
ACH-000055,-0.03838128645188742
ACH-000060,0.010720555387788313
ACH-000067,-0.013652599597099448
ACH-000070,-0.07662213813794835
ACH-000075,-0.15775608808066746
ACH-000078,0.0272944874144362
ACH-000082,-0.09487649740744553
ACH-000085,-0.039499007890614925
ACH-000086,-0.07013224156194899
ACH-000087,0.33966980212594744
ACH-000092,-0.04432427260889441
ACH-000095,-0.07625473047336495
ACH-000097,-0.11289742265241402
ACH-000098,-0.07380016261727379
ACH-000099,-0.0245676050004606
ACH-000108,-0.11232619041042746
ACH-000113,-0.054523461806042166
ACH-000116,0.03606204336540958
ACH-000118,0.0070959580172736325
ACH-000120,-0.14761619769119425
ACH-000123,-0.01650884323762226
ACH-000127,-0.08525669632563594
ACH-000128,-0.055659067546515006
ACH-000132,-0.2389915362352129
ACH-000133,-0.05136660949639085
ACH-000137,-0.2403792205589387
ACH-000138,0.0610296718316097
ACH-000142,-0.03715063908418433
ACH-000143,-0.07236973354726277
ACH-000146,-0.08484651367048451
ACH-000148,-0.10323870294566664
ACH-000150,0.040687374000013966
ACH-000152,-0.07996261930989207
ACH-000153,-0.0010870243293226562
ACH-000159,-0.005652684785992606
ACH-000160,-0.1879098026546518
ACH-000163,-0.06421431685364176
ACH-000167,-0.0704073350853628
ACH-000168,0.029481338354242125
ACH-000169,-0.04494405296520577
ACH-000178,-0.040332421165667716
ACH-000183,-0.06554492941499694
ACH-000188,-0.07035304692778215
ACH-000189,0.05026532754624993
ACH-000190,-0.19161981599275427
ACH-000198,0.08603446722287765
ACH-000203,-0.29698528385599804
ACH-000204,-0.10687755557229173
ACH-000206,-0.10366738759799474
ACH-000207,0.03927257093914622
ACH-000208,-0.07242941672023075
ACH-000210,0.14508302903145712
ACH-000211,-0.05947088699243799
ACH-000215,-0.04763414896326307
ACH-000221,-0.07832095520930338
ACH-000222,-0.08859879380174772
ACH-000223,0.01766610165548831
ACH-000226,0.04450056879090883
ACH-000227,-0.04627250951355332
ACH-000228,-0.08672144738650829
ACH-000231,-0.008304429893934002
ACH-000232,-0.02336167132012766
ACH-000233,-0.0928590381353021
ACH-000234,-0.054143709214503295
ACH-000235,-0.10612330791617468
ACH-000237,-0.12126256721054468
ACH-000238,0.038296362644013815
ACH-000242,0.020507214762120685
ACH-000243,-0.02478539664882781
ACH-000244,-0.1508295387163161
ACH-000246,0.0564298373253791
ACH-000248,-0.06490415890942068
ACH-000250,-0.10414940791015899
ACH-000251,-0.003260555716718495
ACH-000252,-0.1654309679587192
ACH-000253,-0.09785049178351862
ACH-000255,-0.02399419479799781
ACH-000256,-0.11055983787647647
ACH-000257,-0.03431245652356524
ACH-000258,0.03538860675318599
ACH-000259,-0.012244078921724924
ACH-000260,-0.0718819763141154
ACH-000261,-0.06858825187321765
ACH-000262,-0.08158104541967214
