,LIN54 (132660)
ACH-000004,-0.6165123471230199
ACH-000005,-0.4955465379102899
ACH-000007,-0.4643917042794979
ACH-000009,-0.20923147204564232
ACH-000011,-0.2533620123220188
ACH-000012,-0.7810460390750705
ACH-000013,-0.5558454465253649
ACH-000014,-0.2598249932099341
ACH-000015,-0.4812991337687643
ACH-000017,-0.3078187041145968
ACH-000018,-0.5314926435827617
ACH-000019,-0.4375946395160586
ACH-000021,-0.4804216655449317
ACH-000022,-0.4475657154369702
ACH-000025,-0.5313074287808118
ACH-000028,-0.18211383377332094
ACH-000030,-0.36633130042983897
ACH-000035,-0.4790178653211786
ACH-000036,-0.5091817672384652
ACH-000037,-0.39183034537081496
ACH-000039,-0.34186353297870714
ACH-000040,-0.1280060213408257
ACH-000041,-0.4084774623393575
ACH-000042,-0.4588618226331539
ACH-000045,-0.3128494832919103
ACH-000047,-0.4441018574365429
ACH-000052,-0.5504429639282843
ACH-000053,-0.22665491755577746
ACH-000054,-0.5045302754246539
ACH-000055,-0.5646562536260911
ACH-000060,-0.964502900569292
ACH-000067,-0.4119918301190117
ACH-000070,-0.3394826093914533
ACH-000075,-0.370133317528236
ACH-000078,-0.6254664253906452
ACH-000082,-0.32349729693262397
ACH-000085,-0.13616293746699729
ACH-000086,-0.3362411634892188
ACH-000087,-0.3843193882458895
ACH-000092,-0.4634147528325578
ACH-000095,-0.651926165112529
ACH-000097,-0.2604633311567437
ACH-000098,-0.5493349372382136
ACH-000099,-0.4755674440543138
ACH-000108,-0.2045241445935061
ACH-000113,-0.3556601794981924
ACH-000116,-0.8283030783629572
ACH-000118,-0.2765004132999058
ACH-000120,-0.7979014091795483
ACH-000123,-0.5837491084056379
ACH-000127,-0.4143577366552536
ACH-000128,-0.5972435367466273
ACH-000132,-0.5006188050482113
ACH-000133,-0.3629233485875055
ACH-000137,-0.5876197161774984
ACH-000138,-0.3301255536135372
ACH-000142,-0.4960553187234222
ACH-000143,-0.5598081181683221
ACH-000146,-0.5035548897914461
ACH-000148,-0.25920566788064664
ACH-000150,-0.4582305953540095
ACH-000152,-0.09767501022799707
ACH-000153,-0.4007620565272909
ACH-000159,-0.5574842603403161
ACH-000160,-0.2411745983448205
ACH-000163,-0.5333211061772097
ACH-000167,-0.10157858544520523
ACH-000168,-0.3947248272581654
ACH-000169,-0.4062664071643344
ACH-000178,-0.3169663531299324
ACH-000183,-0.6000038392984661
ACH-000188,-0.5777984285442069
ACH-000189,-0.5302664715513297
ACH-000190,-0.3771675373788113
ACH-000198,-0.1873972288405103
ACH-000203,-0.7129502561753783
ACH-000204,-0.39221027983521306
ACH-000206,-0.3362326766633667
ACH-000207,-0.5801379931782638
ACH-000208,-0.7399000276281853
ACH-000210,-0.11938507141062715
ACH-000211,-0.4992163809570535
ACH-000215,-0.2915513097796297
ACH-000221,-0.5439442616321049
ACH-000222,-0.660444729866214
ACH-000223,-0.3926686948666632
ACH-000226,-0.2666303363450708
ACH-000227,-0.3366666421048532
ACH-000228,-0.4647593563440791
ACH-000231,-0.4907322758558194
ACH-000232,-0.3237352596996224
ACH-000233,-0.14404489963250586
ACH-000234,-0.12737709633696553
ACH-000235,-0.37022572486384203
ACH-000237,-0.487179940316857
ACH-000238,-0.4665277854804387
ACH-000242,-0.3989704466198543
ACH-000243,-0.6531882183579192
ACH-000244,-0.5840195457286658
ACH-000246,-0.33329590906042184
ACH-000248,-0.5658434073503826
ACH-000250,-0.1717535125419565
ACH-000251,-0.851725342421467
ACH-000252,-0.3140116014389663
ACH-000253,-0.4027366578882803
ACH-000255,-0.364890087127387
ACH-000256,-0.3693901487563245
ACH-000257,-0.4247326560886026
ACH-000258,-0.4516889871225049
ACH-000259,-0.5025349569635739
ACH-000260,-0.5435514515671451
ACH-000261,-0.3320220694440398
ACH-000262,-0.5148135172633512
ACH-000263,-0.8207840524609072
ACH-000264,-0.3481185968425874
ACH-000265,-0.5106274359196367
ACH-000266,-0.7416656886716525
ACH-000272,-0.4765197362602134
ACH-000274,-0.31562428683776983
ACH-000277,-0.6038327479596299
ACH-000278,-0.12040955376311732
ACH-000279,-0.3571527780809129
ACH-000280,-0.2981487121537655
ACH-000281,-0.3976268484692424
ACH-000288,-0.17764468141443132
ACH-000291,-0.31606681643364576
ACH-000293,-0.6013242871927895
ACH-000294,-0.06159335960289085
ACH-000295,-0.4497421419792757
ACH-000296,-0.7089308580936776
ACH-000302,-0.4026686102510788
ACH-000304,-0.3146620756457104
ACH-000307,-0.39824847369629945
ACH-000308,-0.35669841762315224
ACH-000310,-0.7203903811917313
ACH-000311,-0.2961473400467137
ACH-000312,-0.2378764453317389
ACH-000315,-0.5968372196313435
ACH-000316,-0.5552762602274139
ACH-000317,-0.5379252755241802
ACH-000318,-0.4977061560464111
ACH-000319,-0.5155034367128856
ACH-000320,-0.5538861865711134
ACH-000322,-0.5917969854022271
ACH-000323,-0.2576031542077901
ACH-000324,-0.19666042026402372
ACH-000329,-0.3175823529935189
ACH-000330,-0.750387469550625
ACH-000331,-0.4461162810154689
ACH-000332,-0.594013863113604
ACH-000334,-0.5354349098693488
ACH-000335,-0.5168813151000087
ACH-000336,-0.5471437051964761
ACH-000337,-0.12507279073105695
ACH-000338,-0.5722962736282708
ACH-000339,-0.4226022131340325
ACH-000341,-0.5106867206080653
ACH-000348,-0.3357517821468768
ACH-000350,-0.6229657219484392
ACH-000352,-0.5986486819405339
ACH-000356,-0.666008266842629
ACH-000361,-0.19750492896733896
ACH-000362,-0.4068983907330749
ACH-000363,-0.3472429254331532
ACH-000364,-0.20764509893571267
ACH-000365,-0.2900030471849641
ACH-000366,-0.4776656554221657
ACH-000368,-0.2818138456871305
ACH-000374,-0.3629642037311816
ACH-000375,-0.05179297233807667
ACH-000376,-0.4348724501776564
ACH-000381,-0.4604747136946236
ACH-000383,-0.2920095436763493
ACH-000387,-0.4907534188117082
ACH-000389,-0.22124423913893893
ACH-000390,-0.5704443453796043
ACH-000393,-0.23587618518404999
ACH-000395,-0.6366013520549588
ACH-000396,-0.2442132003638698
ACH-000397,-0.4256133321811885
ACH-000401,-0.4489054521919157
ACH-000402,-0.6210688804895764
ACH-000403,-0.5758184329216444
ACH-000404,-0.6791178398552535
ACH-000406,-0.3601395050926019
ACH-000407,-0.003361076843744232
ACH-000408,-0.8257677308218123
ACH-000410,-0.3189269475860056
ACH-000411,-0.249247842486879
ACH-000414,-0.25682334497461096
ACH-000415,-0.4256412138449517
ACH-000416,-0.397224912129146
ACH-000420,-0.3372375674023541
ACH-000421,-0.2222659974832356
ACH-000424,-0.28443829292887257
ACH-000425,-0.25206963993330794
ACH-000426,-0.7835202164043514
ACH-000427,-0.4422870335285916
ACH-000433,-0.2962558186780785
ACH-000435,-0.22043827278339365
ACH-000436,-0.4193785810832274
ACH-000444,-0.3564252750943413
ACH-000445,-0.5511906086197583
ACH-000448,-0.2915477121985137
ACH-000450,-0.31619188945297105
ACH-000452,-0.6510681481273904
ACH-000454,-0.5261660974975441
ACH-000458,-0.5232493252101799
ACH-000459,-0.4559859053923505
ACH-000460,-0.7133690716356507
ACH-000461,-0.4864329907328545
ACH-000463,-0.2412603874053327
ACH-000464,-0.5523814617503302
ACH-000466,-0.4423486336174088
ACH-000467,-0.503110148845679
ACH-000468,-0.3901304553308704
ACH-000469,-0.5227450655229859
ACH-000470,-0.6826731929161397
ACH-000471,-0.3903682343075225
ACH-000472,-0.5925252174884276
ACH-000473,-0.5304188368707128
ACH-000475,-0.3961563857624677
ACH-000476,-0.4433960878529778
ACH-000477,-0.3654539565512641
ACH-000479,-0.3197299342398858
ACH-000480,-0.6243540956241938
ACH-000481,-0.4138396715518769
ACH-000483,-0.6038521698811066
ACH-000484,-0.4691145622831955
ACH-000485,-0.28320373864541
ACH-000486,-0.5778171851878242
ACH-000487,-0.3757434336312428
ACH-000488,-0.4978971175350136
ACH-000490,-0.4447923769975004
ACH-000491,-0.12274907460013693
ACH-000495,-0.2842510689400351
ACH-000496,-0.31869455624853193
ACH-000499,-0.3620344892535509
ACH-000500,-0.44333054129862776
ACH-000502,-0.3697445227620113
ACH-000503,-0.23532233258705576
ACH-000505,-0.18890709594975671
ACH-000507,-0.3392773610088012
ACH-000510,-0.443815970418286
ACH-000511,-0.3923181768362168
ACH-000512,-0.5560359465917885
ACH-000516,-0.3470721319794478
ACH-000517,-0.493310088649687
ACH-000518,-0.4344943780796924
ACH-000520,-0.3493051426342305
ACH-000521,-0.28711481854345977
ACH-000522,-0.5965268591683552
ACH-000524,-0.5202579057097895
ACH-000527,-0.6616387976737343
ACH-000528,-0.37166691461545664
ACH-000537,-0.07588108963494017
ACH-000541,-0.4605027460873058
ACH-000542,-0.4303368638664404
ACH-000544,-0.6402322581505698
ACH-000545,-0.3388328208377231
ACH-000547,-0.5633148372575679
ACH-000548,-0.5729855922198165
ACH-000549,-0.414903856709764
ACH-000550,-0.25460304885507706
ACH-000552,-0.2616102165642542
ACH-000556,-0.3904634781913209
ACH-000557,-0.5351630601396765
ACH-000569,-0.4700248151242133
ACH-000570,-0.5045818515994426
ACH-000571,-0.3342082513135737
ACH-000573,-0.3763971338800244
ACH-000576,-0.4746843610284164
ACH-000579,-0.4392494368285013
ACH-000580,-0.3133062958901366
ACH-000584,-0.2438342363653485
ACH-000585,-0.6495017620572954
ACH-000588,-0.5704466650626624
ACH-000589,-0.32694715214408937
ACH-000591,-0.4075179745543297
ACH-000593,-0.4487491431717173
ACH-000600,-0.460272496764182
ACH-000601,-0.4062099506746574
ACH-000605,-0.4436001255499212
ACH-000606,-0.7036745078207967
ACH-000608,-0.26129209585876256
ACH-000614,-0.20083347969043616
ACH-000616,-0.4764448767686692
ACH-000618,-0.7886505694096972
ACH-000619,-0.4601444310595472
ACH-000620,-0.4258667499911678
ACH-000621,-0.4547517831147725
ACH-000622,-0.2678867829123818
ACH-000623,-0.4801707358849882
ACH-000624,-0.41428701016854985
ACH-000627,-0.4541926171893879
ACH-000630,-0.5149422472987096
ACH-000631,-0.5624134010800963
ACH-000632,-0.12049366552186287
ACH-000633,-0.22053073649988034
ACH-000637,-0.4863269046041834
ACH-000638,-0.33321600509388105
ACH-000646,-0.7304908389272089
ACH-000647,-0.5249021204141551
ACH-000648,-0.6095843695861082
ACH-000649,-0.4892462355843095
ACH-000651,-0.1531499919600292
ACH-000652,0.028552524809001955
ACH-000653,-0.3207399010988051
ACH-000657,-0.3073708424873163
ACH-000658,-0.194229131151571
ACH-000661,-0.3540948987060069
ACH-000662,-0.5259010335077771
ACH-000663,-0.5119972374873608
ACH-000665,-0.4320774350444047
ACH-000671,-0.08088060702069179
ACH-000672,-0.3229244280745141
ACH-000673,-0.4669831240013341
ACH-000676,-0.1467950859769849
ACH-000677,-0.5536256886923178
ACH-000681,-0.3494059073900009
ACH-000683,-0.3614755769903669
ACH-000684,-0.43844928724887294
ACH-000688,-0.2173315902354894
ACH-000693,-0.3430137676329831
ACH-000694,-0.2917282332708808
ACH-000695,-0.07240202927206857
ACH-000696,-0.3593572333151571
ACH-000697,-0.5271451431636328
ACH-000699,-0.4424600360090071
ACH-000701,-0.21613888325465425
ACH-000706,-0.3507613437377781
ACH-000711,-0.4206968948214005
ACH-000713,-0.3532462142896973
ACH-000714,-0.35099362605652906
ACH-000718,-0.41968817166001465
ACH-000720,-0.5055878605235472
ACH-000721,-0.12725140762342754
ACH-000724,-0.29905400248186315
ACH-000725,-0.22327877048608225
ACH-000732,-0.5291830529565309
ACH-000734,-0.2923513471687633
ACH-000735,-0.5623614510190401
ACH-000736,-0.4839446763763645
ACH-000738,-0.5438681711626294
ACH-000746,-0.19882457166721826
ACH-000747,-0.4776844064697969
ACH-000748,-0.4550163008394874
ACH-000753,-0.3937080276800948
ACH-000756,-0.3302583032177765
ACH-000757,-0.19719019214159172
ACH-000758,-0.41801981700411744
ACH-000760,-0.33384977266348376
ACH-000762,-0.31370805103927235
ACH-000763,-0.4166889017093446
ACH-000764,-0.4939159501282093
ACH-000765,-0.13502779634350212
ACH-000766,-0.5553042531287258
ACH-000767,-0.5788781545669082
ACH-000768,-0.3681139061303865
ACH-000769,-0.35735559727312843
ACH-000770,-0.5844873216754364
ACH-000771,-0.7754526014243315
ACH-000773,-0.31656320212781913
ACH-000776,-0.513385396115552
ACH-000777,-0.4318221641782493
ACH-000778,-0.5463572918209869
ACH-000781,-0.37914358608044496
ACH-000782,-0.5796023049441872
ACH-000783,-0.5831829902662945
ACH-000784,-0.3428654412157775
ACH-000785,-0.33981718920913223
ACH-000787,-0.7145734795127261
ACH-000788,-0.2554829992441064
ACH-000791,-0.4161925982715168
ACH-000792,-0.5791633392862172
ACH-000794,-0.4534955561678754
ACH-000796,-0.5998726005558579
ACH-000798,-0.3232009302407217
ACH-000799,-0.38001812390066464
ACH-000800,-0.4235257573049906
ACH-000802,-0.6981766447679261
ACH-000804,-0.3385095188045463
ACH-000805,-0.2480742738863819
ACH-000809,-0.5272017507194184
ACH-000810,-0.31439308557402595
ACH-000811,-0.28287165911539763
ACH-000817,-0.13690564168480787
ACH-000819,-0.4668725768924947
ACH-000820,-0.06573100628750253
ACH-000821,-0.3638164826622636
ACH-000822,-0.2347943149199185
ACH-000823,-0.4941125665228115
ACH-000824,-0.4101128506130475
ACH-000827,-0.17462057218258667
ACH-000829,-0.5319840904427918
ACH-000831,-0.6063779744321927
ACH-000832,-0.5147958218514991
ACH-000833,-0.3830851528613667
ACH-000834,-0.5252196281442829
ACH-000835,-0.4346754573024888
ACH-000836,-0.4911448723313422
ACH-000837,-0.6519174847161319
ACH-000838,-0.0800368951273253
ACH-000839,-0.529447841167216
ACH-000840,-0.494715149062104
ACH-000841,-0.3727711344703121
ACH-000843,-0.4804350529052671
ACH-000846,-0.5913946810925721
ACH-000847,-0.6072299016216134
ACH-000848,-0.20115045981295465
ACH-000849,-0.13070618081744928
ACH-000851,-0.5355611376350421
ACH-000855,-0.3180364353835576
ACH-000856,-0.3411243346235871
ACH-000858,-0.4915664445746457
ACH-000859,-0.3517471718791747
ACH-000861,-0.3387128572936272
ACH-000862,-0.42931829443097497
ACH-000865,-0.4932157044467184
ACH-000866,-0.1635552374912517
ACH-000867,-0.3650752319391631
ACH-000869,-0.4981616109119508
ACH-000872,-0.3693380436419845
ACH-000873,-0.4562521899017338
ACH-000876,-0.6646690447210625
ACH-000878,-0.6512397884284221
ACH-000880,-0.5342610368334194
ACH-000881,-0.3397798887197793
ACH-000882,-0.3122754366749682
ACH-000884,-0.3489061263099394
ACH-000885,-0.2333371300776605
ACH-000887,-0.2697932111285624
ACH-000889,-0.3861749953504992
ACH-000896,-0.4694424773966992
ACH-000898,-0.3996539732027737
ACH-000900,-0.36516994233517697
ACH-000901,-0.4123759963546845
ACH-000905,-0.4405097564293272
ACH-000906,-0.6211395959834052
ACH-000907,-0.2772864689103726
ACH-000910,-0.40863305857163984
ACH-000911,-0.6223548217678784
ACH-000912,-0.3933561292576096
ACH-000913,-0.41316088167672
ACH-000915,-0.3345386923278509
ACH-000916,-0.03902958757432275
ACH-000917,-0.4985673475288076
ACH-000920,0.035167302335911345
ACH-000921,-0.5035771953066386
ACH-000924,-0.3453064428793521
ACH-000926,-0.2660819900775353
ACH-000928,-0.17770217692205847
ACH-000929,-0.21592938936672726
ACH-000932,-0.3107128241347127
ACH-000935,-0.3269456445791705
ACH-000936,-0.3969117773832766
ACH-000937,-0.2445822951671815
ACH-000938,-0.4733461779660408
ACH-000939,-0.5402711505823656
ACH-000941,-0.5361519125013907
ACH-000943,-0.3009963167066906
ACH-000946,-0.272418485235962
ACH-000947,-0.264904132213733
ACH-000948,-0.4298716232902095
ACH-000950,-0.4305980637424547
ACH-000953,-0.18821990730248564
ACH-000954,-0.21277209678580447
ACH-000957,-0.4078506725311845
ACH-000958,-0.4377427665327678
ACH-000960,-0.4814270548549429
ACH-000963,-0.5316682594516778
ACH-000968,-0.1687863623811313
ACH-000969,-0.36088077326976215
ACH-000972,0.008335089612543088
ACH-000973,-0.35548739149943537
ACH-000974,-0.3536057785805707
ACH-000978,-0.2697926256977648
ACH-000984,-0.25688046138430937
ACH-000986,-0.7369386337940569
ACH-000988,-0.3516436547361501
ACH-000993,-0.4977826515408701
ACH-000994,-0.2594891038503949
ACH-000996,-0.4616619043087207
ACH-001001,-0.601091091713004
ACH-001020,-0.5192609552641407
ACH-001028,-0.294521272777375
ACH-001031,-0.3929098485910721
ACH-001038,-0.37260298511176704
ACH-001048,-0.2560541707256581
ACH-001050,-0.4791855205355304
ACH-001053,-0.4189645771505328
ACH-001054,-0.5024999339121463
ACH-001061,-0.12127595260636795
ACH-001067,-0.4659394723903091
ACH-001075,-0.5637859523565038
ACH-001096,-0.2467815473089403
ACH-001111,0.21025697767113224
ACH-001119,-0.17356928824956525
ACH-001128,-0.04665067225212436
ACH-001134,-0.5326778846099806
ACH-001151,-0.569068574350101
ACH-001163,-0.4583147394692466
ACH-001164,-0.309673186472825
ACH-001183,-0.5386312958310807
ACH-001192,-0.5912577038461609
ACH-001193,-0.0903722909083566
ACH-001196,-0.4944714100676958
ACH-001197,-0.627499740721345
ACH-001205,-0.3650471207377022
ACH-001211,-0.17028438731921414
ACH-001212,-0.08694850947048892
ACH-001228,-0.4755492472027987
ACH-001232,-0.3265350417482574
ACH-001239,-0.06134340130047827
ACH-001270,-0.34441211891753426
ACH-001274,-0.4660290532114692
ACH-001275,-0.23956909567863602
ACH-001277,-0.3199744607168974
ACH-001278,-0.5616665510989068
ACH-001280,-0.1959054818709794
ACH-001283,-0.536888405722884
ACH-001289,-0.14460832155220293
ACH-001300,-0.29988248079192226
ACH-001301,-0.7091245051865651
ACH-001302,-0.6217677120845981
ACH-001306,-0.4504323051388824
ACH-001318,-0.3340836097628985
ACH-001322,-0.37893661750291
ACH-001328,-0.4826683282559636
ACH-001332,-0.4645669399536886
ACH-001336,-0.5797562483487304
ACH-001346,-0.5588622213499873
ACH-001353,-0.5604735435257966
ACH-001354,-0.16148842659087856
ACH-001367,-0.8024949558829136
ACH-001368,-0.15094509275383286
ACH-001374,0.3818390574857383
ACH-001377,-0.05102082225264614
ACH-001380,-0.27718564256843564
ACH-001391,-0.4085887699812398
ACH-001408,-0.32390080762663226
ACH-001430,-0.3639344781200734
ACH-001431,-0.07979501660605064
ACH-001450,-0.28521674642660905
ACH-001496,-0.3138899982691737
ACH-001500,-0.4692882117057959
ACH-001523,-0.6494080348416351
ACH-001532,-0.28211141067128725
ACH-001550,-0.24832871326463446
