,CYP27B1 (1594)
ACH-000004,-0.4650426994373126
ACH-000005,-0.4145976276090487
ACH-000007,-0.3636551398765615
ACH-000009,-0.2786790203355997
ACH-000011,-0.3056909653231374
ACH-000012,-0.2446584745427243
ACH-000013,-0.1859945638876968
ACH-000014,-0.05869696294795902
ACH-000015,-0.35721855921998075
ACH-000017,-0.3785242305021732
ACH-000018,-0.1845486366899289
ACH-000019,-0.0991568324452211
ACH-000021,-0.2696309028668001
ACH-000022,-0.1804289075332004
ACH-000025,-0.4294254321473289
ACH-000028,-0.29103001745914503
ACH-000030,-0.16964283920112885
ACH-000035,-0.3554877622112597
ACH-000036,-0.3600771595629519
ACH-000037,-0.4796638770102466
ACH-000039,-0.2712640391258788
ACH-000040,-0.2533864337025772
ACH-000041,-0.2921344692819922
ACH-000042,-0.15222850086414105
ACH-000045,-0.16589232556148664
ACH-000047,-0.26224961646328954
ACH-000052,-0.4395317873585835
ACH-000053,-0.31499422796065035
ACH-000054,-0.3900029417511381
ACH-000055,-0.6480539151922016
ACH-000060,-0.2478999748106156
ACH-000067,-0.4088543794275747
ACH-000070,-0.2653864605699097
ACH-000075,-0.6016629778647731
ACH-000078,-0.1836903952503642
ACH-000082,-0.4610251695190797
ACH-000085,-0.17463541822128026
ACH-000086,-0.4364599280664094
ACH-000087,-0.3017184471030172
ACH-000092,-0.2474220745788188
ACH-000095,-0.2665430977215109
ACH-000097,-0.44505755829368815
ACH-000098,-0.2063321191815404
ACH-000099,-0.2679701730150013
ACH-000108,-0.0281445905143588
ACH-000113,-0.3139703287013619
ACH-000116,-0.205320369504416
ACH-000118,-0.26200140850892584
ACH-000120,-0.39906095933729796
ACH-000123,-0.3605848030016789
ACH-000127,-0.2841613332510014
ACH-000128,-0.2412314568716437
ACH-000132,-0.2434687948080952
ACH-000133,-0.4802251562207898
ACH-000137,-0.5616705759244399
ACH-000138,-0.2338887872709908
ACH-000142,-0.08125692199657943
ACH-000143,-0.4028995428762657
ACH-000146,-0.2889292009837908
ACH-000148,-0.25604854683889205
ACH-000150,-0.40315567177923
ACH-000152,-0.3342550054302377
ACH-000153,-0.04099456640211995
ACH-000159,-0.21467122665791147
ACH-000160,-0.2717168869349749
ACH-000163,-0.32525178572048075
ACH-000167,-0.1896994183534756
ACH-000168,-0.2100528190039819
ACH-000169,-0.33266350755189217
ACH-000178,-0.2309664828782951
ACH-000183,-0.3365772539820794
ACH-000188,-0.18639660039977016
ACH-000189,-0.3999706906215287
ACH-000190,-0.33431457681854765
ACH-000198,-0.2206882880194652
ACH-000203,-0.7745162522584208
ACH-000204,-0.40540194255187306
ACH-000206,-0.17631905636098602
ACH-000207,-0.1867075863504769
ACH-000208,-0.13880178904522136
ACH-000210,-0.023090678294148168
ACH-000211,-0.20476686092408733
ACH-000215,-0.43750550338372457
ACH-000221,-0.21412782799952856
ACH-000222,-0.24822883786648234
ACH-000223,-0.3612032480461827
ACH-000226,-0.38547204649409617
ACH-000227,-0.1691150582754455
ACH-000228,-0.40335171083518095
ACH-000231,-0.3134553921103088
ACH-000232,-0.3735726487598915
ACH-000233,-0.18976442552892836
ACH-000234,-0.4534649201064062
ACH-000235,-0.3426559379078276
ACH-000237,-0.30416669249659634
ACH-000238,-0.21377321748509656
ACH-000242,-0.33224169640524104
ACH-000243,-0.1802258397971492
ACH-000244,0.004912876352569772
ACH-000246,-0.27085368042420194
ACH-000248,-0.2606769031907098
ACH-000250,-0.2486424673559925
ACH-000251,-0.6297413640720031
ACH-000252,-0.2683383525967073
ACH-000253,-0.2895297031446945
ACH-000255,-0.2654473365596081
ACH-000256,-0.2595352432120079
ACH-000257,-0.006909263844790994
ACH-000258,-0.34213525230343284
ACH-000259,-0.3464022561068007
ACH-000260,-0.16102706368050865
ACH-000261,-0.28344230705155965
ACH-000262,-0.205959184718348
ACH-000263,-0.3532110086317453
ACH-000264,-0.2967030457739578
ACH-000265,-0.24189745267539786
ACH-000266,-0.3032853275240737
ACH-000272,-0.11162333120473683
ACH-000274,-0.3094735776217448
ACH-000277,-0.1287729630571148
ACH-000278,-0.2468036453545705
ACH-000279,-0.3964895120228844
ACH-000280,-0.3198814265131126
ACH-000281,-0.34800952606941904
ACH-000288,-0.2719970435781883
ACH-000291,-0.14599963182952908
ACH-000293,-0.2894481970408825
ACH-000294,-0.17850255981268906
ACH-000295,-0.3939087870739376
ACH-000296,-0.4178286388422994
ACH-000302,-0.26751155303514057
ACH-000304,-0.5865810792962752
ACH-000307,-0.1724120700065276
ACH-000308,-0.33565954728868314
ACH-000310,-0.4496298944088932
ACH-000311,-0.4233298171369284
ACH-000312,-0.15808583035724175
ACH-000315,-0.1329671063802761
ACH-000316,-0.4912524306672046
ACH-000317,-0.15027528485554262
ACH-000318,-0.3830903712112213
ACH-000319,-0.3654168118643871
ACH-000320,-0.348547879604965
ACH-000322,-0.491644652638369
ACH-000323,-0.21781585291824415
ACH-000324,-0.1699341085019092
ACH-000329,-0.2030139820783388
ACH-000330,-0.13920594283160365
ACH-000331,-0.23761457452974474
ACH-000332,-0.2718043119030085
ACH-000334,-0.26319728146951754
ACH-000335,-0.4662401333633293
ACH-000336,-0.5213638475140935
ACH-000337,-0.3071473810490947
ACH-000338,-0.10617977441734038
ACH-000339,-0.2980811251450006
ACH-000341,-0.1131845244271622
ACH-000348,-0.3119406011337601
ACH-000350,-0.2581972201722349
ACH-000352,-0.3702179995324961
ACH-000356,-0.3558923802382141
ACH-000361,-0.0527278365260806
ACH-000362,-0.3171613062752985
ACH-000363,-0.2400357110986749
ACH-000364,-0.20521201074721032
ACH-000365,-0.3818187413026735
ACH-000366,-0.28602456719805136
ACH-000368,-0.5648694127252678
ACH-000374,-0.3262635258819848
ACH-000375,-0.11595146200352795
ACH-000376,-0.1767849023249689
ACH-000381,-0.06852852673678601
ACH-000383,-0.2343716289945489
ACH-000387,-0.17691799587363596
ACH-000389,-0.15613244272233134
ACH-000390,-0.32138128072313754
ACH-000393,-0.19123801470996746
ACH-000395,-0.3978241610443144
ACH-000396,-0.2613598269602337
ACH-000397,-0.21769465898453635
ACH-000401,-0.3065506286730931
ACH-000402,-0.19015541708539987
ACH-000403,-0.2122501861565758
ACH-000404,-0.08119128519820848
ACH-000406,-0.2866859876426537
ACH-000407,-0.2538941536008655
ACH-000408,-0.014552713468236446
ACH-000410,-0.2044095411426976
ACH-000411,-0.4440864086202979
ACH-000414,-0.3998751379426861
ACH-000415,-0.14650070690669215
ACH-000416,-0.3514700195509352
ACH-000420,-0.225879732114239
ACH-000421,-0.1941041648611634
ACH-000424,-0.3520288204158659
ACH-000425,-0.3872022870307565
ACH-000426,-0.19396398558443875
ACH-000427,-0.4333773545971068
ACH-000433,-0.5473517813064079
ACH-000435,0.2308925821562341
ACH-000436,-0.3426432429980045
ACH-000444,-0.24056598927957226
ACH-000445,-0.4692349747192422
ACH-000448,-0.3159060904238826
ACH-000450,-0.319232200643056
ACH-000452,-0.2922885976268116
ACH-000454,-0.4524137039037942
ACH-000458,-0.4538274636569197
ACH-000459,-0.3473751210076529
ACH-000460,-0.16634614707416764
ACH-000461,-0.387971513167464
ACH-000463,-0.4332252062899937
ACH-000464,-0.3962343387764475
ACH-000466,-0.3852441347834535
ACH-000467,-0.3880645978933324
ACH-000468,-0.2982782797654905
ACH-000469,-0.2276305772093737
ACH-000470,-0.16772620508979574
ACH-000471,-0.2909246962604015
ACH-000472,-0.23626626855180505
ACH-000473,-0.3709044726654647
ACH-000475,-0.2884265910029964
ACH-000476,-0.3320819594297054
ACH-000477,-0.31488280859035306
ACH-000479,-0.1730985114935219
ACH-000480,-0.4530017027953743
ACH-000481,-0.25759628022710035
ACH-000483,-0.494173035707349
ACH-000484,-0.2575697734428053
ACH-000485,-0.28363222107568925
ACH-000486,-0.4681057389653594
ACH-000487,0.028809229723778255
ACH-000488,-0.1667718559513214
ACH-000490,-0.2623698322876124
ACH-000491,-0.21561939359910726
ACH-000495,-0.1480495425316746
ACH-000496,-0.7064943809976328
ACH-000499,-0.20433996749100106
ACH-000500,-0.2121023489914417
ACH-000502,-0.309634720551502
ACH-000503,0.07683629190438802
ACH-000505,-0.2339354304621532
ACH-000507,-0.3549056381263472
ACH-000510,-0.20670660216368392
ACH-000511,-0.17526596298533392
ACH-000512,-0.2366370881808004
ACH-000516,-0.3270279865978596
ACH-000517,-0.2975482930280525
ACH-000518,-0.3226099701844706
ACH-000520,-0.23503221517882636
ACH-000521,-0.3308638300967145
ACH-000522,-0.30598110460943656
ACH-000524,-0.23609215589660526
ACH-000527,-0.2341384397121344
ACH-000528,-0.1877840101038239
ACH-000537,-0.4066871221952572
ACH-000541,-0.6015306742838724
ACH-000542,-0.26237961482740346
ACH-000544,-0.4298732351705268
ACH-000545,-0.2677403464844875
ACH-000547,-0.6946001637982253
ACH-000548,-0.15810688377269236
ACH-000549,-0.15635857855675692
ACH-000550,-0.33237516506715903
ACH-000552,-0.2828169406817957
ACH-000556,-0.21775279675819448
ACH-000557,-0.3300907880938232
ACH-000569,-0.056683851184741674
ACH-000570,-0.29606645487365085
ACH-000571,-0.2456211740966565
ACH-000573,-0.2429933924719204
ACH-000576,-0.0990706960973021
ACH-000579,-0.19472932168612128
ACH-000580,-0.3299794240182792
ACH-000584,-0.13654454089330453
ACH-000585,-0.2260368759023904
ACH-000588,-0.13107201497176904
ACH-000589,-0.3645601999055762
ACH-000591,-0.4510497503297932
ACH-000593,-0.30014031324906626
ACH-000600,-0.5134120337869452
ACH-000601,-0.2934164135383637
ACH-000605,-0.14948098774179494
ACH-000606,-0.4085026520527122
ACH-000608,-0.2362392455115445
ACH-000614,-0.4063701805605783
ACH-000616,-0.3369920464282179
ACH-000618,-0.2905032842473163
ACH-000619,-0.22787683454781724
