,CNR2 (1269)
ACH-000004,0.021561231449255692
ACH-000005,-0.04584612793545414
ACH-000007,0.13906551418193458
ACH-000009,-0.0706503841033066
ACH-000011,0.13555139388587648
ACH-000012,0.011647775990864643
ACH-000013,-0.06706093999958394
ACH-000014,-0.11283230802373975
ACH-000015,0.0993432499232663
ACH-000017,0.13826775026009305
ACH-000018,0.21725985738069573
ACH-000019,0.1288726128093105
ACH-000021,-0.0271934468773503
ACH-000022,0.09574588363645152
ACH-000025,0.019689887875671545
ACH-000028,-0.020713175176865103
ACH-000030,0.04111427323931583
ACH-000035,-0.2345696577123441
ACH-000036,-0.006507019685794589
ACH-000037,-0.057542598123774186
ACH-000039,-0.01938222255476256
ACH-000040,0.10694387591571708
ACH-000041,-0.07035868841004853
ACH-000042,0.025909667744910058
ACH-000045,-0.04710114677738788
ACH-000047,-0.05180910340601234
ACH-000052,0.04585763779743944
ACH-000053,-0.0255503092787955
ACH-000054,0.051969120688351855
ACH-000055,-0.06881239520353187
ACH-000060,0.05800233228918141
ACH-000067,0.04585915623349597
ACH-000070,0.010670614792271795
ACH-000075,0.12979674056300053
ACH-000078,-0.03993841269040816
ACH-000082,-0.038710758754416895
ACH-000085,0.18239273905075748
ACH-000086,0.07090546940441672
ACH-000087,-0.21397362518862176
ACH-000092,-0.15509315002544746
ACH-000095,0.002313184167510762
ACH-000097,0.07511069878553947
ACH-000098,0.06370824951533467
ACH-000099,-0.0022949130546095235
ACH-000108,0.1787900315998166
ACH-000113,0.07470150421460749
ACH-000116,0.07012836904256442
ACH-000118,0.10164182090359797
ACH-000120,-0.0008075060986413142
ACH-000123,0.0366045704280657
ACH-000127,-0.019179658596143727
ACH-000128,0.018118898223318476
ACH-000132,0.14158701896945147
ACH-000133,0.05016976062466663
ACH-000137,0.12972177051718348
ACH-000138,0.04366184549140376
ACH-000142,0.026031317747841985
ACH-000143,-0.09702830934913986
ACH-000146,0.004282628957491313
ACH-000148,-0.0016220510875596512
ACH-000150,-0.2796309401454328
ACH-000152,-0.051554228228807036
ACH-000153,-0.2347992381663671
ACH-000159,-0.012994746072658728
ACH-000160,0.08143108793780501
ACH-000163,-0.04286802405417026
ACH-000167,0.30916745593506995
ACH-000168,0.04527271229688943
ACH-000169,0.029159507124570355
ACH-000178,-0.01619818931853188
ACH-000183,-0.056230026106792
ACH-000188,0.03341250845695018
ACH-000189,-0.03232369261470233
ACH-000190,-0.05073844781906394
ACH-000198,-0.15514558863216893
ACH-000203,0.17645016428587396
ACH-000204,-0.055882441655496856
ACH-000206,-0.16326237300233193
ACH-000207,0.04573536965605717
ACH-000208,-0.11956579767632493
ACH-000210,0.4569855269429627
ACH-000211,0.16319493856589962
ACH-000215,0.010954519704330392
ACH-000221,0.0869044594974747
ACH-000222,-0.012169631680978064
ACH-000223,0.044123236383720836
ACH-000226,0.09073989923114903
ACH-000227,0.01463666756635663
ACH-000228,0.30218589178064154
ACH-000231,-0.059212641833399124
ACH-000232,0.06018246109050281
ACH-000233,0.17355669331896004
ACH-000234,0.011693241286067024
ACH-000235,0.053890880261379386
ACH-000237,0.10842366207443464
ACH-000238,0.01337460585903102
ACH-000242,0.07868777227611375
ACH-000243,0.046473053099688466
ACH-000244,0.1227959515712774
ACH-000246,0.054292684157721656
ACH-000248,0.05362149045669642
ACH-000250,0.03521237837575472
ACH-000251,0.005736598113160068
ACH-000252,0.012901108616550914
ACH-000253,-0.017014624198320394
ACH-000255,0.03536358744879373
ACH-000256,-0.0991873158949815
ACH-000257,-0.33878180004907765
ACH-000258,0.05250347133330933
ACH-000259,0.04236981051034668
ACH-000260,0.014392233639692413
ACH-000261,0.08893302841084012
ACH-000262,0.21148952242565894
ACH-000263,-0.0006664928393897753
ACH-000264,0.03056061650112073
ACH-000265,0.064580363475537
ACH-000266,0.06066808994233206
ACH-000272,0.07633695716929703
