,FCGR3B (2215)
ACH-000004,0.2759690918579735
ACH-000005,0.5192673177879428
ACH-000007,0.22462516476084676
ACH-000009,0.16085122999328233
ACH-000011,0.12846116949349626
ACH-000012,0.24629222223065306
ACH-000013,0.2510696495924048
ACH-000014,0.17182064140494174
ACH-000015,0.11210229321889392
ACH-000017,0.27708337593193805
ACH-000018,0.187117282385867
ACH-000019,0.0960652199080822
ACH-000021,0.1864929041186626
ACH-000022,0.22053127320086305
ACH-000025,0.07306391750479943
ACH-000028,0.23795550709697935
ACH-000030,0.3022338277359392
ACH-000035,0.3078409146863886
ACH-000036,0.25771186771348825
ACH-000037,0.3169798328159821
ACH-000039,0.29730738943429824
ACH-000040,0.049865608849098984
ACH-000041,0.31863987335120075
ACH-000042,0.2388512654846924
ACH-000045,0.06199362043452215
ACH-000047,0.2733895017935334
ACH-000052,0.05622851736391619
ACH-000053,0.20557852455227965
ACH-000054,0.1459085114610262
ACH-000055,0.2794456859922281
ACH-000060,0.4394037101071692
ACH-000067,0.1457730813031951
ACH-000070,0.11111897896494384
ACH-000075,0.09284878887369998
ACH-000078,0.36209472359366296
ACH-000082,0.3016417842256797
ACH-000085,0.09064166413242172
ACH-000086,0.3343936882155024
ACH-000087,-0.08525114277978961
ACH-000092,0.257721173342344
ACH-000095,0.273173513711136
ACH-000097,0.18367005355967456
ACH-000098,0.26270462278370105
ACH-000099,0.07586989963873499
ACH-000108,0.1679462880862445
ACH-000113,0.19918067467836187
ACH-000116,0.13782897371297193
ACH-000118,0.3328309590290229
ACH-000120,0.15832383415348672
ACH-000123,0.20862992877031064
ACH-000127,0.1948123404811875
ACH-000128,0.2924198730901066
ACH-000132,0.1960426758630585
ACH-000133,0.14787024060590892
ACH-000137,0.23101996864220256
ACH-000138,0.26777303642899064
ACH-000142,0.1642271123141376
ACH-000143,0.1855022835517253
ACH-000146,0.3238694435127491
ACH-000148,0.3060499545560651
ACH-000150,0.3837970754981899
ACH-000152,0.2671303632163331
ACH-000153,0.009045871657602995
ACH-000159,0.20289081127609765
ACH-000160,0.21784296090477706
ACH-000163,0.18176289765019327
ACH-000167,0.30482221989374675
ACH-000168,0.18895014896651824
ACH-000169,0.3173372940962699
ACH-000178,0.29470571878606266
ACH-000183,0.4851163773875164
ACH-000188,0.10570248881247256
ACH-000189,0.06963893601685163
ACH-000190,0.20544849567064366
ACH-000198,0.18427295179368933
ACH-000203,0.4897827235037312
ACH-000204,0.2399457203604496
ACH-000206,0.3675262776756513
ACH-000207,0.11659297203549868
ACH-000208,0.01922835888238839
ACH-000210,0.2408965539816373
ACH-000211,0.15230298063611306
ACH-000215,0.1855378366760045
ACH-000221,0.3583812338276813
ACH-000222,0.13954901675922396
ACH-000223,0.06521052150698896
ACH-000226,0.3128881245942779
ACH-000227,0.4240285817176738
ACH-000228,0.22290609858585805
ACH-000231,0.1812109714085919
ACH-000232,0.07563550007284282
ACH-000233,0.25038829304663623
ACH-000234,0.14332041051447847
ACH-000235,0.3448760687876057
ACH-000237,0.2441150226771559
ACH-000238,0.2753589492486599
ACH-000242,0.4942599732100532
ACH-000243,0.20904045251258396
ACH-000244,0.33394157383891426
ACH-000246,0.2976312387375251
ACH-000248,0.2454124325520701
ACH-000250,0.2968609656316117
ACH-000251,0.10275671863473346
ACH-000252,0.26702349831179195
ACH-000253,0.15732973867498026
ACH-000255,0.1337226052902753
ACH-000256,0.190732843400166
ACH-000257,0.22448507902546536
ACH-000258,0.03316111316860287
ACH-000259,0.2372545393924217
ACH-000260,0.3628361421790065
ACH-000261,0.3205238761144489
ACH-000262,0.06965287407864301
ACH-000263,0.37068959289049136
ACH-000264,0.16980487287606782
ACH-000265,0.3433765117802971
ACH-000266,0.2520296461888121
ACH-000272,0.13058039363862375
ACH-000274,0.3129987697429387
ACH-000277,0.15086389154025098
ACH-000278,0.1368010991171988
ACH-000279,0.5098456880545597
ACH-000280,0.2302135200321675
ACH-000281,0.4619991282160814
ACH-000288,0.18737350497557476
ACH-000291,0.18261326500267075
ACH-000293,0.23974456420622406
ACH-000294,0.314492479341466
ACH-000295,0.08753628926241065
ACH-000296,0.2871353815971659
ACH-000302,0.2568050120295807
ACH-000304,0.1890008250705324
ACH-000307,0.24466570946061025
ACH-000308,0.14427768191824636
ACH-000310,0.3511901308339039
ACH-000311,0.19320591228282727
ACH-000312,0.4204429556042351
ACH-000315,0.21691595451895715
ACH-000316,0.07253041525637324
ACH-000317,0.25457713805493176
ACH-000318,0.23920659213840675
ACH-000319,0.0790767069755601
ACH-000320,0.2485018372390409
ACH-000322,0.10942177426688388
ACH-000323,-0.04745294848455709
ACH-000324,0.2789804759926383
ACH-000329,0.3374396576345072
ACH-000330,0.2256189135450579
ACH-000331,0.2404745993832146
ACH-000332,0.32547572893953564
ACH-000334,0.3461082779238569
ACH-000335,0.1726442452293381
ACH-000336,0.20214719865639144
ACH-000337,0.10965332601302426
ACH-000338,-0.009128101330763978
ACH-000339,0.20178627575323185
ACH-000341,0.1313366454298823
ACH-000348,0.1979922640509232
ACH-000350,0.3301134375196357
ACH-000352,0.22842779297776955
ACH-000356,0.34464814599234783
ACH-000361,0.20175788579622955
ACH-000362,0.1399198924865244
ACH-000363,0.17013140177831762
ACH-000364,0.0730282701714607
ACH-000365,0.2274645726585497
ACH-000366,0.2111391546019961
ACH-000368,0.2585146662411975
ACH-000374,0.10385276278378013
ACH-000375,-0.08082118366913853
ACH-000376,0.16177755067807326
ACH-000381,0.06466042108234893
ACH-000383,0.26514149222028593
ACH-000387,0.2868575061823789
ACH-000389,0.025435272411602733
ACH-000390,0.05764196114199634
ACH-000393,0.17510057566293485
ACH-000395,0.3865007931618562
ACH-000396,0.3641009684883062
ACH-000397,0.1780505991520484
ACH-000401,0.23399038856960105
ACH-000402,0.36175577379440893
ACH-000403,0.15093565330290315
ACH-000404,0.3224427356380991
ACH-000406,0.2858555678062569
ACH-000407,0.2856650179968104
ACH-000408,0.2634198646683146
ACH-000410,0.14724019054490206
ACH-000411,0.009807614520971569
ACH-000414,0.2984087085656537
ACH-000415,0.262865837206469
ACH-000416,0.2456123650586512
ACH-000420,0.15695289599462392
ACH-000421,0.19163624982253996
ACH-000424,0.12023198720292624
ACH-000425,0.08884983156290165
ACH-000426,0.4048791201500782
ACH-000427,0.23058127622989205
ACH-000433,-0.002890125512662146
ACH-000435,0.2493546746213297
ACH-000436,0.05117485902480369
ACH-000444,0.26938488123776244
ACH-000445,0.1877339218595973
ACH-000448,0.26249767871651103
ACH-000450,0.4128390874763219
ACH-000452,0.2947523931171234
ACH-000454,0.27082657200477234
ACH-000458,0.2210789214304344
ACH-000459,0.5968415421936136
ACH-000460,0.29263151415562816
ACH-000461,0.1762150745096025
ACH-000463,0.1499667007618469
ACH-000464,0.12850103443843253
ACH-000466,0.341613811301025
ACH-000467,0.2769372951869767
ACH-000468,0.31566443825801976
ACH-000469,0.2681724707258594
ACH-000470,0.28503407770579303
ACH-000471,0.2254291629555327
ACH-000472,0.25553858387567985
ACH-000473,0.29272576113616783
ACH-000475,0.20183299092243764
ACH-000476,0.3150979357917077
ACH-000477,0.2942909603912049
ACH-000479,0.4528494641176294
ACH-000480,0.2614821028345977
ACH-000481,0.3361369192706358
ACH-000483,0.4182693803207725
ACH-000484,0.11644592360566645
ACH-000485,0.3079422728668555
ACH-000486,0.22940109436345665
ACH-000487,0.21843238780437466
ACH-000488,0.21603475891992105
ACH-000490,0.28339716115412805
ACH-000491,0.2726734539979571
ACH-000495,0.10796056657181494
ACH-000496,0.334670188612175
ACH-000499,0.30209907477949977
ACH-000500,-0.06688489795958659
ACH-000502,0.22728986371006804
ACH-000503,0.4064901819033077
ACH-000505,0.1612427159522382
ACH-000507,0.05225858613946376
ACH-000510,0.23521827009007595
ACH-000511,0.28430754486040843
ACH-000512,0.30096932438435325
ACH-000516,0.12850495930423658
ACH-000517,0.3186770628302009
ACH-000518,0.1330345344532937
ACH-000520,0.22939007966911104
ACH-000521,0.18102408548985946
ACH-000522,0.25815350628446426
ACH-000524,0.2768384884099043
ACH-000527,0.20261886774036889
ACH-000528,0.256862856516053
ACH-000537,0.2535318114800124
ACH-000541,0.4107117768094829
