,KRTCAP2 (200185)
ACH-000004,-0.004904122869235581
ACH-000005,-0.20716192002547965
ACH-000007,-0.15516332879143666
ACH-000009,-0.4068105667282631
ACH-000011,-0.39611465112887057
ACH-000012,-0.3459719551720649
ACH-000013,-0.18299816369493244
ACH-000014,-0.1997827349803303
ACH-000015,-0.22366577451467567
ACH-000017,-0.25757122649685565
ACH-000018,0.03081854934006488
ACH-000019,-0.33501506861005703
ACH-000021,-0.3523993455695585
ACH-000022,-0.2340006564266869
ACH-000025,-0.3187788224741497
ACH-000028,-0.32556753709249797
ACH-000030,-0.22930414043597014
ACH-000035,-0.2450515141755704
ACH-000036,-0.2657325664402159
ACH-000037,-0.3148189734303073
ACH-000039,-0.47800573325275897
ACH-000040,-0.2076218995566403
ACH-000041,-0.19984984359086302
ACH-000042,-0.26049038483887754
ACH-000045,-0.12106013033387628
ACH-000047,-0.2841995019056425
ACH-000052,-0.6199397768493787
ACH-000053,-0.2090917812386717
ACH-000054,-0.13799334139266206
ACH-000055,-0.26487351072175824
ACH-000060,-0.451090107686956
ACH-000067,-0.12361849702220963
ACH-000070,-0.23157141802353146
ACH-000075,-0.4320851161015867
ACH-000078,-0.3838776276512949
ACH-000082,-0.4132373607795558
ACH-000085,-0.4188996293487685
ACH-000086,-0.4584935639759331
ACH-000087,-0.3292500662137731
ACH-000092,-0.492931701385075
ACH-000095,-0.34351488143640224
ACH-000097,-0.2197508774159313
ACH-000098,-0.2446264965239347
ACH-000099,-0.28896733954290016
ACH-000108,-0.2143326424086652
ACH-000113,-0.2546177538478778
ACH-000116,-0.4094340635743006
ACH-000118,-0.21468108572695346
ACH-000120,-0.3092701147566172
ACH-000123,-0.2939442875017055
ACH-000127,-0.28393696032933163
ACH-000128,-0.17094600930076922
ACH-000132,-0.3865159615031644
ACH-000133,-0.3969661008980059
ACH-000137,-0.3860548808297428
ACH-000138,-0.2132748647683635
ACH-000142,-0.3365349165244452
ACH-000143,-0.29175275233347625
ACH-000146,-0.3406625175593529
ACH-000148,-0.3450392662533633
ACH-000150,-0.1901861358440642
ACH-000152,-0.18435620369777475
ACH-000153,-0.2678350046390663
ACH-000159,-0.2057995218495736
ACH-000160,-0.163541315376763
ACH-000163,-0.3148867406490621
ACH-000167,-0.2356689609193552
ACH-000168,-0.4243432207387806
ACH-000169,-0.29752271314431483
ACH-000178,-0.2521834924345195
ACH-000183,-0.20919704048564125
ACH-000188,-0.3291498620834009
ACH-000189,-0.4439823561945618
ACH-000190,-0.1909278655641868
ACH-000198,-0.2235751255291486
ACH-000203,0.08913580811706541
ACH-000204,-0.3723527514307852
ACH-000206,-0.2384339493226493
ACH-000207,-0.3522824963779161
ACH-000208,-0.4552628711451456
ACH-000210,-0.3652845120234824
ACH-000211,-0.31717699830709384
ACH-000215,-0.24771966125393655
ACH-000221,-0.19127580474921504
ACH-000222,-0.21577327255233586
ACH-000223,-0.2925359107327305
ACH-000226,-0.4868384785581779
ACH-000227,-0.2910854028087727
ACH-000228,-0.20186795489642428
ACH-000231,-0.2291037498396632
ACH-000232,-0.2289754408565297
ACH-000233,-0.4340092772266286
ACH-000234,-0.28113703273503643
ACH-000235,-0.3455911114678775
ACH-000237,-0.31011441674569
ACH-000238,-0.14490123659372406
ACH-000242,-0.2529887841994594
ACH-000243,-0.2875154044511938
ACH-000244,-0.14415468246726476
ACH-000246,-0.201014185413386
ACH-000248,-0.30822941333652165
ACH-000250,-0.1543566655597875
ACH-000251,-0.42783278696125865
ACH-000252,-0.19414338140298076
ACH-000253,-0.19675729732319985
ACH-000255,-0.21258540748546734
ACH-000256,-0.3332615303018847
ACH-000257,-0.02953994138188945
ACH-000258,-0.12466660395533467
ACH-000259,-0.34380423418195893
ACH-000260,-0.4453421407465828
ACH-000261,-0.2876003224525948
ACH-000262,-0.05187218574047763
ACH-000263,-0.22232668550748488
ACH-000264,-0.35422028102853403
ACH-000265,-0.16322670392029812
ACH-000266,-0.2917156716831781
ACH-000272,-0.3759729897109657
ACH-000274,-0.22956409114158796
ACH-000277,-0.3413968216674561
ACH-000278,-0.19175736223210035
ACH-000279,-0.15317091500863772
ACH-000280,-0.1423632337450759
ACH-000281,-0.08138911392391036
ACH-000288,-0.36407608604509056
ACH-000291,-0.21651419612702208
ACH-000293,-0.25108990356590954
ACH-000294,-0.1602879164235279
ACH-000295,-0.18445824420352133
ACH-000296,-0.5366195804761775
ACH-000302,-0.34153302806118385
ACH-000304,-0.5200925778233679
ACH-000307,-0.3445393400368608
ACH-000308,-0.21213062734463087
ACH-000310,-0.319790905398904
ACH-000311,-0.3834007374377779
ACH-000312,-0.1193029613604968
ACH-000315,-0.252157510376268
ACH-000316,-0.19645501428191586
ACH-000317,-0.4947470332040706
ACH-000318,-0.5138051578837072
ACH-000319,-0.25060492770791826
ACH-000320,0.01535032010975226
ACH-000322,-0.19479864938612185
ACH-000323,-0.3133869413976522
ACH-000324,-0.20973824320540768
ACH-000329,-0.30670287379965905
ACH-000330,-0.3340019417589197
ACH-000331,-0.22396587081548552
ACH-000332,-0.21979851117002933
ACH-000334,-0.1999641579970395
ACH-000335,-0.3410421398003833
ACH-000336,-0.06603333756291617
ACH-000337,-0.4466199866649316
ACH-000338,-0.6294120909934209
ACH-000339,-0.2454850459238148
ACH-000341,-0.4581370672095907
ACH-000348,-0.4128475613352495
ACH-000350,-0.1830924924953212
ACH-000352,-0.3195226863743205
ACH-000356,-0.12600870355805766
ACH-000361,-0.09238590035160793
ACH-000362,-0.2418877706035029
ACH-000363,-0.21907353792889714
ACH-000364,-0.19275810041926625
ACH-000365,-0.15136630285287567
ACH-000366,-0.24439915168919346
ACH-000368,-0.11531729005763755
ACH-000374,-0.25073674055756384
ACH-000375,-0.4210306123738943
ACH-000376,-0.4596638522418286
ACH-000381,-0.3040838945373567
ACH-000383,-0.3096608380794045
ACH-000387,-0.3104606983828907
ACH-000389,-0.11317717788256608
ACH-000390,-0.3531771130403205
ACH-000393,-0.12108487541281608
ACH-000395,-0.4529766912192483
ACH-000396,-0.2317708848908845
ACH-000397,-0.2927558671337415
ACH-000401,-0.2027316842599095
ACH-000402,-0.4718796655253376
ACH-000403,-0.3756002575557197
ACH-000404,-0.13160713281719813
ACH-000406,-0.16953608402806872
ACH-000407,-0.44508451253678094
ACH-000408,-0.2121953457749934
ACH-000410,-0.4389849987265878
ACH-000411,-0.3561199462311124
ACH-000414,-0.31590802608065
ACH-000415,-0.2755121093777789
ACH-000416,-0.3807830908453049
ACH-000420,-0.3386606809438373
ACH-000421,-0.26013794026321124
ACH-000424,-0.4892968835989242
ACH-000425,-0.27547563847247564
ACH-000426,-0.4815043915378353
ACH-000427,-0.237118542550522
ACH-000433,-0.3188541050184015
ACH-000435,-0.34107958434728725
ACH-000436,-0.3959866072109016
ACH-000444,-0.04230850059913087
ACH-000445,-0.454264854952817
ACH-000448,-0.30459736128294745
ACH-000450,-0.17220019988095647
ACH-000452,-0.4362602992655933
ACH-000454,-0.19463673046580154
ACH-000458,-0.2584875629290802
ACH-000459,-0.19554901858075724
ACH-000460,-0.3506287351250044
ACH-000461,-0.30096186206353964
ACH-000463,-0.20688800175063327
ACH-000464,-0.39446821776221946
ACH-000466,-0.30266749936594417
ACH-000467,-0.2201436928655799
ACH-000468,-0.14456232289799753
ACH-000469,-0.20189819634288836
ACH-000470,-0.42892038612827305
ACH-000471,-0.2995023401090061
ACH-000472,-0.22089759273503676
ACH-000473,-0.3751061568554232
ACH-000475,-0.3790924269538306
ACH-000476,-0.26168028064698234
ACH-000477,-0.1584099015425865
ACH-000479,-0.25837681384466205
ACH-000480,-0.4017656138829955
ACH-000481,-0.2527954449732999
ACH-000483,-0.10450723112646827
ACH-000484,-0.1910864443504025
ACH-000485,-0.3258467185332512
ACH-000486,-0.12721161803213438
ACH-000487,-0.16037353352332553
ACH-000488,-0.15944312665745156
ACH-000490,-0.33794156983676
ACH-000491,-0.2947184104775772
ACH-000495,-0.2324881917748665
ACH-000496,-0.33945778157441403
ACH-000499,-0.015712356888975768
ACH-000500,-0.2419159093027905
ACH-000502,-0.2262813964517239
ACH-000503,-0.5373285991411649
ACH-000505,-0.21425273225608674
ACH-000507,-0.3334863995328896
ACH-000510,-0.3631554684550801
ACH-000511,-0.1426887846351979
ACH-000512,-0.2428136052102036
ACH-000516,-0.19585366711752225
ACH-000517,-0.3730386350667094
ACH-000518,-0.381627724170404
ACH-000520,-0.21319625320983693
ACH-000521,-0.2986338498067487
ACH-000522,-0.2963642226483013
ACH-000524,-0.3092655439451063
ACH-000527,-0.1494430059286073
ACH-000528,-0.25187127955411953
ACH-000537,-0.5376978538020795
ACH-000541,-0.39909603120120296
ACH-000542,-0.2139338315924072
ACH-000544,-0.4989845968874819
ACH-000545,-0.4003721112215864
ACH-000547,-0.3868523197190025
ACH-000548,-0.4638969564168843
ACH-000549,-0.463156230956334
ACH-000550,-0.18296026517217104
ACH-000552,-0.4857050442974283
ACH-000556,-0.35054400572800737
ACH-000557,-0.3093234653254676
ACH-000569,-0.3605949111835262
ACH-000570,-0.14241000800371972
ACH-000571,-0.3061507637637626
ACH-000573,-0.2748856267964924
ACH-000576,-0.29865253096060845
ACH-000579,-0.3637813736012376
ACH-000580,-0.29951657393275066
ACH-000584,-0.2518959638001497
ACH-000585,-0.32871814197934085
ACH-000588,-0.38155196436171024
ACH-000589,-0.2968185869744061
ACH-000591,0.006511900020211963
ACH-000593,-0.3803180362995315
ACH-000600,-0.5030163672801798
ACH-000601,-0.3878394834752518
ACH-000605,-0.33154673238717136
ACH-000606,-0.4542257878963372
ACH-000608,-0.3270489240184459
ACH-000614,-0.038641582564230566
ACH-000616,-0.2486064058808456
ACH-000618,-0.2074151113542982
ACH-000619,-0.3370821006214484
ACH-000620,-0.3430764497017461
ACH-000621,-0.11134217801078458
ACH-000622,-0.25412751932233885
ACH-000623,-0.15072206063581164
ACH-000624,-0.22907525507094126
ACH-000627,-0.18002287239523165
ACH-000630,-0.3096369892918609
ACH-000631,-0.3569288908440829
ACH-000632,-0.2880589902621027
ACH-000633,-0.5229864680587775
ACH-000637,-0.17899661419177315
ACH-000638,-0.2511524236221739
ACH-000646,-0.22352273154964813
ACH-000647,-0.4609338515879503
ACH-000648,-0.4538154551519573
ACH-000649,-0.2638482224912885
ACH-000651,-0.10976262998610667
ACH-000652,-0.3535636771510501
ACH-000653,-0.19273489861777027
