,PTPN11 (5781)
ACH-000004,-0.5188088484122985
ACH-000005,-0.7508495313899951
ACH-000007,-0.5841298869102712
ACH-000009,-0.7578790337282941
ACH-000011,-0.4587064403155212
ACH-000012,-0.830882314343268
ACH-000013,-0.053367791608304634
ACH-000014,-0.15225715310397162
ACH-000015,-0.6192534855724445
ACH-000017,-0.290593596855719
ACH-000018,-0.2941375332505904
ACH-000019,-0.28199981363339466
ACH-000021,-0.4182443042921831
ACH-000022,-0.38508456752726505
ACH-000025,-0.2338891717174168
ACH-000028,-0.3293800167893237
ACH-000030,-0.5557234171939733
ACH-000035,-0.8384251753476221
ACH-000036,-0.7282070502650382
ACH-000037,-0.6240804931596456
ACH-000039,-0.6384718643881879
ACH-000040,-0.7265297387368805
ACH-000041,-0.3886288837858101
ACH-000042,-0.6730707424155498
ACH-000045,-0.8083033092920464
ACH-000047,-0.7248266527573924
ACH-000052,-0.4160921010699992
ACH-000053,-0.8955136379901646
ACH-000054,-0.11508996305222745
ACH-000055,-0.3673747976666065
ACH-000060,-0.6391385915304729
ACH-000067,-0.8767269579690252
ACH-000070,-0.211290001444516
ACH-000075,-0.8192088762007044
ACH-000078,-0.4145176807520445
ACH-000082,-0.6945798614808464
ACH-000085,-0.10273033620081536
ACH-000086,-0.688849456260629
ACH-000087,-0.29906130272671183
ACH-000092,-0.3847128705278776
ACH-000095,-0.025487802783407
ACH-000097,-0.4784449139726928
ACH-000098,-0.7151294104422884
ACH-000099,-0.6361390854114974
ACH-000108,-0.4464727876044425
ACH-000113,-0.06657746920904771
ACH-000116,-0.6492993030149535
ACH-000118,-0.5771108251966784
ACH-000120,-0.10191409325749967
ACH-000123,-0.5135907383596661
ACH-000127,-0.20553850132082224
ACH-000128,-0.5144029932788109
ACH-000132,-0.8505948129737148
ACH-000133,-0.5844846822229318
ACH-000137,-0.3504498155290654
ACH-000138,-0.24405526250422846
ACH-000142,-0.5887512404356985
ACH-000143,-0.485350040258943
ACH-000146,-0.17600677008076046
ACH-000148,-0.4816946501667933
ACH-000150,-0.4568899152898508
ACH-000152,-0.5088658832444257
ACH-000153,-0.25266610541860995
ACH-000159,-0.3696682219150262
