,NALCN (259232)
ACH-000004,0.19544555424510604
ACH-000005,-0.17283588081334822
ACH-000007,0.22871895555573954
ACH-000009,0.18479649194153264
ACH-000011,0.024704074631475108
ACH-000012,-0.039579057391005666
ACH-000013,0.08140212135416564
ACH-000014,-0.004600799703929238
ACH-000015,0.00023393816525550153
ACH-000017,0.05340733008793226
ACH-000018,0.07590365581926971
ACH-000019,0.03689278885703793
ACH-000021,0.0869733739425301
ACH-000022,0.1344484448238368
ACH-000025,0.053119117092479684
ACH-000028,-0.11624575624080798
ACH-000030,0.038481010072633534
ACH-000035,-0.2137072995578744
ACH-000036,0.0020222427546242715
ACH-000037,-0.05439952000497532
ACH-000039,0.3272256377125115
ACH-000040,-0.018134801722318357
ACH-000041,-0.02627379164908556
ACH-000042,-0.014915944760442897
ACH-000045,0.03328678604052145
ACH-000047,0.1068096081288434
ACH-000052,0.4012348034985917
ACH-000053,0.04808800488356468
ACH-000054,0.04909915254677378
ACH-000055,0.17749451734770852
ACH-000060,0.023201229489974884
ACH-000067,-0.14526459613031045
ACH-000070,0.05390538755214111
ACH-000075,0.0526270371755672
ACH-000078,0.04355442012424625
ACH-000082,0.14619248166987311
ACH-000085,0.3706265304496915
ACH-000086,-0.08747094159346393
ACH-000087,-0.06707508795200245
ACH-000092,0.14413516479996802
ACH-000095,0.0406124120403532
ACH-000097,0.10908602632014047
ACH-000098,0.008470668526296797
ACH-000099,0.07737012761330468
ACH-000108,0.012785218720288814
ACH-000113,0.06723595922606798
ACH-000116,-0.0073706943231524455
ACH-000118,0.07394791504065051
ACH-000120,0.006538045506663783
ACH-000123,0.03424736985847368
ACH-000127,0.06881129988639025
ACH-000128,-0.059414635271494265
ACH-000132,-0.037896044736531964
ACH-000133,0.10676630351648772
ACH-000137,0.09581557024766237
ACH-000138,0.055301331209246164
ACH-000142,0.12725085236125253
ACH-000143,-0.023574961241969603
ACH-000146,0.13068283812575934
ACH-000148,-0.04195928148050185
ACH-000150,0.02159887343551431
ACH-000152,-0.0466391618988963
ACH-000153,0.06864457136534015
ACH-000159,-0.021832310845072155
ACH-000160,-0.09240361180199264
ACH-000163,0.06370555500323796
ACH-000167,0.20206686610643834
ACH-000168,0.029841347010205587
ACH-000169,-0.04658976017890505
ACH-000178,-0.031725797025632774
ACH-000183,0.1326113349131647
ACH-000188,0.17050651457665994
ACH-000189,-0.04518129502281803
ACH-000190,-0.08876167577968005
ACH-000198,0.10513457141724557
ACH-000203,-0.10169012200673527
ACH-000204,-0.18568572758355445
ACH-000206,0.15819218592200526
ACH-000207,-0.06873623858743991
ACH-000208,-0.18294022046887212
ACH-000210,0.012514839180676557
ACH-000211,0.03370676096921401
ACH-000215,0.06886740357607835
ACH-000221,0.15261818510680306
ACH-000222,0.16706200217824727
ACH-000223,-0.054807710373127136
ACH-000226,0.08606961800702446
ACH-000227,0.0538337581269653
ACH-000228,0.2516041190028112
ACH-000231,0.033954709479293965
ACH-000232,-0.008404909914235521
ACH-000233,0.13344441431181192
ACH-000234,0.026599175718929256
ACH-000235,-0.007374183393247861
ACH-000237,0.053586830886136284
ACH-000238,0.09051033450300916
ACH-000242,-0.038336196113463464
ACH-000243,0.00867336668234612
ACH-000244,0.27293381056264604
ACH-000246,0.03749393939107315
ACH-000248,-0.029874303213478493
ACH-000250,0.08307480295424788
ACH-000251,0.2160205053296851
ACH-000252,-0.042133486772539794
ACH-000253,0.18280250724902655
ACH-000255,0.19436562080342148
ACH-000256,0.13023490744788946
ACH-000257,0.21251560598611646
ACH-000258,-0.14002687232320066
ACH-000259,-0.02605353595965311
ACH-000260,0.02661235260314006
ACH-000261,0.10101581263793086
ACH-000262,0.24392833455234145
ACH-000263,0.0819894179139996
ACH-000264,0.11457608870672838
ACH-000265,-0.032157690830930334
ACH-000266,0.04758516406620142
ACH-000272,0.04726914125551042
ACH-000274,0.10265734004387336
ACH-000277,0.04143257724798824
ACH-000278,0.15425632516560533
ACH-000279,0.06446164732586944
ACH-000280,0.0071135226673057295
ACH-000281,-0.05328054605668689
ACH-000288,0.1024009812362938
ACH-000291,0.14335667206945193
ACH-000293,0.3081219618911156
ACH-000294,0.1654489618396418
ACH-000295,0.2696224513566868
ACH-000296,0.054665247032009166
ACH-000302,-0.0014844509516324207
ACH-000304,0.32014805325161305
ACH-000307,0.04258045350387732
ACH-000308,0.04299749712819407
ACH-000310,-0.08868858102004815
ACH-000311,-0.09220944397726803
ACH-000312,0.12030681662265895
ACH-000315,-0.005567275612981138
ACH-000316,0.05608651300954878
ACH-000317,0.09400513840778836
ACH-000318,-0.0036661316299047156
ACH-000319,0.163122991065391
ACH-000320,0.14650472153486813
ACH-000322,0.09586416319211942
ACH-000323,0.12620414369148825
ACH-000324,-0.07686364989194913
ACH-000329,0.027301842478009857
ACH-000330,0.2316071076861885
ACH-000331,0.19171045843883588
ACH-000332,-0.038066460555811386
ACH-000334,-0.07440635102130347
ACH-000335,0.17849285162910325
ACH-000336,-0.044131554888078114
ACH-000337,0.3316268472212747
ACH-000338,-0.42443833371698586
ACH-000339,0.08033587672197456
ACH-000341,0.04103820931966444
ACH-000348,0.08898153107203058
ACH-000350,0.11761356835917193
ACH-000352,0.17227643470586534
ACH-000356,0.09834602536374376
ACH-000361,-0.20276644114620188
ACH-000362,0.1205135986906158
ACH-000363,0.009055401022868408
ACH-000364,0.12410855156598298
ACH-000365,0.17321814186125253
ACH-000366,0.1567764962554057
ACH-000368,0.07973961666274305
ACH-000374,-0.022302370240951188
ACH-000375,0.016255848831062025
ACH-000376,-0.08670630328664157
ACH-000381,-0.08501510149337932
ACH-000383,-0.02645363540261537
ACH-000387,-0.05037545322234388
ACH-000389,0.2823079561231364
