,SPC24 (147841)
ACH-000004,-1.7408196087922072
ACH-000005,-1.0725203714541958
ACH-000007,-1.4030787401350968
ACH-000009,-1.4433298100326768
ACH-000011,-1.3139100819058993
ACH-000012,-1.4151819122667508
ACH-000013,-1.6506997549200657
ACH-000014,-1.2891072342920018
ACH-000015,-1.3376714800943492
ACH-000017,-1.4840035118496924
ACH-000018,-1.3464335369914238
ACH-000019,-1.4056655383916292
ACH-000021,-1.331927398234726
ACH-000022,-1.5606515808121872
ACH-000025,-1.3232142947580852
ACH-000028,-1.21080328553624
ACH-000030,-1.3277431685567438
ACH-000035,-1.2747024117235006
ACH-000036,-1.362740922392656
ACH-000037,-1.4767901838268034
ACH-000039,-1.7017534637122491
ACH-000040,-1.2773490433036017
ACH-000041,-1.6583707519942217
ACH-000042,-1.4836788942400712
ACH-000045,-1.241234558007388
ACH-000047,-1.5834754242770812
ACH-000052,-1.1249049533397906
ACH-000053,-1.4961449266008413
ACH-000054,-1.3244337545778428
ACH-000055,-1.5340982808859815
ACH-000060,-1.4957400385910553
ACH-000067,-1.4575237402374746
ACH-000070,-1.3710695488522735
ACH-000075,-1.3502445819038813
ACH-000078,-1.5036772068893565
ACH-000082,-1.255421985743314
ACH-000085,-1.6365157328107152
ACH-000086,-1.2319836207047996
ACH-000087,-1.7673146504215371
ACH-000092,-1.1617293126209665
ACH-000095,-1.358425819005788
ACH-000097,-1.384750126965384
ACH-000098,-1.433976913554072
ACH-000099,-1.2685093805240701
ACH-000108,-1.358472885927084
ACH-000113,-1.411765245278808
ACH-000116,-1.5236083426336604
ACH-000118,-1.2770619874186322
ACH-000120,-1.3860749369145047
ACH-000123,-1.278050715716627
ACH-000127,-1.2092428035648182
ACH-000128,-1.5048561727384036
ACH-000132,-1.291861443667279
ACH-000133,-1.2903202865980328
ACH-000137,-1.4181541112201763
ACH-000138,-1.58505226229056
ACH-000142,-1.1006394203024241
ACH-000143,-1.4769440232272062
ACH-000146,-1.5230705963692417
ACH-000148,-1.6289593416256405
ACH-000150,-1.0431797003260723
ACH-000152,-1.0683442895088031
ACH-000153,-1.563676183967721
ACH-000159,-1.4638434515188148
ACH-000160,-1.4963696282206682
ACH-000163,-1.4966248265461766
ACH-000167,-2.6004605960764584
ACH-000168,-1.3079506154815277
ACH-000169,-1.5296736719272046
ACH-000178,-1.3524010137828664
ACH-000183,-1.5032538422669075
ACH-000188,-1.42667235606524
ACH-000189,-1.007414063438271
ACH-000190,-1.3168790846220275
ACH-000198,-1.3082125968899672
ACH-000203,-0.5894832937319918
ACH-000204,-1.4044933042005043
ACH-000206,-1.4323665919423172
ACH-000207,-1.3734847546146147
ACH-000208,-1.31905430144855
ACH-000210,-1.398185177442319
ACH-000211,-1.398932791734165
ACH-000215,-1.3297481008437677
ACH-000221,-1.7823555834241054
ACH-000222,-1.5533211543235976
ACH-000223,-1.354456556675416
ACH-000226,-1.4496866243813078
ACH-000227,-1.4781000942157565
ACH-000228,-1.5973814289443085
ACH-000231,-1.2054970246647985
ACH-000232,-1.363221002648637
ACH-000233,-1.4721234257967988
ACH-000234,-1.4583728799427296
ACH-000235,-1.3929603786282256
ACH-000237,-1.4151706028627629
ACH-000238,-1.4628508534743108
ACH-000242,-1.6150778177274523
ACH-000243,-1.5134236999831951
ACH-000244,-1.4289874859345018
ACH-000246,-1.2893390916322904
ACH-000248,-1.3212006747548926
ACH-000250,-1.3200014546982062
ACH-000251,-1.4042573062113268
ACH-000252,-1.1537767627188873
ACH-000253,-1.3886976552764427
ACH-000255,-1.427011331503791
ACH-000256,-1.3896603561705452
ACH-000257,-1.3045882075797963
ACH-000258,-1.3739499222074143
ACH-000259,-1.4905511479855391
ACH-000260,-1.4070951018149749
ACH-000261,-1.465506054235595
ACH-000262,-1.1682933321015554
ACH-000263,-1.1788494290619758
ACH-000264,-1.462928479346008
ACH-000265,-1.4135009290468998
ACH-000266,-1.368576373255997
ACH-000272,-1.1697015232125427
ACH-000274,-1.3483918522295364
ACH-000277,-1.414765959653374
ACH-000278,-1.4451544245505612
ACH-000279,-1.5366270429593465
ACH-000280,-1.5513070863063405
ACH-000281,-1.3523730283794428
ACH-000288,-1.3181443022041943
ACH-000291,-1.5220828418696046
ACH-000293,-2.005743610720065
ACH-000294,-1.9173436597387257
ACH-000295,-1.3833432765258395
ACH-000296,-1.494862307249888
ACH-000302,-1.6603450623642504
ACH-000304,-1.2832467916207415
ACH-000307,-1.4153962694006452
ACH-000308,-1.176481854976573
ACH-000310,-1.3913170953641252
ACH-000311,-1.4641892507487881
ACH-000312,-1.2568082428589962
ACH-000315,-1.2919071074518615
ACH-000316,-1.556479480252606
ACH-000317,-1.508605499082221
ACH-000318,-1.533069861091305
ACH-000319,-1.3306341698625856
ACH-000320,-1.2957501049388231
ACH-000322,-1.0633444731985844
ACH-000323,-1.5722670583080778
ACH-000324,-1.326792246663556
ACH-000329,-1.2013129184199032
ACH-000330,-1.2630806204934786
ACH-000331,-1.3898706812618582
ACH-000332,-1.187020621085655
ACH-000334,-1.8030039056285296
ACH-000335,-1.3171985679102358
ACH-000336,-1.5679910993731432
ACH-000337,-1.3789570569986915
ACH-000338,-1.079857529984257
ACH-000339,-1.2902423582084197
ACH-000341,-1.8626096155042835
ACH-000348,-1.4872208607146833
ACH-000350,-1.3724612909144542
ACH-000352,-1.6542775997778774
ACH-000356,-1.3224601286175963
ACH-000361,-0.9601153138107892
ACH-000362,-1.4554328089482804
ACH-000363,-1.5026144137537698
ACH-000364,-1.4742145435204077
ACH-000365,-1.3279985484801429
ACH-000366,-1.389575592196508
ACH-000368,-1.4578964763678883
ACH-000374,-1.426354628680459
ACH-000375,-1.360366728518647
ACH-000376,-1.3128740181633674
ACH-000381,-1.3971896931359638
ACH-000383,-1.4182807275391482
ACH-000387,-1.3963348493287977
ACH-000389,-0.9793978156163484
ACH-000390,-1.600886293425522
ACH-000393,-1.4769412573440988
ACH-000395,-1.22394773216917
ACH-000396,-1.3234038245555977
ACH-000397,-1.2763354471428758
ACH-000401,-1.2363849868937968
ACH-000402,-1.7077224005474465
ACH-000403,-1.4046251377392285
ACH-000404,-1.5256295904208357
ACH-000406,-1.5667969163452249
ACH-000407,-1.5732715772517696
ACH-000408,-1.3835674775633502
ACH-000410,-1.2106226920299117
ACH-000411,-1.3422778841003224
ACH-000414,-1.6727417018279582
ACH-000415,-1.455824902764398
ACH-000416,-1.330133440293824
ACH-000420,-1.2600587498027158
ACH-000421,-1.5220053038422423
ACH-000424,-1.1864395376000376
ACH-000425,-1.2169470518676553
ACH-000426,-1.9395370172501816
ACH-000427,-1.1996345726684208
ACH-000433,-1.1449282332258752
ACH-000435,-1.5003083312793486
ACH-000436,-1.4561101989757157
ACH-000444,-1.2340842187940402
ACH-000445,-1.1956626706134121
ACH-000448,-1.305449912016546
ACH-000450,-1.312560240410264
ACH-000452,-1.5842815189744182
ACH-000454,-1.2464858735294162
ACH-000458,-1.4538689124037858
ACH-000459,-1.4825224535843946
ACH-000460,-1.334124638713688
ACH-000461,-1.1580102200000129
ACH-000463,-1.2245927145299793
ACH-000464,-1.5292760983999845
ACH-000466,-1.4732084668643248
ACH-000467,-1.4239622335643278
ACH-000468,-1.500250210632977
ACH-000469,-1.4591733936158644
ACH-000470,-1.3600326185041465
ACH-000471,-1.2668702973086272
ACH-000472,-1.3597549915349014
ACH-000473,-1.65349631092743
ACH-000475,-1.445192341708082
ACH-000476,-1.3829462670853727
ACH-000477,-1.6692355571296738
ACH-000479,-1.227658218459665
