,NOLC1 (9221)
ACH-000004,-0.320300533596566
ACH-000005,-0.4631731750645149
ACH-000007,-0.5937592355950301
ACH-000009,-0.5402128993082741
ACH-000011,-0.8676217748616726
ACH-000012,-0.5947320594095507
ACH-000013,-0.4406888935141128
ACH-000014,-0.5984964298546037
ACH-000015,-0.5809614778717456
ACH-000017,-0.630674100647169
ACH-000018,-0.5902930999174141
ACH-000019,-0.3143339720795806
ACH-000021,-0.5859724504173676
ACH-000022,-0.41007465421300826
ACH-000025,-0.7840959545175793
ACH-000028,-0.6866603281737192
ACH-000030,-0.7258766957255739
ACH-000035,-0.6859173424429011
ACH-000036,-0.634276613535182
ACH-000037,-0.5788587060067034
ACH-000039,-0.6808133889972371
ACH-000040,-0.607554815331023
ACH-000041,-0.5109878061989414
ACH-000042,-0.5184057189018781
ACH-000045,-0.7459814362287248
ACH-000047,-0.4260244449185467
ACH-000052,-0.5747366528096575
ACH-000053,-0.4545645849463854
ACH-000054,-0.41686661458832064
ACH-000055,-0.4230007091819457
ACH-000060,-0.3861068952606693
ACH-000067,-0.9627126123803376
ACH-000070,-0.6350458735146468
ACH-000075,-1.0138651571984136
ACH-000078,-0.4294340184379793
ACH-000082,-0.3679575959357538
ACH-000085,-0.5247354771580056
ACH-000086,-0.5019052410126992
ACH-000087,-0.7807344799054728
ACH-000092,-0.5969118852972524
ACH-000095,-0.5177719274614478
ACH-000097,-0.7701604995010132
ACH-000098,-0.6855502556623293
ACH-000099,-0.4485258467319853
ACH-000108,-0.5986488453583966
ACH-000113,-0.5644432747882488
ACH-000116,-0.5103699628593348
ACH-000118,-0.5206015882505411
ACH-000120,-0.3648585229729256
ACH-000123,-0.5181400549881918
ACH-000127,-0.4405383667600674
ACH-000128,-0.5615496871544543
ACH-000132,-0.4192417367056156
ACH-000133,-0.4762963603371739
ACH-000137,-0.3192553221714867
ACH-000138,-0.28007901443042915
ACH-000142,-0.5834562174907321
ACH-000143,-0.4060340241497796
ACH-000146,-0.4004968004176541
ACH-000148,-0.6086917707350503
ACH-000150,-0.8012178236641974
ACH-000152,-0.696767658197862
ACH-000153,-0.4647348261610126
ACH-000159,-0.6504300195625444
ACH-000160,-0.597389408377358
ACH-000163,-0.5885596483792789
ACH-000167,-0.8712689373245741
ACH-000168,-0.4734588860043366
ACH-000169,-0.3311316951297229
ACH-000178,-0.5653031968899416
