,ENSA (2029)
ACH-000232,-0.37568115907360455
ACH-000233,-0.31440232468932944
ACH-000234,-0.4082386685193921
ACH-000235,-0.31844146702313203
ACH-000237,-0.3301256765509356
ACH-000238,-0.22992083741737146
ACH-000242,0.06392735840043576
ACH-000243,-0.14384339610158509
ACH-000244,-0.08204325317602071
ACH-000246,-0.21001203001082555
ACH-000248,-0.32610659812640397
ACH-000250,-0.34629834768672196
ACH-000251,-0.5310400559253081
ACH-000252,-0.358948307105485
ACH-000253,-0.20279970264192715
ACH-000255,-0.17419396201248072
ACH-000256,-0.33595434537992946
ACH-000257,-0.4356048136708778
ACH-000258,-0.3838523874475096
ACH-000259,-0.2170705478776956
ACH-000260,-0.3168744508429173
ACH-000261,-0.32325720044859313
ACH-000262,-0.3818360569851105
ACH-000263,-0.1832131056823364
ACH-000264,-0.3488991585816823
ACH-000265,-0.4292092922526647
ACH-000266,-0.2726108206262174
ACH-000272,-0.5192218194465931
ACH-000274,-0.21802805229656644
ACH-000277,-0.2730295784988328
ACH-000278,-0.4560963855633895
ACH-000279,-0.5003440733387665
ACH-000280,-0.3581226313429181
ACH-000281,-0.2155721763648163
ACH-000288,-0.6022236705231404
ACH-000291,-0.2446694417046747
ACH-000293,-0.15969795212221868
ACH-000294,-0.3470077562733669
ACH-000295,-0.12804820347122778
ACH-000296,-0.3730512593432203
ACH-000302,-0.1807834937943831
ACH-000304,-0.6952718582117379
ACH-000307,-0.3980401184923239
ACH-000308,-0.20751207529994325
ACH-000310,-0.2584410335560791
ACH-000311,-0.2407882084991174
ACH-000312,-0.2570852458947718
ACH-000315,-0.5034070978939104
ACH-000316,-0.5333818265033989
ACH-000317,-0.4648589010867426
ACH-000318,-0.3703204386665891
ACH-000319,-0.3492571689735461
ACH-000320,-0.24145289996199415
ACH-000322,-0.1259432175395106
ACH-000323,-0.2576672943299026
ACH-000324,-0.30072450078666746
ACH-000329,-0.27477075219609465
ACH-000330,-0.3870272237791869
ACH-000331,-0.3757106594666074
ACH-000332,-0.28823449920084177
ACH-000334,-0.4469532164364466
ACH-000335,-0.4299788032593885
ACH-000336,-0.34784478186472795
ACH-000337,-0.5511677094229571
ACH-000338,-0.3909824296209809
ACH-000339,-0.32835850704434555
ACH-000341,-0.3838813052791003
ACH-000348,-0.3808071210967099
ACH-000350,-0.3194322013798139
ACH-000352,-0.20675363495105264
ACH-000356,-0.3391885984965341
ACH-000361,-0.46406610139748106
ACH-000362,-0.6885694869961099
ACH-000363,-0.3858484421543945
ACH-000364,-0.2872509629715389
ACH-000365,-0.2949718883731643
ACH-000366,-0.3642435682942504
ACH-000368,-0.2840118406475344
ACH-000374,-0.3902131682392503
ACH-000375,-0.3086688939885027
ACH-000376,-0.3987167675131577
ACH-000381,-0.4343937023208987
ACH-000383,-0.2835024246015091
ACH-000387,-0.32767171445879456
ACH-000389,-0.4159100899195514
ACH-000390,-0.5391481278319348
ACH-000393,-0.2771368141270367
ACH-000395,-0.2549419246576617
ACH-000396,-0.18243206799772954
ACH-000397,-0.3038480899675943
ACH-000401,-0.16990287766472448
ACH-000402,-0.19412504995729016
ACH-000403,-0.7266706189068052
ACH-000404,-0.5591198415529081
ACH-000406,-0.2651914441647242
ACH-000407,-0.3772864485823729
ACH-000408,-0.12640399145586273
ACH-000410,-0.494238600425517
ACH-000411,-0.3301842637966175
ACH-000414,-0.10867551308196062
ACH-000415,-0.27747418180639605
ACH-000416,-0.4339545798793916
ACH-000420,-0.3536684060616187
ACH-000421,-0.350440738480945
ACH-000424,-0.33593499427478096
ACH-000425,-0.33005140960892226
ACH-000426,-0.8544126370623416
ACH-000427,-0.29904492679162675
ACH-000433,-0.3534908099912832
ACH-000435,-0.94981490423698
ACH-000436,-0.5451804939134041
ACH-000444,-0.29511623407971505
ACH-000445,-0.2431408281299385
ACH-000448,-0.30050999977005505
ACH-000450,-0.2839552014698241
ACH-000452,-0.26299430244876043
ACH-000454,-0.4781939547071901
ACH-000458,-0.24812630875826355
ACH-000459,-0.2467761163946305
ACH-000460,-0.4262953832112363
ACH-000461,-0.259587924021074
ACH-000463,-0.25079223787488536
ACH-000464,-0.13456862131560302
ACH-000466,-0.35404170152772874
ACH-000467,-0.20896785304926088
ACH-000468,-0.3061936555812189
ACH-000469,-0.3134690945597424
ACH-000470,-0.3091792278644102
ACH-000471,-0.3842759251776511
ACH-000472,-0.3222572773423638
ACH-000473,-0.2705438517682002
ACH-000475,-0.17721283765970589
ACH-000476,-0.4518835029765145
ACH-000477,-0.3672214880523463
ACH-000479,-0.060917579077311275
ACH-000480,-0.4591363815380002
ACH-000481,-0.3527772932611237
ACH-000483,-0.3740817495128045
ACH-000484,-0.3864398185647932
ACH-000485,-0.7285930713554969
ACH-000486,-0.11167861640006443
ACH-000487,-0.2327676640825777
ACH-000488,-0.32293734878536584
ACH-000490,-0.32162808667078197
ACH-000491,-0.23046113829237705
ACH-000495,-0.47359787253230995
ACH-000496,-0.2361212472105149
ACH-000499,-0.3199694974724208
ACH-000500,-0.7600309252083388
ACH-000502,-0.3028332375468211
ACH-000503,-0.6498274304234795
ACH-000505,-0.3675266227919919
ACH-000507,-0.6396005222307529
ACH-000510,-0.2543989727775987
ACH-000511,-0.4522650063879578
ACH-000512,-0.4945427240125495
ACH-000516,-0.4376273735264252
ACH-000517,-0.4825299201342602
ACH-000518,-0.08120682410685819
ACH-000520,-0.3948141641165148
ACH-000521,-0.3526349471116179
ACH-000522,-0.2631385904349051
ACH-000524,-0.34640715426833396
ACH-000527,-0.2287191093215401
ACH-000528,-0.3618979381283183
ACH-000537,-0.19209635519097867
ACH-000541,0.18912698718507853
ACH-000542,-0.21886690920358412
ACH-000544,-0.5348819007529232
ACH-000545,-0.2190441043913424
ACH-000547,-0.4293602951695503
ACH-000548,-0.39395984502278814
ACH-000549,-0.16617559809686705
ACH-000550,-0.1695366623011167
ACH-000552,-0.08848377505035332
ACH-000556,-0.23867725075334476
ACH-000557,-0.3921225640671621
ACH-000569,-0.4701885772872572
ACH-000570,-0.2321028169376209
ACH-000571,-0.2358317171801443
ACH-000573,-0.3897125635571347
ACH-000576,-0.4017648286682959
ACH-000579,-0.26897730454477603
ACH-000580,-0.33091471030272984
ACH-000584,-0.22177795812941306
ACH-000585,-0.36317366275227264
ACH-000588,-0.29891974593905946
ACH-000589,-0.36318749711824255
ACH-000591,-0.08751646544154035
ACH-000593,-0.29096904378492344
ACH-000600,-0.3848709854107885
ACH-000601,-0.5331729246282373
ACH-000605,-0.3369345511371913
ACH-000606,-0.4067173571413629
ACH-000608,-0.2476667461044203
ACH-000614,-0.22232748422606266
ACH-000616,-0.36532602760103
ACH-000618,-0.2305577658149573
ACH-000619,-0.1740800242721053
ACH-000620,-0.2714591586374773
ACH-000621,-0.24536078908742195
ACH-000622,0.008130559882106045
ACH-000623,-0.2742432142941619
ACH-000624,-0.3792574555606486
ACH-000627,-0.2610519460872753
ACH-000630,-0.23133073019093103
ACH-000631,-0.03685357559641339
ACH-000632,-0.35954697872465513
ACH-000633,-0.2699766585181171
ACH-000637,-0.25905815356940265
ACH-000638,-0.3642753150942512
ACH-000646,-0.07964334490541297
ACH-000647,-0.43074557890316817
ACH-000648,-0.2750323867421109
ACH-000649,-0.2275676655424411
ACH-000651,-0.40131715129372497
ACH-000652,-0.21176401373605847
ACH-000653,-0.1491316098193077
ACH-000657,-0.3994026115721524
ACH-000658,-0.3217464150709128
ACH-000661,-0.1823926683236125
ACH-000662,-0.4313490899525149
ACH-000663,-0.09706486035744556
ACH-000665,-0.2846270107861961
ACH-000671,-0.1982411231702174
ACH-000672,-0.3049061766840305
ACH-000673,-0.32402878892366405
ACH-000676,-0.2814573133291377
ACH-000677,-0.20555073535298551
ACH-000681,-0.2549262127819545
ACH-000683,-0.41664298260079935
ACH-000684,-0.4342079442872385
ACH-000688,-0.2940649368887365
ACH-000693,-0.2944245874967506
ACH-000694,-0.22816132191824925
ACH-000695,-0.22718374419916465
ACH-000696,-0.43002349842477255
ACH-000697,-0.4625150853367904
ACH-000699,-0.39269024584886575
ACH-000701,-0.3887008652381136
ACH-000706,-0.20691565170379472
ACH-000711,-0.31031076102517113
ACH-000713,-0.36034117633571583
ACH-000714,-0.2633582987501818
ACH-000718,-0.3119874004541076
ACH-000720,-0.34263942686168114
ACH-000721,-0.4367164384153716
ACH-000724,-0.3906678751750353
ACH-000725,-0.5209157528522208
ACH-000732,-0.19509419850001306
ACH-000734,-0.2392759697337997
ACH-000735,-0.2999273941482811
ACH-000736,-0.4450737131899044
ACH-000738,-0.17399653935685785
ACH-000746,-0.5294139495021843
ACH-000747,-0.4388622475034698
ACH-000748,-0.3692674539973316
ACH-000753,-0.2922689967016321
ACH-000756,-0.8221072938430053
ACH-000757,-0.5121588311698582
ACH-000758,-0.4381686706082566
ACH-000760,-0.5051535180549298
ACH-000762,-0.450389488886579
ACH-000763,-0.4890685777526764
ACH-000764,-0.3478571689401257
ACH-000765,-0.3720554529121313
ACH-000766,-0.2576912631201655
ACH-000767,-0.3663929146955506
ACH-000768,-0.3755036734985458
ACH-000769,-0.5046654043140237
ACH-000770,-0.21803239155302567
ACH-000771,-0.28669018974553584
ACH-000773,-0.5255044879442146
ACH-000776,-0.2727474204947839
ACH-000777,-0.2795840138416433
ACH-000778,-0.3760348140202893
ACH-000781,-0.3234710245445192
ACH-000782,-0.1637968055544192
ACH-000783,-0.2212191175558232
ACH-000784,-0.15556382648649394
ACH-000785,-0.5289300024014288
ACH-000787,-0.5008439613672948
ACH-000788,-0.3357354544488875
ACH-000791,-0.31580974398247075
ACH-000792,-0.2307752067915459
ACH-000794,-0.2991731730113963
ACH-000796,-0.3273421440059915
ACH-000798,-0.6370908504726234
ACH-000799,-0.0991930061107721
ACH-000800,-0.4880246717218727
ACH-000802,-0.32029152368911745
ACH-000804,-0.25498374677871805
ACH-000805,-0.4316021611067089
ACH-000809,-0.36535868088584
ACH-000810,-0.1266528574777903
ACH-000811,-0.33642307757509504
ACH-000817,-0.28069095039108405
ACH-000819,-0.20415741545932814
ACH-000820,-0.3397308294532625
ACH-000821,-0.2216664069852697
ACH-000822,-0.3878582797103177
ACH-000823,-0.2904368830152472
ACH-000824,-0.5351074415677638
ACH-000827,-0.3305104236296386
ACH-000829,-0.17864099036966907
ACH-000831,-0.21034953452679814
ACH-000832,-0.3085920995142175
ACH-000833,-0.07127853120503037
ACH-000834,-0.2618433184216452
ACH-000835,-0.2315126119800469
ACH-000836,-0.4039117757026801
ACH-000837,-0.2747284077838554
ACH-000838,-0.3839080940838097
ACH-000839,-0.22466984785620614
ACH-000840,-0.3301818642631571
ACH-000841,-0.4146164751826079
ACH-000843,-0.24878988375054875
ACH-000846,-0.379313369836622
ACH-000847,-0.2416709165616707
ACH-000848,-0.4748315964792813
ACH-000849,-0.2889630737880584
ACH-000851,-0.4495638792018832
ACH-000855,-0.2993721258777123
ACH-000856,-0.12448421149241296
ACH-000858,-0.3794768175527564
ACH-000859,-0.3202729843549568
ACH-000861,-0.39378601070777774
ACH-000862,-0.209985733950928
ACH-000865,-0.3448769294297471
ACH-000866,-0.2622052480528189
ACH-000867,-0.2961224061797829
ACH-000869,-0.3702404062677164
ACH-000872,-0.1144752895616892
ACH-000873,-0.2976973207795091
ACH-000876,-0.27613601918854946
ACH-000878,-0.1464897909610362
ACH-000880,-0.3351046910554156
ACH-000881,-0.12100824552427795
ACH-000882,-0.3051743659882655
ACH-000884,-0.20230964890699504
ACH-000885,-0.2308752674528869
ACH-000887,-0.298435023602442
ACH-000889,-0.4018182196208615
ACH-000896,-0.4903961141040198
ACH-000898,-0.006077530183094249
ACH-000900,-0.4945446765917311
ACH-000901,-0.2665531110730765
ACH-000905,-0.343030233521514
ACH-000906,-0.3326611633343288
ACH-000907,-0.252834678736439
ACH-000910,-0.3531735859718224
ACH-000911,-0.2083892283661077
ACH-000912,-0.4741682662165548
ACH-000913,-0.3547824512149909
ACH-000915,-0.27336896682625483
ACH-000916,0.009662238127210206
ACH-000917,-0.2373097917532255
ACH-000920,-0.20214119114699106
ACH-000921,-0.051469635044770534
ACH-000924,-0.4494584629321142
ACH-000926,-0.16665448512244607
ACH-000928,-0.3056820631980702
ACH-000929,-0.6658666726765211
ACH-000932,-0.21548671570836406
ACH-000935,-0.6038207200574585
ACH-000936,-0.38803218864923217
ACH-000937,-0.3460156090578021
ACH-000938,-0.3153073252460614
ACH-000939,-0.17247961103748374
ACH-000941,-0.21984518477838608
ACH-000943,-0.2447574410384395
ACH-000946,-0.2571461728388109
ACH-000947,-0.35616326439820584
ACH-000948,-0.444161323018118
ACH-000950,-0.4430851603884183
ACH-000953,-0.5535728924517601
ACH-000954,0.13738283261974082
ACH-000957,-0.04364944651634831
ACH-000958,-0.31830296923689344
ACH-000960,-0.39269091525547695
ACH-000963,-0.4443017994730463
ACH-000968,-0.4551751277993244
ACH-000969,-0.6124466341177993
ACH-000972,-0.3019600683283326
ACH-000973,-0.21209836432085835
ACH-000974,-0.2492774443480012
ACH-000978,-0.3898177276152425
ACH-000984,-0.3627563344867765
ACH-000986,-0.3843024310256495
ACH-000988,-0.4996468156654738
ACH-000993,-0.4270189308325404
ACH-000994,-0.3336522970568459
ACH-000996,-0.38928006935630144
ACH-001001,-0.3755388027910013
ACH-001020,-0.2399559401226525
ACH-001028,-0.28850115327148884
ACH-001031,-0.05982699104729543
ACH-001038,-0.4254249844984169
ACH-001048,-0.2788964168521698
ACH-001050,-0.24969138943170785
ACH-001053,-0.17701827361482186
ACH-001054,-0.3159184088307558
ACH-001061,-0.35707880053650864
ACH-001067,-0.2040142554675392
ACH-001075,-0.2432102698334144
ACH-001096,-0.2536376321977663
ACH-001111,-0.1905927603289454
ACH-001119,-0.18657959607391295
ACH-001128,-0.21728298281975775
ACH-001134,-0.2728993216227142
ACH-001151,-0.2813548656171662
ACH-001163,-0.4984310594276602
ACH-001164,-0.4888265356515155
ACH-001183,-0.15107399323899476
ACH-001192,-0.5457806177224809
ACH-001193,-0.21540429440900896
ACH-001196,-0.6389960499631923
ACH-001197,-0.4151293160768675
ACH-001205,-0.2451150265475931
ACH-001211,-0.4276174336672453
ACH-001212,-0.23232837426386674
ACH-001228,-0.30998950338569725
ACH-001232,-0.2973227739186285
ACH-001239,-0.2119532476268104
ACH-001270,-0.042759330024769934
ACH-001274,-0.14676250196180032
ACH-001275,-0.21789790519097574
ACH-001277,-0.13051271481238835
ACH-001278,-0.2293934472508956
ACH-001280,-0.4732385543991238
ACH-001283,-0.2788127526183325
ACH-001289,-0.2299475456755017
ACH-001300,-0.3094746662844401
ACH-001301,-0.028548544946442586
ACH-001302,-0.190998657602278
ACH-001306,-0.3734245610566623
ACH-001318,-0.470376351627135
ACH-001322,-0.5092096130817606
ACH-001328,-0.2057242167186197
ACH-001332,-0.4256160288961707
ACH-001336,-0.32227932480407906
ACH-001346,-0.31536197256853754
ACH-001353,-0.2629628507031731
ACH-001354,-0.4767687385600549
ACH-001367,-0.35028268447913025
ACH-001368,-0.3403146714160407
ACH-001374,-0.549907555323207
ACH-001377,-0.3178779508807861
ACH-001380,-0.5175035676929719
ACH-001391,-0.2518881445655296
ACH-001408,-0.3334943134570577
ACH-001430,-0.3993926964046911
ACH-001431,-0.2639159063563772
ACH-001450,-0.4567509968959627
ACH-001496,-0.25548980131765353
ACH-001500,-0.4116796763890123
ACH-001523,-0.3518630844116241
ACH-001532,-0.13720033125487086
ACH-001550,-0.16450400606563972
ACH-001552,-0.4590806387416694
ACH-001554,-0.32684366418489696
ACH-001654,-0.2336076274974012
ACH-001735,-0.2832080862845159
ACH-001736,-0.209242459910656
ACH-001737,-0.523330604472513
ACH-001740,-0.4939131316015218
ACH-001745,-0.174893116548746
ACH-001765,-0.3521952180175355
