,TPTE2 (93492)
ACH-000470,-0.04910584097993802
ACH-000471,-0.23581935216385574
ACH-000472,-0.30757014234932595
ACH-000473,-0.30720180567392896
ACH-000475,-0.3450060557494541
ACH-000476,-0.1946098144861964
ACH-000477,-0.16088195515100806
ACH-000479,-0.2668667429311624
ACH-000480,-0.23673860652178466
ACH-000481,-0.0984847243043769
ACH-000483,-0.2763773025260342
ACH-000484,-0.32504876045269776
ACH-000485,-0.3392481399756152
ACH-000486,-0.3040503879074871
ACH-000487,-0.1945311692487762
ACH-000488,-0.23622660923129574
ACH-000490,-0.2226349029278777
ACH-000491,-0.26269538029943884
ACH-000495,-0.07340835710684526
ACH-000496,-0.2952157089603485
ACH-000499,-0.15400975045863805
ACH-000500,-0.5813739093838493
ACH-000502,-0.2267055506257504
ACH-000503,-0.31518168091937154
ACH-000505,-0.3189260844405938
ACH-000507,-0.2443500525972051
ACH-000510,-0.4090619237631701
ACH-000511,-0.28738817440199643
ACH-000512,-0.1501898385189742
ACH-000516,-0.3214320903080802
ACH-000517,-0.21569385993652232
ACH-000518,-0.3410348187396247
ACH-000520,-0.16968070834526394
ACH-000521,-0.3103988774533159
ACH-000522,-0.209700437314778
ACH-000524,-0.2466683045128139
ACH-000527,-0.23075512385814884
ACH-000528,-0.2603723103336191
ACH-000537,-0.11517646750414592
ACH-000541,-0.2093757365123082
ACH-000542,-0.19967356506603795
ACH-000544,-0.13532320655417598
ACH-000545,-0.15012059819997367
ACH-000547,-0.2847369371650856
ACH-000548,-0.16589248186356365
ACH-000549,-0.2974407322245839
ACH-000550,-0.2356105705749755
ACH-000552,-0.2514941260396737
ACH-000556,-0.3166995625746351
ACH-000557,-0.3945572244225778
ACH-000569,-0.4747423714353868
ACH-000570,-0.3054079033536268
ACH-000571,-0.16512107957546615
ACH-000573,-0.20855819701084247
ACH-000576,-0.19047355596953436
ACH-000579,-0.22990952163009426
ACH-000580,-0.13981899271090156
ACH-000584,-0.4025415441790629
ACH-000585,-0.20051352547692952
ACH-000588,-0.296141785049288
ACH-000589,-0.18835901223346566
ACH-000591,-0.2716632029206174
ACH-000593,-0.2766617460848681
ACH-000600,-0.24953692067611855
ACH-000601,-0.25561121826521704
ACH-000605,-0.3263808592307826
ACH-000606,-0.33751808320580456
ACH-000608,-0.23826714292460505
ACH-000614,-0.12309380559672667
ACH-000616,-0.2440702112657705
ACH-000618,-0.3619483466516579
ACH-000619,-0.4507938683020494
ACH-000620,-0.29834059722321266
ACH-000621,-0.3126541975198573
ACH-000622,-0.2437388178800619
ACH-000623,-0.4031613625864382
ACH-000624,-0.1448078674724348
ACH-000627,-0.2948863039970766
ACH-000630,-0.1458915781122555
ACH-000631,-0.1914692144021515
ACH-000632,-0.21975122945044406
ACH-000633,-0.2542042738766616
ACH-000637,-0.23596983980230424
ACH-000638,-0.16882421557042834
ACH-000646,-0.16130105368959485
ACH-000647,-0.32217428120708885
ACH-000648,-0.2629723855752501
ACH-000649,-0.2606681689357973
ACH-000651,-0.24034015855848434
ACH-000652,-0.2487295878417428
ACH-000653,-0.2839595920204288
ACH-000657,-0.21118861378218826
ACH-000658,-0.1214005095120197
ACH-000661,-0.2919613800170596
ACH-000662,-0.464802591499511
ACH-000663,-0.13558194052391118
ACH-000665,-0.23141571349883264
ACH-000671,-0.21664117765980706
ACH-000672,-0.40630839283385417
ACH-000673,-0.19278282347390294
ACH-000676,-0.10980749052511216
ACH-000677,-0.2309396462878873
ACH-000681,-0.18538532501559996
ACH-000683,-0.2040380996550924
ACH-000684,-0.18042605702031886
ACH-000688,-0.25447745546423906
ACH-000693,-0.3596180116261207
ACH-000694,-0.16367304977818506
ACH-000695,-0.26752762457676305
ACH-000696,-0.2424840533771731
ACH-000697,-0.2911404656055734
ACH-000699,-0.31577824143711997
ACH-000701,-0.26572508107911724
ACH-000706,-0.14155919659622945
ACH-000711,-0.18329441226304025
ACH-000713,-0.0918158716877687
ACH-000714,-0.14512609352139133
ACH-000718,-0.2753329541788785
ACH-000720,-0.15927421364129712
ACH-000721,-0.3184531523409587
ACH-000724,-0.3148061927283071
ACH-000725,-0.3836359560575816
ACH-000732,-0.3760451071763098
ACH-000734,-0.2650217267105662
ACH-000735,-0.3462576206473599
ACH-000736,-0.12916010086754914
ACH-000738,-0.2726295437360068
ACH-000746,-0.2522417940995384
ACH-000747,-0.119647010157481
ACH-000748,-0.23740765452004656
ACH-000753,-0.20744949173758245
ACH-000756,-0.14048196803474555
ACH-000757,-0.1890391021283176
ACH-000758,-0.3206045069064764
ACH-000760,-0.22291431064290296
ACH-000762,-0.1534213405162621
ACH-000763,-0.3335332667696053
ACH-000764,-0.20842433150197745
ACH-000765,-0.16242717506642426
ACH-000766,-0.3898325102528544
ACH-000767,-0.29081749435365817
ACH-000768,-0.2107723844044948
ACH-000769,-0.3177401098313113
ACH-000770,-0.30347557516444545
ACH-000771,-0.28770575705064944
ACH-000773,-0.3163332116448219
ACH-000776,-0.10608301788925813
ACH-000777,-0.28644665627276594
ACH-000778,-0.24615233799620065
ACH-000781,-0.2260448406196412
ACH-000782,-0.14673500461927086
ACH-000783,-0.14582986995337485
ACH-000784,-0.25253162473881513
ACH-000785,-0.14886925175438254
ACH-000787,-0.3434486937025728
ACH-000788,-0.16129512944288812
ACH-000791,-0.284807557744686
ACH-000792,-0.16853278635714172
ACH-000794,-0.4452597561132403
ACH-000796,-0.1938186351549952
ACH-000798,-0.16735553655853627
ACH-000799,-0.3498955158837568
ACH-000800,-0.4778368833125834
ACH-000802,-0.20229593891667705
ACH-000804,-0.18740968855306328
ACH-000805,-0.13233543761846345
ACH-000809,-0.2937287186007665
ACH-000810,-0.01431106939023009
ACH-000811,-0.2526731107035735
ACH-000817,-0.19984861801122067
ACH-000819,-0.15807284506092276
ACH-000820,0.031905990478988955
ACH-000821,-0.4044758381654177
ACH-000822,-0.19826205538146724
ACH-000823,-0.3024275135544955
ACH-000824,-0.17011837316518666
ACH-000827,-0.3032062267982139
ACH-000829,-0.13078372068624833
ACH-000831,-0.3846035561498911
ACH-000832,-0.2347765809341816
ACH-000833,-0.2711723457275041
ACH-000834,-0.2823141936566472
ACH-000835,-0.1753058479993424
ACH-000836,-0.33156573054417376
ACH-000837,-0.26700065081643515
ACH-000838,-0.22863975831111516
ACH-000839,-0.22867980744641314
ACH-000840,-0.08109356532066203
ACH-000841,-0.13567921741923908
ACH-000843,-0.3144613418095157
ACH-000846,-0.4485469555750207
ACH-000847,-0.14531563581367174
ACH-000848,-0.13709871587046535
ACH-000849,-0.32069375473721434
ACH-000851,-0.18157427357491976
ACH-000855,-0.10537936272509396
ACH-000856,-0.11773377499231374
ACH-000858,-0.3322281079458349
ACH-000859,-0.12620456796518292
ACH-000861,-0.2748279547906799
ACH-000862,-0.425881571514754
ACH-000865,-0.3676135306065413
ACH-000866,-0.2466432024820405
ACH-000867,-0.22215383980529368
ACH-000869,-0.18848643225192785
ACH-000872,-0.20159154513138813
ACH-000873,-0.32896961539123953
ACH-000876,-0.25537841089808544
ACH-000878,-0.0454024565419695
ACH-000880,-0.34195481904078084
ACH-000881,-0.363405400567196
ACH-000882,-0.2576510704065692
ACH-000884,-0.2510799343590404
ACH-000885,-0.4271288543312536
ACH-000887,-0.18952945054062925
ACH-000889,-0.2749715381120801
ACH-000896,-0.2876093944101873
ACH-000898,-0.4991758761304905
ACH-000900,-0.1174919621709366
ACH-000901,-0.2463914175286255
ACH-000905,-0.21170558239358944
ACH-000906,-0.21618908785917176
ACH-000907,-0.3570279004315925
ACH-000910,-0.201428665563968
ACH-000911,-0.221293759677176
ACH-000912,-0.20465106358935167
ACH-000913,-0.1192782575454033
ACH-000915,-0.21324471492458227
ACH-000916,-0.3381223959928036
ACH-000917,-0.20662203729942996
ACH-000920,-0.6812610368894928
ACH-000921,-0.31826141096477617
ACH-000924,-0.29629492829048776
ACH-000926,-0.21509902215652266
ACH-000928,-0.278725931238484
ACH-000929,0.18099381989824567
ACH-000932,-0.3992501213812812
ACH-000935,-0.21592899633184295
ACH-000936,-0.10336895114184198
ACH-000937,-0.19708605385328926
ACH-000938,-0.2683979113629697
ACH-000939,-0.23638465057115945
ACH-000941,-0.21331273219636251
ACH-000943,-0.15013766817193935
ACH-000946,-0.318135597836519
ACH-000947,-0.27804820844221184
ACH-000948,-0.2860494373702481
ACH-000950,-0.34814926718234396
ACH-000953,-0.38466458982756063
ACH-000954,-0.0026048248215001725
ACH-000957,-0.3197803793033406
ACH-000958,-0.4026359550181412
ACH-000960,-0.3262467889198893
ACH-000963,-0.4015512922197905
ACH-000968,-0.22509737250564352
ACH-000969,-0.2007076698757556
ACH-000972,-0.2172906548311359
ACH-000973,-0.2613852521586047
ACH-000974,-0.2053042483665712
ACH-000978,-0.12350744493511293
ACH-000984,-0.2484238884662125
ACH-000986,-0.282888035576058
ACH-000988,-0.2636471069445221
ACH-000993,-0.2356429437008583
ACH-000994,-0.26848536419695856
ACH-000996,-0.34473838114017297
ACH-001001,-0.2497685384680743
ACH-001020,-0.16174229592645573
ACH-001028,-0.20511171170983056
ACH-001031,-0.2347030625863742
ACH-001038,-0.21665419589517385
ACH-001048,-0.2367794701206629
ACH-001050,-0.17384497927765935
ACH-001053,-0.17577585508522206
ACH-001054,-0.20337851013352728
ACH-001061,-0.2897208716133798
ACH-001067,-0.21684216472472645
ACH-001075,-0.26882107683500656
ACH-001096,-0.31347328635879795
ACH-001111,-0.2013038068311944
ACH-001119,-0.3078601713008938
ACH-001128,-0.08080756083012737
ACH-001134,-0.1448654143439375
ACH-001151,-0.23991596368984344
ACH-001163,-0.2470753155836855
ACH-001164,-0.3187292774312461
ACH-001183,-0.2531501168982003
ACH-001192,-0.29576172462709743
ACH-001193,-0.25403115660260084
ACH-001196,-0.2015527835986593
ACH-001197,-0.2111236476786554
ACH-001205,-0.013380813123578328
ACH-001211,-0.33620603058805243
ACH-001212,-0.3829968850242712
ACH-001228,-0.45329504455907205
ACH-001232,-0.2334418646291772
ACH-001239,-0.2345195959552528
ACH-001270,-0.40034636359250064
ACH-001274,-0.13253917599028447
ACH-001275,-0.2521081128883343
ACH-001277,-0.20832779689082587
ACH-001278,-0.2590725029220095
ACH-001280,-0.2538359025270659
ACH-001283,-0.21228379002118747
ACH-001289,-0.2278229909853264
ACH-001300,-0.1915230115685816
ACH-001301,-0.16627303932720275
ACH-001302,-0.16062642943844122
ACH-001306,-0.2595096317393251
ACH-001318,-0.2263710866404355
ACH-001322,-0.24972743954750465
ACH-001328,-0.2897386783876995
ACH-001332,-0.3915216463535161
ACH-001336,-0.4335072970565907
ACH-001346,-0.2578921499204644
ACH-001353,-0.1567079856876143
ACH-001354,-0.018040365988090508
ACH-001367,-0.2104682587919207
ACH-001368,-0.2754783762885272
ACH-001374,-0.2611091826577062
ACH-001377,-0.2713419360887957
ACH-001380,-0.30472713594467193
ACH-001391,-0.20083488750655398
ACH-001408,-0.2617263459861691
ACH-001430,-0.1937864952185429
ACH-001431,-0.3088932687484488
ACH-001450,-0.3695841627874218
ACH-001496,-0.1857264257566338
ACH-001500,-0.09552512169679556
ACH-001523,-0.2086839904337333
ACH-001532,-0.2625919661617897
ACH-001550,-0.2474495437018765
ACH-001552,-0.2592896178673927
ACH-001554,-0.21418927087383885
ACH-001654,-0.4022949355770859
ACH-001735,-0.28275176273431857
ACH-001736,-0.25376664977421304
ACH-001737,-0.27673283008975125
ACH-001740,-0.3724945244418993
ACH-001745,-0.31408938949541937
ACH-001765,-0.2027725024490239
