,ACAP3 (116983)
ACH-000004,-0.09936154582340533
ACH-000005,-0.35148761130592265
ACH-000007,-0.16455387935247998
ACH-000009,-0.19333284697289566
ACH-000011,-0.1588987677436084
ACH-000012,-0.1372543087512876
ACH-000013,-0.06751436476942325
ACH-000014,-0.19148127598230172
ACH-000015,-0.16045580880727014
ACH-000017,-0.16962653096800426
ACH-000018,-0.2289466487661553
ACH-000019,-0.29146407901128435
ACH-000021,-0.13619293784423592
ACH-000022,-0.1912977872105448
ACH-000025,-0.2622840661276895
ACH-000028,-0.22268801957748224
ACH-000030,-0.11227569071906976
ACH-000035,-0.10053089362424963
ACH-000036,-0.2636750245658919
ACH-000037,-0.33873758418493594
ACH-000039,-0.2055949776181504
ACH-000040,-0.15704135802437602
ACH-000041,-0.21074116607620805
ACH-000042,-0.1356338253370637
ACH-000045,-0.2431093845527821
ACH-000047,-0.18704372712415546
ACH-000052,-0.3920892925509361
ACH-000053,-0.10184028454473068
ACH-000054,-0.1468822023111219
ACH-000055,-0.2333890528090404
ACH-000060,-0.11965825166591718
ACH-000067,-0.07655626965491832
ACH-000070,-0.18537671049137666
ACH-000075,-0.02050020608657724
ACH-000078,-0.1777659925465752
ACH-000082,-0.13619266035264174
ACH-000085,-0.13260815752088748
ACH-000086,-0.2889335814859467
ACH-000087,-0.18729485118057973
ACH-000092,-0.1839379381354951
ACH-000095,-0.2669720541027297
ACH-000097,-0.1158500170789314
ACH-000098,-0.10990949214337664
ACH-000099,-0.20063195654185065
ACH-000108,-0.3096214026246579
ACH-000113,-0.1357812520785328
ACH-000116,-0.14064878680736126
ACH-000118,-0.07689563076982063
ACH-000120,-0.10428738120284453
ACH-000123,-0.22846322643719466
ACH-000127,-0.10328901728609556
ACH-000128,-0.3711532264951526
ACH-000132,-0.14681266186705064
ACH-000133,-0.1031801518044556
ACH-000137,-0.034962319927372726
ACH-000138,-0.2108630782763431
ACH-000142,-0.20152058299968836
ACH-000143,-0.34089363492506203
ACH-000146,-0.032289050646740966
ACH-000148,-0.18148548539653625
ACH-000150,-0.4718275647111841
ACH-000152,-0.20881876768951352
ACH-000153,-0.15972897425504054
ACH-000159,-0.1655265447348692
ACH-000160,-0.13901775823167772
ACH-000163,-0.18759570756113908
ACH-000167,-0.19348152072736247
ACH-000168,-0.044996056294205486
ACH-000169,-0.15792726673574806
ACH-000178,-0.15306288831624687
ACH-000183,-0.3022654617620071
ACH-000188,-0.18181691238160794
ACH-000189,-0.3727289175346503
ACH-000190,-0.2814154709678795
ACH-000198,-0.05829134273823395
ACH-000203,-0.13874819970035518
ACH-000204,-0.2030628059874208
ACH-000206,-0.05123377939139895
ACH-000207,-0.15619361717756625
ACH-000208,-0.12225606851994318
ACH-000210,-0.03443302322433072
ACH-000211,-0.16062568071897146
ACH-000215,-0.2277993382318377
ACH-000221,-0.10511169728258904
ACH-000222,-0.2689839848330364
ACH-000223,-0.09091849627427916
ACH-000226,-0.01072272370553305
ACH-000227,-0.15274557112141118
ACH-000228,-0.0938905506693314
ACH-000231,-0.1694433917643967
ACH-000232,-0.07281181517464427
ACH-000233,-0.21311234712532576
ACH-000234,-0.2365413888149403
ACH-000235,-0.1578860638177222
ACH-000237,-0.16002148324035673
ACH-000238,-0.20667231270743688
ACH-000242,0.0596391635131704
ACH-000243,-0.06483051606146448
ACH-000244,0.03424050380383832
ACH-000246,-0.21683929562162968
ACH-000248,-0.2424298252107251
ACH-000250,-0.12416534417005105
ACH-000251,0.13677901179853946
ACH-000252,-0.1935395496021963
ACH-000253,-0.2574317118802437
ACH-000255,-0.1307564907247794
ACH-000256,-0.3001011517618878
ACH-000257,-0.3522220120179808
ACH-000258,-0.17797633357648335
ACH-000259,-0.21862481815533466
ACH-000260,-0.21556247426212544
ACH-000261,-0.139337958737147
ACH-000262,-0.28652957577566585
ACH-000263,-0.046081394521301305
ACH-000264,-0.1522779216752591
ACH-000265,-0.10739222883033432
ACH-000266,-0.17595367927106734
ACH-000272,-0.17744271879203913
ACH-000274,-0.1961285214569012
ACH-000277,-0.19158560585871867
ACH-000278,-0.19748439258204345
ACH-000279,-0.15727974689348656
ACH-000280,-0.19073729593456035
ACH-000281,-0.24076967105054825
ACH-000288,-0.3221929936731859
ACH-000291,-0.1162411273069726
ACH-000293,-0.20602790598290532
ACH-000294,-0.21686556555005526
ACH-000295,-0.18460598598559988
ACH-000296,-0.2531809899484838
ACH-000302,-0.17454847651114208
ACH-000304,-0.06301836120384131
ACH-000307,-0.09752971092806173
ACH-000308,-0.20410500909609205
ACH-000310,-0.1144851814077096
ACH-000311,-0.12692977591976218
ACH-000312,-0.23297354562314165
ACH-000315,-0.23275260837825434
ACH-000316,-0.11156691123674027
ACH-000317,-0.12112661441876856
ACH-000318,-0.15443429491248076
ACH-000319,-0.1634252613002732
ACH-000320,-0.18631101482965984
ACH-000322,-0.31030589415288706
ACH-000323,-0.08521198776870974
ACH-000324,-0.16829097403151186
ACH-000329,-0.2413291541480541
ACH-000330,-0.012718397254773172
ACH-000331,-0.019964731143847742
ACH-000332,-0.12503214592169612
ACH-000334,-0.09302447215450516
ACH-000335,-0.17601782045388906
ACH-000336,-0.274316238608471
ACH-000337,-0.3160261325806465
ACH-000338,0.1965076076290231
ACH-000339,-0.16298628227777415
ACH-000341,-0.04829581608531442
ACH-000348,-0.2175229302279609
ACH-000350,-0.18550102187148346
ACH-000352,-0.18205536798898247
ACH-000356,-0.13035555636220744
ACH-000361,-0.056260732257759134
ACH-000362,-0.1229941440836006
ACH-000363,-0.07339203573575576
ACH-000364,-0.2079775097673634
ACH-000365,-0.2103902612193724
ACH-000366,-0.14298387508296564
ACH-000368,-0.12631978488162346
ACH-000374,-0.2166668956714129
ACH-000375,-0.2610285279488558
ACH-000376,-0.22358580482041346
ACH-000381,-0.2281112405780219
ACH-000383,-0.14227159161697014
ACH-000387,-0.13959096241774915
ACH-000389,-0.2129760381608856
ACH-000390,-0.1649593589309249
ACH-000393,-0.2647833249381781
ACH-000395,-0.3678318691306817
ACH-000396,-0.02374847452966442
ACH-000397,-0.19121581525496156
ACH-000401,-0.26459890065170666
ACH-000402,-0.052214876378269305
ACH-000403,-0.12179906422049044
ACH-000404,-0.034327931087389636
ACH-000406,-0.1001658860348382
ACH-000407,-0.06590051104897772
ACH-000408,-0.062006463978611565
ACH-000410,-0.1524039891692084
ACH-000411,-0.2672563998978683
ACH-000414,-0.0766154089988448
ACH-000415,-0.058038269731679686
ACH-000416,-0.18545425278139066
ACH-000420,-0.2603437522045305
ACH-000421,-0.19089334607358888
ACH-000424,-0.30712618849525897
ACH-000425,-0.14102853114293015
ACH-000426,0.12409058606867733
