,FGR (2268)
ACH-000004,-0.07210446819465235
ACH-000005,-0.052301888599990576
ACH-000007,-0.04023476752488974
ACH-000009,0.002841655586299769
ACH-000011,0.015485470833047875
ACH-000012,-0.17149569358164074
ACH-000013,-0.0015266497306454607
ACH-000014,-0.01643854797924529
ACH-000015,0.014127321432932763
ACH-000017,0.01574468260489224
ACH-000018,-0.14756666758200432
ACH-000019,0.06435204245682292
ACH-000021,-0.06529054749059739
ACH-000022,0.04687991371108402
ACH-000025,0.07328881603849749
ACH-000028,-0.037327168932494784
ACH-000030,-0.05756174418529372
ACH-000035,-0.21881278996139134
ACH-000036,-0.05384483995047781
ACH-000037,0.009696452911662577
ACH-000039,0.08957391697043875
ACH-000040,-0.18472043759159146
ACH-000041,-0.15816939543777195
ACH-000042,0.03285977506113616
ACH-000045,-0.03655806650976424
ACH-000047,0.037288876154494034
ACH-000052,-0.1967168365726825
ACH-000053,-0.019566977445813948
ACH-000054,0.11858317032177185
ACH-000055,0.018511335378700915
ACH-000060,-0.029176257011331117
ACH-000067,-0.11163622930642512
ACH-000070,-0.01869922744232656
ACH-000075,-0.03216497105016659
ACH-000078,0.2259213272463353
ACH-000082,0.08409953771783665
ACH-000085,-0.21845592252819784
ACH-000086,-0.0839011224910989
ACH-000087,-0.07785528875311783
ACH-000092,-0.14073398137245932
ACH-000095,-0.04688213854065944
ACH-000097,0.002821610812270411
ACH-000098,-0.19408362565178652
ACH-000099,0.05156369529793863
ACH-000108,0.03499901529085603
ACH-000113,0.10112346969311982
ACH-000116,-0.07433616817921461
ACH-000118,-0.033005542501899694
ACH-000120,0.01685249560264744
ACH-000123,-0.04854569275141592
ACH-000127,-0.09271543240457536
ACH-000128,-0.17766991804757407
ACH-000132,-0.0421988306944413
ACH-000133,-0.15108935983915672
ACH-000137,0.08694199807338002
ACH-000138,-0.09183897243158692
ACH-000142,-0.11193464364954513
ACH-000143,-0.109273386271323
ACH-000146,0.13362885551624576
ACH-000148,0.0071119126607941795
ACH-000150,-0.17593319539328725
ACH-000152,-0.1647849205917403
ACH-000153,-0.2042862141020044
ACH-000159,-0.051458282396262066
ACH-000160,0.008728930672822698
ACH-000163,0.088591000921125
ACH-000167,-0.24174450925673702
ACH-000168,-0.021442540571470527
ACH-000169,-0.05231094025738961
ACH-000178,0.04856492512552913
ACH-000183,0.01729342261659034
ACH-000188,-0.10972076175070268
ACH-000189,-0.00345039201609872
ACH-000190,0.04737423275147766
ACH-000198,-0.1496025553585384
ACH-000203,1.1098664907246043
ACH-000204,-0.041695545710266985
ACH-000206,0.1480432216627072
ACH-000207,-0.09419237912814007
ACH-000208,0.2751176494663777
ACH-000210,0.0492693603873867
ACH-000211,0.012788391207092244
ACH-000215,-0.09026233246185736
ACH-000221,-0.11259994617181755
ACH-000222,-0.2415935252760129
ACH-000223,0.09149925173281193
ACH-000226,0.003565178078072404
ACH-000227,-0.07033188343019063
ACH-000228,-0.03387097086261954
ACH-000231,0.024018702698359685
ACH-000232,0.049015933826072916
ACH-000233,0.09427958900882798
ACH-000234,0.03086775110963916
ACH-000235,0.004807032173822866
ACH-000237,-0.004342917406332315
ACH-000238,-0.17882580875974727
ACH-000242,-0.25101489257493204
ACH-000243,0.08612992851478064
ACH-000244,-0.1211904758818656
ACH-000246,0.014832864897471931
