,STRA6 (64220)
ACH-000004,-0.3109387797857371
ACH-000005,-0.2934279368902936
ACH-000007,-0.013133357939363084
ACH-000009,-0.22677210152045205
ACH-000011,-0.08666258747048497
ACH-000012,-0.05054753491391555
ACH-000013,-0.09156890650298953
ACH-000014,-0.04540946807290841
ACH-000015,-0.11905805242555766
ACH-000017,0.02740034349378869
ACH-000018,-0.031964177021445384
ACH-000019,-0.18732646315402826
ACH-000021,0.04179007846943431
ACH-000022,-0.04398646021731005
ACH-000025,-0.04501949118399631
ACH-000028,-0.051903021375189436
ACH-000030,-0.048005523113128716
ACH-000035,-0.13671071852498926
ACH-000036,-0.003114390524724482
ACH-000037,0.02083293349121381
ACH-000039,-0.032468213159713884
ACH-000040,0.00934718920819915
ACH-000041,-0.056949696468212574
ACH-000042,-0.041884025782985584
ACH-000045,-0.13610951554866324
ACH-000047,-0.12349640701126713
ACH-000052,-0.2760925211445713
ACH-000053,-0.022082990594724017
ACH-000054,-0.02599408296199079
ACH-000055,-0.1873620246421052
ACH-000060,0.008808080123295172
ACH-000067,-0.2559021444920859
ACH-000070,-0.16938903676799127
ACH-000075,-0.18444571423575826
ACH-000078,-0.046229431075193284
ACH-000082,-0.08378512131428065
ACH-000085,0.08418192261829414
ACH-000086,-0.1271129051842729
ACH-000087,0.021730983886353826
ACH-000092,-0.0032542234211617076
ACH-000095,-0.08931214329004461
ACH-000097,-0.052718754293371334
ACH-000098,-0.026782264862638263
ACH-000099,-4.724415201290029e-05
ACH-000108,0.03160582598015213
ACH-000113,-0.11096203146861973
ACH-000116,-0.11643108619656276
ACH-000118,0.035605840958167934
ACH-000120,-0.11979301623598075
ACH-000123,-0.061452708911824264
ACH-000127,-0.14343386392736895
ACH-000128,-0.2063190156218788
ACH-000132,-0.08629353975928977
ACH-000133,0.03667555517149895
ACH-000137,-0.2721768823123197
ACH-000138,-0.06469242490809489
ACH-000142,0.1009820588404492
ACH-000143,-0.07192145527089921
ACH-000146,-0.05405043758387336
ACH-000148,-0.10368784002169078
ACH-000150,-0.06908839022753405
ACH-000152,0.04725308012405298
ACH-000153,-0.0421485631914666
ACH-000159,-0.029141565281582443
ACH-000160,-0.1040404388809098
ACH-000163,0.057349602515249384
ACH-000167,-0.1602989697589314
ACH-000168,-0.00905365449983799
ACH-000169,-0.13776614525083966
ACH-000178,-0.04907758393066269
ACH-000183,-0.16887175912274985
ACH-000188,-0.043563780968410536
ACH-000189,0.016653463742560614
ACH-000190,-0.10043040017400404
ACH-000198,0.009953282420922766
ACH-000203,-0.24074382823866375
ACH-000204,-0.07078978623148756
ACH-000206,-0.04867364359923623
ACH-000207,0.0881914897109749
ACH-000208,0.24150344263266316
ACH-000210,-0.060182322993657576
ACH-000211,-0.024856586164350884
ACH-000215,-0.08172758528840449
ACH-000221,-0.26161752110383546
ACH-000222,-0.14392730801424608
ACH-000223,-0.03323583951081475
ACH-000226,0.04669461674316379
ACH-000227,-0.012646839538218064
ACH-000228,-0.1419176083496552
ACH-000231,-0.07782875993741738
ACH-000232,0.02670355073307313
ACH-000233,-0.17924752068309208
ACH-000234,-0.11461919787212545
ACH-000235,-0.09041914085938743
ACH-000237,-0.06477756166306338
ACH-000238,-0.0449653052275304
ACH-000242,-0.4717951016281855
ACH-000243,-0.07253496955130816
ACH-000244,-0.0600378842992969
ACH-000246,-0.02336410442435316
ACH-000248,-0.06165496013599343
ACH-000250,-0.03863687924315057
ACH-000251,-0.07753066361731091
ACH-000252,-0.11615848738366175
ACH-000253,-0.001216125322863233
ACH-000255,-0.16909237161566718
ACH-000256,-0.08681371797246082
ACH-000257,-0.3058323337786204
ACH-000258,-0.01794736320333803
ACH-000259,-0.08838457287907274
ACH-000260,-0.11027225995399037
ACH-000261,-0.13971465682074327
ACH-000262,-0.01978811827772764
ACH-000263,-0.3565347830229039
ACH-000264,-0.045845643353626835
ACH-000265,-0.17043145129762802
ACH-000266,-0.11718075911785543
ACH-000272,-0.2391070333534993
ACH-000274,-0.08246336843045964
ACH-000277,0.00867251065759384
ACH-000278,0.07001507254279331
ACH-000279,-0.17201041358005906
ACH-000280,-0.1592345441492247
ACH-000281,-0.1921973942279399
ACH-000288,0.0040572950882822095
ACH-000291,-0.15479494631606633
ACH-000293,-0.20154940163237875
ACH-000294,-0.1086735692908455
ACH-000295,-0.2442674229083536
ACH-000296,-0.1154274508800004
ACH-000302,-0.09291408134245402
ACH-000304,-0.23943039464706026
ACH-000307,-0.16703462274387276
ACH-000308,-0.036035749495817435
ACH-000310,0.05838758099353857
ACH-000311,-0.0011362303437053227
ACH-000312,-0.04771702655176434
ACH-000315,-0.06930892599790503
ACH-000316,0.017495861993028227
ACH-000317,-0.06851509613062376
ACH-000318,-0.07131194049975174
ACH-000319,-0.09987574331098342
ACH-000320,-0.03797335531311938
ACH-000322,0.17328320982888784
ACH-000323,-0.09778029808164657
ACH-000324,-0.0971956267719628
ACH-000329,-0.09032243066817804
ACH-000330,-0.2301386661862614
ACH-000331,-0.10932859869046628
ACH-000332,-0.15340470986812824
ACH-000334,0.1155532453979388
ACH-000335,-0.07141432740779208
ACH-000336,-0.09726196532246917
ACH-000337,-0.2639340181489579
ACH-000338,-0.28515704394308306
ACH-000339,0.016887978893629106
ACH-000341,-0.22104770441741506
ACH-000348,-0.15259468617965707
ACH-000350,-0.11136772491844586
ACH-000352,-0.09683031743230476
ACH-000356,-0.20362733660487745
ACH-000361,-0.4101991835249961
ACH-000362,-0.12066254926782465
ACH-000363,-0.17926202270093053
ACH-000364,-0.09306363745094227
ACH-000365,-0.18001553372876833
ACH-000366,-0.10749790981772664
ACH-000368,0.0669031232788435
ACH-000374,-0.07035518838935452
ACH-000375,-0.19483907990516988
ACH-000376,-0.1900664702350912
ACH-000381,-0.13014082053187792
ACH-000383,-0.07390121448198468
ACH-000387,-0.1774397224386279
ACH-000389,-0.14791036499005628
ACH-000390,-0.14545182967881534
ACH-000393,-0.16808065738008227
ACH-000395,0.10107695298191158
ACH-000396,-0.324012243241949
ACH-000397,-0.053696270750737136
ACH-000401,-0.11526983543297732
ACH-000402,0.5914025170125536
ACH-000403,-0.1805082157283612
ACH-000404,0.008885276284000794
ACH-000406,-0.0992528234939482
ACH-000407,-0.11483388336473292
ACH-000408,-0.04130162588901907
ACH-000410,-0.037874323366189316
ACH-000411,-0.004390428833072218
ACH-000414,-0.057517539906460226
ACH-000415,0.013576719986752778
ACH-000416,-0.005126169632506051
ACH-000420,0.02614061945094688
ACH-000421,-0.09651936819431424
ACH-000424,-0.06338279174686269
ACH-000425,-0.11318341454955612
ACH-000426,-0.2543568014456297
ACH-000427,-0.2103963447146664
ACH-000433,0.031682980204632415
ACH-000435,0.2710149700430461
ACH-000436,-0.008125350809410741
ACH-000444,-0.017932999446107618
ACH-000445,-0.14787875269988454
ACH-000448,-0.14964338099925525
ACH-000450,-0.013943544221877515
ACH-000452,-0.0629184013132688
ACH-000454,-0.05029084176175115
ACH-000458,-0.06808493636323043
ACH-000459,0.05173801066502297
ACH-000460,-0.09149072891309352
ACH-000461,-0.05468316734004849
ACH-000463,-0.19809300893969525
ACH-000464,-0.21098942090212008
ACH-000466,0.07031255159108228
ACH-000467,-0.0046978250419585825
ACH-000468,0.017789248025273985
ACH-000469,-0.07630010660271055
ACH-000470,-0.2087836935202148
ACH-000471,0.0011882390713599815
ACH-000472,-0.12995963936358795
ACH-000473,-0.11373133774357355
ACH-000475,-0.05767997893879263
ACH-000476,-0.15703913338756173
ACH-000477,-0.06654393300241299
ACH-000479,-0.10785529884368286
ACH-000480,-0.1816377946804864
ACH-000481,-0.14368213523116746
ACH-000483,-0.1909961059781658
ACH-000484,-0.027275116500491144
ACH-000485,-0.2546818598313879
ACH-000486,-0.1500600298797346
ACH-000487,-0.06625831315380515
ACH-000488,-0.07869097607988293
ACH-000490,0.08601874960251052
ACH-000491,-0.2450664754053653
ACH-000495,-0.2326069758910261
ACH-000496,-0.09741896891460447
ACH-000499,-0.0780304815378069
ACH-000500,-0.022429600672405688
ACH-000502,0.008072229987821505
ACH-000503,-0.14294379839126425
ACH-000505,-0.13774656710621505
ACH-000507,-0.09292525549130626
ACH-000510,-0.08066695078488915
ACH-000511,-0.08950212907185247
ACH-000512,-0.12378209922976355
ACH-000516,-0.13951980291126248
ACH-000517,-0.12978659600510548
ACH-000518,-0.0934391139662896
