,MAS1L (116511)
ACH-000004,0.11956805310570255
ACH-000005,-0.07837645593916533
ACH-000007,0.14738059811594215
ACH-000009,0.009072661327458473
ACH-000011,0.16178072895852605
ACH-000012,0.043205834837276684
ACH-000013,0.023310695403844364
ACH-000014,-0.02959191128214022
ACH-000015,0.10401375598574288
ACH-000017,0.10983594994242772
ACH-000018,0.040894305186904525
ACH-000019,0.09964311481636227
ACH-000021,0.04806868523372885
ACH-000022,0.024927670681357955
ACH-000025,-0.034391697764463984
ACH-000028,0.04355288199589289
ACH-000030,0.04011519931665783
ACH-000035,0.0076547154419207486
ACH-000036,-0.0856360712957383
ACH-000037,0.05496025191311668
ACH-000039,0.3653013226060087
ACH-000040,-0.06475104353995145
ACH-000041,0.10631468900262836
ACH-000042,-0.00872629345869993
ACH-000045,-0.2640535651115439
ACH-000047,-0.04684904722002351
ACH-000052,-0.20660167063134954
ACH-000053,0.07944272005847708
ACH-000054,0.05699430264115728
ACH-000055,0.03675692040435475
ACH-000060,0.04624293098674628
ACH-000067,0.0012081111071800394
ACH-000070,0.06003749618901751
ACH-000075,0.09190395295248073
ACH-000078,0.15226252129419074
ACH-000082,0.04510679148337195
ACH-000085,-0.047837454527395684
ACH-000086,0.09750372334159274
ACH-000087,-0.035997295553721734
ACH-000092,0.03019357348134322
ACH-000095,0.03952461569273518
ACH-000097,0.04554412061147993
ACH-000098,0.06435930322123877
ACH-000099,0.06521142698299995
ACH-000108,-0.0030776221435867713
ACH-000113,0.09242461636930373
ACH-000116,0.046707243099257764
ACH-000118,-0.04088127524099919
ACH-000120,-0.08082364666535513
ACH-000123,0.01295013459796493
ACH-000127,0.02137221529017054
ACH-000128,-0.02259191417128979
ACH-000132,0.13696753231144568
ACH-000133,-0.006157614511839966
ACH-000137,0.03569911931049455
ACH-000138,-0.050464609507676686
ACH-000142,-0.10258685006743196
ACH-000143,0.10313117963267987
ACH-000146,0.13035309480048451
ACH-000148,0.03251887416229498
ACH-000150,0.07473748041576235
ACH-000152,0.1309700308640933
ACH-000153,0.14566859816061606
ACH-000159,0.08975591306216321
ACH-000160,0.02871649642663977
ACH-000163,0.045019579924185864
ACH-000167,0.16763006761654392
ACH-000168,0.00029545378143516635
ACH-000169,0.10877544551294796
ACH-000178,-0.020220628210681185
ACH-000183,0.011283273249654484
ACH-000188,0.1595805410685341
ACH-000189,-0.0005284123332901433
ACH-000190,0.05361786121924165
ACH-000198,0.026815488094269525
ACH-000203,-0.00040848710423576127
ACH-000204,0.07486977153528072
ACH-000206,0.09166807985822004
ACH-000207,-0.0318136945311727
ACH-000208,-0.1014948084564404
ACH-000210,0.08936392908973986
ACH-000211,-0.05541785185118625
ACH-000215,-0.03641113665389641
ACH-000221,0.020643947402310847
ACH-000222,-0.1208228794759376
ACH-000223,0.01737433515377589
ACH-000226,0.014131943412241712
ACH-000227,0.15242891059480582
ACH-000228,0.0246449806176713
ACH-000231,-0.032275835505612104
ACH-000232,-0.06595593809265066
ACH-000233,-0.008055993062966164
ACH-000234,0.0017371339331636885
ACH-000235,0.00812010580968437
ACH-000237,0.057638458696838576
ACH-000238,0.013571095770288224
ACH-000242,0.1875173079218137
ACH-000243,0.05201456625492583
ACH-000244,-0.1623612341192939
ACH-000246,0.10034298485959646
ACH-000248,-0.130254457344229
ACH-000250,-0.016721552088975782
ACH-000251,0.06274014227933364
ACH-000252,-0.03715729118906002
ACH-000253,0.10316835564389168
ACH-000255,0.012433647535431152
ACH-000256,-0.03543788246158636
