,LTBR (4055)
ACH-000004,0.10230991662784923
ACH-000005,0.15557440637978395
ACH-000007,0.15896010225828633
ACH-000009,0.07398678997005552
ACH-000011,-0.16681725307696513
ACH-000012,0.17179000750244086
ACH-000013,0.18063547234025892
ACH-000014,-0.00023649949387597423
ACH-000015,0.08644849849627713
ACH-000017,0.10968841523884833
ACH-000018,0.08062561955000416
ACH-000019,0.17279861090791454
ACH-000021,0.1276412022682213
ACH-000022,0.11328654513191913
ACH-000025,0.04349404261959482
ACH-000028,0.10017549972502222
ACH-000030,0.05728589666160016
ACH-000035,0.15434012187654905
ACH-000036,0.08531997843537656
ACH-000037,0.03576226462276461
ACH-000039,0.04671728437413874
ACH-000040,0.007513277881584925
ACH-000041,0.074257836861831
ACH-000042,0.08175192567697863
ACH-000045,0.16631318716643895
ACH-000047,0.16512201050541148
ACH-000052,-0.06527392055620862
ACH-000053,0.1599794377594477
ACH-000054,0.03159301091774877
ACH-000055,0.0775094821905183
ACH-000060,-0.09977160892373736
ACH-000067,0.15448846622594162
ACH-000070,0.14083060874325126
ACH-000075,0.1645315366028685
ACH-000078,0.054913859811800206
ACH-000082,0.09903453630926634
ACH-000085,-0.06517430183889672
ACH-000086,0.026012918798378915
ACH-000087,0.1173558355620269
ACH-000092,0.10451081289350443
ACH-000095,0.0067019204481862365
ACH-000097,0.14733806294279825
ACH-000098,0.203904798720048
ACH-000099,-0.006275803373753045
ACH-000108,0.18767064615365234
ACH-000113,0.06725727233593068
ACH-000116,0.005787630854841538
ACH-000118,0.03284370295307405
ACH-000120,-0.003538786035905265
ACH-000123,0.048789171583662284
ACH-000127,0.14542650477523908
ACH-000128,0.018351786671510637
ACH-000132,0.24293880482240615
ACH-000133,0.09735827818170527
ACH-000137,0.08453409470614462
ACH-000138,0.008228589854011613
ACH-000142,-0.03363207805402555
ACH-000143,-0.06909882399639691
ACH-000146,0.0645671706427823
ACH-000148,0.051530699746627065
ACH-000150,-0.07617545194595292
ACH-000152,0.15568516423475662
ACH-000153,0.09250708822300804
ACH-000159,0.02081628538205225
ACH-000160,-0.04705060898993831
ACH-000163,-0.02717943576994669
ACH-000167,-0.005633181329454974
ACH-000168,0.2774642007120872
ACH-000169,0.04434242133833982
ACH-000178,0.06530302917878215
ACH-000183,0.0902626982028276
ACH-000188,0.1417831947689439
ACH-000189,-0.017227434935234782
ACH-000190,0.23496318515202294
ACH-000198,0.12768944744553218
ACH-000203,0.3009343922527721
ACH-000204,-0.06475378394341784
ACH-000206,0.04712284701144369
ACH-000207,0.18431176888816325
ACH-000208,0.16345074024880954
ACH-000210,0.16554037508238045
ACH-000211,0.031745631627595965
ACH-000215,0.1002381337067408
ACH-000221,0.08884429984777184
ACH-000222,0.0077544955815052816
