,GATAD2B (57459)
ACH-000004,-0.1714330516374888
ACH-000005,0.2615260737792096
ACH-000007,-0.02183385063466903
ACH-000009,-0.31486551796030554
ACH-000011,-0.2816338551823599
ACH-000012,-0.04598621797199834
ACH-000013,-0.18329623599236047
ACH-000014,-0.2873655571378021
ACH-000015,-0.1336953397283278
ACH-000017,-0.018383882234447202
ACH-000018,-0.2691585133685085
ACH-000019,-0.052971660517924166
ACH-000021,-0.044586282224770665
ACH-000022,-0.2091632082853052
ACH-000025,-0.2600816816084148
ACH-000028,-0.04313604476527321
ACH-000030,-0.0025876647700777263
ACH-000035,-0.3158700774303325
ACH-000036,-0.0739186424868416
ACH-000037,-0.08266060952839004
ACH-000039,-0.1931705916372812
ACH-000040,-0.11555224495881525
ACH-000041,-0.17718259532417469
ACH-000042,-0.02105652213165873
ACH-000045,-0.19266329468985566
ACH-000047,-0.22390433954140088
ACH-000052,-0.2674801314007448
ACH-000053,-0.11270729723418067
ACH-000054,-0.012379915465098331
ACH-000055,-0.13005561158302054
ACH-000060,-0.16195571674548628
ACH-000067,0.005239146253539414
ACH-000070,0.02940956796994245
ACH-000075,0.10046697363416927
ACH-000078,-0.23469218414764734
ACH-000082,-0.3056822148090748
ACH-000085,-0.19188700402209127
ACH-000086,-0.30377193840858874
ACH-000087,0.06190185904908287
ACH-000092,-0.18618416342819294
ACH-000095,-0.25889690924613323
ACH-000097,0.07781993500300842
ACH-000098,-0.23071752957674316
ACH-000099,-0.3902494840156212
ACH-000108,-0.0886520914379505
ACH-000113,-0.24452620583820295
ACH-000116,-0.2250810357093132
ACH-000118,0.028017259758216454
ACH-000120,-0.20833163197981225
ACH-000123,0.06431487115767649
ACH-000127,-0.13202064540297054
ACH-000128,-0.15510354964611325
ACH-000132,-0.18892481122332352
ACH-000133,-0.27884598201868943
ACH-000137,-0.17636714918416693
ACH-000138,-0.07419393930133668
ACH-000142,-0.3405611307081975
ACH-000143,-0.05214583203016122
ACH-000146,-0.09800276195903476
ACH-000148,-0.2593751527455621
ACH-000150,-0.0009537339978515326
ACH-000152,0.002892676357995662
ACH-000153,-0.2413390737697671
ACH-000159,-0.06926566217020444
ACH-000160,0.2590179307613698
ACH-000163,-0.29252664942423073
ACH-000167,0.3676371391747457
ACH-000168,-0.02312865461363181
ACH-000169,-0.05988591511362532
ACH-000178,-0.09770544963328187
ACH-000183,-0.07959354611157309
ACH-000188,-0.0026354071976354638
ACH-000189,-0.025927613891950287
ACH-000190,0.2321365501344481
ACH-000198,-0.16180453090193025
ACH-000203,-0.4903698922882359
ACH-000204,-0.4455581870033561
ACH-000206,0.0188671380207179
ACH-000207,0.04977297001052458
ACH-000208,0.4684529173341578
ACH-000210,-0.2086922144488417
ACH-000211,-0.11490327114602228
ACH-000215,-0.14753301678255346
ACH-000221,-0.055133772909672266
ACH-000222,-0.06663237829461212
ACH-000223,-0.1130281516080131
ACH-000226,-0.0722555281087262
ACH-000227,-0.2305010879594293
ACH-000228,-0.1380600101721285
ACH-000231,-0.07078077404292142
ACH-000232,-0.15795047343928392
ACH-000233,-0.01171950814097791
ACH-000234,-0.14781123064561666
ACH-000235,-0.11302966752744835
ACH-000237,0.01519817806150261
ACH-000238,0.10927767529422276
ACH-000242,0.009894942573751366
ACH-000243,-0.00913854670457503
ACH-000244,0.0006053024866518651
ACH-000246,-0.1586238034842497
ACH-000248,-0.30143694729321885
ACH-000250,-0.1022258176157078
ACH-000251,-0.029127793059785606
ACH-000252,-0.15559331638988716
ACH-000253,-0.14027998444708215
ACH-000255,-0.1944350724684746
ACH-000256,-0.3116023894807035
ACH-000257,-0.001701510106084436
ACH-000258,-0.22019161502152854
ACH-000259,-0.12762110440038954
ACH-000260,-0.14720672448905678
ACH-000261,-0.06275257554426691
ACH-000262,0.060167416614707085
ACH-000263,-0.2350744106382029
ACH-000264,-0.2023081008659151
ACH-000265,0.20227366253339293
ACH-000266,-0.12126561770830956
ACH-000272,-0.21124866834157127
ACH-000274,-0.0787377584134505
ACH-000277,-0.0480915142102393
ACH-000278,-0.04578651259397698
ACH-000279,-0.15539697239304207
ACH-000280,-0.1547250833291893
ACH-000281,-0.11980547092429104
ACH-000288,-0.03180155570501917
ACH-000291,-0.13497529663024185
ACH-000293,-0.10549154256191688
ACH-000294,-0.15210610716660658
ACH-000295,-0.18900049765814447
ACH-000296,-0.08348289291682724
ACH-000302,-0.017661274947214266
ACH-000304,-0.09397000456573376
ACH-000307,0.014159956706939234
ACH-000308,-0.07349148048996837
ACH-000310,-0.10847398206907083
ACH-000311,-0.29350720437777583
ACH-000312,-0.16228657470400212
ACH-000315,-0.1893014240080236
ACH-000316,0.011877953124221623
ACH-000317,0.047718039307944514
ACH-000318,-0.2665179826326228
ACH-000319,-0.11377516794153758
ACH-000320,0.14721162456154402
ACH-000322,-0.17795804833134474
ACH-000323,0.007515026922033163
ACH-000324,-0.11336558485891902
ACH-000329,-0.08621429760236643
ACH-000330,0.018215069253069063
ACH-000331,0.01367302245335228
ACH-000332,-0.13546608355204914
ACH-000334,-0.18113549328718756
ACH-000335,0.0072836896082851856
ACH-000336,0.11840082116656556
ACH-000337,0.0005444980137623662
ACH-000338,0.04364852529250856
ACH-000339,-0.0713040905466931
ACH-000341,0.017875329493453013
ACH-000348,-0.17820145553587782
ACH-000350,-0.12191532067683393
ACH-000352,-0.11003411056086317
ACH-000356,-0.1911049486898805
ACH-000361,-0.06524105709077732
ACH-000362,-0.12708618566634022
ACH-000363,-0.2208087143969328
ACH-000364,-0.09621920176486434
ACH-000365,0.2362930064567528
ACH-000366,-0.03294008253274744
ACH-000368,-0.056681679116970723
ACH-000374,-0.08739770968873084
ACH-000375,-0.193716694654518
ACH-000376,-0.07832353093663816
ACH-000381,-0.15141881246778865
ACH-000383,-0.17577352972404264
ACH-000387,-0.105118177770974
ACH-000389,-0.2615328895875602
ACH-000390,-0.19961577054369964
ACH-000393,-0.053275663891753006
ACH-000395,-0.21275682458992198
ACH-000396,-0.2865599914454131
ACH-000397,-0.05068984794025342
ACH-000401,-0.5509630882084827
ACH-000402,-0.409009355908861
ACH-000403,-0.06642512479696354
ACH-000404,-0.06171237821689179
ACH-000406,0.049918397972691916
ACH-000407,0.10566371378380554
ACH-000408,0.005042250321015614
ACH-000410,-0.2286300787576317
ACH-000411,-0.06877093579150559
ACH-000414,-0.11339915527375735
ACH-000415,-0.12577865832405316
ACH-000416,-0.2081783274862286
ACH-000420,-0.17322712684099234
ACH-000421,-0.17808914074007068
ACH-000424,-0.27814713205508196
ACH-000425,-0.24899163763065435
ACH-000426,-0.26370003927735963
ACH-000427,-0.2651841704577499
ACH-000433,-0.28297095228577485
ACH-000435,-0.17767386657202686
ACH-000436,-0.10075532295715824
ACH-000444,-0.041856406552949935
ACH-000445,-0.2173609607675347
ACH-000448,-0.14625944000404192
ACH-000450,-0.16808260626626678
ACH-000452,-0.10098534791186206
ACH-000454,-0.116516692116543
ACH-000458,-0.04130710783166712
ACH-000459,-0.08405267649341673
ACH-000460,-0.19684487159033756
ACH-000461,-0.2306735923740586
ACH-000463,-0.07446630665983346
ACH-000464,-0.052001656529224616
ACH-000466,-0.12671026874663832
ACH-000467,-0.20509059831571488
ACH-000468,-0.02841314761331364
ACH-000469,-0.04808933938493111
ACH-000470,-0.018729034662243176
ACH-000471,-0.0864702396604448
ACH-000472,-0.09093323759970504
ACH-000473,0.17061313372572245
ACH-000475,-0.2383560214266135
