,SPDYE4 (388333)
ACH-000004,0.02383003287157408
ACH-000005,-0.18017905617320065
ACH-000007,0.1339964177342749
ACH-000009,-0.0755604645274756
ACH-000011,-0.06920136966806541
ACH-000012,0.049103462612622016
ACH-000013,-0.016331388891262504
ACH-000014,0.20731246028950784
ACH-000015,-0.039293983124012916
ACH-000017,0.08583704201079231
ACH-000018,0.13408619937249422
ACH-000019,0.08370603934180446
ACH-000021,-0.01927703193609263
ACH-000022,0.030561114046262345
ACH-000025,0.0019461961236300121
ACH-000028,0.0745707935193423
ACH-000030,0.02309217645520232
ACH-000035,-0.05106916292813405
ACH-000036,0.05253457290180906
ACH-000037,-0.09869083566843688
ACH-000039,0.11564847137266004
ACH-000040,-0.09742086036920476
ACH-000041,-0.010283595737011549
ACH-000042,0.061346105703556725
ACH-000045,-0.13771309033210152
ACH-000047,-0.01099862155307645
ACH-000052,-0.15365762982231304
ACH-000053,-0.07348896258465452
ACH-000054,-0.13338639726916726
ACH-000055,0.19296677566624676
ACH-000060,-0.18903179327770286
ACH-000067,-0.044168652978705
ACH-000070,0.06690502858989822
ACH-000075,-0.10326508559934967
ACH-000078,-0.08483502206906035
ACH-000082,-0.26735234169643746
ACH-000085,-0.024696253538128942
ACH-000086,0.07178741610413285
ACH-000087,0.0763043808330552
ACH-000092,-0.13216509987013372
ACH-000095,-0.04060727295543553
ACH-000097,-0.02585407780379928
ACH-000098,-0.07005684401077819
ACH-000099,-0.041815749848323834
ACH-000108,0.02265849517246213
ACH-000113,-0.05108636692326644
ACH-000116,-0.015806914708157992
ACH-000118,0.13676284661025132
ACH-000120,0.11730522544241699
ACH-000123,-0.03263679990826812
ACH-000127,0.07024941351783373
ACH-000128,-0.15391464261904186
ACH-000132,0.10328410973088932
ACH-000133,-0.04036770026594638
ACH-000137,-0.08147280742616504
ACH-000138,0.05478156298696457
ACH-000142,-0.03235843877045367
ACH-000143,0.1405997113241418
ACH-000146,0.045538568447781966
ACH-000148,0.08638297849805332
ACH-000150,-0.12788794839430484
ACH-000152,0.05910668683904754
ACH-000153,0.11692089345655846
ACH-000159,-0.0710071469334659
ACH-000160,0.08577763602626662
ACH-000163,0.0402940239330915
ACH-000167,0.004511856467440921
ACH-000168,-0.01996586875654212
ACH-000169,-0.17549360615477494
ACH-000178,0.09563382784568976
ACH-000183,0.017785495170880832
ACH-000188,-0.12609676649381915
ACH-000189,-0.0430708928150195
ACH-000190,0.025275654837600425
ACH-000198,0.003273709815360694
ACH-000203,-0.22771669668926575
ACH-000204,0.02318432286057065
ACH-000206,-0.02825599152897825
ACH-000207,-0.12004969164279974
ACH-000208,-0.0382562353423691
ACH-000210,0.2502822416865557
ACH-000211,-0.060422020665429586
ACH-000215,-0.07298875293835065
ACH-000221,0.02690733204394973
ACH-000222,0.13481870148440014
ACH-000223,0.11925675596184035
ACH-000226,-0.13725529940121928
ACH-000227,-0.11401120787247147
ACH-000228,-0.016775162709527773
ACH-000231,-0.19345476691468752
ACH-000232,-0.04327938375799835
ACH-000233,0.0007531810610480196
ACH-000234,-0.025048593648451845
ACH-000235,0.03213529614156169
ACH-000237,0.02162553292377227
ACH-000238,0.07148507324371406
ACH-000242,0.21130766724011152
ACH-000243,-0.0016822335680929414
ACH-000244,0.12674351407437429
ACH-000246,-0.03186418830753162
ACH-000248,0.07315428209677398
ACH-000250,-0.12068017736429412
ACH-000251,-0.10382434901309076
ACH-000252,0.1360051307570599
ACH-000253,-0.056258481619453925
ACH-000255,-0.07889785492724406
ACH-000256,0.0077475800354399015
ACH-000257,0.2147197345600162
