,TONSL (4796)
ACH-000004,-0.9965369405602756
ACH-000005,-1.156878274806951
ACH-000007,-0.9577672594408112
ACH-000009,-1.0499964352527085
ACH-000011,-1.111374811860729
ACH-000012,-1.313002363005893
ACH-000013,-1.098311695776477
ACH-000014,-1.0392907837977832
ACH-000015,-0.9180962311893004
ACH-000017,-0.9608364426276336
ACH-000018,-0.8161708677432327
ACH-000019,-0.7969580825642044
ACH-000021,-1.0590344486837175
ACH-000022,-1.0966568702813608
ACH-000025,-0.9285800834101079
ACH-000028,-0.943145431883817
ACH-000030,-1.108773322161809
ACH-000035,-0.9615218205008956
ACH-000036,-0.9122275172664126
ACH-000037,-0.6756297721797518
ACH-000039,-1.140564493953326
ACH-000040,-1.2809387817800353
ACH-000041,-1.1207583015978115
ACH-000042,-1.2403931345286106
ACH-000045,-0.9025990209762256
ACH-000047,-1.143264189069221
ACH-000052,-1.0390759865188148
ACH-000053,-1.1397963271161229
ACH-000054,-0.8771979773035367
ACH-000055,-1.2548849448786488
ACH-000060,-1.1047281841702832
ACH-000067,-0.9859979469510649
ACH-000070,-0.8404079972915033
ACH-000075,-0.9226963785778856
ACH-000078,-1.0222771227279843
ACH-000082,-0.8518762022083831
ACH-000085,-1.1338025594942267
ACH-000086,-1.0762884650536126
ACH-000087,-1.2188471475214742
ACH-000092,-1.3231593287396166
ACH-000095,-1.0699853797357433
ACH-000097,-1.1404192764862318
ACH-000098,-1.163237983049478
ACH-000099,-0.8963891052289961
ACH-000108,-1.0903123920690725
ACH-000113,-0.7363514066538012
ACH-000116,-1.0230821323825048
ACH-000118,-0.9157050295351794
ACH-000120,-0.9116152612293684
ACH-000123,-1.0819585545272938
ACH-000127,-1.154312260159167
ACH-000128,-0.7688312773303759
ACH-000132,-0.757152763620058
ACH-000133,-1.1706408531589685
ACH-000137,-1.096724961900595
ACH-000138,-1.0546438353859904
ACH-000142,-0.7542060114895766
ACH-000143,-1.1237359205828472
ACH-000146,-1.144569966878001
ACH-000148,-1.1219739817638663
ACH-000150,-1.2554586490745971
ACH-000152,-1.1702558123312214
ACH-000153,-0.9345069093772972
ACH-000159,-1.0104284622160284
ACH-000160,-1.0317758938295298
ACH-000163,-1.1086747132236467
ACH-000167,-0.901552597939554
ACH-000168,-1.0944081772173535
ACH-000169,-1.177574958752912
ACH-000178,-0.9455862943392592
ACH-000183,-1.0125574658237846
ACH-000188,-1.0816357335486448
ACH-000189,-1.0357825958625322
ACH-000190,-0.8242792435872361
ACH-000198,-0.8066767192751039
ACH-000203,-1.3927999966438311
ACH-000204,-1.2708606891118932
ACH-000206,-1.1816984643850172
ACH-000207,-0.7217748373519636
ACH-000208,-1.251538674545539
ACH-000210,-1.0409357810428521
ACH-000211,-1.0497069207908492
ACH-000215,-1.1345355111779016
ACH-000221,-1.2506478073177714
ACH-000222,-0.8555020781200966
ACH-000223,-0.5773024338630467
ACH-000226,-0.9722602657641016
ACH-000227,-1.116916018943768
ACH-000228,-0.9319816828377476
ACH-000231,-1.2457675171463296
ACH-000232,-1.0925809091027434
ACH-000233,-1.126520523596104
ACH-000234,-1.085920560751016
ACH-000235,-0.9237754179555476
ACH-000237,-1.1725693608328418
ACH-000238,-0.8487265483472355
ACH-000242,-1.1368328789237898
ACH-000243,-0.9968759280710724
ACH-000244,-0.9714576776791632
ACH-000246,-0.997678285994092
ACH-000248,-1.0011376731951374
ACH-000250,-1.091596468461691
ACH-000251,-1.0672914237935107
ACH-000252,-1.1693429950188479
ACH-000253,-1.0546674903437654
ACH-000255,-0.9985740217785732
ACH-000256,-1.0838267729071254
ACH-000257,-1.2221833587648503
ACH-000258,-1.0763713346666175
ACH-000259,-1.0339594751578751
ACH-000260,-1.0850870995678732
ACH-000261,-1.1046439381033315
ACH-000262,-1.2795211789589014
ACH-000263,-0.9030205556241284
ACH-000264,-0.973878377107786
ACH-000265,-1.1236360929075426
ACH-000266,-1.0469442882977391
ACH-000272,-0.8456994423507955
ACH-000274,-1.234466743627913
ACH-000277,-1.0473086797612134
ACH-000278,-1.0115896646392075
ACH-000279,-1.083546129764574
ACH-000280,-1.0484194507012559
ACH-000281,-1.2041806540109905
ACH-000288,-1.130852381801772
ACH-000291,-1.0512436674266363
ACH-000293,-1.1569900106185842
ACH-000294,-1.3294683041491355
ACH-000295,-0.9506245929468372
ACH-000296,-1.0447773789433985
ACH-000302,-1.2398291775725554
ACH-000304,-1.155909267331333
ACH-000307,-0.9731579099252621
ACH-000308,-1.1398357458153274
ACH-000310,-1.2295853440986992
ACH-000311,-1.229600170048167
ACH-000312,-0.9774921330408994
ACH-000315,-1.0795842437374037
ACH-000316,-1.1454067467738762
ACH-000317,-1.295782592667801
ACH-000318,-0.9323051243685301
ACH-000319,-1.1615491851733892
ACH-000320,-0.967905013968062
ACH-000322,-1.0138983099584469
ACH-000323,-1.0945907423331491
ACH-000324,-1.1949009239057538
ACH-000329,-1.0929950159413633
ACH-000330,-1.0756716125774977
ACH-000331,-0.9600383490664609
ACH-000332,-1.107083682884335
ACH-000334,-1.143588958826434
ACH-000335,-1.1606560578505132
ACH-000336,-0.9147250104582708
ACH-000337,-1.0527717628915372
ACH-000338,-1.251047954231796
ACH-000339,-1.1810476269218964
ACH-000341,-1.2515843975948464
ACH-000348,-0.8531356980353951
ACH-000350,-1.1205229876951026
ACH-000352,-1.2440654915666531
ACH-000356,-1.0169160679978138
ACH-000361,-1.028630044675926
ACH-000362,-0.7076157695855706
ACH-000363,-0.8879149755635082
ACH-000364,-0.9934103791306208
ACH-000365,-0.9623748179768008
ACH-000366,-1.0868528685037668
ACH-000368,-1.279617937502973
ACH-000374,-1.4016105302984079
ACH-000375,-0.9301022021012804
ACH-000376,-1.0358702539322886
ACH-000381,-1.0141380631634238
ACH-000383,-1.0082086151903145
ACH-000387,-0.9724417311873282
ACH-000389,-1.190528064328399
ACH-000390,-0.7629471757160232
ACH-000393,-0.8497532599194345
ACH-000395,-1.0503163046298851
ACH-000396,-1.2877950213754892
ACH-000397,-1.0225884930299336
ACH-000401,-0.9143036428786362
ACH-000402,-1.071779219434897
ACH-000403,-0.990132448140842
ACH-000404,-1.1190128079073731
ACH-000406,-1.063307362317135
ACH-000407,-1.1087365566887066
ACH-000408,-1.2467935950746156
ACH-000410,-1.0986766914654813
ACH-000411,-0.9959582561633009
ACH-000414,-0.7991774055414764
ACH-000415,-1.176519609015758
ACH-000416,-1.0752506352265732
ACH-000420,-0.8127282325178495
ACH-000421,-1.1417872477340856
ACH-000424,-1.2367912521861777
ACH-000425,-0.9572939484064474
ACH-000426,-0.996906737486208
ACH-000427,-0.7119691972338242
ACH-000433,-0.9837758941869196
ACH-000435,-1.0139885554147698
ACH-000436,-1.1307394699364328
ACH-000444,-0.8079526446492654
ACH-000445,-1.0537343391698522
ACH-000448,-0.9606745396296998
ACH-000450,-1.1372918025788563
ACH-000452,-0.696820508313206
ACH-000454,-1.0604924163545677
ACH-000458,-0.909059241110065
ACH-000459,-0.5447024707129157
ACH-000460,-0.9847025888459002
ACH-000461,-0.8022176875822199
ACH-000463,-1.1395320381928469
ACH-000464,-1.0544386893345028
ACH-000466,-1.0850217644703604
ACH-000467,-1.082545697810771
ACH-000468,-1.2470077517552591
ACH-000469,-1.200211484335169
ACH-000470,-0.9968347183233236
ACH-000471,-1.0447202559220388
ACH-000472,-1.1153179554141588
ACH-000473,-1.04683187650617
ACH-000475,-1.1023483323707155
ACH-000476,-1.2001624965875302
ACH-000477,-1.0705823746752536
ACH-000479,-1.124288255604042
ACH-000480,-0.9598412415504164
ACH-000481,-1.285676642542261
ACH-000483,-0.925342211714232
ACH-000484,-1.1696814486765164
ACH-000485,-1.2137941463601305
ACH-000486,-0.8490263773414746
ACH-000487,-0.9659340071360502
ACH-000488,-0.9182259974032738
ACH-000490,-0.9463060769375892
ACH-000491,-1.2185074161931608
ACH-000495,-0.9830913349531868
ACH-000496,-0.9767421838782716
ACH-000499,-1.0926100175360904
ACH-000500,-1.0333431034865206
ACH-000502,-1.1267018006844345
ACH-000503,-1.0135591113837124
ACH-000505,-1.1418252230220307
ACH-000507,-0.942946287919438
ACH-000510,-1.0181709070905314
ACH-000511,-1.2610517246125084
ACH-000512,-0.7569099533151993
ACH-000516,-1.3904601750128305
ACH-000517,-1.1316515570393355
ACH-000518,-1.1835929394263245
ACH-000520,-0.9864653800834948
ACH-000521,-1.2671072600459208
ACH-000522,-1.2087684646989112
ACH-000524,-0.6655390363471679
ACH-000527,-0.842706493309139
ACH-000528,-0.9772368669840956
ACH-000537,-1.2561496129630618
ACH-000541,-1.0080435309030675
ACH-000542,-0.9027249301676008
ACH-000544,-0.8676382309318406
ACH-000545,-1.0159511333932714
ACH-000547,-0.9438418824037722
ACH-000548,-0.9350607302923482
ACH-000549,-1.0523169353647033
ACH-000550,-1.1713016444162434
ACH-000552,-1.1504655171478837
ACH-000556,-1.0568309829197722
ACH-000557,-0.9237169065276266
ACH-000569,-0.8797172911698143
ACH-000570,-1.04346836586557
ACH-000571,-0.7293419036219624
ACH-000573,-0.611037281277386
ACH-000576,-0.9379271809717028
