,JAM3 (83700)
ACH-000004,0.24392122033975225
ACH-000005,0.2702006638340381
ACH-000007,0.3322564807854263
ACH-000009,0.11271880932851006
ACH-000011,0.18538021299800872
ACH-000012,0.1988958625855816
ACH-000013,0.17577629507506007
ACH-000014,0.16994456000119987
ACH-000015,0.05558335831438545
ACH-000017,0.1729730402669939
ACH-000018,0.05806194444643838
ACH-000019,0.2175798820454991
ACH-000021,0.1507748324219929
ACH-000022,0.04816252846980632
ACH-000025,0.27099554388537955
ACH-000028,0.10313713843266252
ACH-000030,0.2655855151972877
ACH-000035,0.2970492188837862
ACH-000036,0.09576729968779106
ACH-000037,-0.09105627874116663
ACH-000039,-0.1343593521622963
ACH-000040,0.13285128407086388
ACH-000041,0.07446059304831408
ACH-000042,0.16920842143722034
ACH-000045,0.2270946936888533
ACH-000047,0.046948824014876885
ACH-000052,-0.15755862638130813
ACH-000053,0.2279277964654651
ACH-000054,0.11079195897720123
ACH-000055,0.5936699857230272
ACH-000060,0.1140733346995238
ACH-000067,0.23680702885014024
ACH-000070,0.2948786143050006
ACH-000075,0.106390689779102
ACH-000078,0.07662761617298484
ACH-000082,0.13750464957060798
ACH-000085,0.06146503572715103
ACH-000086,0.18660140485584012
ACH-000087,0.34003627415633153
ACH-000092,0.18464523462482596
ACH-000095,0.0808187272955378
ACH-000097,0.059076081127879536
ACH-000098,0.16603490112570138
ACH-000099,0.0565460618335198
ACH-000108,-0.003264117531305876
ACH-000113,0.117691543666659
ACH-000116,0.12029607731856715
ACH-000118,0.043280962835731664
ACH-000120,0.1145201446634864
ACH-000123,0.2395363803051374
ACH-000127,0.11728219737332862
ACH-000128,0.14557946896055865
ACH-000132,0.14521588478356326
ACH-000133,0.20121786473234585
ACH-000137,0.1040750376489976
ACH-000138,0.08439515517291868
ACH-000142,0.2407928283133702
ACH-000143,0.3173270507814047
ACH-000146,0.1494387603392512
ACH-000148,0.048736364457407734
ACH-000150,0.2151553467608366
ACH-000152,0.1743303119057862
ACH-000153,0.16100373187426525
ACH-000159,0.10063412384570032
ACH-000160,0.2295592572515953
ACH-000163,0.12158221115087554
ACH-000167,0.13742968511613304
ACH-000168,0.050753274341583283
ACH-000169,0.2543628124662379
ACH-000178,0.019485945603594637
ACH-000183,0.08143940403802853
ACH-000188,-0.05543711321394597
ACH-000189,0.1177596237417374
ACH-000190,0.3923195655755022
ACH-000198,0.19033635431953969
ACH-000203,-0.5150390155835723
ACH-000204,-0.03956946977194527
ACH-000206,0.12530805026708586
ACH-000207,0.20698342455915045
ACH-000208,0.016133227194288034
ACH-000210,0.20047983015418055
ACH-000211,0.09111854592481697
ACH-000215,0.029263021818235837
ACH-000221,0.3075593853749576
ACH-000222,-0.09142256236041617
ACH-000223,0.023419373358317726
ACH-000226,0.2163865711320873
ACH-000227,0.09215331879821037
