,ELN (2006)
ACH-000004,0.20629482194774545
ACH-000005,0.19104653110553788
ACH-000007,-0.10493303205403648
ACH-000009,0.08361102146815826
ACH-000011,0.2330016899618368
ACH-000012,0.03499270016865561
ACH-000013,0.12193507533019805
ACH-000014,0.17186255351160898
ACH-000015,0.25455007530318396
ACH-000017,0.14567806305383887
ACH-000018,0.2141759165024463
ACH-000019,0.058277778895072914
ACH-000021,-0.054039229079354885
ACH-000022,0.019013511819376726
ACH-000025,0.08787123496808004
ACH-000028,0.05316575795196656
ACH-000030,0.13815595524950094
ACH-000035,0.05664104648351244
ACH-000036,-0.009727311569577232
ACH-000037,0.08369604533342723
ACH-000039,-0.00847803515735257
ACH-000040,0.06148090508616505
ACH-000041,0.1127938263350419
ACH-000042,0.20766840881254414
ACH-000045,0.19053930020889132
ACH-000047,0.18995842261068155
ACH-000052,-0.02562821222527848
ACH-000053,0.1842355976559129
ACH-000054,0.1104556274025246
ACH-000055,0.2349157004696741
ACH-000060,0.012765158402315941
ACH-000067,0.12136224846671485
ACH-000070,0.22481908636119385
ACH-000075,0.1090101250921388
ACH-000078,0.30575346964986244
ACH-000082,0.1174132174459677
ACH-000085,0.30754827850085803
ACH-000086,0.26662589086629285
ACH-000087,0.1999182905233845
ACH-000092,0.09448863281501008
ACH-000095,0.05314192395592345
ACH-000097,0.0730610074136252
ACH-000098,0.09725311723680297
ACH-000099,0.11499881814712742
ACH-000108,0.047060748116081776
ACH-000113,0.11826150331315513
ACH-000116,0.17199764256206093
ACH-000118,0.0051167799061949135
ACH-000120,0.079391484651286
ACH-000123,0.2745145123759118
ACH-000127,0.07559611470617837
ACH-000128,0.2128546117938008
ACH-000132,0.06960796555986565
ACH-000133,0.045908474436080496
ACH-000137,-0.02490186072016552
ACH-000138,0.15642355402496566
ACH-000142,-0.036669594382464234
ACH-000143,0.11214130690448268
ACH-000146,0.0808267075991988
ACH-000148,0.09820384584063893
ACH-000150,0.25144778894736936
ACH-000152,0.09748689176130744
ACH-000153,0.13224656486553998
ACH-000159,0.1459365024505569
ACH-000160,0.04626623220306023
