,STARD4 (134429)
ACH-000004,-0.09060333670560734
ACH-000005,0.12551926309417485
ACH-000007,-0.027552897207037585
ACH-000009,0.058379450518548134
ACH-000011,0.07876700229209757
ACH-000012,0.10085905611961267
ACH-000013,0.0016383671060464955
ACH-000014,0.1540810779957029
ACH-000015,-0.07059370509020872
ACH-000017,0.06503747860306222
ACH-000018,0.1922477447260951
ACH-000019,0.11923186932419146
ACH-000021,0.02199383184530286
ACH-000022,0.09447525831844428
ACH-000025,0.061965678331966374
ACH-000028,0.10877090000679987
ACH-000030,0.08439803884237344
ACH-000035,0.10150598112456836
ACH-000036,0.035387461618019575
ACH-000037,-0.1514081347030537
ACH-000039,-0.06863168346389467
ACH-000040,-0.059477159500944086
ACH-000041,-0.027884729692901268
ACH-000042,-0.03552092938218487
ACH-000045,0.04432271580610045
ACH-000047,0.025988785364599
ACH-000052,-0.1352529985215526
ACH-000053,0.01691921924290196
ACH-000054,-0.021148903874335327
ACH-000055,0.07327847306016069
ACH-000060,0.05191096598177071
ACH-000067,0.20092465489069652
ACH-000070,-0.013496281848733804
ACH-000075,0.04962984934522966
ACH-000078,0.055940535004352816
ACH-000082,-0.04702915817375023
ACH-000085,-0.16256484976037155
ACH-000086,0.07721439850817492
ACH-000087,-0.08219686783073755
ACH-000092,0.06413974977971006
ACH-000095,-0.05015016763650018
ACH-000097,0.037091818209768784
ACH-000098,-0.01928774373301102
ACH-000099,0.09074410304081984
ACH-000108,0.021040976123238856
ACH-000113,0.12508879153288807
ACH-000116,0.07012256458480047
ACH-000118,0.08036447181395563
ACH-000120,0.057047872012836676
ACH-000123,0.035072843705723146
ACH-000127,0.07936597010757868
ACH-000128,-0.031151503063761774
ACH-000132,-0.05682005206616057
ACH-000133,-0.013552671928155804
ACH-000137,-0.04051619605371352
ACH-000138,0.10627757354963543
ACH-000142,0.05703759822309985
ACH-000143,0.26156142682475114
ACH-000146,-0.08969119752500038
ACH-000148,0.017523521296295683
ACH-000150,0.039850959681683285
ACH-000152,0.015808705333595095
ACH-000153,-0.13632302544607364
ACH-000159,0.005874449214083512
ACH-000160,0.18280551605847212
ACH-000163,0.15523525536635593
ACH-000167,-0.37025689599687
ACH-000168,-0.06710984942745378
ACH-000169,-0.002239328776651769
ACH-000178,-0.013598341390189944
ACH-000183,-0.047058218209842816
ACH-000188,0.016243558007524694
ACH-000189,0.10209780483120776
ACH-000190,0.08412462568052917
ACH-000198,-0.09491094345511077
ACH-000203,0.23321017085867105
ACH-000204,-0.0575587594417948
ACH-000206,0.03896062235613661
ACH-000207,-0.02394125083605116
ACH-000208,-0.005477576773672002
ACH-000210,-0.09422326427516263
ACH-000211,0.08712189368619642
ACH-000215,0.012150485767397922
ACH-000221,0.06304930995562194
ACH-000222,0.05817901643838759
ACH-000223,0.10739522747647752
ACH-000226,0.10495804455077834
ACH-000227,-0.02938175168194037
ACH-000228,0.017020434557071154
ACH-000231,-0.015352806988970838
ACH-000232,-0.010731842993616037
ACH-000233,0.03818310382311573
ACH-000234,0.11026403451777968
ACH-000235,-0.006927472476914286
ACH-000237,-0.02438814390397405
ACH-000238,-0.060344162447332775
ACH-000242,0.4058060106074026
ACH-000243,0.024624815994496497
ACH-000244,0.041302654651149434
ACH-000246,-0.007584601204865068
ACH-000248,0.12726614155588786
ACH-000250,-0.031181641902365036
ACH-000251,0.06573657249352012
ACH-000252,-0.0033466210619877593
ACH-000253,0.06369049896012463
ACH-000255,-0.033878293797526014
ACH-000256,-0.06634995722083104
ACH-000257,-0.07160989874173812
ACH-000258,-0.1516595543405355
ACH-000259,-0.11254235345730287
ACH-000260,0.07816809247220761
ACH-000261,-0.09806655185388263
ACH-000262,0.07866942924303351
