,ADPGK (83440)
ACH-000004,0.25566605924505825
ACH-000005,0.14145336656348256
ACH-000007,-0.021869488106359282
ACH-000009,-0.1178615826245471
ACH-000011,0.0277439215072804
ACH-000012,-0.0640096283637184
ACH-000013,-0.05197518231040338
ACH-000014,0.04178293637733603
ACH-000015,0.10248766256419506
ACH-000017,0.017689587316767053
ACH-000018,0.18356373552865407
ACH-000019,0.005855165428853102
ACH-000021,0.00046394664286381873
ACH-000022,0.009602544177550904
ACH-000025,-0.06730806152260672
ACH-000028,0.06085303266413852
ACH-000030,-0.14333991900812032
ACH-000035,0.125158333759573
ACH-000036,-0.06128911528554463
ACH-000037,0.0076799668740835875
ACH-000039,-0.05440684621655178
ACH-000040,-0.0033937994228514204
ACH-000041,0.012510683704872912
ACH-000042,0.01234411959697665
ACH-000045,0.017303780574754932
ACH-000047,-0.059316872463002226
ACH-000052,-0.26815074313646914
ACH-000053,0.054595083488164005
ACH-000054,-0.03403875602695003
ACH-000055,-0.019080186380478904
ACH-000060,-0.10982293439279396
ACH-000067,-0.04488099937562067
ACH-000070,-0.0994895875038487
ACH-000075,-0.11205818196420872
ACH-000078,-0.110632437933972
ACH-000082,0.0016256262227682238
ACH-000085,0.12511576870360253
ACH-000086,-0.021969103242787585
ACH-000087,0.06615643760714797
ACH-000092,-0.13312185461069967
ACH-000095,-0.011075860885072586
ACH-000097,0.15080458484321946
ACH-000098,-0.027152392163186687
ACH-000099,-0.011771482715071552
ACH-000108,-0.05750083401247804
ACH-000113,0.03895114524001542
ACH-000116,-0.08753603635431675
ACH-000118,0.015614177683530387
ACH-000120,-0.122201435950345
ACH-000123,-0.01521225663049582
ACH-000127,0.012403351805299808
ACH-000128,-0.123784720349665
ACH-000132,-0.020344026059898403
ACH-000133,-0.0773575263515311
ACH-000137,-0.19276696782900007
ACH-000138,0.1148620665595125
ACH-000142,0.058321494898561275
ACH-000143,0.016570914780380308
ACH-000146,0.0855164835859189
ACH-000148,0.02165323403566933
ACH-000150,0.008233003042712659
ACH-000152,0.13683045595281862
ACH-000153,-0.17232027891372084
ACH-000159,0.0443723807702786
ACH-000160,-0.044644350410022064
ACH-000163,-0.048336403701965784
ACH-000167,-0.4297078977359683
ACH-000168,-0.048753000230540175
ACH-000169,0.12352459624073632
ACH-000178,-0.06945093919213921
