,ZW10 (9183)
ACH-000004,-0.14580233778364762
ACH-000005,-0.3771794252467193
ACH-000007,-0.4693784486378642
ACH-000009,-0.3749992497812917
ACH-000011,-0.5109749286626047
ACH-000012,-0.4124499910300772
ACH-000013,-0.973273235166185
ACH-000014,-0.4494541490463075
ACH-000015,-0.4881273004424448
ACH-000017,-0.5838411154119578
ACH-000018,-0.5437496935540294
ACH-000019,-0.5474461139014478
ACH-000021,-0.3578578099139069
ACH-000022,-0.4430194124852515
ACH-000025,-0.5490843859509162
ACH-000028,-0.6961632900631959
ACH-000030,-0.3388607513975248
ACH-000035,-0.7854989970378503
ACH-000036,-0.9998689311481233
ACH-000037,-0.26460000322484906
ACH-000039,-0.4307755543525265
ACH-000040,-0.5779031552885129
ACH-000041,-0.3527538769279856
ACH-000042,-0.40039393633436987
ACH-000045,-0.44120457231814
ACH-000047,-0.7007998141706746
ACH-000052,-0.5468686592529731
ACH-000053,-0.5980310618972728
ACH-000054,-0.6615379808733177
ACH-000055,-0.63474126647772
ACH-000060,-0.23854841728410844
ACH-000067,-0.24729466275711898
ACH-000070,-0.493630996394975
ACH-000075,-0.3760873592998698
ACH-000078,-0.7251901362661058
ACH-000082,-0.3100001157345699
ACH-000085,-0.22008396344466213
ACH-000086,-0.6574171397541828
ACH-000087,-0.3213514948812011
ACH-000092,-0.5933407246729866
ACH-000095,-0.6094363271207599
ACH-000097,-0.6858169624622046
ACH-000098,-0.4634182222228473
ACH-000099,-0.6098866905574033
ACH-000108,-0.6455451695764263
ACH-000113,-0.3337609854316219
ACH-000116,-0.8989590090819403
ACH-000118,-0.8567759587293571
ACH-000120,-0.7418715546780463
ACH-000123,-0.5956733058202327
ACH-000127,-0.3878819455625391
ACH-000128,-0.5287075739669997
ACH-000132,-0.3986823084021302
ACH-000133,-0.5795893774190061
ACH-000137,-0.6575021661472155
ACH-000138,-0.5293774079327561
ACH-000142,-0.6702620483651047
ACH-000143,-0.4385610861070631
ACH-000146,-0.5009479557427746
ACH-000148,-0.4863420319770131
ACH-000150,-0.34809166045506107
ACH-000152,-0.43072806744205017
ACH-000153,-0.6682803709086801
ACH-000159,-0.5397741769477145
ACH-000160,-0.5739752502195498
ACH-000163,-0.5593605733342061
ACH-000167,-0.3271350462860286
ACH-000168,-0.5463824725398396
ACH-000169,-0.4752881487460362
ACH-000178,-0.5399103847807828
ACH-000183,-0.43461591948980294
ACH-000188,-0.5248626288443591
ACH-000189,-0.65857442532448
ACH-000190,-0.333452488329729
ACH-000198,-0.5024973289404525
ACH-000203,-0.6432148034057371
ACH-000204,-0.4660480090116539
ACH-000206,-0.4132238169534835
ACH-000207,-0.3684586396376802
ACH-000208,-0.5726804800784877
ACH-000210,-0.5455493705246579
ACH-000211,-0.25455615841863555
ACH-000215,-0.4223351975570041
ACH-000221,-0.3761612557168587
ACH-000222,-0.28153125483090763
ACH-000223,-0.4600413916670741
ACH-000226,-0.7263496909642587
ACH-000227,-0.4454323812038745
ACH-000228,-0.32826206555947185
ACH-000231,-0.6219182479388785
ACH-000232,-0.5716503195609088
ACH-000233,-0.7830155132162672
ACH-000234,-0.6384617138636609
ACH-000235,-0.2250997555102857
ACH-000237,-0.5669041088058947
ACH-000238,-0.7567938927830603
ACH-000242,-0.5483480851490066
ACH-000243,-0.5284490234946341
ACH-000244,-0.5765642201609136
ACH-000246,-0.5605671953506128
ACH-000248,-0.6968387099283756
ACH-000250,-0.05376940958210248
ACH-000251,-0.3519026636059741
ACH-000252,-0.6368480398845179
ACH-000253,-0.2077064029290347
ACH-000255,-0.7587673696309992
ACH-000256,-0.272173225826274
ACH-000257,-0.5373485622440817
ACH-000258,-0.4120864706676108
ACH-000259,-0.6397937260746102
ACH-000260,-0.44170701743931096
ACH-000261,-0.38772334704008377
ACH-000262,-0.6058731986786099
ACH-000263,-0.3693583045684069
ACH-000264,-0.4480200437864652
ACH-000265,-0.32192845854261554
ACH-000266,-0.2284731431394658
ACH-000272,-0.6387940787095848
ACH-000274,-0.503089195498176
ACH-000277,-0.5071892355901891
ACH-000278,-0.6780247575238184
ACH-000279,-0.37590685865569495
ACH-000280,-0.5661012769567162
ACH-000281,-0.4728824006511252
ACH-000288,-0.5011026029541901
ACH-000291,-0.5406440886366887
ACH-000293,-0.3711909944647644
ACH-000294,-0.5369052936616999
ACH-000295,-0.6281807422875064
ACH-000296,-0.4048364544650006
ACH-000302,-0.4713211949435045
ACH-000304,-0.4117485963172969
ACH-000307,-0.4016535325658389
ACH-000308,-0.4370945371787921
ACH-000310,-0.6571173190060565
ACH-000311,-0.4795132411941786
ACH-000312,-0.6014428079566098
ACH-000315,-0.8373498281421333
ACH-000316,-0.5362507660896647
ACH-000317,-0.6723502920138491
ACH-000318,-0.4141449889736283
ACH-000319,-1.1043507125528709
ACH-000320,-0.5019120853435589
ACH-000322,-0.5046980083466472
ACH-000323,-0.5383076951247325
ACH-000324,-0.4882373147753138
ACH-000329,-0.1507457898339243
ACH-000330,-0.7441442360519924
ACH-000331,-0.7033467939758423
ACH-000332,-0.4020379008051276
ACH-000334,-0.1290189787577434
ACH-000335,-0.6294846063921128
ACH-000336,-0.4188513404723573
ACH-000337,-0.4934653820937239
ACH-000338,-0.6606129915078984
ACH-000339,-0.5687701322653016
ACH-000341,-0.6867080582858415
ACH-000348,-0.6329565175901888
ACH-000350,-0.588278411698492
ACH-000352,-0.6402698966435234
ACH-000356,-0.7173089304421465
ACH-000361,-0.4042178279955767
ACH-000362,-0.3095056532462447
ACH-000363,-0.7031200723350061
ACH-000364,-0.6159733866864893
ACH-000365,-0.3278307292920676
ACH-000366,-0.7137877716656686
ACH-000368,-0.6920854705319961
ACH-000374,-0.6491807219620341
ACH-000375,-0.600866895362689
ACH-000376,-0.4960538746342632
ACH-000381,-0.5388497981258534
ACH-000383,-0.1353779934456944
ACH-000387,-0.4196039800891905
ACH-000389,-0.4850090373260349
ACH-000390,-0.4338765391364695
ACH-000393,-0.2752657693397934
ACH-000395,-0.4925442799463341
ACH-000396,-0.7829655455791513
ACH-000397,-0.2774209343802614
ACH-000401,-0.3899212082978918
ACH-000402,-0.3586841795447385
ACH-000403,-0.3502100329316454
ACH-000404,-0.3852303370758258
ACH-000406,-0.5366648540000201
ACH-000407,-0.6907729799332085
ACH-000408,-0.4618394052769372
ACH-000410,-0.5900767333473299
ACH-000411,-0.7278930120691078
ACH-000414,-0.5902548048395603
ACH-000415,-0.698487008350431
ACH-000416,-0.2314664422252659
ACH-000420,-0.4740949761859369
ACH-000421,-0.333089896687611
ACH-000424,-0.3404174457132701
ACH-000425,-0.5918699425895476
ACH-000426,-0.5200401249572155
ACH-000427,-0.3049078098397068
ACH-000433,-0.4488909508225072
ACH-000435,-0.38424688267314977
ACH-000436,-0.3688813198923772
ACH-000444,-0.6901036256940133
ACH-000445,-0.7394917555666889
ACH-000448,-0.6137848896608659
ACH-000450,-0.4701233446860061
ACH-000452,-0.6635959420844665
ACH-000454,-0.584186234765875
ACH-000458,-0.4500745857141321
ACH-000459,-0.39018495651296176
ACH-000460,-0.6227435033354237
ACH-000461,-0.6884639974572352
ACH-000463,-0.5495262418194321
ACH-000464,-0.5228175935933118
ACH-000466,-0.3104081435263383
ACH-000467,-0.5226333986183843
ACH-000468,-0.5106876091470385
ACH-000469,-0.4583280403854149
ACH-000470,-0.3684174223394537
ACH-000471,-0.797990877512108
ACH-000472,-0.3627420220299257
ACH-000473,-0.6633836470700947
ACH-000475,-0.4568567966507616
ACH-000476,-0.21498621757527825
ACH-000477,-0.3484326289424064
ACH-000479,-0.4661974545396493
ACH-000480,-0.8164282357650015
ACH-000481,-0.41941649393262337
ACH-000483,-0.4641056478546857
ACH-000484,-0.4245660011108903
ACH-000485,-0.3322016175493327
ACH-000486,-0.6257053751357823
ACH-000487,-0.501277535016141
ACH-000488,-0.5047655646169191
ACH-000490,-0.6102636140223276
ACH-000491,-0.31447352620539953
ACH-000495,-0.536231387392523
ACH-000496,-0.5282805423972197
ACH-000499,-0.3489654123041994
ACH-000500,-0.3849600619631422
ACH-000502,-0.576796012160395
ACH-000503,-0.6526776142966518
ACH-000505,-0.4006178573870317
ACH-000507,-0.2761758051252993
ACH-000510,-0.3355764411011287
ACH-000511,-0.4974169696380012
ACH-000512,-0.5537311053692651
ACH-000516,-0.6385134861011285
ACH-000517,-0.05181997877629428
ACH-000518,-0.4977338735910315
ACH-000520,-0.39609968045251975
ACH-000521,-0.3330681198490871
ACH-000522,-0.4504990519197359
ACH-000524,-0.4060950256436795
ACH-000527,-0.7787002731001472
ACH-000528,-0.8583970538748064
ACH-000537,-0.4355489882736813
ACH-000541,-1.0667198642848852
ACH-000542,-0.5436132837941786
ACH-000544,-0.6346622354668009
ACH-000545,-0.5776221555732594
ACH-000547,-0.5356381164572708
ACH-000548,-0.8477570323955339
ACH-000549,-0.3451515057799775
ACH-000550,-0.386948107135736
ACH-000552,-0.4822250463167125
ACH-000556,-0.16599837380890062
ACH-000557,-0.31615540628733324
ACH-000569,-0.4937751376874205
ACH-000570,-0.6071804945683621
ACH-000571,-0.5181751261651831
ACH-000573,-0.4165791828607937
ACH-000576,-0.6006337925007005
ACH-000579,-0.352817421507729
ACH-000580,-0.9289705932240148
ACH-000584,-0.4055243350474923
ACH-000585,-0.8660195140957363
ACH-000588,-0.5526667061712951
ACH-000589,-0.2462401043441497
ACH-000591,-0.6362487927285729
ACH-000593,-0.6852331826091614
ACH-000600,-0.6997419302028851
ACH-000601,-0.4511200285594793
ACH-000605,-0.5502161853572043
ACH-000606,-0.9027882480778416
ACH-000608,-0.38733522041791935
ACH-000614,-0.4500514451013392
ACH-000616,-0.3901343817887965
ACH-000618,-0.5758442048521452
ACH-000619,-0.6462996373399571
ACH-000620,-0.5577317583582039
ACH-000621,-0.6310363881248012
ACH-000622,-0.3335915133502691
ACH-000623,-0.491163286595271
ACH-000624,-0.5977436813003424
ACH-000627,-0.40694419236801377
ACH-000630,-0.6193466761118933
ACH-000631,-0.7492289238384761
ACH-000632,-0.8665457382748729
ACH-000633,-0.4792879947921504
ACH-000637,-0.4262010727140998
ACH-000638,-0.2984164815995745
ACH-000646,-0.5115426814330066
ACH-000647,-0.48121957570419804
ACH-000648,-0.4665032761695818
ACH-000649,-0.6411660620018008
ACH-000651,-0.14535661597671035
ACH-000652,-0.3548365732377421
ACH-000653,-0.34929806853886985
ACH-000657,-0.5535474391603564
ACH-000658,-0.6939113407069682
ACH-000661,-0.3283370490581771
ACH-000662,-0.3145904072324635
ACH-000663,-0.741134276877295
ACH-000665,-0.6142164570402492
ACH-000671,-0.6015210774850772
ACH-000672,-0.7791481971661742
ACH-000673,-0.6435545643988196
ACH-000676,-0.6973033521723631
ACH-000677,-0.4629035576819622
ACH-000681,-0.5497315066266766
ACH-000683,-0.5915359659208053
ACH-000684,-0.6782625418461498
ACH-000688,-0.41414346976855376
ACH-000693,-0.5097425306897247
ACH-000694,-0.7392552199440037
ACH-000695,-0.27261927599436764
ACH-000696,-0.33673547103333124
ACH-000697,-0.6136803181264535
ACH-000699,-0.6590291752565932
ACH-000701,-0.1916158950727253
ACH-000706,-0.5886583665234874
ACH-000711,-0.5553247582756681
ACH-000713,-0.8366151018926581
ACH-000714,-0.4628972759251177
ACH-000718,-0.3075949542291393
ACH-000720,-0.5303854790793158
ACH-000721,-0.05972733293794469
ACH-000724,-0.4839204432637816
ACH-000725,-0.5343247276973419
ACH-000732,-0.7969419512220357
ACH-000734,-0.5696078754978191
ACH-000735,-0.5433078477680808
ACH-000736,-0.36692651874471227
ACH-000738,-0.3792428414102007
ACH-000746,-0.35405543754547275
ACH-000747,-0.31061735450398925
ACH-000748,-0.8116622091486426
ACH-000753,-0.6758018431813452
ACH-000756,-0.7173999880038284
ACH-000757,-0.3571606567426356
ACH-000758,-0.08238792464911927
ACH-000760,-0.3272457502158307
ACH-000762,-0.4882349112711046
ACH-000763,-0.54119402698994
ACH-000764,-0.500069732986173
ACH-000765,-0.7910399654687645
ACH-000766,-0.2310780156486691
ACH-000767,-0.1872650080566165
ACH-000768,-0.4885838009426903
ACH-000769,-0.3386088332463624
ACH-000770,-0.4472803112321073
ACH-000771,-0.6756520841828968
ACH-000773,-0.6393835537545381
ACH-000776,-0.8112670793134575
ACH-000777,-0.6453751886570481
ACH-000778,-0.33035899872262897
ACH-000781,-0.5925068844622303
ACH-000782,-0.4634179863044619
ACH-000783,-0.2866880448493513
ACH-000784,-0.4096769221113152
ACH-000785,-0.32330227993177
ACH-000787,-0.4976040188140242
ACH-000788,-0.4226123551856017
ACH-000791,-0.1674954615932212
ACH-000792,-0.7123083082105316
ACH-000794,-0.950485859596218
ACH-000796,-0.4242698799254113
ACH-000798,-0.3611039885944576
ACH-000799,-0.326617466711018
ACH-000800,-0.4670364696912721
ACH-000802,-0.5936715217112379
ACH-000804,-0.42334993178484265
ACH-000805,-0.4485530329858999
ACH-000809,-0.3568750838708405
ACH-000810,-0.5740265657925561
ACH-000811,-0.28330194862493235
ACH-000817,-0.4254937067348103
ACH-000819,-0.7928350351517797
ACH-000820,-0.2570114672871066
ACH-000821,-0.3991666766746612
ACH-000822,-0.4395525147728849
ACH-000823,-0.4826016168074514
ACH-000824,-0.5955721571198854
ACH-000827,-0.6262316957789322
ACH-000829,-0.516448236813726
ACH-000831,-0.1990252424498224
ACH-000832,-0.7514051325438253
ACH-000833,-0.5005557259326869
ACH-000834,-0.5443762507722006
ACH-000835,-0.5077434607806866
ACH-000836,-0.3191464476315589
ACH-000837,-0.42350571016940997
ACH-000838,-0.6085385823550497
ACH-000839,-0.5432373175922055
ACH-000840,-0.4037903782938035
ACH-000841,-0.4412983206421281
ACH-000843,-0.5352740203230837
ACH-000846,-0.303988859272818
ACH-000847,-0.4699486335974981
ACH-000848,-0.6109620707400257
ACH-000849,-0.581276075296115
ACH-000851,-0.4416934027211622
ACH-000855,-0.4812599837035278
ACH-000856,-0.5734106112544366
ACH-000858,-0.4894487500145815
ACH-000859,-0.5955469273934594
ACH-000861,-0.6390228075872869
ACH-000862,-0.5685952471937075
ACH-000865,-0.6902738113101368
ACH-000866,-0.5553243262246259
ACH-000867,-0.5228876244054708
ACH-000869,-0.2027684228846105
ACH-000872,-0.5580751782447553
ACH-000873,-0.5788807864236759
ACH-000876,-0.637889716942486
ACH-000878,-0.10719575523439134
ACH-000880,-0.5929311125753925
ACH-000881,-0.5372619427519222
ACH-000882,-0.8708795063174154
ACH-000884,-0.5204847782297823
ACH-000885,-0.5966011920027795
ACH-000887,-0.4758396797486733
ACH-000889,-0.5609922469604073
ACH-000896,-0.5815432388563632
ACH-000898,-0.4553582132196194
ACH-000900,-0.050165391404316514
ACH-000901,-0.598147239035432
ACH-000905,-0.39250675595051737
ACH-000906,-0.4553017189586026
ACH-000907,-0.4634571266602744
ACH-000910,-0.3790716588216957
ACH-000911,-0.30361264530765164
ACH-000912,-0.4074942121548159
ACH-000913,-0.3584728761480017
ACH-000915,-0.4664705978603468
ACH-000916,0.0017662158389448524
ACH-000917,-0.5076507344127976
ACH-000920,-0.6215350840128832
ACH-000921,-0.3675966553630061
ACH-000924,-0.023482038792485845
ACH-000926,-0.5074447320476594
ACH-000928,-0.5126080934881498
ACH-000929,-0.3503483809168506
ACH-000932,-0.5402240918094853
ACH-000935,-0.42776651777373215
ACH-000936,-0.3216013666751568
ACH-000937,-0.3457769219864648
ACH-000938,-0.3710271489808392
ACH-000939,-0.5664336967858473
ACH-000941,-0.5467927046412262
ACH-000943,-0.675103327016539
ACH-000946,-0.5637854571550406
ACH-000947,-0.5106152367996938
ACH-000948,-0.3899123485997392
ACH-000950,-0.4173131554103944
ACH-000953,-0.11366917691032193
ACH-000954,-0.3032213553557901
ACH-000957,-0.6359413099807303
ACH-000958,-0.3311707219228693
ACH-000960,-0.2424676100785491
ACH-000963,-0.41198860948980137
ACH-000968,-0.5050548083566436
ACH-000969,-0.4375868187894339
ACH-000972,-0.4036668283225155
ACH-000973,-0.2895737883385856
ACH-000974,-0.2084178233164731
ACH-000978,-0.2781952884093173
ACH-000984,-0.6424737231688765
ACH-000986,-0.31128646554025424
ACH-000988,-0.4894344773677882
ACH-000993,-0.5793937234721049
ACH-000994,-0.3011223777576042
ACH-000996,-0.16048960980940075
ACH-001001,-0.3698991087242003
ACH-001020,-0.41935209479742624
ACH-001028,-0.3307747268236848
ACH-001031,-0.7462080083487995
ACH-001038,-0.4188907942461705
ACH-001048,-0.5776769153732847
ACH-001050,-0.8503952784917952
ACH-001053,-0.8676946526755163
ACH-001054,-0.7491970135384859
ACH-001061,-0.4289903263429272
ACH-001067,-0.2554782891907805
ACH-001075,-0.6801627665025259
ACH-001096,-0.5238458550169179
ACH-001111,-0.4968670349860498
ACH-001119,-0.4961421536240197
ACH-001128,-0.7503858637431531
ACH-001134,-0.6952685315145148
ACH-001151,-0.43997150167938104
ACH-001163,-0.3332526462871773
ACH-001164,-0.6312567141889004
ACH-001183,-0.3825589039894317
ACH-001192,-0.4229751611744379
ACH-001193,-0.5462335414703904
ACH-001196,-0.25688695811812784
ACH-001197,-0.4634737662038503
ACH-001205,-0.4696290977554608
ACH-001211,-0.5600235534943149
ACH-001212,-0.67790074890095
ACH-001228,-0.19705638270852874
ACH-001232,-0.6545533908703001
ACH-001239,-0.4179279409635591
ACH-001270,-0.795594611800741
ACH-001274,-0.28137219895605153
ACH-001275,-0.44435653330328
ACH-001277,-0.4457416305715857
ACH-001278,-0.6263180476992665
ACH-001280,-0.5800670212333219
ACH-001283,-0.7424423483699452
ACH-001289,-0.41301606970123056
ACH-001300,-0.5344982117319667
ACH-001301,-0.8061039500769466
ACH-001302,-0.6535677202048029
ACH-001306,-0.2927735120527085
ACH-001318,-0.5595680660679533
ACH-001322,-0.6417342286317899
ACH-001328,-0.7630484730388342
ACH-001332,-0.4596805990381976
ACH-001336,-0.5306574923994747
ACH-001346,-0.9238347981467192
ACH-001353,-0.5224508790714686
ACH-001354,-0.2512615831542965
ACH-001367,-0.7921633915229969
ACH-001368,-0.3772897350492008
ACH-001374,-0.5816792967202187
ACH-001377,-0.5429215503966069
ACH-001380,-0.6543821233184922
ACH-001391,-0.6150655437605514
ACH-001408,-0.4817640120896794
ACH-001430,-0.6626375095103868
ACH-001431,-0.6394361716731646
ACH-001450,-0.4997590135752409
ACH-001496,-0.5099072311131853
ACH-001500,-0.4703200686790388
ACH-001523,-0.6569653576979599
ACH-001532,-0.5362757535617505
ACH-001550,-0.6323470101516455
ACH-001552,-0.6063534403128993
ACH-001554,-0.5788138575257785
ACH-001654,-0.2557134101034981
ACH-001735,-0.4323812756786455
ACH-001736,-0.4488892941581321
ACH-001737,-0.07241633791662666
ACH-001740,-0.2194527059536914
ACH-001745,-0.39257091792751936
ACH-001765,-0.2805022791169353
