,SNRPB2 (6629)
ACH-000188,-0.8502480579066226
ACH-000189,-0.4505699326422845
ACH-000190,-0.8134608672986765
ACH-000198,-0.21744260458837306
ACH-000203,-0.5632303542325774
ACH-000204,-0.2673563447037204
ACH-000206,-0.4099414052596939
ACH-000207,-0.5783476376695105
ACH-000208,-0.7204473312091647
ACH-000210,-0.098482418531656
ACH-000211,-0.8274965182419198
ACH-000215,-0.8643902067421513
ACH-000221,-0.9003839620176222
ACH-000222,-0.5559988422200135
ACH-000223,-0.3234023429605871
ACH-000226,-0.8337369273061838
ACH-000227,-0.0035279096215606242
ACH-000228,-0.6285181248050966
ACH-000231,-1.0623659923159292
ACH-000232,-0.926905128929548
ACH-000233,-0.5561125141474924
ACH-000234,-0.3838030338843424
ACH-000235,-0.841751730061864
ACH-000237,-0.7817154179585522
ACH-000238,-0.6790227001750101
ACH-000242,-0.5762378266589883
ACH-000243,-0.8314221105341897
ACH-000244,-0.8701587561387238
ACH-000246,-0.8679521861706253
ACH-000248,-0.7696593639044249
ACH-000250,-0.6643170345233634
ACH-000251,-0.3089408746198857
ACH-000252,-0.26011454627190633
ACH-000253,-0.5895238684568375
ACH-000255,-0.3689161014050736
ACH-000256,-0.4906956307829784
ACH-000257,-0.2605288891758837
ACH-000258,-0.17418085727141774
ACH-000259,0.1320618530989787
ACH-000260,-0.0051651448050087645
ACH-000261,-0.032196449548221324
ACH-000262,-0.8313622758141963
ACH-000263,-0.290494240447676
ACH-000264,-0.210977206688666
ACH-000265,-0.6084027528738315
ACH-000266,-0.7908929877026337
ACH-000272,0.06877025121199136
ACH-000274,-0.223815830417596
ACH-000277,-0.3268464502543601
ACH-000278,-0.832884378321725
ACH-000279,-0.281627454271846
ACH-000280,-0.4150131147647293
ACH-000281,-0.12133299483018095
ACH-000288,-0.08784782674695547
ACH-000291,-0.3450006809434038
ACH-000293,-0.7148574079053776
ACH-000294,-0.5756176450666065
ACH-000295,-0.024297518083096003
ACH-000296,-0.1513311973438288
ACH-000302,-0.5989753316134584
ACH-000304,-0.34963499156651506
ACH-000307,-0.6260871548255752
ACH-000308,-0.6663050214138541
ACH-000310,-0.15584999892045628
ACH-000311,-0.3692076947497603
ACH-000312,-0.05168160790365845
ACH-000315,-0.7804150777065156
ACH-000316,-0.22763783550068015
ACH-000317,-0.17604179419910826
ACH-000318,-0.3145019938920361
ACH-000319,-0.15856762524781
ACH-000320,-0.3292336556970901
ACH-000322,-0.5217700352456036
ACH-000323,-0.6449288052332344
ACH-000324,-0.11452030227993848
ACH-000329,-0.4760897082625121
ACH-000330,-0.8318589994885872
ACH-000331,-0.6555083801725433
ACH-000332,-0.4316490474104839
ACH-000334,-0.6718320681172136
ACH-000335,-0.4637310059650849
ACH-000336,-0.5341747860513669
ACH-000337,-0.754562655368435
ACH-000338,-0.7624101436312117
ACH-000339,-0.7434564698127482
ACH-000341,-0.10527771553612512
ACH-000348,-0.3875079650793809
ACH-000350,-0.09214582117681326
ACH-000352,-0.9192212354706508
ACH-000356,-0.2859223867627081
ACH-000361,0.0037328435831331976
ACH-000362,-0.2857852427677281
ACH-000363,-0.12989695517165714
ACH-000364,-0.8215160687006605
ACH-000365,-0.023250447146847472
ACH-000366,0.012094545541473227
ACH-000368,-0.7461299698964262
ACH-000374,-0.3816055428087208
ACH-000375,-0.6127405629260302
ACH-000376,-0.728421853133707
ACH-000381,-0.4738283626633876
ACH-000383,-0.5644326545713734
ACH-000387,-0.22885262730432784
ACH-000389,-0.9832004835242674
ACH-000390,-0.9610979906079328
ACH-000393,-0.22933552299127516
ACH-000395,-0.2508043192233286
ACH-000396,-0.5137504891877829
ACH-000397,-0.773013050106263
ACH-000401,-0.2789888260277739
ACH-000402,-0.39452794019274906
ACH-000403,-1.0313705080253546
ACH-000404,-0.834592986936838
ACH-000406,-0.28528115591466113
ACH-000407,-0.2900877498019337
ACH-000408,-0.5824641355856377
ACH-000410,-1.098784971569336
ACH-000411,0.08160139514120385
ACH-000414,-0.5439579388231524
ACH-000415,-0.5783490507418216
ACH-000416,-0.003439445681475296
ACH-000420,0.020961186154852637
ACH-000421,-0.8727120800314355
ACH-000424,-0.4372635621073347
ACH-000425,-0.24854299108656186
ACH-000426,-0.7010574526458659
ACH-000427,-0.26283037928309816
ACH-000433,-0.3662669525840967
ACH-000435,-0.4753169663002065
ACH-000436,-0.6649158290746503
ACH-000444,-0.14877499426911964
ACH-000445,-1.0641627528863784
ACH-000448,-0.24627887099348605
ACH-000450,-0.4909737480830786
ACH-000452,-1.001887949770498
ACH-000454,-0.5516546434436895
ACH-000458,-0.040257567150763146
ACH-000459,-0.4659403208167989
ACH-000460,0.03840806926971559
ACH-000461,-0.2761561779815829
ACH-000463,-0.6754782420524302
ACH-000464,-0.4550383436238497
ACH-000466,-0.2562155719668673
ACH-000467,-0.5095821884545061
ACH-000468,-0.16985507204038086
ACH-000469,-0.9203815340160424
ACH-000470,-0.33811270385542885
ACH-000471,-1.0160135542941742
ACH-000472,-0.2401294611344847
ACH-000473,-0.2935268606285976
ACH-000475,-0.17099320477435148
ACH-000476,-0.1069708329800141
ACH-000477,-0.5279069042703111
ACH-000479,-0.3798299592980456
ACH-000480,-0.29172856364513744
ACH-000481,-0.7030248907874485
ACH-000483,-0.6663621676147882
ACH-000484,-0.7310532794043751
ACH-000485,-0.13657632993077307
ACH-000486,-0.7929601258455791
ACH-000487,0.1072085442142717
ACH-000488,-0.994899968674344
ACH-000490,-0.5418332490582608
ACH-000491,-0.7866231378004629
ACH-000495,-0.2611195339816394
ACH-000496,-0.85227576816009
ACH-000499,-0.5838367382974821
ACH-000500,-0.586608362922269
ACH-000502,-0.928912205931588
ACH-000503,-0.6038983214762966
ACH-000505,-0.7527975743732498
ACH-000507,-0.6343018965950757
ACH-000510,-0.23276677669419304
ACH-000511,-0.2708354834704898
ACH-000512,-0.4660479285942945
ACH-000516,-0.3099640997194721
ACH-000517,-0.14147115607132274
ACH-000518,-0.5793676006352886
ACH-000520,-0.4072589391711687
ACH-000521,-0.7338647796469648
ACH-000522,0.11989467739665265
ACH-000524,-0.2487237830103135
ACH-000527,-0.2173528395151056
ACH-000528,-0.8814493888358033
ACH-000537,-1.004969209284447
ACH-000541,-0.4855066800155439
ACH-000542,-0.3447536365598041
ACH-000544,-0.8328126809669785
ACH-000545,-0.3523622271280845
ACH-000547,-0.316361284561591
ACH-000548,-0.36232897765435534
ACH-000549,-0.4514400491297538
ACH-000550,-0.2821868236942825
ACH-000552,-0.7719919050430871
ACH-000556,-0.33355220357518744
ACH-000557,0.1846843996081328
ACH-000569,-0.3215610695636121
ACH-000570,-0.06953318691141497
ACH-000571,-0.1712990706950408
ACH-000573,-0.19497084241639948
ACH-000576,-0.03742053260387655
ACH-000579,0.11151896258106844
ACH-000580,0.1741626944368785
ACH-000584,-0.7380298037477974
ACH-000585,-0.2841842314528901
ACH-000588,-0.7740584088489199
ACH-000589,-0.7065433650844548
ACH-000591,-0.6659403477219813
ACH-000593,-0.6504425998672048
ACH-000600,-0.06044716415435428
ACH-000601,0.02063321628760394
ACH-000605,-0.3245620591918101
ACH-000606,-0.3635457819988343
ACH-000608,-0.3092273357976297
ACH-000614,-0.4109120017982698
ACH-000616,-0.9787348430420084
ACH-000618,-0.09293551794429558
ACH-000619,-0.7722351653991337
ACH-000620,-0.6227480396649405
ACH-000621,-0.5684454096495921
ACH-000622,-0.062355485750570885
ACH-000623,-0.8803092842589758
ACH-000624,-1.1121214952988807
ACH-000627,-0.2264471469137559
ACH-000630,-0.7818914842882356
ACH-000631,-0.7869974294924247
ACH-000632,-0.082149644033884
ACH-000633,-0.24972228867026505
ACH-000637,-0.2121188709719969
ACH-000638,-0.8623358194342378
ACH-000646,-0.31913695872184844
ACH-000647,-0.9228455046624936
ACH-000648,-0.2607840805999703
ACH-000649,-0.19224351290486785
ACH-000651,-0.3163617163028729
ACH-000652,-0.5789230837041504
ACH-000653,-0.5085397255448761
ACH-000657,-0.22680723680332115
ACH-000658,-0.6011115670849665
ACH-000661,-0.054597405955694366
ACH-000662,-0.8869189267969246
ACH-000663,-0.15436541265623233
ACH-000665,-0.4563939354768236
ACH-000671,0.06372378606616105
ACH-000672,-0.3397352510301658
ACH-000673,-1.094786926589439
ACH-000676,-0.266899270213955
ACH-000677,-0.049425009825616345
ACH-000681,-0.2540410990723874
ACH-000683,-0.15509251996073964
ACH-000684,-0.6436658437819861
ACH-000688,-0.42631649362881213
ACH-000693,-0.7468258255102059
ACH-000694,-0.3472961511631939
ACH-000695,-0.2523605825841151
ACH-000696,-0.2837488541252446
ACH-000697,-0.6292085867416107
ACH-000699,-0.19744608602876634
ACH-000701,-0.5003837255692101
ACH-000706,-0.318430928405864
ACH-000711,-1.081066592386409
ACH-000713,-1.0190651391971712
ACH-000714,-0.7565521456048665
ACH-000718,-0.5558070549350245
ACH-000720,-0.4483778142168371
ACH-000721,-0.4758307639527679
ACH-000724,-0.5935163342079096
ACH-000725,-0.8658655625328501
ACH-000732,-0.5987739812576813
ACH-000734,0.1270869226467421
ACH-000735,-0.8055136926201436
ACH-000736,-0.5663480116878084
ACH-000738,-0.03756941958077504
ACH-000746,-0.030663181447823432
ACH-000747,-0.07975749864214249
ACH-000748,0.08838345997233173
ACH-000753,-0.26272130350956896
ACH-000756,0.06275084031241067
ACH-000757,-0.11333926981735315
ACH-000758,-0.6399538448366039
ACH-000760,-0.31546030997684504
ACH-000762,-1.0357292361761297
ACH-000763,-0.7992688720592038
ACH-000764,-0.16792824147616345
ACH-000765,-0.006717223517499664
ACH-000766,0.20636097188265906
ACH-000767,0.0374374232917681
ACH-000768,-0.8812867860879546
ACH-000769,-0.6075795047990893
ACH-000770,-0.3126568540983572
ACH-000771,-0.8205747807588412
ACH-000773,-0.2635568732442216
ACH-000776,-0.08478956835863792
ACH-000777,-0.7929528177281552
ACH-000778,-0.6241679840163378
ACH-000781,-0.6342627436349692
ACH-000782,-0.3989599030289682
ACH-000783,-0.07047650209058462
ACH-000784,-0.6821026329008475
ACH-000785,-0.7979636588662691
ACH-000787,-0.8066602312710638
ACH-000788,-0.3341845911413486
ACH-000791,-0.7917343255196209
ACH-000792,-0.3068477459843931
ACH-000794,-0.1274269517798144
ACH-000796,-0.15232441095746935
ACH-000798,-0.6711150753868234
ACH-000799,-0.253407585044305
ACH-000800,-0.13343964239482795
ACH-000802,-0.1262595068622335
ACH-000804,-0.20054266607774685
ACH-000805,-0.7402219224125705
ACH-000809,-0.8602370165146349
ACH-000810,-0.2201503379279364
ACH-000811,-0.3664072309442713
ACH-000817,-0.08039476704744046
ACH-000819,-0.741366010413712
ACH-000820,-0.4514116902002106
ACH-000821,-0.9875829915962248
ACH-000822,-0.10516335530259438
ACH-000823,-0.3403180769851647
ACH-000824,-0.13961817859804165
ACH-000827,-0.8155462092549967
ACH-000829,-0.4600277793904658
ACH-000831,-0.05375208645677729
ACH-000832,-0.7726692697941007
ACH-000833,-0.4548327456715118
ACH-000834,-0.5916154559608227
ACH-000835,-0.6832597104256743
ACH-000836,-0.9662819848372972
ACH-000837,-0.7188203229465022
ACH-000838,-0.5187373347671106
ACH-000839,-0.5579863578103645
ACH-000840,-0.37412249871407616
ACH-000841,-0.7348587397200987
ACH-000843,-0.8175738117053026
ACH-000846,-0.4971360119958359
ACH-000847,-0.6144216789718376
ACH-000848,-0.6490856197700234
ACH-000849,-0.02881143531033792
ACH-000851,-0.055215256251720274
ACH-000855,-0.4605008539826973
ACH-000856,-0.10118394772816997
ACH-000858,-0.4381480615594188
ACH-000859,-0.9379716045743172
ACH-000861,-0.4032992307783934
ACH-000862,-0.8481502886045332
ACH-000865,0.035645916983990424
ACH-000866,-0.2129709191321115
ACH-000867,-1.108982028637116
ACH-000869,-1.0217916664091131
ACH-000872,0.021457983799481058
ACH-000873,-0.8472605811149481
ACH-000876,-0.9871977175547841
ACH-000878,-0.025454336751568444
ACH-000880,-0.753622684483329
ACH-000881,-0.08069759323564922
ACH-000882,-0.7004531140468214
ACH-000884,-0.2041160144618011
ACH-000885,-0.12897396921352186
ACH-000887,-0.09870440156809818
ACH-000889,-0.6431851745478261
ACH-000896,-0.5880378988100566
ACH-000898,-0.25748911339183383
ACH-000900,-0.4818111686491085
ACH-000901,0.11008472695340957
ACH-000905,-0.4668180170758076
ACH-000906,0.03500391612251814
ACH-000907,-0.40428350770437455
ACH-000910,-0.848591531351168
ACH-000911,-0.6836733972278382
ACH-000912,-0.7628128312468413
ACH-000913,-0.4264389672719363
ACH-000915,-0.10633689905604976
ACH-000916,-0.3473491831083371
ACH-000917,-0.8336977952003664
ACH-000920,-0.3937247394789093
ACH-000921,-0.844466537052899
ACH-000924,-0.6541499864647696
ACH-000926,-0.31405754843585804
ACH-000928,-0.6388267335185245
ACH-000929,-0.69429252720725
ACH-000932,-0.3451408116764529
ACH-000935,-0.6405740323777239
ACH-000936,0.05749089443967559
ACH-000937,-0.07837562122075191
ACH-000938,-0.2428959024626125
ACH-000939,-0.35655763347023944
ACH-000941,0.0457787958385112
ACH-000943,-0.7930877245527309
ACH-000946,-0.1683988473941335
ACH-000947,-0.20162535560849407
ACH-000948,-0.6535013678679981
ACH-000950,-0.3475376230169599
ACH-000953,-1.2672997648376134
ACH-000954,0.16265042873769692
ACH-000957,-0.4602558089335592
ACH-000958,-0.2646179341612016
ACH-000960,-0.004113115803914014
ACH-000963,-0.4014303682936247
ACH-000968,0.04069164952361285
ACH-000969,-0.4766042209252516
ACH-000972,-0.5462995838614888
ACH-000973,-0.8933239818698817
ACH-000974,-0.12003591091543316
ACH-000978,-0.3222995892501161
ACH-000984,-0.08631372740115388
ACH-000986,-0.6615180975359171
ACH-000988,-0.5553676579723011
ACH-000993,-0.734964938253535
ACH-000994,-0.4096882562055334
ACH-000996,-0.869716905456494
ACH-001001,-0.24504599874591104
ACH-001020,-0.6318557455369346
ACH-001028,-0.7663639971310282
ACH-001031,-0.5620397100076486
ACH-001038,-0.4917838120064867
ACH-001048,-0.4040412621474876
ACH-001050,0.2125814124556612
ACH-001053,-0.07160819570467357
ACH-001054,-0.07380223223516792
ACH-001061,-0.32383708560436736
ACH-001067,-0.6949681576310907
ACH-001075,-0.9132543869443498
ACH-001096,-0.14652797339429113
ACH-001111,-0.3676873692477128
ACH-001119,-0.3846833370165763
ACH-001128,-0.3074524306974518
ACH-001134,0.1001938624421344
ACH-001151,-0.7961210383761009
ACH-001163,-0.13310020565341382
ACH-001164,-0.2034744684533658
ACH-001183,-0.5091256220175712
ACH-001192,-0.2201280288239247
ACH-001193,-0.4683347748375346
ACH-001196,-0.4465215701982588
ACH-001197,-0.2031530689551244
ACH-001205,-0.4762679721296498
ACH-001211,-0.5016286422833179
ACH-001212,-0.6264474459685286
ACH-001228,-0.5985930744987487
ACH-001232,-0.9685412306036032
ACH-001239,-0.269436755506591
ACH-001270,-0.5997276021093124
ACH-001274,-0.7780364524407213
ACH-001275,-0.3859021540866895
ACH-001277,-0.44706088558269935
ACH-001278,-0.043203873980338696
ACH-001280,-0.5871014168776258
ACH-001283,-0.5534214050924208
ACH-001289,-0.4821582555396735
ACH-001300,-0.09304453164330656
ACH-001301,-0.2417677779525634
ACH-001302,-0.43566739805084137
ACH-001306,-0.6099485710455742
ACH-001318,-0.4378848011532472
ACH-001322,-0.3559646253021797
ACH-001328,-0.27412337984809865
ACH-001332,-0.539687724759209
ACH-001336,-0.09479514020402294
ACH-001346,-0.32074355472783833
ACH-001353,-0.4000329723369292
ACH-001354,-0.23339855242410634
ACH-001367,-0.6741443977234161
ACH-001368,-0.10363007402443723
ACH-001374,-0.13204681133653198
ACH-001377,-0.8293561332767746
ACH-001380,0.14308723791002165
ACH-001391,-0.025717857885921028
ACH-001408,-0.6577437016600735
ACH-001430,-0.6188174740674375
ACH-001431,-0.5524240514217367
ACH-001450,-0.29214124728836405
ACH-001496,-0.9453884488905188
ACH-001500,-0.02881381395270528
ACH-001523,-0.7143233904177011
ACH-001532,-0.4261483564740468
ACH-001550,-0.3002315911171731
ACH-001552,-0.03896506403806883
ACH-001554,-0.3910789974315629
ACH-001654,-0.7310545181819735
ACH-001735,-0.09657057674459528
ACH-001736,-0.3874353145099311
ACH-001737,-0.4703716364533298
ACH-001740,-0.09941118350693236
ACH-001745,0.05520923157760208
ACH-001765,-0.1647539736780855
