,URB1 (9875)
ACH-000004,-0.8365435807175421
ACH-000005,-0.8606359910447954
ACH-000007,-1.0680963161589667
ACH-000009,-0.9937945639943992
ACH-000011,-1.1793748257152017
ACH-000012,-0.9790979021726364
ACH-000013,-1.000729116040563
ACH-000014,-0.951401789272345
ACH-000015,-1.1554124706277458
ACH-000017,-1.1692553827812635
ACH-000018,-1.051799967991499
ACH-000019,-0.9376255594475414
ACH-000021,-0.9840114199799034
ACH-000022,-1.2217781210688223
ACH-000025,-1.1497210608235269
ACH-000028,-1.0971682234615845
ACH-000030,-1.2385633930032038
ACH-000035,-1.2238592536699429
ACH-000036,-1.0722022419693276
ACH-000037,-0.5771722184528557
ACH-000039,-0.9811827663170932
ACH-000040,-1.0804778240108237
ACH-000041,-0.9787740275098578
ACH-000042,-1.2957743333575875
ACH-000045,-0.9008375307117416
ACH-000047,-1.1462545583186108
ACH-000052,-1.1004570958859363
ACH-000053,-1.0881529114180626
ACH-000054,-1.0669032536265697
ACH-000055,-1.09942105103561
ACH-000060,-1.3700709557594626
ACH-000067,-1.0297468223430817
ACH-000070,-0.9332570929032732
ACH-000075,-1.1977024456958143
ACH-000078,-1.0817745678259068
ACH-000082,-1.1032523040997733
ACH-000085,-1.200064407699846
ACH-000086,-1.1453571291508151
ACH-000087,-1.1684900608253257
ACH-000092,-1.0972939703483695
ACH-000095,-1.0647847996830762
ACH-000097,-1.1925159690218878
ACH-000098,-1.1719133959451495
ACH-000099,-1.043525017562953
ACH-000108,-1.2164418957167578
ACH-000113,-0.9452787951307188
ACH-000116,-1.2491579991079238
ACH-000118,-0.9278333562404956
ACH-000120,-1.194305883604572
ACH-000123,-1.1437183311086776
ACH-000127,-1.2086648252155618
ACH-000128,-1.288586606357245
ACH-000132,-1.1428401390738063
ACH-000133,-1.0463019709427634
ACH-000137,-1.0600139604245638
ACH-000138,-1.1049298719093053
ACH-000142,-1.2302669520725698
ACH-000143,-0.9526878589920834
ACH-000146,-0.979365304634771
ACH-000148,-1.0668568044987472
ACH-000150,-1.2369257717082738
ACH-000152,-1.070715193285027
ACH-000153,-1.1376252894389185
ACH-000159,-1.1937239308326693
ACH-000160,-1.2653585025024916
ACH-000163,-1.1338619685156337
ACH-000167,-1.1286229078860088
ACH-000168,-1.0013374003600577
ACH-000169,-1.3829384188600422
ACH-000178,-1.050697627567422
ACH-000183,-1.0013936834720083
ACH-000188,-1.1284083510391192
ACH-000189,-1.2188066942311533
ACH-000190,-1.1479757650356588
ACH-000198,-1.029193645881511
ACH-000203,-1.3059647555795368
ACH-000204,-0.9567751280943272
ACH-000206,-0.9960436772114422
ACH-000207,-0.8456747981344059
ACH-000208,-1.1738033484414023
ACH-000210,-1.097542732206154
ACH-000211,-1.1217588669802248
ACH-000215,-1.089297493082246
ACH-000221,-1.3308087414945824
ACH-000222,-1.13903284251601
ACH-000223,-1.114444499319197
ACH-000226,-1.0398113841377574
ACH-000227,-0.8433997712682881
ACH-000228,-1.2042129270985868
ACH-000231,-1.2311432739388408
ACH-000232,-1.155592365580984
ACH-000233,-0.801042710529402
ACH-000234,-0.8944705152252932
ACH-000235,-1.1671402297476159
ACH-000237,-1.147762727233942
ACH-000238,-1.3772346966868532
ACH-000242,-1.0334182038584812
ACH-000243,-1.141925692069191
ACH-000244,-1.0492192039026709
ACH-000246,-1.0398220922306605
ACH-000248,-1.1843357967267996
ACH-000250,-1.2012478534444175
ACH-000251,-1.1438373233316779
ACH-000252,-1.2278096900734166
ACH-000253,-1.0947699052609499
ACH-000255,-1.0769222117629536
ACH-000256,-1.1229972554080077
ACH-000257,-0.8236536675458551
ACH-000258,-1.6450687777524928
ACH-000259,-1.0132272801308313
ACH-000260,-1.0465612601058811
ACH-000261,-1.079830908244088
ACH-000262,-1.0516033351816267
ACH-000263,-1.0445960007988948
ACH-000264,-0.9559831204032608
ACH-000265,-1.307912054542828
ACH-000266,-1.13635021059979
ACH-000272,-1.049815774031294
ACH-000274,-1.0131741754447194
ACH-000277,-1.033588050271146
ACH-000278,-1.3535798992125725
ACH-000279,-1.2034454665170724
ACH-000280,-1.270144095810665
ACH-000281,-1.1549004924429471
ACH-000288,-1.1693341968651003
ACH-000291,-1.0507168062959678
ACH-000293,-0.9553761967713812
ACH-000294,-1.3099407673788392
ACH-000295,-1.0922453598124748
ACH-000296,-1.2104944106302342
ACH-000302,-1.3075380899794558
ACH-000304,-1.1950539209637985
ACH-000307,-1.221551827111242
ACH-000308,-1.0278952580161824
ACH-000310,-1.0221891918080332
ACH-000311,-1.1024615020899586
ACH-000312,-1.193646516631973
ACH-000315,-1.202239192828919
ACH-000316,-1.1494115997642915
ACH-000317,-1.2337684001605629
ACH-000318,-1.3953264179943723
