,PIFO (128344)
ACH-000004,-0.10553667847903904
ACH-000005,-0.01788522519921851
ACH-000007,-0.2557393040915334
ACH-000009,-0.23533688813307
ACH-000011,-0.1898687253831172
ACH-000012,-0.16195904344398765
ACH-000013,-0.1884521105200566
ACH-000014,-0.351984446872549
ACH-000015,-0.10409985134016336
ACH-000017,-0.06266866435123168
ACH-000018,-0.036514366448120936
ACH-000019,-0.3021155428252253
ACH-000021,-0.09348134186941587
ACH-000022,-0.06661077685054997
ACH-000025,-0.2510153485683258
ACH-000028,-0.2405955120269565
ACH-000030,-0.11299684019390792
ACH-000035,-0.20501626243483814
ACH-000036,-0.01136625875614322
ACH-000037,0.03176330227756651
ACH-000039,-0.026015457496556392
ACH-000040,-0.2575773345595099
ACH-000041,-0.05733104044292564
ACH-000042,-0.1371656394690764
ACH-000045,-0.21170588842667645
ACH-000047,-0.1959579492782492
ACH-000052,-0.11822727188987125
ACH-000053,-0.1416659057778072
ACH-000054,-0.023965272350244884
ACH-000055,-0.14474173784268202
ACH-000060,-0.2119343424581846
ACH-000067,-0.32463800057685993
ACH-000070,-0.05818977280144014
ACH-000075,-0.11785267115778653
ACH-000078,-0.13439279920732888
ACH-000082,-0.21731512646212675
ACH-000085,-0.3945231485374757
ACH-000086,-0.26894139315874
ACH-000087,-0.16061240553942668
ACH-000092,-0.2134021548676707
ACH-000095,-0.15888252600286362
ACH-000097,-0.15544783502069698
ACH-000098,-0.17979367982501532
ACH-000099,-0.18294702041907934
ACH-000108,-0.13898453370222905
ACH-000113,-0.2946647582182912
ACH-000116,-0.07839577263293969
ACH-000118,-0.10194528015831038
ACH-000120,-0.11522058215752695
ACH-000123,-0.1173286137204429
ACH-000127,-0.3326128307767859
ACH-000128,-0.20738567257712304
ACH-000132,-0.036044303409406085
ACH-000133,-0.28787743711275043
ACH-000137,-0.3574088303811938
ACH-000138,-0.06579843700288585
ACH-000142,-0.2051506006642999
ACH-000143,-0.05801967453282516
ACH-000146,-0.06948190326566885
ACH-000148,-0.19475974553340966
ACH-000150,-0.14122047640798654
ACH-000152,-0.2993236998480696
ACH-000153,0.1058857263789592
ACH-000159,-0.0982809510795767
ACH-000160,-0.18925602067700967
ACH-000163,-0.05812029032256254
ACH-000167,-0.25943433547687683
ACH-000168,-0.12670545064478153
ACH-000169,-0.20475577618330548
ACH-000178,-0.02766537270536819
ACH-000183,-0.10669966139956953
ACH-000188,-0.1330620461885373
ACH-000189,0.021936920742544164
ACH-000190,0.0158202915705436
ACH-000198,-0.15811121340872505
ACH-000203,0.06568110474690546
ACH-000204,-0.18176405247201585
ACH-000206,-0.2057547773155918
ACH-000207,-0.2288788452292904
ACH-000208,-0.22440067315860435
ACH-000210,-0.20076333769240876
ACH-000211,-0.1860679262130573
ACH-000215,-0.3317614055841353
ACH-000221,-0.2240836745666872
ACH-000222,-0.2989640209302453
ACH-000223,-0.12117577471892214
ACH-000226,-0.2388825531847555
ACH-000227,-0.18377670947073899
ACH-000228,-0.2332893090874295
ACH-000231,-0.08131319785752593
ACH-000232,-0.18045310206301812
ACH-000233,-0.18049863658744925
ACH-000234,-0.011650745447173831
ACH-000235,-0.14778465561024906
ACH-000237,-0.20386311872783466
ACH-000238,-0.266574297152692
ACH-000242,-0.5624916646033632
ACH-000243,-0.1181227360998732
ACH-000244,-0.3032125731695325
ACH-000246,-0.19838141072871676
ACH-000248,-0.19359923903818926
ACH-000250,-0.10164970344133516
ACH-000251,-0.2052266371551764
ACH-000252,-0.36638092256115373
ACH-000253,-0.15547315404091455
ACH-000255,-0.24334670180098186
ACH-000256,-0.011894961503010577
ACH-000257,0.021280151908575733
ACH-000258,0.02333409561877739
ACH-000259,-0.10324848277921166
ACH-000260,-0.10104899198051832
ACH-000261,-0.22474308217035474
ACH-000262,-0.08305379813950409
ACH-000263,-0.04225407850855427
ACH-000264,-0.03188793965758273
ACH-000265,-0.13661977014305293
ACH-000266,-0.09668391674030384
ACH-000272,-0.2924659906665442
ACH-000274,-0.2520235637809852
ACH-000277,-0.10332842047146626
ACH-000278,-0.3842619732376472
ACH-000279,-0.08486985001261171
ACH-000280,-0.14367211272868516
ACH-000281,-0.12099126758795654
ACH-000288,-0.2334657622746848
ACH-000291,-0.048774586704123525
ACH-000293,-0.2719890432458688
ACH-000294,-0.2321640999714256
ACH-000295,-0.02068345204801646
ACH-000296,-0.2503632463236751
ACH-000302,-0.29939292838370457
ACH-000304,-0.3157205636395789
ACH-000307,-0.09525643076699576
ACH-000308,-0.15752716432006195
ACH-000310,-0.21795105393223954
ACH-000311,-0.11948375562772888
ACH-000312,-0.1505141625700119
ACH-000315,-0.6053709978772106
ACH-000316,-0.045166652910817735
ACH-000317,-0.23485446295448
ACH-000318,-0.2195226829621604
ACH-000319,-0.03591010658670174
ACH-000320,-0.4604869180285465
ACH-000322,-0.15351334301580846
ACH-000323,-0.2173352531700652
ACH-000324,-0.18747225029376016
ACH-000329,-0.15333262210322415
ACH-000330,-0.21348375183946647
ACH-000331,-0.3109851018768517
ACH-000332,-0.13237543554758804
ACH-000334,-0.03628509576502545
ACH-000335,-0.31776328243335344
ACH-000336,-0.4589406184341607
ACH-000337,-0.2116967339511683
ACH-000338,-0.07185288001444907
ACH-000339,-0.1385791384043653
ACH-000341,-0.03825316224259663
ACH-000348,-0.2364803728986752
ACH-000350,-0.09583356162943556
ACH-000352,-0.11820190879095087
ACH-000356,-0.1963959686238639
ACH-000361,-0.2763867610694707
ACH-000362,-0.0422026370342033
ACH-000363,-0.16309290877139998
ACH-000364,-0.15268379637563015
ACH-000365,-0.2001936026731616
ACH-000366,-0.10426275553045518
ACH-000368,-0.3220205178056252
ACH-000374,-0.07274383737992618
ACH-000375,-0.20452095240659302
ACH-000376,-0.1918676372781757
ACH-000381,-0.07013445093064483
ACH-000383,-0.1815059285392655
ACH-000387,-0.10753927600340234
ACH-000389,-0.17950250628842665
ACH-000390,-0.17690168023511915
ACH-000393,-0.2318812725451124
ACH-000395,0.03635717390787264
ACH-000396,-0.32445213788217864
ACH-000397,-0.2154707400473697
ACH-000401,-0.08164216158293024
ACH-000402,0.2481235079237061
ACH-000403,-0.20612349492260226
ACH-000404,0.1836888509141705
ACH-000406,-0.13748224376096554
ACH-000407,-0.3226127943163541
ACH-000408,-0.20152760642267556
ACH-000410,-0.1747634706120529
ACH-000411,-0.108178104265262
ACH-000414,-0.163516789954138
ACH-000415,-0.2143989535690776
ACH-000416,-0.18742031237928453
ACH-000420,-0.30629403082855394
ACH-000421,-0.17291985869885998
ACH-000424,-0.2869366292630387
ACH-000425,-0.19856163425264906
ACH-000426,-0.01608618188184371
ACH-000427,-0.05859222632328976
ACH-000433,-0.18830176631953507
ACH-000435,-0.2007221725196448
ACH-000436,-0.0675305252846836
ACH-000444,-0.06908500918935914
ACH-000445,-0.33927404638292025
ACH-000448,-0.13096442497082067
ACH-000450,-0.1145731923728705
ACH-000452,-0.07545001546481765
ACH-000454,-0.17751987288713486
ACH-000458,-0.2163614035384394
ACH-000459,0.13580979005916807
ACH-000460,-0.05570544563780044
ACH-000461,-0.04287159595997984
ACH-000463,-0.1413779632104973
ACH-000464,-0.09137109161973828
ACH-000466,-0.1368606897817933
ACH-000467,-0.07346613530923445
ACH-000468,-0.2037101437470208
ACH-000469,-0.26647968478939266
ACH-000470,-0.06594613965913147
ACH-000471,-0.12318492873430074
ACH-000472,-0.20509580160839574
ACH-000473,-0.2396188265279953
