,SUV420H1 (51111)
ACH-000004,0.09420480523386286
ACH-000005,0.23622109190280796
ACH-000007,0.1037153868834297
ACH-000009,0.200013273041148
ACH-000011,0.33717228188045034
ACH-000012,0.015592143314273237
ACH-000013,0.0477816794889873
ACH-000014,0.2956069950867502
ACH-000015,0.14333047314417735
ACH-000017,-0.039296606821788926
ACH-000018,-0.05534247190625845
ACH-000019,-0.11033006613516272
ACH-000021,0.08060950923573543
ACH-000022,0.011158953153095891
ACH-000025,0.001938043545866868
ACH-000028,-0.0042907605310753315
ACH-000030,0.022227158888036128
ACH-000035,0.0688876560938985
ACH-000036,-0.018336222503770337
ACH-000037,-0.0803779318952383
ACH-000039,0.04027308655986345
ACH-000040,0.009906075971013931
ACH-000041,-0.08528115465455764
ACH-000042,-0.014405086244212032
ACH-000045,-0.2140706999453859
ACH-000047,0.1965709639805459
ACH-000052,0.1213644005075996
ACH-000053,0.08655793691588004
ACH-000054,0.06590398978134264
ACH-000055,-0.08040560476376739
ACH-000060,0.1651155748047574
ACH-000067,0.05325141742836191
ACH-000070,-0.14577391425507374
ACH-000075,-0.14639513390052855
ACH-000078,0.11336030232244915
ACH-000082,-0.14427620228680185
ACH-000085,-0.017239612426863008
ACH-000086,-0.03276907064915987
ACH-000087,-0.014128076676341509
ACH-000092,0.06675308644821146
ACH-000095,0.21156792125271245
ACH-000097,-0.1939799664610015
ACH-000098,0.1924532960782796
ACH-000099,0.15380990144923387
ACH-000108,0.05559515725133378
ACH-000113,-0.06304227251890847
ACH-000116,0.043767433620812896
ACH-000118,-0.1329148205330185
ACH-000120,-0.18710983929686006
ACH-000123,0.07529204338856872
ACH-000127,0.0937400044483967
ACH-000128,0.059949211049540575
ACH-000132,-0.06087528326377655
ACH-000133,-0.021295224203178004
ACH-000137,-0.047392749867932314
ACH-000138,0.034122385576100624
ACH-000142,-0.00022976484859758305
ACH-000143,-0.1466837628571384
ACH-000146,0.02818228874554493
ACH-000148,0.062219740354150566
ACH-000150,0.09930935974613224
ACH-000152,0.14631646255722908
ACH-000153,-0.019877644234831883
ACH-000159,0.09768635070696127
ACH-000160,0.011034596983757493
ACH-000163,0.11591154304931267
ACH-000167,0.5322257593992634
ACH-000168,0.17016713464308691
ACH-000169,-0.10822744476906372
ACH-000178,-0.008685518136618952
ACH-000183,-0.14824582295659933
ACH-000188,-0.1856439337993729
ACH-000189,-0.2411942386471393
ACH-000190,0.2432649594558296
ACH-000198,-0.2724331412850713
ACH-000203,0.05213663783434993
ACH-000204,-0.1296980025442545
ACH-000206,-0.2293138511220325
ACH-000207,-0.041963650863215865
ACH-000208,0.2145995355218364
ACH-000210,0.3032577540751043
ACH-000211,-0.1752075802502281
ACH-000215,-0.08161391799249147
ACH-000221,0.10808459664707208
ACH-000222,0.10903990941130104
ACH-000223,-0.029098862258231387
ACH-000226,-0.05225322074685965
ACH-000227,-0.21840037298722692
ACH-000228,0.0014726206751715515
ACH-000231,0.028229947516036143
ACH-000232,0.11203477938804414
ACH-000233,-0.0039037350807775103
ACH-000234,0.035994551139450104
ACH-000235,0.0806995969585902
ACH-000237,0.09126192026286988
ACH-000238,-0.13571079924815213
ACH-000242,0.4748792688266414
ACH-000243,-0.006578726838726989
ACH-000244,0.07852766950164346
ACH-000246,0.15784112453019405
ACH-000248,0.06724377646005637
ACH-000250,0.10135893402652543
ACH-000251,0.23086697861112246
ACH-000252,0.2276683485238353
ACH-000253,0.06588400046788495
ACH-000255,-0.04083066266582471
ACH-000256,0.058215201528710625
ACH-000257,-0.04203041702625971
ACH-000258,-0.2765754027050443
ACH-000259,0.04685121832552583
ACH-000260,0.09947372329353224
ACH-000261,0.115256418782292
ACH-000262,0.08719897528117777
ACH-000263,0.1718174226448433
ACH-000264,-0.03810710691419445
ACH-000265,0.1958316962979391
ACH-000266,-0.06551975166593127
ACH-000272,0.08433428730929336
ACH-000274,0.11338569923444325
ACH-000277,-0.18893843732931934
ACH-000278,0.17450618376639682
ACH-000279,0.08226800115443271
ACH-000280,0.09343227812317413
ACH-000281,0.04849215087765522
ACH-000288,0.13312029102144926
ACH-000291,0.2488777709539007
ACH-000293,-0.17496811382479774
ACH-000294,0.05367873941282603
ACH-000295,0.014189745567631846
ACH-000296,0.35705771056417823
ACH-000302,0.3775847932284007
ACH-000304,0.1492820404738408
ACH-000307,0.01196057249820287
ACH-000308,-0.08399582409551197
ACH-000310,0.058013541729754224
ACH-000311,0.11992620068413833
ACH-000312,0.05883730168171002
ACH-000315,-0.2510793159402031
ACH-000316,-0.04395357665598197
ACH-000317,0.10040623161928268
ACH-000318,-0.19408618972174294
ACH-000319,0.05256248273750078
ACH-000320,0.255047571710353
ACH-000322,-0.0061159415187282285
ACH-000323,0.02106645547282277
ACH-000324,0.12241258248464655
ACH-000329,0.124815047603019
ACH-000330,-0.048872089826556636
ACH-000331,0.061427675503956926
ACH-000332,-0.03357642046835733
ACH-000334,-0.2361991322890717
ACH-000335,0.03864954147977544
ACH-000336,-0.2458289703359547
ACH-000337,-0.008849738188317179
ACH-000338,0.4597044140386973
ACH-000339,-0.1127277292551087
ACH-000341,0.2667033234728652
ACH-000348,0.05808276195584618
ACH-000350,0.10326963602711343
ACH-000352,0.05033297469583798
ACH-000356,-0.09259034205205836
ACH-000361,-0.04995342075344267
ACH-000362,-0.09502391392307803
ACH-000363,0.11286627863826297
ACH-000364,0.1134292022061974
ACH-000365,-0.05309562388678711
ACH-000366,-0.0145192013997828
ACH-000368,0.1998975050479317
ACH-000374,-0.08628154738881204
ACH-000375,-0.14633543943155533
ACH-000376,0.1265962860140132
ACH-000381,-0.12425614019117415
ACH-000383,0.03231649484449622
ACH-000387,0.11185213306533977
ACH-000389,-0.0066571835744142285
ACH-000390,0.19799660540181974
ACH-000393,0.14712814498562987
ACH-000395,0.1754306950325231
ACH-000396,0.05474030814437018
ACH-000397,-0.008397207075331089
ACH-000401,0.18373019590971154
ACH-000402,0.17711961953375746
ACH-000403,0.01941256303754552
ACH-000404,0.025649068456342638
ACH-000406,0.1353655767598641
ACH-000407,-0.1264539902151635
ACH-000408,-0.004009527776094201
ACH-000410,0.0479441317016504
ACH-000411,-0.024823090770370832
ACH-000414,0.23749971876163956
ACH-000415,-0.028512438629035068
ACH-000416,0.04479279785923522
ACH-000420,-0.15761713222931434
ACH-000421,0.07379382298414681
ACH-000424,0.06507573458993977
ACH-000425,-0.018628907480938654
ACH-000426,-0.16032007477367805
ACH-000427,-0.07203218276765835
ACH-000433,-0.24125278497408434
ACH-000435,0.4671813480481707
ACH-000436,-0.04675349879474035
ACH-000444,-0.042087377925457484
ACH-000445,-0.007775642260695228
ACH-000448,-0.0035600285278425976
ACH-000450,-0.01246779634493473
ACH-000452,-0.21893351333479666
ACH-000454,0.17226564403662792
ACH-000458,-0.15579600536624094
ACH-000459,0.031411106465897926
ACH-000460,-0.2134340003857868
ACH-000461,-0.057022350911422076
ACH-000463,0.12032507228711313
ACH-000464,0.034843448679665774
ACH-000466,0.11247893963499353
ACH-000467,0.2366430087648605
ACH-000468,-0.1033066108355496
ACH-000469,-0.046632936318042495
ACH-000470,-0.03947240967271731
ACH-000471,-0.04737416559599437
ACH-000472,0.058524043834118473
