,CPT1C (126129)
ACH-000004,0.11104107975661613
ACH-000005,-0.046533638939172436
ACH-000007,0.08165127388248561
ACH-000009,-0.02101835120765742
ACH-000011,0.18261852645001286
ACH-000012,-0.05539630833997705
ACH-000013,-0.0235255019980924
ACH-000014,0.116723436336023
ACH-000015,-0.09244399536680913
ACH-000017,0.1286846761165538
ACH-000018,0.034776655892197424
ACH-000019,0.05837800610129292
ACH-000021,-0.036859451244290506
ACH-000022,-0.0772478946200886
ACH-000025,0.12184688270536588
ACH-000028,0.11010828888138198
ACH-000030,0.0022898341203691146
ACH-000035,-0.13273068557703388
ACH-000036,-0.06423556086125717
ACH-000037,-0.02163908546392793
ACH-000039,0.05061908204634703
ACH-000040,-0.03606672222005028
ACH-000041,0.06227236463296234
ACH-000042,-0.13577061449998815
ACH-000045,0.08223617351986195
ACH-000047,-0.08935184572984825
ACH-000052,0.027470864189428228
ACH-000053,-0.06038732697868102
ACH-000054,0.08747719106067367
ACH-000055,-0.026719369156596142
ACH-000060,0.1020219399818326
ACH-000067,-0.024280533937329467
ACH-000070,-0.11314722014889995
ACH-000075,0.2403610302637696
ACH-000078,-0.12564112184379106
ACH-000082,0.060975489144042
ACH-000085,0.22496648267212
ACH-000086,-0.19414405994022574
ACH-000087,0.1017440996924452
ACH-000092,-0.1176839732154418
ACH-000095,-0.06591903111311014
ACH-000097,-0.11231283376884484
ACH-000098,-0.09053168318905973
ACH-000099,0.002520753066252668
ACH-000108,0.04629356591351084
ACH-000113,0.05465963486911282
ACH-000116,0.1421480753964156
ACH-000118,-0.04564595952224259
ACH-000120,-0.031446358862532345
ACH-000123,-0.04052901367566772
ACH-000127,0.013318791981484274
ACH-000128,0.1607147697145977
ACH-000132,0.032278004298530664
ACH-000133,0.048091393596828735
ACH-000137,-0.05232973417711295
ACH-000138,0.0018907293163823121
ACH-000142,-0.11248888346570524
ACH-000143,0.054384903707020364
ACH-000146,0.018912823198250325
ACH-000148,0.055193518560817216
ACH-000150,0.11021425793729576
ACH-000152,0.009151754901758557
ACH-000153,0.07524259464653649
ACH-000159,-0.000346179987835374
ACH-000160,-0.07640681361095088
ACH-000163,0.0712024653224378
ACH-000167,-0.07250872786037058
ACH-000168,0.06527935180786598
ACH-000169,0.020531931985665185
ACH-000178,-0.006943678553875781
ACH-000183,-0.1056915273664276
ACH-000188,0.1282557058757537
ACH-000189,-0.05717951152623014
ACH-000190,0.14359866062658316
ACH-000198,0.06409885434060006
ACH-000203,-0.2385388957605286
ACH-000204,0.23903273714896864
ACH-000206,0.13710048703351907
ACH-000207,0.013173913138371577
ACH-000208,0.15472153457705345
ACH-000210,0.19678241016426806
ACH-000211,-0.028022132185296585
ACH-000215,-0.015599737388371903
ACH-000221,-0.02822045218624598
ACH-000222,0.1733535408395754
ACH-000223,0.07560880404162068
ACH-000226,0.05062791724882778
ACH-000227,0.07988549349474985
ACH-000228,0.09981917406707684
ACH-000231,0.0383572529736646
ACH-000232,0.05531081018925491
ACH-000233,0.0034028135495381136
ACH-000234,0.04857565814253813
ACH-000235,-0.06019946336211132
ACH-000237,0.041264153320551056
ACH-000238,-0.008322207507825485
ACH-000242,-0.3227786465103493
ACH-000243,-0.0369370440439826
ACH-000244,-0.3323038679244601
ACH-000246,-0.052867603925282496
ACH-000248,0.1171270963743803
ACH-000250,-0.04950230420771812
ACH-000251,-0.02230961663880418
ACH-000252,0.016888701012873982
ACH-000253,-0.031506185370965036
ACH-000255,0.02952212147189142
ACH-000256,0.12220536707986633
ACH-000257,0.08590738425462757
ACH-000258,0.14018935290450993
ACH-000259,-0.02014790705059448
ACH-000260,-0.008065779933743607
ACH-000261,0.0746732778208257
ACH-000262,-0.04467446974310889
ACH-000263,0.03153297162605547
ACH-000264,0.021616987772259125
ACH-000265,-0.018969213426090745
ACH-000266,0.01890381668911273
ACH-000272,0.036338110705888715
ACH-000274,0.043985271528298384
ACH-000277,0.16404617764080334
ACH-000278,0.022396800600441923
ACH-000279,0.04914331879982218
ACH-000280,-0.10829622651760176
ACH-000281,0.07379011555265161
ACH-000288,0.11064458999076082
ACH-000291,-0.11554006419441087
ACH-000293,-0.06885709811542122
ACH-000294,-0.06256057909786546
ACH-000295,-0.2771894100879997
ACH-000296,-0.09608285132525173
ACH-000302,-0.1902965505658766
ACH-000304,-0.17495573038213494
ACH-000307,0.05499928307785233
ACH-000308,-0.06603180153002475
ACH-000310,0.02144219412536431
ACH-000311,-0.1379875930184839
ACH-000312,-0.1526652645785078
ACH-000315,0.11738009085330416
ACH-000316,0.23655708383115764
ACH-000317,0.1018424517386596
ACH-000318,0.08231841903902155
ACH-000319,0.03150168939975172
ACH-000320,-0.008093318508015604
ACH-000322,-0.023236820248165608
ACH-000323,0.0791095665677416
ACH-000324,0.0871523439271423
ACH-000329,-0.03476154291840663
ACH-000330,-0.2968454368458675
ACH-000331,0.07742966062717258
ACH-000332,-0.07197781962216476
ACH-000334,-0.054328926810979054
ACH-000335,-0.021983808595633817
ACH-000336,-0.046002447673733834
ACH-000337,0.0989858948932747
ACH-000338,0.11634455212310378
ACH-000339,-0.11380244126719564
ACH-000341,-0.011128662746221991
ACH-000348,0.08315163221666579
ACH-000350,0.027257879660506062
ACH-000352,-0.023558452383469198
ACH-000356,-0.08371711034587191
ACH-000361,0.0421767919421309
ACH-000362,-0.007453437338331864
ACH-000363,-0.072097443179336
ACH-000364,0.01197677097116901
ACH-000365,-0.01993770305731024
ACH-000366,-0.014298364061048759
ACH-000368,0.08465325128694323
ACH-000374,0.002214163357755184
ACH-000375,-0.028302006720296133
ACH-000376,0.18044753853764664
ACH-000381,-0.0018090866882518113
ACH-000383,-0.10106634276488398
ACH-000387,-0.07330175108271249
ACH-000389,0.004686426399285324
ACH-000390,0.010495425062158512
ACH-000393,-0.010832821933797566
ACH-000395,-0.1612808276944932
ACH-000396,0.0019777611968530666
ACH-000397,0.012215635124454987
ACH-000401,-0.0810663974222579
ACH-000402,-0.0331339292928524
ACH-000403,0.05509428800880116
ACH-000404,0.04903767616914929
ACH-000406,0.04601696862107147
ACH-000407,-0.001987446660809346
ACH-000408,-0.19762984467900246
ACH-000410,-0.11454657619051915
ACH-000411,0.038219375422397735
ACH-000414,-0.08902624646903665
ACH-000415,0.08044708219950407
ACH-000416,0.03714096258451367
ACH-000420,0.10028296958006752
ACH-000421,0.02278853140611377
ACH-000424,0.022318633725448588
ACH-000425,-0.04009736711848665
ACH-000426,0.2314225706324796
ACH-000427,0.09291345688534236
ACH-000433,-0.20577785820756853
ACH-000435,0.2374038145652483
ACH-000436,-0.06482108544788474
ACH-000444,-0.11610919716328268
ACH-000445,-0.08357663135795587
ACH-000448,0.101403587374901
ACH-000450,-0.07460134103972238
ACH-000452,0.06614034016302615
ACH-000454,0.011585616290185471
ACH-000458,0.09829550733312134
ACH-000459,-0.02876780733642165
ACH-000460,-0.02637262849084625
ACH-000461,-0.2449036823875647
ACH-000463,0.05920319469553171
ACH-000464,-0.015985438222843668
ACH-000466,-0.04319321138895859
ACH-000467,-0.023502054849092496
ACH-000468,0.02618984770521437
ACH-000469,-0.13958583788220116
ACH-000470,0.05502834452275418
ACH-000471,-0.0200490353603964
ACH-000472,0.023660317221559264
ACH-000473,-0.033502263416098826
ACH-000475,0.054976432071407386
ACH-000476,-0.029695618672164487
ACH-000477,0.10837996561226453
ACH-000479,-0.11537989349854405
ACH-000480,0.08064849764008658
ACH-000481,-0.02107453671931017
ACH-000483,0.0878480325880008
ACH-000484,0.006443911147794421
ACH-000485,0.0188144871156761
ACH-000486,0.02153614866806022
ACH-000487,-0.13232629497327264
ACH-000488,-0.015729921627310146
ACH-000490,0.08729647038044717
ACH-000491,-0.009812475046304921
ACH-000495,0.0938424390810098
ACH-000496,0.11949036354413925
ACH-000499,0.07338017594514093
ACH-000500,0.03653391522107259
ACH-000502,-0.04149992589230631
ACH-000503,0.0030506721156949184
ACH-000505,0.0592832232889154
ACH-000507,-0.10284638512612593
ACH-000510,-0.04587836289949383
ACH-000511,0.07201364814261993
ACH-000512,-0.1170520018489796
ACH-000516,0.05682415696172782
ACH-000517,0.0038983054759987134
ACH-000518,-0.13468857076914442
ACH-000520,0.009172391085027943
ACH-000521,0.033364944963044506
ACH-000522,0.13188771259809934
ACH-000524,-0.007504658739696108
ACH-000527,0.007419118249218105
ACH-000528,0.12880671570094038
ACH-000537,0.13231574201794447
ACH-000541,-0.02817930597223924
ACH-000542,-0.05319390192990525
ACH-000544,0.046484708514748375
ACH-000545,0.013938127660752378
ACH-000547,0.14452635696126687
ACH-000548,-0.07583661241788918
ACH-000549,-0.04196699540695899
ACH-000550,0.03163414015953538
ACH-000552,0.10107940339047973
ACH-000556,-0.022560431721078047
