,LTF (4057)
ACH-000004,-0.23412326073074505
ACH-000005,0.15313882275290885
ACH-000007,-0.06957812301910687
ACH-000009,-0.15012890112414656
ACH-000011,-0.07506148510114348
ACH-000012,-0.15189458787988105
ACH-000013,-0.23434125216894985
ACH-000014,-0.15436335253861322
ACH-000015,-0.29643342479808993
ACH-000017,-0.0607744843211706
ACH-000018,-0.0069024635182994955
ACH-000019,-0.08817867414294665
ACH-000021,-0.13155206685137755
ACH-000022,-0.2914149046438643
ACH-000025,-0.20117335982502385
ACH-000028,-0.17372053457736325
ACH-000030,-0.2369959716443553
ACH-000035,-0.05472825872124555
ACH-000036,-0.21346994125178909
ACH-000037,-0.028766441228410492
ACH-000039,-0.07715987875440224
ACH-000040,-0.2597506846118489
ACH-000041,-0.2189180682962421
ACH-000042,-0.2809888029100279
ACH-000045,-0.29723337922970416
ACH-000047,-0.1562458463706003
ACH-000052,-0.3734189778081885
ACH-000053,-0.23068390460265056
ACH-000054,-0.20294117040079448
ACH-000055,-0.11612409653838908
ACH-000060,-0.3896326869709947
ACH-000067,-0.2519119906826288
ACH-000070,-0.27791763680847864
ACH-000075,-0.36993005087104064
ACH-000078,-0.21705637824724866
ACH-000082,-0.17920787259867174
ACH-000085,-0.11611509575051575
ACH-000086,-0.13009625680924572
ACH-000087,-0.11981971546859302
ACH-000092,-0.13300318528942265
ACH-000095,-0.1302185541857495
ACH-000097,-0.04888774203699079
ACH-000098,-0.2544344160163885
ACH-000099,-0.13116612243078551
ACH-000108,-0.29137599557756033
ACH-000113,-0.20243951770017865
ACH-000116,-0.2756145960476389
ACH-000118,-0.22011173316211616
ACH-000120,-0.16836570487563038
ACH-000123,-0.1527128045174868
ACH-000127,-0.07259407003537513
ACH-000128,-0.209854983960314
ACH-000132,-0.1863911672884975
ACH-000133,-0.1890623307061482
ACH-000137,-0.1773674091112971
ACH-000138,-0.18370098021919729
ACH-000142,-0.2188585033147456
ACH-000143,-0.15898183303578636
ACH-000146,-0.1736627177566922
ACH-000148,-0.18743061160990132
ACH-000150,-0.38044758000816
ACH-000152,-0.19246261452508773
ACH-000153,-0.1259514299987231
ACH-000159,-0.16592879236866667
ACH-000160,-0.1237441277346781
ACH-000163,-0.16968428218866433
ACH-000167,-0.07582507140916675
ACH-000168,-0.2648798175824659
ACH-000169,-0.25575975567999243
ACH-000178,-0.1881830758227983
ACH-000183,-0.23933823581613506
ACH-000188,-0.09957542199368273
ACH-000189,-0.4543555729515963
ACH-000190,-0.06186976269007447
ACH-000198,-0.2526738002604064
ACH-000203,-0.11050077496364004
ACH-000204,-0.13567813253506106
ACH-000206,-0.14461753801160596
ACH-000207,-0.1766938177242893
ACH-000208,-0.3271736062524005
ACH-000210,0.062004265582387565
ACH-000211,-0.3578686311434029
ACH-000215,-0.1613390747248609
ACH-000221,-0.2059462063617812
ACH-000222,-0.27067756190695563
ACH-000223,-0.1045955265712426
ACH-000226,-0.2626264860411717
ACH-000227,-0.2810945883572337
ACH-000228,-0.27348605119484143
ACH-000231,-0.22746296728150264
ACH-000232,-0.12061929237103398
ACH-000233,-0.2064709116911718
ACH-000234,-0.07950641616377294
ACH-000235,-0.190338835554248
ACH-000237,-0.1757289507235852
ACH-000238,-0.3284173618360593
ACH-000242,-0.20204577630075435
ACH-000243,-0.11752431019644473
ACH-000244,-0.42240396847503503
ACH-000246,-0.2039970295824005
ACH-000248,-0.3320455096356649
ACH-000250,-0.2331781897074589
ACH-000251,-0.23129902956188605
ACH-000252,-0.23552202424521465
ACH-000253,-0.17763248401188675
ACH-000255,-0.21315969000621016
ACH-000256,0.0653296454939748
ACH-000257,-0.17837714119038395
ACH-000258,-0.3145218056800979
ACH-000259,-0.20766571295046488
ACH-000260,-0.22041720542070653
ACH-000261,-0.11018688090387466
ACH-000262,-0.05553352968113291
ACH-000263,-0.2961794054227105
ACH-000264,-0.17813864017984687
ACH-000265,-0.14004755500818467
ACH-000266,-0.19300063094938436
ACH-000272,-0.12077016750285136
ACH-000274,-0.16337510729055246
ACH-000277,-0.2390596491944667
ACH-000278,-0.05964582190020625
ACH-000279,-0.21515185898654507
ACH-000280,-0.3018631803376656
ACH-000281,-0.2242413615808908
ACH-000288,-0.13839508600374295
ACH-000291,-0.20284677184661587
ACH-000293,-0.18222381870707954
ACH-000294,-0.1394447655787024
ACH-000295,-0.4620468478873369
ACH-000296,-0.21681923910149187
ACH-000302,-0.08578891129367434
ACH-000304,-0.16244127842581044
ACH-000307,-0.15117856888689202
ACH-000308,-0.1299308596299666
ACH-000310,-0.24731053878353906
ACH-000311,-0.2734568656033349
ACH-000312,-0.18448957733064408
ACH-000315,0.09245841242551704
ACH-000316,-0.25798338895898953
ACH-000317,-0.1321969979961979
ACH-000318,-0.10775801434487277
ACH-000319,-0.17267943473442401
ACH-000320,-0.15635224038800585
ACH-000322,-0.14953846816251185
ACH-000323,-0.3063841172179453
ACH-000324,-0.0601034660289495
ACH-000329,-0.1038705004763092
ACH-000330,-0.08585501064721482
ACH-000331,-0.0959203823213695
ACH-000332,-0.20550973995813648
ACH-000334,-0.17663308554728807
ACH-000335,-0.13375430736329028
ACH-000336,-0.24081428318807765
ACH-000337,0.01104444757944218
ACH-000338,0.4682307483006222
ACH-000339,-0.07541130806748253
ACH-000341,-0.059070062379243775
ACH-000348,-0.1044795772239665
ACH-000350,-0.17171627947313933
ACH-000352,-0.14096212361393365
ACH-000356,-0.23708909366560765
ACH-000361,-0.2779062931491894
ACH-000362,-0.18182238809949766
ACH-000363,-0.2620717319724484
ACH-000364,-0.1118875311859957
ACH-000365,-0.13480264866648906
ACH-000366,-0.1990264500662088
ACH-000368,-0.09828049092185423
ACH-000374,-0.18754424257262595
ACH-000375,-0.11491920242598505
ACH-000376,-0.17575030434876954
ACH-000381,-0.15244136077008613
ACH-000383,-0.215918671934978
ACH-000387,-0.1662602675245026
ACH-000389,-0.21541065308827195
ACH-000390,-0.31829254057464423
ACH-000393,-0.3699086892560939
ACH-000395,-0.3039958038491593
ACH-000396,-0.3603048576320253
ACH-000397,-0.15120616269379994
ACH-000401,-0.2562742740740864
ACH-000402,-0.4287400092098312
ACH-000403,-0.16972659260171907
ACH-000404,-0.007636094499064358
ACH-000406,-0.2014427148373603
ACH-000407,-0.2086565035936798
ACH-000408,-0.2351403740706773
ACH-000410,-0.14631104608212397
ACH-000411,-0.14369709354904198
ACH-000414,-0.2689438394168426
ACH-000415,-0.2497220189396797
ACH-000416,-0.15271080470310552
ACH-000420,-0.3655216467667366
ACH-000421,-0.10714179716449146
ACH-000424,-0.11419743853136527
ACH-000425,-0.16931720422722446
ACH-000426,-0.21069536057247265
ACH-000427,-0.2944987116402377
ACH-000433,-0.12187674850552395
ACH-000435,-0.014945651385985128
ACH-000436,-0.2629397738555985
ACH-000444,-0.2601138761327277
ACH-000445,-0.3256103028461685
ACH-000448,-0.21893025432598612
ACH-000450,-0.1762923802437371
ACH-000452,-0.2604507919043586
ACH-000454,-0.3730899778674038
ACH-000458,-0.2334326476189202
ACH-000459,-0.3640302137204531
ACH-000460,-0.09605709842994446
ACH-000461,-0.3065041132196281
ACH-000463,-0.18247932392586327
ACH-000464,-0.18015429669454205
ACH-000466,-0.2974359078465185
ACH-000467,-0.3224822096852105
ACH-000468,-0.23173659056483256
ACH-000469,-0.1447704877155978
ACH-000470,-0.2238049947329394
ACH-000471,-0.1835195522900936
ACH-000472,-0.19646010449994786
ACH-000473,-0.23102074610890005
ACH-000475,-0.2260760316264588
ACH-000476,-0.2641096690602916
ACH-000477,-0.14677897615201915
ACH-000479,0.08446372514194865
ACH-000480,-0.23144742345052802
ACH-000481,-0.08138248255601974
ACH-000483,-0.11047081323848457
ACH-000484,-0.1852690207472127
ACH-000485,-0.2602732965795689
ACH-000486,-0.3156986016390545
ACH-000487,-0.05455056347661605
ACH-000488,-0.1927533594328482
ACH-000490,-0.1507922868707797
ACH-000491,-0.2388295253757666
ACH-000495,-0.1369998090145454
ACH-000496,-0.18187781340048625
ACH-000499,-0.42611886906695456
ACH-000500,-0.1490703588636484
ACH-000502,-0.15086568942242273
ACH-000503,-0.1402831951010229
ACH-000505,-0.15924398821857058
ACH-000507,-0.22149507367102728
ACH-000510,-0.20190861093451254
ACH-000511,-0.20212584111737508
ACH-000512,-0.3596714084253776
ACH-000516,-0.09071068307906313
ACH-000517,-0.14405275932562728
ACH-000518,0.10279872133522586
ACH-000520,-0.29109805691606633
ACH-000521,-0.1878048472473566
ACH-000522,-0.07022476923360481
ACH-000524,-0.1788309717068891
ACH-000527,-0.18520146091191836
ACH-000528,-0.1985532857252212
ACH-000537,-0.2311186750849897
ACH-000541,-0.2453977907692547
ACH-000542,-0.1322775608338854
ACH-000544,-0.3564234421228841
ACH-000545,-0.1920870846910921
ACH-000547,-0.24179880080064825
ACH-000548,-0.19262236819891812
ACH-000549,-0.28829749662572235
ACH-000550,-0.17141043650886675
ACH-000552,-0.1725303592224693
ACH-000556,-0.20811098253221813
ACH-000557,-0.1731561137055499
ACH-000569,0.11237412177767517
ACH-000570,-0.11634024438754392
ACH-000571,-0.07342976800468827
ACH-000573,-0.037530789376763074
ACH-000576,-0.2329606386671753
ACH-000579,-0.16626451947746662
ACH-000580,-0.06675372592413609
ACH-000584,-0.1790973191990398
ACH-000585,-0.18739770834084848
ACH-000588,-0.08093442744913455
ACH-000589,-0.2149759214652759
ACH-000591,-0.13506883031369007
ACH-000593,-0.1342315415563175
ACH-000600,-0.2486133488801999
ACH-000601,-0.2345032333259116
ACH-000605,-0.17447379399831053
ACH-000606,-0.12446426357289228
ACH-000608,-0.14199448967274642
ACH-000614,-0.023477288898395704
ACH-000616,-0.0858263807003521
ACH-000618,-0.2169046524080129
ACH-000619,-0.2457152871055626
ACH-000620,-0.2913105506715662
ACH-000621,-0.09304741770417146
ACH-000622,-0.040242495210433764
ACH-000623,-0.05254659273304976
ACH-000624,-0.2089723919219832
ACH-000627,-0.2354204561996473
ACH-000630,-0.2372473034929756
ACH-000631,-0.2571516707959884
ACH-000632,-0.1097677053426868
ACH-000633,-0.15080304708346426
ACH-000637,-0.1508697843088183
ACH-000638,-0.13975618163788353
ACH-000646,-0.1731201843997735
ACH-000647,-0.10346754631626393
ACH-000648,-0.2740383362668358
ACH-000649,-0.1963308945691717
ACH-000651,-0.2363710001613867
ACH-000652,-0.21156245575821392
ACH-000653,-0.13441337993829774
ACH-000657,-0.2256459812853205
ACH-000658,-0.33114985090871457
ACH-000661,-0.17477634926930605
ACH-000662,-0.2350947411520723
ACH-000663,-0.21084495709508425
ACH-000665,-0.16632503926647754
ACH-000671,-0.16608959933610826
ACH-000672,-0.2985822062710723
ACH-000673,-0.11335174202971628
ACH-000676,-0.1682598217224897
ACH-000677,-0.29901872253367506
ACH-000681,-0.13231191712517906
ACH-000683,-0.2225568420377072
ACH-000684,0.009863564096655921
ACH-000688,-0.11050970707662973
ACH-000693,-0.210791441142772
ACH-000694,-0.24620086239985306
ACH-000695,-0.04024731541271306
ACH-000696,-0.1177107240844608
ACH-000697,-0.2829821419796213
ACH-000699,-0.17413944883395766
ACH-000701,-0.3400235344813702
ACH-000706,-0.2138618394468626
ACH-000711,-0.12310031718373105
ACH-000713,-0.2420895280832447
ACH-000714,-0.20302410941880114
ACH-000718,-0.20754404557742592
ACH-000720,-0.07061253333076141
