,CPNE4 (131034)
ACH-000004,-0.031350774727765
ACH-000005,-0.13137764858138656
ACH-000007,0.05745392740939227
ACH-000009,0.13917926522908014
ACH-000011,0.0731984580174254
ACH-000012,0.09955102861570997
ACH-000013,0.17120973785820334
ACH-000014,0.01245092811905056
ACH-000015,0.0981192261456361
ACH-000017,0.12766116282957268
ACH-000018,0.04327689039231193
ACH-000019,-0.029973945963373664
ACH-000021,0.047798904453320364
ACH-000022,-0.00996091010583543
ACH-000025,0.08618400956678975
ACH-000028,0.060583992011900185
ACH-000030,0.09097952259878213
ACH-000035,-0.10148163141139692
ACH-000036,0.05846147630878715
ACH-000037,0.08178641378737074
ACH-000039,0.023655233638817257
ACH-000040,0.20090923988546686
ACH-000041,-0.10058209649708266
ACH-000042,0.026686339472407068
ACH-000045,0.0467470857969271
ACH-000047,0.04327553608340437
ACH-000052,0.19552896337761302
ACH-000053,0.0462441966927104
ACH-000054,-0.020056810548982656
ACH-000055,0.018243270400758342
ACH-000060,0.08597620817544438
ACH-000067,0.1611150148395184
ACH-000070,-0.11739519896640045
ACH-000075,0.19587849208093186
ACH-000078,-0.00023017949408422582
ACH-000082,0.06393241317081018
ACH-000085,-0.024522476739204303
ACH-000086,0.0805090104538762
ACH-000087,0.2433815521549209
ACH-000092,0.06828364546504162
ACH-000095,0.10502745895280734
ACH-000097,0.1918730079181536
ACH-000098,0.25478255796016713
ACH-000099,0.05406899902797311
ACH-000108,0.08676543044552072
ACH-000113,0.20983743387029455
ACH-000116,0.01365305626668938
ACH-000118,0.0328128811179286
ACH-000120,0.16386428236135706
ACH-000123,0.18767291988858648
ACH-000127,0.07309545016185028
ACH-000128,-0.0990233913550489
ACH-000132,0.0035444393387982437
ACH-000133,-0.0744579996497443
ACH-000137,0.0230581041787946
ACH-000138,0.06276533514802364
ACH-000142,-0.026253877642373358
ACH-000143,0.02612490339195547
ACH-000146,0.0553504635110595
ACH-000148,0.06503430591162276
ACH-000150,0.17287003777042298
ACH-000152,0.16163074433577027
ACH-000153,0.3011416762274571
ACH-000159,0.07450112114374538
ACH-000160,0.10536650870801004
ACH-000163,0.07509464486287354
ACH-000167,0.14566437398202575
ACH-000168,0.11282897227943965
ACH-000169,0.12234314513454415
ACH-000178,-0.02615834217047821
ACH-000183,0.055077737573933035
ACH-000188,0.10034482086199888
ACH-000189,-0.13431192280487164
ACH-000190,0.07977930190750343
ACH-000198,0.14803651290919853
ACH-000203,0.6804581074256243
ACH-000204,-0.09875360548168673
ACH-000206,-0.008760468546465245
ACH-000207,0.1274223295903428
ACH-000208,0.010542933811478146
ACH-000210,-0.1301103442812601
ACH-000211,-0.06529970153921417
ACH-000215,-0.036921776414753305
ACH-000221,-0.05254363817563933
ACH-000222,0.1674265542858673
ACH-000223,0.17306305503994884
ACH-000226,-0.005708482122549039
ACH-000227,0.05385141897233485
ACH-000228,0.010021833146462657
ACH-000231,0.08219623948849933
ACH-000232,-0.054637323432312014
ACH-000233,0.044134568608970894
ACH-000234,0.11199781737693056
ACH-000235,0.07283749417531747
ACH-000237,0.15367850152062995
ACH-000238,0.08922923687437674
ACH-000242,-0.12959953842566785
ACH-000243,0.10445906617125172
ACH-000244,0.14329633371885028
ACH-000246,0.18831085004604897
ACH-000248,-0.012137823280226234
ACH-000250,0.1091175243819942
ACH-000251,-0.14209264990860435
ACH-000252,0.1035772160796582
ACH-000253,0.09714553301859513
ACH-000255,0.07272686861792893
ACH-000256,0.0452042797406471
ACH-000257,-0.08328644940906701
