,ECT2L (345930)
ACH-000278,-0.34026180181238125
ACH-000279,-0.3448874679006413
ACH-000280,-0.22049621458402335
ACH-000281,-0.2832590387197477
ACH-000288,-0.2867650988075602
ACH-000291,-0.2262131943869951
ACH-000293,-0.4929088819678319
ACH-000294,-0.2703163161364904
ACH-000295,-0.575896494294213
ACH-000296,-0.2682723195256206
ACH-000302,-0.2305934076947586
ACH-000304,-0.4859321440922026
ACH-000307,-0.3866341905370768
ACH-000308,-0.5345241303547735
ACH-000310,-0.3743819147978064
ACH-000311,-0.1601921032897448
ACH-000312,-0.3464170011694914
ACH-000315,-0.3408608993934725
ACH-000316,-0.06301476003296456
ACH-000317,-0.16450971045166438
ACH-000318,-0.2777170534490058
ACH-000319,-0.304321704239388
ACH-000320,-0.3497266753752876
ACH-000322,-0.4890807792943943
ACH-000323,-0.3568511231159702
ACH-000324,-0.3330807966921771
ACH-000329,-0.3039095443910802
ACH-000330,-0.19357316789656992
ACH-000331,-0.3924954215799093
ACH-000332,-0.3135870065874155
ACH-000334,-0.5320178299409428
ACH-000335,-0.23512022136245084
ACH-000336,-0.1223346938354077
ACH-000337,-0.3205336057424067
ACH-000338,-0.28932062658673835
ACH-000339,-0.40166850589421055
ACH-000341,-0.2864291605017679
ACH-000348,-0.2988788829469934
ACH-000350,-0.30714116969111643
ACH-000352,-0.3701885604683179
ACH-000356,-0.37236593520409
ACH-000361,-0.38725117905817497
ACH-000362,-0.22403517712554785
ACH-000363,-0.2834828452281972
ACH-000364,-0.34224677803753706
ACH-000365,-0.33378797376211233
ACH-000366,-0.3806861934131346
ACH-000368,-0.21223810012942926
ACH-000374,-0.4711571119173926
ACH-000375,-0.3754931838684228
ACH-000376,-0.2897714085937025
ACH-000381,-0.3512192171974172
ACH-000383,-0.24625523666889454
ACH-000387,-0.3580883588114001
ACH-000389,-0.4574170089917765
ACH-000390,-0.30217138575191205
ACH-000393,-0.37219258436929736
ACH-000395,-0.3132587537924646
ACH-000396,-0.2043811958051072
ACH-000397,-0.4136445581709825
ACH-000401,-0.407701737719969
ACH-000402,-0.5078284617776456
ACH-000403,-0.4510332722544997
ACH-000404,-0.3321041429573643
ACH-000406,-0.21961221916658208
ACH-000407,-0.28503145236284805
ACH-000408,-0.3937531807381404
ACH-000410,-0.4188635688854431
ACH-000411,-0.21839430751029865
ACH-000414,-0.29718522058126073
ACH-000415,-0.3243758326159574
ACH-000416,-0.3569096752764613
ACH-000420,-0.3958411615211213
ACH-000421,-0.40308979201370665
ACH-000424,-0.35910519896737325
ACH-000425,-0.2484860982050419
ACH-000426,-0.2977348707771028
ACH-000427,-0.7273043658535443
ACH-000433,-0.25563008601571496
ACH-000435,-0.2471766554788811
ACH-000436,-0.28324987000256785
ACH-000444,-0.4035510981233456
ACH-000445,-0.4121437030984289
ACH-000448,-0.3406492384844591
ACH-000450,-0.3154728324732115
ACH-000452,-0.3619525433620398
ACH-000454,-0.276720907261036
ACH-000458,-0.1101794336931306
ACH-000459,0.05830657871064422
ACH-000460,-0.2209075737448784
ACH-000461,-0.1556855822093133
ACH-000463,-0.3585493150108014
ACH-000464,-0.11468152497950325
ACH-000466,-0.31064725593855663
ACH-000467,-0.3340083193929785
ACH-000468,-0.3836472305211896
ACH-000469,-0.3266934725625604
ACH-000470,-0.30660548887140643
ACH-000471,-0.1855398716088806
ACH-000472,-0.3854608725408531
ACH-000473,-0.2037255084187551
ACH-000475,-0.35957163202966497
ACH-000476,-0.3275749448689472
ACH-000477,-0.29849838281353874
ACH-000479,-0.027557591183929413
ACH-000480,-0.18769536468631948
ACH-000481,-0.3292330153109504
ACH-000483,-0.2744873866400305
ACH-000484,-0.2279832888638201
ACH-000485,-0.4577187883065247
ACH-000486,-0.2522456603856341
ACH-000487,-0.22034240117266507
ACH-000488,-0.3394322899534408
ACH-000490,-0.3972515038913538
ACH-000491,-0.3428396249542153
ACH-000495,-0.3416791209940029
ACH-000496,-0.26864799512741083
ACH-000499,-0.21249149956108335
ACH-000500,-0.1826300531028987
ACH-000502,-0.284243867408885
ACH-000503,-0.3599438169549442
ACH-000505,-0.2748116457411417
ACH-000507,-0.09356062442487817
ACH-000510,-0.16232461623116293
ACH-000511,-0.4068263679135194
ACH-000512,-0.17518573734921436
ACH-000516,-0.2820394798607976
ACH-000517,-0.407455236672368
ACH-000518,-0.3707923458142728
ACH-000520,-0.3002806962664445
ACH-000521,-0.22583943432002884
ACH-000522,-0.3947182499502295
ACH-000524,-0.4146051218666104
ACH-000527,-0.2380278637613472
ACH-000528,-0.3858383586624816
ACH-000537,-0.3539011786982971
ACH-000541,0.003709076191665961
ACH-000542,-0.4127445232500054
ACH-000544,-0.1666808304419947
ACH-000545,-0.3600407595889513
ACH-000547,-0.5017792823148816
ACH-000548,-0.3785517977167536
ACH-000549,-0.3347090902520589
ACH-000550,-0.3073399995459001
ACH-000552,-0.31256998658983537
ACH-000556,-0.35721508133275354
ACH-000557,-0.4947639301630168
ACH-000569,-0.5105488919100653
ACH-000570,-0.374966494365464
ACH-000571,-0.3175534452743389
ACH-000573,-0.2766423508125589
ACH-000576,-0.3195908148982342
ACH-000579,-0.2966751703852579
ACH-000580,-0.27118938115041324
ACH-000584,-0.16367954514879854
ACH-000585,-0.3030258940915459
ACH-000588,-0.0857593987219226
ACH-000589,-0.3537168080914567
ACH-000591,-0.14404171113058256
ACH-000593,-0.2215838442503025
ACH-000600,-0.34486481920818296
ACH-000601,-0.30362948540829904
ACH-000605,-0.29781967019238625
ACH-000606,-0.20338459538487852
ACH-000608,-0.4077241343345108
ACH-000614,-0.2952840799230161
ACH-000616,-0.34786395346165605
ACH-000618,-0.2181296064421552
ACH-000619,-0.28842494648079964
ACH-000620,-0.36741193200566813
ACH-000621,-0.3370308313853206
ACH-000622,-0.4556100122155492
ACH-000623,-0.3320661295332266
ACH-000624,-0.4326122821903749
ACH-000627,-0.3269380200816992
ACH-000630,-0.4033883545248988
ACH-000631,-0.3211748678185563
ACH-000632,-0.18440715044754732
ACH-000633,-0.18649066360704225
ACH-000637,-0.3178518033220504
ACH-000638,-0.2898396939298119
ACH-000646,-0.4551758298880455
ACH-000647,-0.3068339726023523
ACH-000648,-0.1935912244284654
ACH-000649,-0.2766621419066261
ACH-000651,-0.4255603934464764
ACH-000652,-0.3374056526836373
ACH-000653,-0.4589512056275093
ACH-000657,-0.3415121101214432
ACH-000658,-0.5282756311321848
ACH-000661,-0.3991471987646009
ACH-000662,-0.8282152501534616
ACH-000663,-0.15527199083241652
ACH-000665,-0.2655340022038413
ACH-000671,-0.20610939578903364
ACH-000672,-0.3182782817902632
ACH-000673,-0.4304123406426029
ACH-000676,-0.1942851270607873
ACH-000677,-0.38925730122004976
ACH-000681,-0.237517917635848
ACH-000683,-0.3307242894241447
ACH-000684,-0.2992754923220305
ACH-000688,-0.4598265153652025
ACH-000693,-0.3449693170761602
ACH-000694,-0.3296830322059582
ACH-000695,-0.4710913594117868
ACH-000696,-0.4268264336282676
ACH-000697,-0.4755687119651951
ACH-000699,-0.31000094696097924
ACH-000701,-0.3663397945894735
ACH-000706,-0.26510830779664873
ACH-000711,-0.3581594787525149
ACH-000713,-0.3110721743626638
ACH-000714,-0.21978609479897973
ACH-000718,-0.4574897606433439
ACH-000720,-0.1947924184609876
ACH-000721,-0.34687373061164806
ACH-000724,-0.3196889210832249
ACH-000725,-0.4762984572935921
ACH-000732,-0.1810877461298573
ACH-000734,-0.19610412376050032
ACH-000735,-0.3219305422248916
ACH-000736,-0.08581208482786291
ACH-000738,-0.32956373926933114
ACH-000746,-0.3596677955519326
ACH-000747,-0.2676840595805316
ACH-000748,-0.22817857605362316
ACH-000753,-0.4699456790058601
ACH-000756,-0.3440587631685004
ACH-000757,-0.18854849241184585
ACH-000758,-0.3117594695930145
ACH-000760,-0.2550061674742096
ACH-000762,-0.09474254644751404
ACH-000763,-0.4880917200055821
ACH-000764,-0.329760468665919
ACH-000765,-0.2362081322634921
ACH-000766,-0.25859352497937393
ACH-000767,-0.33644918498259635
ACH-000768,-0.3956343975656892
ACH-000769,-0.3895017844690677
ACH-000770,-0.4526897107100339
ACH-000771,-0.344691596879668
ACH-000773,-0.1322401750554524
ACH-000776,-0.1722938360414644
ACH-000777,-0.24678296059287005
ACH-000778,-0.16896974334815418
ACH-000781,-0.22698984421516016
ACH-000782,-0.4116366875602198
ACH-000783,-0.3852146811862271
ACH-000784,-0.23753514951613766
ACH-000785,-0.39765773759348294
ACH-000787,-0.19432839489689632
ACH-000788,-0.3542504726545484
ACH-000791,-0.37925891458391
ACH-000792,-0.2752061704228801
ACH-000794,-0.2078296248077134
ACH-000796,-0.3922170753792473
ACH-000798,-0.5535825765828976
ACH-000799,-0.3657810702167492
ACH-000800,-0.3900012035167186
ACH-000802,-0.20653830581026345
ACH-000804,-0.3001857813179253
ACH-000805,-0.18539955720493512
ACH-000809,-0.4560953739756266
ACH-000810,-0.5782561400000987
ACH-000811,-0.2405335738800333
ACH-000817,-0.2295597800273259
ACH-000819,-0.3011950465896339
ACH-000820,-0.2396376228233277
ACH-000821,-0.10059435290190784
ACH-000822,-0.481832234924845
ACH-000823,-0.15466669131631794
ACH-000824,-0.4056276788467145
ACH-000827,-0.3069851713544086
ACH-000829,-0.06451528747803313
ACH-000831,-0.15974050582174176
ACH-000832,-0.5014461340109387
ACH-000833,-0.1471938216484413
ACH-000834,-0.2483554072346241
ACH-000835,-0.2372657493117873
ACH-000836,-0.346354117022084
ACH-000837,-0.2933267864576693
ACH-000838,-0.16600754823339892
ACH-000839,-0.4525352249348614
ACH-000840,-0.30983421288557017
ACH-000841,-0.2793076989084401
ACH-000843,-0.33624255633483063
ACH-000846,-0.5307359380892621
ACH-000847,-0.15710320365805494
ACH-000848,-0.3236334826198797
ACH-000849,-0.5150341460116789
ACH-000851,-0.27104996369714
ACH-000855,-0.32869474051506203
ACH-000856,-0.2752478862268859
ACH-000858,-0.402564956230077
ACH-000859,-0.2723548143296565
ACH-000861,-0.335996943074081
ACH-000862,-0.20207701881351625
ACH-000865,-0.32823686620415715
ACH-000866,-0.3592624468908874
ACH-000867,-0.2775132061490587
ACH-000869,-0.18451964907043905
ACH-000872,-0.23359879828351235
ACH-000873,-0.2234657182681813
ACH-000876,-0.3191736633206185
ACH-000878,-0.22170077267826974
ACH-000880,-0.3181021416663286
ACH-000881,-0.27905361310621024
ACH-000882,-0.391078831634156
ACH-000884,-0.2079850125869533
ACH-000885,-0.43209184828342656
ACH-000887,-0.2902449787209538
ACH-000889,-0.20424937719382005
ACH-000896,-0.3295415706830168
ACH-000898,-0.3825354996713988
ACH-000900,-0.2769741803295301
ACH-000901,-0.3571473267647806
ACH-000905,-0.3626422089415205
ACH-000906,-0.26024377032379875
ACH-000907,-0.472969858725049
ACH-000910,-0.2947498240067678
ACH-000911,-0.275211268228758
ACH-000912,-0.23449906378619784
ACH-000913,-0.2568115040613924
ACH-000915,-0.1996389015309621
ACH-000916,-0.5399829421667167
ACH-000917,-0.1533597541402078
ACH-000920,-0.1870603146793036
ACH-000921,-0.4035549097185019
ACH-000924,-0.3161331436635949
ACH-000926,-0.40885843625249374
ACH-000928,-0.495721973690915
ACH-000929,-0.07562195165609728
ACH-000932,-0.3267167279184683
ACH-000935,-0.3032204647602122
ACH-000936,-0.3335310270143195
ACH-000937,-0.3182294888895031
ACH-000938,-0.28919351302990715
ACH-000939,-0.19012202259641464
ACH-000941,-0.3993637336075642
ACH-000943,-0.35507376563395543
ACH-000946,-0.26690887806535224
ACH-000947,-0.21277972927614236
ACH-000948,-0.17975166463408115
ACH-000950,-0.20725146525399385
ACH-000953,-0.4259219675098314
ACH-000954,0.07468756223142678
ACH-000957,-0.34350591844007894
ACH-000958,-0.24667364932169925
ACH-000960,-0.4535323471341096
ACH-000963,-0.20951300976641155
ACH-000968,-0.4300362123590492
ACH-000969,-0.4438852856004175
ACH-000972,-0.2188106529667901
ACH-000973,-0.3117444903414601
ACH-000974,-0.3271865197223495
ACH-000978,-0.11684749285462305
ACH-000984,-0.377086216855671
ACH-000986,-0.29103164647094143
ACH-000988,-0.3073648444414789
ACH-000993,-0.1429654531542297
ACH-000994,-0.1840087552151594
ACH-000996,-0.3177646011739412
ACH-001001,-0.4790558930813253
ACH-001020,-0.1385232633755914
ACH-001028,-0.3077955436197471
ACH-001031,-0.058782883362608035
ACH-001038,-0.5553912864225392
ACH-001048,-0.16265676133866572
ACH-001050,-0.27756738833061817
ACH-001053,-0.4922911626272039
ACH-001054,-0.3988926253181629
ACH-001061,-0.21785986943358135
ACH-001067,-0.13660345616076036
ACH-001075,-0.1838398207725311
ACH-001096,-0.5809654343882664
ACH-001111,-0.4184554455623151
ACH-001119,-0.3161664376182574
ACH-001128,-0.04571760617170599
ACH-001134,-0.399415237494534
ACH-001151,-0.544290819881692
ACH-001163,-0.18008908302740212
ACH-001164,-0.4294361004999362
ACH-001183,-0.3391438180680227
ACH-001192,-0.2735136875062974
ACH-001193,-0.4140126906554473
ACH-001196,-0.33496116485036564
ACH-001197,-0.22375579256877176
ACH-001205,-0.3903337246209256
ACH-001211,-0.33797754874253083
ACH-001212,-0.1077971893220523
ACH-001228,-0.374444883440638
ACH-001232,-0.1906087479655165
ACH-001239,-0.3849239789961113
ACH-001270,-0.13330663119946834
ACH-001274,-0.3530390368180056
ACH-001275,-0.14210262590775646
ACH-001277,0.09770432213702596
ACH-001278,-0.31502380749372416
ACH-001280,-0.3408481774578451
ACH-001283,-0.23899945761256766
ACH-001289,-0.2250217823645996
ACH-001300,-0.3891139807260245
ACH-001301,-0.3920594617831312
ACH-001302,-0.4762532671584082
ACH-001306,-0.3239271047286822
ACH-001318,-0.21335662579375336
ACH-001322,-0.1539482441057796
ACH-001328,-0.2459563824430038
ACH-001332,-0.23462804464392945
ACH-001336,-0.25676971974517976
ACH-001346,-0.30123467205175963
ACH-001353,-0.34963690596810065
ACH-001354,-0.3428063837736777
ACH-001367,0.027876969371342115
ACH-001368,-0.3227592081581788
ACH-001374,-0.5127981644613939
ACH-001377,-0.2690031268387161
ACH-001380,-0.2511645156516105
ACH-001391,-0.2993816166518325
ACH-001408,-0.3590455410633533
ACH-001430,-0.7101911672999259
ACH-001431,-0.27983168627628674
ACH-001450,-0.14456210945715428
ACH-001496,-0.14439356055871544
ACH-001500,-0.25816828052439816
ACH-001523,-0.2807160490088422
ACH-001532,-0.14335723020225322
ACH-001550,-0.2467528825163012
ACH-001552,-0.5959880842078422
ACH-001554,-0.4371447797475518
ACH-001654,-0.26977400591281103
ACH-001735,-0.4133767192124865
ACH-001736,-0.2448756615274157
ACH-001737,-0.7810049589529022
ACH-001740,-0.21495938605756668
ACH-001745,-0.2960913985369528
ACH-001765,-0.2978329755539239
