,STATH (6779)
ACH-000004,0.07658313149018232
ACH-000005,0.2123488090356114
ACH-000007,0.141121145700653
ACH-000009,0.11012738873216864
ACH-000011,0.11506019283407788
ACH-000012,0.10156920083845096
ACH-000013,0.1382518357789711
ACH-000014,0.1672412963411408
ACH-000015,0.14111972137668988
ACH-000017,0.2673304409800273
ACH-000018,0.04919272971223024
ACH-000019,-0.040967010699869334
ACH-000021,0.15347306252379914
ACH-000022,0.07341629552215193
ACH-000025,0.026429998328759103
ACH-000028,0.011454486179527669
ACH-000030,0.11148848657468126
ACH-000035,0.21560264506172905
ACH-000036,0.23249061985399005
ACH-000037,0.18698070598957955
ACH-000039,0.1166464888744994
ACH-000040,-0.05840510333607332
ACH-000041,0.06658113806190769
ACH-000042,0.14374203578878472
ACH-000045,0.08058044456316335
ACH-000047,0.13502355062500038
ACH-000052,0.18567355229902766
ACH-000053,0.15800144967328825
ACH-000054,0.20477556750455148
ACH-000055,0.002378380523399969
ACH-000060,0.03177260451257167
ACH-000067,-0.032857844822116435
ACH-000070,0.19422256250126235
ACH-000075,0.2447909866205715
ACH-000078,0.12347663317611235
ACH-000082,0.15089553949240986
ACH-000085,0.17378413907619214
ACH-000086,0.0923188671721161
ACH-000087,0.15324718684080596
ACH-000092,0.22341817003525646
ACH-000095,0.10516542537743913
ACH-000097,0.13799067177381785
ACH-000098,0.13955604379185022
ACH-000099,0.07782540856085221
ACH-000108,-0.002804328743522127
ACH-000113,0.22965460380008346
ACH-000116,0.07456767345566187
ACH-000118,0.09205857423597226
ACH-000120,0.11838298104158125
ACH-000123,-0.04775699787569409
ACH-000127,0.10561585479286018
ACH-000128,0.2358146128951789
ACH-000132,0.050313813229194086
ACH-000133,0.22730491812287235
ACH-000137,0.08862658807642447
ACH-000138,0.13637716785465778
ACH-000142,0.024029898224286327
ACH-000143,0.19572153764980296
ACH-000146,0.05733684100363064
ACH-000148,0.10467414521387848
ACH-000150,0.13164965652136426
ACH-000152,0.1114438175341449
ACH-000153,0.08425615061583527
ACH-000159,0.0935619277472907
ACH-000160,-0.009334210288404487
ACH-000163,0.11822246369426173
ACH-000167,-0.0313273863690316
ACH-000168,0.08495449177426237
ACH-000169,0.14224992693752406
ACH-000178,0.1441858992973631
ACH-000183,0.13983744202252332
ACH-000188,0.115604389123754
ACH-000189,0.203740158019512
ACH-000190,0.14437693339847035
ACH-000198,0.052669160775789065
ACH-000203,-0.16781783958168356
ACH-000204,0.07774924473028423
ACH-000206,0.23333633593040304
ACH-000207,0.21716897672961613
ACH-000208,0.5548908324987724
ACH-000210,0.2467886804516431
ACH-000211,0.023580581741166208
ACH-000215,0.1212986187340258
ACH-000221,0.22172714788784725
ACH-000222,0.2768239277738283
ACH-000223,0.1507394213570649
ACH-000226,0.19853225899969046
ACH-000227,0.14709859660027672
ACH-000228,0.13042952582436745
ACH-000231,0.10638695975234666
ACH-000232,0.2217393056523648
ACH-000233,0.22397363056137945
ACH-000234,0.10264667889917364
ACH-000235,0.12097839141985264
ACH-000237,0.12960391450219705
ACH-000238,0.2264994342115746
ACH-000242,-0.1946412710740759
ACH-000243,0.05756118143708791
ACH-000244,0.2309203529979852
ACH-000246,0.22509932611591105
ACH-000248,0.13385174918128984
ACH-000250,0.10761089587792756
ACH-000251,-0.09424725289428328
ACH-000252,0.11290611089293738
ACH-000253,0.1484269717014818
ACH-000255,-0.002974774796425075
ACH-000256,0.1787043756764815
ACH-000257,0.2516837509193865
ACH-000258,0.2136008046468203
ACH-000259,0.0753394158201173
ACH-000260,0.13795962852946048
ACH-000261,0.01930878687696654
ACH-000262,0.15524030955330845
ACH-000263,0.14298161342387142
ACH-000264,0.07402784714668098
ACH-000265,0.06054650925828641
ACH-000266,0.12312182171900618
ACH-000272,0.11700979915429555
ACH-000274,0.15572264685730788
ACH-000277,0.1803993452642588
ACH-000278,0.13238834126038188
ACH-000279,0.12454755799104253
ACH-000280,0.13924482341815916
ACH-000281,0.2356139388144689
ACH-000288,0.08688394459346623
ACH-000291,0.09559646988574523
ACH-000293,0.08754617378795851
ACH-000294,0.15201591958684754
ACH-000295,0.2680907535641773
ACH-000296,0.0606538864814402
ACH-000302,0.015296912672105775
ACH-000304,0.023844416024266832
ACH-000307,0.20206888882532886
ACH-000308,0.028319539704986293
ACH-000310,0.2539886558811976
ACH-000311,0.011879635242397966
ACH-000312,0.2464204060356522
ACH-000315,0.31059757436472984
ACH-000316,0.16093860798306045
ACH-000317,0.20058247704829335
ACH-000318,0.11632696751047902
ACH-000319,0.06055139535736999
ACH-000320,0.08203015963969454
ACH-000322,0.07225177615270939
ACH-000323,0.0015145296077524815
ACH-000324,0.16222842999091971
ACH-000329,0.12358963852182235
ACH-000330,0.15326797204769316
ACH-000331,0.14931708919309716
ACH-000332,0.06711305877169414
ACH-000334,0.12326767460524927
ACH-000335,0.16705556049625395
ACH-000336,0.27162109149072905
ACH-000337,0.05926464949967796
ACH-000338,0.4434692974839391
ACH-000339,-0.02956645200778138
ACH-000341,0.2165012023549988
ACH-000348,0.03116852810873162
ACH-000350,0.16208601073734066
ACH-000352,0.13074801013981274
ACH-000356,0.17744758655611864
ACH-000361,0.11996027339229898
ACH-000362,0.21558625319689725
ACH-000363,0.0409247576758085
ACH-000364,0.17828190071757666
