,KCNU1 (157855)
ACH-000004,-0.03025701902240335
ACH-000005,0.16633921250537145
ACH-000007,-0.009833727187636277
ACH-000009,0.204673116910888
ACH-000011,0.029361860915628733
ACH-000012,0.01981174858382556
ACH-000013,0.06430706189042475
ACH-000014,-0.05045144064787307
ACH-000015,0.176140325463685
ACH-000017,-0.034742707064209115
ACH-000018,0.37003152367409453
ACH-000019,0.0353419527992201
ACH-000021,0.08201712234093254
ACH-000022,0.0499341728341056
ACH-000025,-0.05044925537001545
ACH-000028,0.08570010225932613
ACH-000030,0.1119231581836651
ACH-000035,0.09340371691490833
ACH-000036,-0.030434941292919862
ACH-000037,0.099737629741983
ACH-000039,0.21457920465329106
ACH-000040,0.10472341966034147
ACH-000041,0.09958554786603477
ACH-000042,0.0768398316776862
ACH-000045,0.10310919696171518
ACH-000047,0.06180047381062127
ACH-000052,0.02381836703225799
ACH-000053,0.14322346426629345
ACH-000054,0.14036729376924334
ACH-000055,0.15431327721406918
ACH-000060,-0.0823129108240135
ACH-000067,0.2368369005604247
ACH-000070,0.010899567461416616
ACH-000075,0.06564817220228185
ACH-000078,0.013504252255583115
ACH-000082,0.14182391832413066
ACH-000085,0.28236879305871504
ACH-000086,0.08082859504347384
ACH-000087,0.1533061593568936
ACH-000092,0.1600453037595209
ACH-000095,0.1683219714807581
ACH-000097,0.04418949254021383
ACH-000098,0.2280215171901432
ACH-000099,0.10450128487306848
ACH-000108,0.09435221614366857
ACH-000113,0.14949628823284833
ACH-000116,0.04371666898437279
ACH-000118,0.09289878564998123
ACH-000120,0.1410442659331723
ACH-000123,0.06846254778402304
ACH-000127,0.07820027834984744
ACH-000128,0.12167141552323295
ACH-000132,0.01878402862377266
ACH-000133,0.06194822529337383
ACH-000137,-0.08560216092154488
ACH-000138,0.0621342999054442
ACH-000142,0.1004692460261395
ACH-000143,0.16032219134102893
ACH-000146,0.2128448074440792
ACH-000148,0.17577065386639118
ACH-000150,-0.04251073622124865
ACH-000152,0.056195347692838696
