,BLM (641)
ACH-000004,-0.11046113074213153
ACH-000005,-0.0892666209191236
ACH-000007,-0.2943142903223291
ACH-000009,-0.05288713581717673
ACH-000011,-0.1453069069085044
ACH-000012,-0.3120446274325997
ACH-000013,-0.3094794928559941
ACH-000014,-0.15269671938335844
ACH-000015,-0.06616887692683959
ACH-000017,-0.14494191689621266
ACH-000018,-0.030366120178827567
ACH-000019,-0.08297438690623292
ACH-000021,0.0016214579183820087
ACH-000022,-0.22217840623316065
ACH-000025,-0.25498369242702473
ACH-000028,-0.14819002262185746
ACH-000030,-0.056682020202816236
ACH-000035,-0.2671539909742594
ACH-000036,-0.3346029263056262
ACH-000037,-0.11711628134090846
ACH-000039,-0.10530898103335212
ACH-000040,-0.1161595435851161
ACH-000041,-0.06539757206236897
ACH-000042,-0.05069812585189231
ACH-000045,0.07459506166105763
ACH-000047,-0.3148715300054977
ACH-000052,0.05773530347165071
ACH-000053,-0.3859368325306315
ACH-000054,-0.05426808634225249
ACH-000055,-0.08766047450740326
ACH-000060,-0.1411857708471289
ACH-000067,-0.2267069990215281
ACH-000070,0.0775956201173502
ACH-000075,-0.2188289772753659
ACH-000078,-0.3743607842629814
ACH-000082,-0.02648306009304259
ACH-000085,-0.10002694900321142
ACH-000086,-0.03122401168756707
ACH-000087,0.13288353227629165
ACH-000092,-0.07474662952366827
ACH-000095,-0.057218996490287236
ACH-000097,-0.11583176381746255
ACH-000098,0.025037499416133167
ACH-000099,-0.21131711789603536
ACH-000108,-0.05536485573001945
ACH-000113,-0.2578779774515117
ACH-000116,-0.33272308734639283
ACH-000118,-0.3279924390820634
ACH-000120,-0.017895236847018305
ACH-000123,-0.006701406959959025
ACH-000127,-0.12480196881277153
ACH-000128,-0.07181421782095446
ACH-000132,-0.18569420002390025
ACH-000133,-0.08694282539452057
ACH-000137,0.016374476100498
ACH-000138,-0.08207705452609057
ACH-000142,-0.2860139955947529
ACH-000143,-0.16066367808944074
ACH-000146,-0.3476000187581397
ACH-000148,-0.2867295968440162
ACH-000150,-0.024934415268320784
ACH-000152,-0.19553434298953215
ACH-000153,-0.0028562618777491404
ACH-000159,-0.03620592700449137
ACH-000160,-0.11685350228785375
ACH-000163,-0.07705035388244527
ACH-000167,0.020918548815370832
ACH-000168,-0.20297604047029874
ACH-000169,-0.14144907453525607
ACH-000178,-0.025719539870970736
ACH-000183,-0.16547410268355472
ACH-000188,-0.2706348264088591
ACH-000189,-0.2769295864978407
ACH-000190,-0.20942597954792647
ACH-000198,-0.2626455426687485
ACH-000203,-0.5385548361264098
ACH-000204,-0.17569694380532408
ACH-000206,0.132393268028569
ACH-000207,-0.15124943378182887
ACH-000208,-0.1772000685055471
ACH-000210,0.3425174800699335
ACH-000211,-0.13175875022765976
ACH-000215,-0.10228680207628424
ACH-000221,-0.10695146977723144
ACH-000222,-0.041678745631706274
ACH-000223,-0.1453618746999878
ACH-000226,-0.05063374847432559
ACH-000227,-0.1634995724994563
ACH-000228,-0.31816254559897045
ACH-000231,-0.21401366470553035
ACH-000232,-0.10342357536664322
ACH-000233,-0.4189508364463473
ACH-000234,-0.05600708570506345
ACH-000235,-0.10576690420472087
ACH-000237,-0.2132270140570453
ACH-000238,-0.3184414224565185
ACH-000242,0.06842609081945829
ACH-000243,-0.36496659280287297
ACH-000244,-0.21582240923064103
ACH-000246,-0.21322148023681844
ACH-000248,-0.07943263904927518
ACH-000250,-0.23252710434329535
ACH-000251,-0.20443888842153185
ACH-000252,-0.36786486404437496
ACH-000253,-0.1709208728476829
ACH-000255,-0.47739207316159205
ACH-000256,-0.1192693817052147
ACH-000257,-0.11419879431086567
ACH-000258,0.034546112869245395
ACH-000259,-0.3116269464376519
ACH-000260,-0.22701811949373316
ACH-000261,-0.14180120443643307
ACH-000262,-0.2728455371502247
ACH-000263,0.21871450076634616
ACH-000264,-0.0977996215144115
ACH-000265,-0.19133712887091087
ACH-000266,-0.14170780412607295
ACH-000272,-0.07847981700739863
ACH-000274,-0.13501142503430294
ACH-000277,0.008530249638431124
ACH-000278,-0.27131686112249537
ACH-000279,-0.08085771294254226
ACH-000280,-0.18099974973953245
ACH-000281,-0.05120044670949905
ACH-000288,-0.1865699007154482
ACH-000291,-0.3067230916525672
ACH-000293,-0.2614285797178115
ACH-000294,-0.022252108792192637
ACH-000295,-0.09032351610478924
ACH-000296,-0.02318532717514412
ACH-000302,-0.1870601503662034
ACH-000304,-0.2745943635101084
ACH-000307,-0.030606465306814563
ACH-000308,-0.1027821075111815
ACH-000310,-0.12764467083191838
ACH-000311,-0.0684088103330162
ACH-000312,-0.27735651265355044
ACH-000315,-0.2793835187948656
ACH-000316,-0.07497426305372458
ACH-000317,-0.025301398691273718
ACH-000318,-0.20272272422915288
ACH-000319,-0.1570711854910614
ACH-000320,-0.11571787555964093
ACH-000322,-0.11309387739783144
ACH-000323,-0.22377974964833272
ACH-000324,-0.1028779450879116
ACH-000329,-0.08931513826205001
ACH-000330,-0.219427532609923
ACH-000331,-0.18344445111727714
ACH-000332,-0.22594243185765614
ACH-000334,-0.10081994685159727
ACH-000335,-0.2998169607129814
ACH-000336,-0.3409792090211794
ACH-000337,-0.3945660575175412
ACH-000338,0.056373721178267534
ACH-000339,-0.184230631437263
ACH-000341,-0.08283876769546743
ACH-000348,-0.15610131807722738
ACH-000350,-0.08227182177918796
ACH-000352,0.005970253869599833
ACH-000356,-0.5666888860703775
ACH-000361,-0.3098371757845864
ACH-000362,-0.2610430213841296
ACH-000363,-0.10575721847145304
ACH-000364,0.015294169973615969
ACH-000365,-0.06123926697615729
ACH-000366,-0.3040105368576416
ACH-000368,-0.32534878583942545
ACH-000374,-0.08870271602579513
ACH-000375,-0.11943441843902845
ACH-000376,-0.21271491628895065
ACH-000381,-0.3221868500488537
ACH-000383,-0.21058705598261973
ACH-000387,-0.5482477443355921
ACH-000389,-0.3177606190651499
ACH-000390,-0.1639671864253528
ACH-000393,-0.15529428909734114
ACH-000395,-0.004818923736531445
ACH-000396,0.11641826001919378
ACH-000397,-0.326370090454565
ACH-000401,-0.3255100038520042
ACH-000402,0.07466418027464429
ACH-000403,-0.13412538184843345
ACH-000404,-0.17661191032156215
ACH-000406,-0.19058485416851065
ACH-000407,-0.1819363962060376
ACH-000408,-0.19706947977755332
ACH-000410,-0.18548124520144008
ACH-000411,-0.21146741690705692
ACH-000414,0.16200316948038385
ACH-000415,-0.17392022262924772
ACH-000416,-0.04405331637671752
ACH-000420,-0.1003418773696542
ACH-000421,-0.4581077520354117
ACH-000424,-0.030760265890255087
ACH-000425,-0.21523027037903408
ACH-000426,-0.22242355395530491
ACH-000427,-0.26327655572708164
ACH-000433,-0.05589798897757064
ACH-000435,0.021030248203681868
ACH-000436,0.013353155027824951
ACH-000444,-0.3873813599961449
ACH-000445,-0.2475369056168244
ACH-000448,-0.21979619024782868
ACH-000450,-0.39576543898645616
ACH-000452,-0.10012436281707096
ACH-000454,-0.3218570388752915
ACH-000458,-0.1109108878269213
