,HERPUD1 (9709)
ACH-000004,-0.3006347089869373
ACH-000005,-0.2788991034142029
ACH-000007,0.11656678140789975
ACH-000009,0.11218109418061097
ACH-000011,0.02033636555949616
ACH-000012,-0.07473686682168021
ACH-000013,0.03168215984917885
ACH-000014,-0.026968488813909827
ACH-000015,0.06407370827839665
ACH-000017,-0.04343551669706102
ACH-000018,-0.0472336750821881
ACH-000019,-0.08216985026740453
ACH-000021,-0.028926843509126488
ACH-000022,-0.11179528094497324
ACH-000025,-0.020568214048576783
ACH-000028,0.1460224118786044
ACH-000030,-0.0189788551677013
ACH-000035,-0.25212571470739065
ACH-000036,0.06046104657475367
ACH-000037,-0.026355382994482757
ACH-000039,-0.06840590067618901
ACH-000040,-0.07743568482332412
ACH-000041,-0.029862777873509636
ACH-000042,-0.028174723546389738
ACH-000045,0.14026252819383964
ACH-000047,-0.07499497552851908
ACH-000052,0.06445015842276328
ACH-000053,0.022702363531411102
ACH-000054,-0.051397460968751765
ACH-000055,-0.2361668809088843
ACH-000060,0.01174698375181799
ACH-000067,-0.008858815768564489
ACH-000070,-0.049443073450563625
ACH-000075,-0.18820277996728124
ACH-000078,5.754906190364198e-05
ACH-000082,-0.16854502409704866
ACH-000085,-0.08733113202632307
ACH-000086,-0.0609022647255208
ACH-000087,0.04752692736952525
ACH-000092,-0.09962012470345748
ACH-000095,-0.08589699909496122
ACH-000097,-0.06059170047830775
ACH-000098,-0.057739015371537826
ACH-000099,0.07556965520012503
ACH-000108,-0.02015852339140755
ACH-000113,0.11215706315203297
ACH-000116,0.0924837266145737
ACH-000118,-0.2881412174005889
ACH-000120,-0.0819269392820293
ACH-000123,0.06784206336625212
ACH-000127,-0.08662652502686828
ACH-000128,0.08019651720551225
ACH-000132,-0.015428035490633376
ACH-000133,-0.13021043001890176
ACH-000137,0.052943256429515716
ACH-000138,-0.04061450502499357
ACH-000142,-0.0977565808263324
ACH-000143,0.15673216287929811
ACH-000146,-0.0874504416788104
ACH-000148,-0.12454165918156135
ACH-000150,0.14899101631138728
ACH-000152,-0.19988639327772356
ACH-000153,-0.12059310884660054
ACH-000159,0.01283487358233436
ACH-000160,-0.16473336637636518
ACH-000163,-0.033685815756093904
ACH-000167,0.005616171010907933
ACH-000168,0.13197018376421285
ACH-000169,-0.11773505276320832
ACH-000178,0.01753769702179151
ACH-000183,-0.3077121682440522
ACH-000188,0.10510791450394956
ACH-000189,0.31345891257749475
ACH-000190,-0.0577869885131496
ACH-000198,0.050344754204668565
ACH-000203,0.2254855982166525
ACH-000204,-0.673190321654896
ACH-000206,0.032553514570612334
