,PHYH (5264)
ACH-000004,0.18018307775720785
ACH-000005,-0.11317848858244366
ACH-000007,-0.011490979773020674
ACH-000009,0.14572266297287698
ACH-000011,-0.031532145374313585
ACH-000012,-0.0027405055371363327
ACH-000013,-0.08409651489613923
ACH-000014,0.15322417831055316
ACH-000015,0.02094167403863076
ACH-000017,0.06628836529683678
ACH-000018,-0.1460419576429329
ACH-000019,0.09092905907013407
ACH-000021,-0.15149057147605194
ACH-000022,-0.05941820830017105
ACH-000025,0.17259652399520084
ACH-000028,-0.0394265484966658
ACH-000030,-0.04485763786719035
ACH-000035,-0.06735720210704586
ACH-000036,-0.04527144300643093
ACH-000037,0.05232560541167792
ACH-000039,-0.10196421795323554
ACH-000040,-0.05304983456660922
ACH-000041,-0.07871397700992616
ACH-000042,0.032623104125447236
ACH-000045,-0.10111203317306378
ACH-000047,0.11622140546670567
ACH-000052,0.045708824590794415
ACH-000053,-0.06446474151453163
ACH-000054,-0.11561729660885772
ACH-000055,-0.1107415082726535
ACH-000060,0.08580757568296933
ACH-000067,-0.07226695911193244
ACH-000070,0.01916361400595397
ACH-000075,-0.16768114757283348
ACH-000078,-0.05432184337103608
ACH-000082,0.04229522793495125
ACH-000085,0.017449139508496383
ACH-000086,0.002230182233517614
ACH-000087,0.1488853253620879
ACH-000092,0.015370900974178557
ACH-000095,0.013578590880748571
ACH-000097,-0.07605568892714105
ACH-000098,-0.13799173912234206
ACH-000099,0.03982698014974377
ACH-000108,-0.062184346680890026
ACH-000113,-0.03533085333654756
ACH-000116,-0.012871730265991465
ACH-000118,-0.009812418366246802
ACH-000120,0.10850870958144862
ACH-000123,-0.0320737822676777
ACH-000127,-0.0098999797479439
ACH-000128,-0.016742965375024343
ACH-000132,-0.030461348720633774
ACH-000133,0.105709190416348
ACH-000137,0.035799357989795735
ACH-000138,-0.0032730009633276987
ACH-000142,0.1021036194738598
ACH-000143,-0.010210411274406672
ACH-000146,-0.015810507726133592
ACH-000148,0.0114096873236057
ACH-000150,-0.1625279810462582
ACH-000152,0.07490452479569969
ACH-000153,-0.0549611945226348
ACH-000159,0.06067902642151056
ACH-000160,0.2410055154672525
ACH-000163,0.09818743323655456
ACH-000167,0.7274860507112635
ACH-000168,-0.09176073546952064
ACH-000169,0.1084063467113226
ACH-000178,-0.030458605593681475
ACH-000183,0.08206267113692899
ACH-000188,-0.03802764179207882
ACH-000189,0.05961608313979527
ACH-000190,0.3090488828578213
ACH-000198,0.001795200404418295
ACH-000203,0.34470768815900793
ACH-000204,-0.16303876078895796
ACH-000206,0.0808976400938248
ACH-000207,-0.052019115524653714
ACH-000208,-0.07752968077278304
ACH-000210,-0.04844806090966357
ACH-000211,0.10832039287681336
ACH-000215,-0.003136008877942541
ACH-000221,0.058899016123454384
ACH-000222,0.0216876214777584
ACH-000223,0.039115296271857135
ACH-000226,0.0017828168334758621
ACH-000227,-0.05794407148028201
ACH-000228,0.04620765107611654
ACH-000231,0.07641024596876678
ACH-000232,0.12078159954699473
ACH-000233,0.012430828739579805
ACH-000234,-0.02801457268948333
ACH-000235,-0.009047066763908623
ACH-000237,-0.05890327774840429
ACH-000238,-0.04123797502151911
ACH-000242,-0.07002491725167219
ACH-000243,0.08647086411205879
ACH-000244,-0.06571498781970793
ACH-000246,0.07346571958489996
ACH-000248,0.10699887071791958
ACH-000250,0.04793022761199742
ACH-000251,-0.15406569779983156
ACH-000252,0.2920095925921215
ACH-000253,0.09702581868898076
ACH-000255,-0.004992245749037818
ACH-000256,0.00825962705559443
ACH-000257,0.0818394128941318
ACH-000258,0.04363970075477192
ACH-000259,-0.06928149923737795
ACH-000260,-0.0956875404124544
ACH-000261,0.06902012394322686
ACH-000262,0.14344673234884062
ACH-000263,-0.23042536257096344
ACH-000264,0.0233664387870086
ACH-000265,0.041244319028360926
ACH-000266,-0.002558572708068971
ACH-000272,0.07402077446615822
ACH-000274,-0.07197707939683996
ACH-000277,0.06186021065293116
ACH-000278,0.1059853615364108
ACH-000279,0.07211707445602769
ACH-000280,0.021228873602334795
ACH-000281,-0.23012442279048095
ACH-000288,-0.06608716284205406
ACH-000291,0.021048995073222502
ACH-000293,-0.01901011721651166
ACH-000294,0.034224753271277344
ACH-000295,0.10236429565119834
ACH-000296,-0.1139338325217042
ACH-000302,-0.10866127913941208
ACH-000304,0.1448769098499296
ACH-000307,-0.101553164622587
ACH-000308,-0.01893971322536014
ACH-000310,-0.04711038131542013
ACH-000311,0.007999964231737605
ACH-000312,-0.004141669780754268
ACH-000315,0.004463626870734621
ACH-000316,0.0970055399140727
ACH-000317,0.0100431730884133
ACH-000318,-0.019358485253382
ACH-000319,-0.0033221227993019955
ACH-000320,0.0953527033243502
ACH-000322,0.0032630904667175103
ACH-000323,-0.0075386938397761175
ACH-000324,0.08365191389133532
ACH-000329,-0.01597602976855196
ACH-000330,-0.09015237045090012
ACH-000331,-0.009871247094528844
ACH-000332,0.03775060037721103
ACH-000334,0.04154311548128576
ACH-000335,0.03425324791841836
ACH-000336,-0.1520080277453494
ACH-000337,0.06962466127736779
ACH-000338,-0.02552051506559613
ACH-000339,0.012856493830783107
