,SNRPA (6626)
ACH-000004,-0.3507619035887019
ACH-000005,-0.3130186794291157
ACH-000007,-0.4593997504475758
ACH-000009,-0.3515548935301369
ACH-000011,-0.3721079344846031
ACH-000012,-0.5568980940382809
ACH-000013,-0.5615057235262597
ACH-000014,-0.3196206243396273
ACH-000015,-0.4561533052458465
ACH-000017,-0.4540564556933147
ACH-000018,-0.3557200693520832
ACH-000019,-0.514874686554052
ACH-000021,-0.4632864544756373
ACH-000022,-0.3115131740536922
ACH-000025,-0.3738919869826142
ACH-000028,-0.3935424120777927
ACH-000030,-0.5064948370323106
ACH-000035,-0.3049640662402053
ACH-000036,-0.12834470949619786
ACH-000037,-0.494282484040765
ACH-000039,-0.3645906274887909
ACH-000040,-0.4190794610370292
ACH-000041,-0.6618302962486514
ACH-000042,-0.15048256388024422
ACH-000045,-0.2378208242352484
ACH-000047,-0.4247315428791199
ACH-000052,-0.4986357195953965
ACH-000053,-0.3447372435311325
ACH-000054,-0.18123637149511526
ACH-000055,-0.6193286535404847
ACH-000060,-0.5959055120404935
ACH-000067,-0.412115643644988
ACH-000070,-0.34140872535298994
ACH-000075,-0.3219853827650385
ACH-000078,-0.4331137180859456
ACH-000082,-0.04146041293713512
ACH-000085,-0.4864289629931853
ACH-000086,-0.3366030397303381
ACH-000087,-0.2393196727322133
ACH-000092,-0.3006274672454011
ACH-000095,-0.08449848999850924
ACH-000097,-0.4189070360446941
ACH-000098,-0.0220765111890915
ACH-000099,-0.3866715734651626
ACH-000108,-0.38457340707522336
ACH-000113,-0.2969351237880126
ACH-000116,-0.4706524617201037
ACH-000118,-0.5032010975533362
ACH-000120,-0.7161448966446373
ACH-000123,-0.31005378502426034
ACH-000127,-0.1049612510214588
ACH-000128,-0.2306423610906484
ACH-000132,-0.3729659150878348
ACH-000133,-0.5362308831121831
ACH-000137,-0.5748724927807936
ACH-000138,-0.36390869953421373
ACH-000142,-0.5927292342329834
ACH-000143,-0.3454749532875861
ACH-000146,-0.2408275034647195
ACH-000148,-0.25759207529287426
ACH-000150,-0.12731456025976365
ACH-000152,-0.4030952024621521
ACH-000153,-0.4855881948892243
ACH-000159,-0.2759937898646986
ACH-000160,-0.30007430798540163
ACH-000163,-0.377295974558868
ACH-000167,-0.31176211770726514
ACH-000168,-0.419872437906284
ACH-000169,-0.21453362032680506
ACH-000178,-0.4318702201510966
ACH-000183,-0.6345290417876982
ACH-000188,-0.5658122626539439
ACH-000189,-0.2577426425111897
ACH-000190,-0.5761507983831624
ACH-000198,-0.3995520571007792
ACH-000203,-0.6504303361110852
ACH-000204,-0.5518862747534149
ACH-000206,-0.17894572410543094
ACH-000207,-0.6439962304275236
ACH-000208,-0.2997029201048549
ACH-000210,-0.5017923672132562
ACH-000211,-0.4883579456757745
ACH-000215,-0.3741636116787497
ACH-000221,-0.6380880867390895
ACH-000222,-0.6928301921081653
ACH-000223,-0.5053882739393745
ACH-000226,-0.47830253741006895
ACH-000227,-0.12261600188752815
ACH-000228,-0.7094237984444868
ACH-000231,-0.4087058787223127
ACH-000232,-0.24923035785227754
ACH-000233,-0.25385814904988063
ACH-000234,-0.34280801790789706
ACH-000235,-0.3902157567566204
ACH-000237,-0.6106004755313827
ACH-000238,-0.42490714587265777
ACH-000242,-0.5422443284721747
ACH-000243,-0.5187683097218999
ACH-000244,-0.4607125402257779
ACH-000246,-0.3499391390640395
ACH-000248,-0.38469207991519466
ACH-000250,-0.3043302394615508
ACH-000251,-0.2358815385311223
ACH-000252,-0.15636680087618235
ACH-000253,-0.0275172314296459
ACH-000255,-0.4948142460085294
ACH-000256,-0.3246450478500721
ACH-000257,-0.2218637212933306
ACH-000258,-0.2959466624162704
ACH-000259,-0.4398480526363502
ACH-000260,-0.5329920373124559
ACH-000261,-0.48506392066616794
ACH-000262,-0.4290003073313869
ACH-000263,-0.3533963785204218
ACH-000264,-0.39320397232551424
ACH-000265,-0.510419759091158
ACH-000266,-0.3047485800370537
ACH-000272,-0.06299809223010706
ACH-000274,-0.2625604287009623
ACH-000277,-0.3920261478634027
ACH-000278,-0.7214705352891472
ACH-000279,-0.3250221781785429
ACH-000280,-0.2204308261811163
ACH-000281,-0.10857844935707434
ACH-000288,-0.2876205638725086
ACH-000291,-0.5099964884280601
ACH-000293,-0.4522242876872117
ACH-000294,-0.11350974184830626
ACH-000295,-0.4181710134372543
ACH-000296,-0.4098315420171245
ACH-000302,-0.4303795018930968
ACH-000304,-0.15763278895496807
ACH-000307,-0.41924802315183546
ACH-000308,-0.18992397163835592
ACH-000310,-0.20410386679506373
ACH-000311,-0.3706267469055597
ACH-000312,-0.3641523402920921
ACH-000315,-0.2175007674765323
ACH-000316,-0.3966710478968448
ACH-000317,-0.02505540981406163
ACH-000318,-0.6266955518337122
ACH-000319,-0.4600288266975841
ACH-000320,-0.1948699711676333
ACH-000322,-0.16158172959281228
ACH-000323,-0.4640030770501906
ACH-000324,-0.287067148657868
ACH-000329,-0.1969353020968934
ACH-000330,-0.6517326514585321
ACH-000331,-0.4721193994399178
ACH-000332,-0.054336776529409485
ACH-000334,-0.3726879352926207
ACH-000335,-0.483299404908546
ACH-000336,-0.3280295359171824
ACH-000337,-0.4669794803722049
ACH-000338,-1.1796960722905363
ACH-000339,-0.4420984997318228
ACH-000341,-0.4969237422195554
ACH-000348,-0.17614194922209886
ACH-000350,-0.3730063663270852
ACH-000352,-0.29811197582564186
ACH-000356,-0.4627756622217238
ACH-000361,-0.16719735824708573
ACH-000362,-0.20195164995497267
ACH-000363,-0.4530131195567948
ACH-000364,-0.40412279215112
ACH-000365,-0.43263388868170266
ACH-000366,-0.4218909941121623
ACH-000368,-0.27602920701039296
ACH-000374,-0.39076044034277296
ACH-000375,-0.30920746083256506
ACH-000376,-0.427433041644302
ACH-000381,-0.3926143345922137
ACH-000383,-0.3338251028461437
ACH-000387,-0.22696034560456055
ACH-000389,-0.27815322321303004
ACH-000390,-0.37048196660263294
ACH-000393,-0.41959926502665695
ACH-000395,-0.6120969828091819
ACH-000396,-0.2366497133327475
ACH-000397,-0.5417058075205824
ACH-000401,-0.3216324409526892
ACH-000402,-0.12730641373686816
ACH-000403,-0.3581911203356246
ACH-000404,-0.4430412087347341
ACH-000406,-0.5157730980737033
ACH-000407,-0.4598141006718684
ACH-000408,-0.7063778948010614
ACH-000410,-0.4959687242057962
ACH-000411,-0.09962969753980408
ACH-000414,-0.3255054055003017
ACH-000415,-0.5664183878304573
ACH-000416,-0.17674680416666955
ACH-000420,-0.14107799854764638
ACH-000421,-0.2897802909007488
ACH-000424,-0.434201166269832
ACH-000425,-0.11395562924996967
ACH-000426,-0.2339677330097205
ACH-000427,-0.12948885636581672
ACH-000433,-0.4973523883074459
ACH-000435,-0.5889562981193303
ACH-000436,-0.3904544402530708
ACH-000444,-0.4688733885400642
ACH-000445,-0.25807107652650313
ACH-000448,-0.1231992058727474
ACH-000450,-0.1134504793075072
ACH-000452,-0.4634950642312818
ACH-000454,-0.5429437116571584
ACH-000458,-0.488826247121665
ACH-000459,-0.2604668048432043
ACH-000460,-0.3416280263557512
ACH-000461,-0.3315039953333152
ACH-000463,-0.3176057792108386
ACH-000464,-0.60131549599097
ACH-000466,-0.22005025340126366
ACH-000467,-0.2526403771238833
ACH-000468,-0.5558186299183353
ACH-000469,-0.36884528049845344
ACH-000470,0.05607556932466815
ACH-000471,-0.2991858017531566
ACH-000472,-0.4665781185373941
ACH-000473,-0.2581441849986467
ACH-000475,-0.4529211808717561
ACH-000476,-0.1932461267684909
ACH-000477,-0.5014500567331438
ACH-000479,-0.3783400998051139
ACH-000480,-0.4428217632355516
ACH-000481,-0.3448034959939224
ACH-000483,-0.41149526811142745
ACH-000484,-0.037414974265928234
ACH-000485,-0.4555475472404518
ACH-000486,-0.4300090360600297
ACH-000487,-0.4204917150603365
ACH-000488,-0.6117567380351994
ACH-000490,-0.5265489413877351
ACH-000491,-0.28169673004152895
ACH-000495,-0.62834463811688
ACH-000496,-0.34967418260849703
ACH-000499,-0.5882680692961729
ACH-000500,-0.585251921972295
ACH-000502,-0.4600101409513364
ACH-000503,-0.1649245547064739
ACH-000505,-0.248071353096816
ACH-000507,-0.506253409748103
ACH-000510,-0.4832851764640512
ACH-000511,-0.3568089485202576
ACH-000512,-0.6738747453488253
ACH-000516,-0.14285806794907566
ACH-000517,-0.429324534440408
ACH-000518,-0.5415966436315123
ACH-000520,-0.4370763348371821
ACH-000521,-0.35128629085241225
ACH-000522,-0.41950903009888135
ACH-000524,-0.2847087972128645
ACH-000527,-0.25728949681395114
ACH-000528,-0.4725809935199828
ACH-000537,-0.07613997550583815
ACH-000541,-0.1082094158340174
ACH-000542,-0.4165913915734995
ACH-000544,-0.44729274997466734
ACH-000545,-0.35547682888409937
ACH-000547,-0.4308746579637327
ACH-000548,-0.16051412550468006
ACH-000549,-0.2811322136942375
ACH-000550,0.10655181761476737
ACH-000552,-0.2901868690193742
ACH-000556,-0.1528952895446293
ACH-000557,-0.295734915990232
ACH-000569,-0.2180649676867985
ACH-000570,-0.2580811229074717
ACH-000571,-0.3366971113578464
ACH-000573,-0.4582152313326434
ACH-000576,-0.41428667588726903
ACH-000579,-0.1469828859585704
ACH-000580,-0.4965566791812085
ACH-000584,-0.5304432420598842
ACH-000585,-0.7948900130037555
ACH-000588,-0.5116916446131762
ACH-000589,-0.5046556730945132
ACH-000591,-0.24191376179035184
ACH-000593,-0.4731206435377446
ACH-000600,0.035501103055716104
ACH-000601,-0.30124981880987417
ACH-000605,-0.21296263274646865
ACH-000606,-0.5134641158178062
ACH-000608,-0.48468724952241293
ACH-000614,-0.21672020942444709
ACH-000616,-0.5658903747559108
ACH-000618,-0.5830584955936124
ACH-000619,-0.5152076567245992
ACH-000620,-0.4179311943920854
ACH-000621,-0.19572004160310835
ACH-000622,-0.4490595726325372
ACH-000623,-0.5486516004709223
ACH-000624,-0.6024361974984318
ACH-000627,-0.4234240457852751
ACH-000630,-0.32807183985973515
ACH-000631,-0.4002193047107012
ACH-000632,-0.10354124255541074
ACH-000633,-0.3415125031204258
ACH-000637,-0.5017294703919398
ACH-000638,-0.5422435594711729
ACH-000646,-0.266717866253172
ACH-000647,-0.2175899802889098
ACH-000648,-0.2705295655758249
ACH-000649,-0.3954504471396516
ACH-000651,-0.1316981685897289
ACH-000652,-0.2476652464459128
ACH-000653,-0.4505215240682924
ACH-000657,-0.14445662580623692
ACH-000658,-0.17349076459918447
ACH-000661,-0.4518902360623381
ACH-000662,-0.2326492235852125
ACH-000663,-0.2542522076480023
ACH-000665,-0.3458457181189142
ACH-000671,-0.3084204457792359
ACH-000672,-0.5204514894670415
ACH-000673,-0.42180322743754695
ACH-000676,-0.4039397274976213
ACH-000677,-0.2361130610652387
ACH-000681,-0.3085586627363677
ACH-000683,-0.5823879426057421
ACH-000684,-0.1926744902730504
ACH-000688,-0.1399663996422169
ACH-000693,-0.6272679479230433
ACH-000694,-0.4423356142171271
ACH-000695,-0.3520107040236296
ACH-000696,-0.4470483521617198
ACH-000697,-0.400114324944832
ACH-000699,-0.3724706829539133
ACH-000701,-0.4752695231735978
ACH-000706,-0.27882485701913234
ACH-000711,-0.5056013473191632
ACH-000713,-0.3752290924861278
ACH-000714,-0.4012283272541097
ACH-000718,-0.4230638067355028
ACH-000720,-0.3619467650670536
ACH-000721,-0.15954820182684445
ACH-000724,-0.4794193581699221
ACH-000725,-0.4666860290281354
ACH-000732,-0.3565148988403329
ACH-000734,-0.4742366017031517
ACH-000735,-0.6195156913120621
ACH-000736,-0.16502102179448713
ACH-000738,-0.5137256824334361
ACH-000746,-0.3352607870275696
ACH-000747,-0.5752419020717201
ACH-000748,-0.4550859610778262
ACH-000753,-0.3319077103079938
ACH-000756,-0.7263279822505383
ACH-000757,-0.5372005243017908
ACH-000758,-0.2962167585182877
ACH-000760,-0.30554445949516085
ACH-000762,-0.6234740968787806
ACH-000763,-0.3719497494214103
ACH-000764,-0.4894041818577321
ACH-000765,-0.4770143643521423
ACH-000766,-0.5309383260746117
ACH-000767,-0.3589685645075582
ACH-000768,-0.5343689805830756
ACH-000769,-0.5672494039617806
ACH-000770,-0.3511271271733577
ACH-000771,-0.5633181396533558
ACH-000773,-0.436358590905996
ACH-000776,-0.43400354518408013
ACH-000777,-0.4082844254171671
ACH-000778,-0.5117174478836158
ACH-000781,-0.3105143650399716
ACH-000782,-0.30447426369375313
ACH-000783,-0.3893244386088651
ACH-000784,-0.28757525387470945
ACH-000785,-0.3281268437090349
ACH-000787,-0.3367916160976773
ACH-000788,-0.5104826749045714
ACH-000791,-0.2111714915851968
ACH-000792,-0.6530071733864345
ACH-000794,-0.5080404959472478
ACH-000796,-0.03983575752444337
ACH-000798,-0.5903382901548088
ACH-000799,-0.2007546812536894
ACH-000800,-0.3801667081768804
ACH-000802,-0.4611423108034992
ACH-000804,-0.17454062793562594
ACH-000805,-0.5094162794000546
ACH-000809,-0.32558699857150625
ACH-000810,-0.4177323430475343
ACH-000811,-0.3033004158841229
ACH-000817,-0.5433727343293314
ACH-000819,-0.3789565446926313
ACH-000820,-0.4704308386382191
ACH-000821,-0.3643059161348292
ACH-000822,-0.5426864978070729
ACH-000823,-0.4719733362182774
ACH-000824,-0.5269802017529944
ACH-000827,-0.18343503420857887
ACH-000829,-0.5229216507877118
ACH-000831,-0.5991909211621597
ACH-000832,-0.6084541828159251
ACH-000833,-0.2563376539068116
ACH-000834,-0.3403843078427973
ACH-000835,-0.3205217482928959
ACH-000836,-0.057390870696976425
ACH-000837,-0.5103831588937122
ACH-000838,-0.34112972850704565
ACH-000839,-0.6699928351724903
ACH-000840,0.3770678924510646
ACH-000841,-0.2639474278818977
ACH-000843,-0.4962731771030764
ACH-000846,-0.7463043485896772
ACH-000847,-0.3241415884539758
ACH-000848,-0.2935378567048007
ACH-000849,-0.13587135607045184
ACH-000851,-0.2638484388225067
ACH-000855,-0.5893059729128993
ACH-000856,-0.2411060738886922
ACH-000858,-0.2455006818510673
ACH-000859,-0.4981802817644922
ACH-000861,-0.2152964109353976
ACH-000862,-0.2651643999683073
ACH-000865,-0.38965295421585616
ACH-000866,-0.3844863683357155
ACH-000867,-0.3138144465731746
ACH-000869,-0.3222740299912826
ACH-000872,-0.3914607105987489
ACH-000873,-0.3635122711763797
ACH-000876,-0.366328858941933
ACH-000878,-0.041907334418256295
ACH-000880,-0.3745568953466625
ACH-000881,-0.04453840578532115
ACH-000882,-0.2387272542559148
ACH-000884,-0.20008841384437934
ACH-000885,-0.20115490857970547
ACH-000887,-0.360939824953007
ACH-000889,-0.37680859575254405
ACH-000896,-0.2810222478005689
ACH-000898,-0.2506379927190674
ACH-000900,-0.5625943085610424
ACH-000901,-0.2485237354955459
ACH-000905,-0.3579127821115506
ACH-000906,-0.2067263671772488
ACH-000907,-0.9042059652857352
ACH-000910,-0.3683491303203459
ACH-000911,-0.3332511557008209
ACH-000912,-0.3941662263937909
ACH-000913,-0.1233569120430394
ACH-000915,-0.5383930320938536
ACH-000916,-0.4798489734560865
ACH-000917,-0.4664291115210359
ACH-000920,0.008239804488479885
ACH-000921,-0.3945139671947392
ACH-000924,-0.21387382027461355
ACH-000926,-0.4618567647026322
ACH-000928,-0.3624319887076392
ACH-000929,-0.5635448326763841
ACH-000932,-0.562837248358942
ACH-000935,-0.41256678164895416
ACH-000936,-0.3385337127489261
ACH-000937,-0.2895981549241034
ACH-000938,-0.40092266556272216
ACH-000939,-0.29238222393665503
ACH-000941,-0.4553540982969777
ACH-000943,-0.20682623087355104
ACH-000946,-0.6118021847522813
ACH-000947,-0.3900693220528672
ACH-000948,-0.3855015848641045
ACH-000950,-0.4227833244914525
ACH-000953,-0.26216219858726586
ACH-000954,-0.3187624949387908
ACH-000957,-0.11279735541613126
ACH-000958,-0.15944683920985048
ACH-000960,-0.14321981418676286
ACH-000963,-0.4649426298032483
ACH-000968,-0.3853227784292399
ACH-000969,-0.41681505444601546
ACH-000972,-0.5277240049528921
ACH-000973,-0.16543839907308064
ACH-000974,-0.3769179346385586
ACH-000978,-0.16044998740359112
ACH-000984,-0.5203377914734207
ACH-000986,-0.3769629096125724
ACH-000988,-0.2699741324788119
ACH-000993,-0.4470759855283576
ACH-000994,-0.2881219922858234
ACH-000996,-0.2912921923994053
ACH-001001,-0.3992975401590141
ACH-001020,-0.2470833570902164
ACH-001028,-0.31536113263884064
ACH-001031,-0.5139072904783885
ACH-001038,-0.42983421699306334
ACH-001048,-0.3859488324202429
ACH-001050,-0.1799260886534011
ACH-001053,-0.4262126892655164
ACH-001054,-0.30452536223407306
ACH-001061,-0.3228272465261104
ACH-001067,-0.509666921938909
ACH-001075,-0.7381977077456842
ACH-001096,-0.02466102216458617
ACH-001111,-0.2644184865470109
ACH-001119,-0.2858397546397937
ACH-001128,-0.4879113559632852
