,IFT140 (9742)
ACH-000004,-0.23808464881787825
ACH-000005,0.1860722440900324
ACH-000007,-0.2785104617082973
ACH-000009,-0.18389783056474926
ACH-000011,-0.1861656415057861
ACH-000012,-0.2229329860279028
ACH-000013,-0.2918223066990545
ACH-000014,-0.14096044073896227
ACH-000015,-0.16134391999277467
ACH-000017,-0.09850366347257293
ACH-000018,-0.14205204270963687
ACH-000019,-0.2740516848181096
ACH-000021,-0.3183660408849129
ACH-000022,-0.2646421575955905
ACH-000025,-0.3393828534607114
ACH-000028,-0.17179480294467792
ACH-000030,-0.08821362636134683
ACH-000035,-0.2418725576824938
ACH-000036,-0.3223806996006125
ACH-000037,-0.2422843966578226
ACH-000039,-0.5388564427013954
ACH-000040,-0.2497322827059469
ACH-000041,-0.1784089740477833
ACH-000042,-0.17215297472896926
ACH-000045,-0.27844360709655275
ACH-000047,-0.325569025953851
ACH-000052,-0.253307834441974
ACH-000053,-0.21725804435583349
ACH-000054,-0.23000201227082426
ACH-000055,-0.3312663847780972
ACH-000060,-0.22959023046876065
ACH-000067,-0.2573727670943534
ACH-000070,-0.2642725133917544
ACH-000075,-0.2808069059379977
ACH-000078,-0.3472772786838184
ACH-000082,-0.29277381997675
ACH-000085,-0.2886170425399945
ACH-000086,-0.23333664435589466
ACH-000087,-0.10973527166442897
ACH-000092,-0.12435621028078225
ACH-000095,-0.2493933412054477
ACH-000097,-0.2417805473025264
ACH-000098,-0.2177754632966975
ACH-000099,-0.25219508764793674
ACH-000108,-0.195952617675812
ACH-000113,-0.28382286023383924
ACH-000116,-0.3466664327561108
ACH-000118,-0.07642346614464136
ACH-000120,-0.24678470952859535
ACH-000123,-0.2006443918185261
ACH-000127,-0.2062625780876337
ACH-000128,-0.14606961449689795
ACH-000132,-0.16917566921831118
ACH-000133,-0.32827678030193896
ACH-000137,-0.14851959237397064
ACH-000138,-0.13317287621787988
ACH-000142,-0.1155639000336298
ACH-000143,-0.2798198767231917
ACH-000146,-0.2272210745695201
ACH-000148,-0.265167777739327
ACH-000150,-0.11593103802908104
ACH-000152,-0.161446018705941
ACH-000153,-0.06016584282498365
ACH-000159,-0.13120227334517842
ACH-000160,-0.2468500901405526
ACH-000163,-0.08306374163435976
ACH-000167,-0.18202240118737212
ACH-000168,-0.22463504542794235
ACH-000169,-0.3093134890488212
ACH-000178,-0.3731800943480852
ACH-000183,-0.22489539256549795
ACH-000188,-0.08140976733930444
ACH-000189,-0.42797594206082507
ACH-000190,-0.22499540473459131
ACH-000198,-0.2906534187344293
ACH-000203,-0.30570268683375257
ACH-000204,-0.3564761018543872
ACH-000206,-0.10428560320144432
ACH-000207,-0.16760806155902136
ACH-000208,-0.15217723996043006
ACH-000210,-0.36821899481342896
ACH-000211,-0.2478540649061783
ACH-000215,-0.1004981742674888
ACH-000221,-0.03565679078306734
ACH-000222,-0.3337212264971122
ACH-000223,-0.2187803560189648
ACH-000226,-0.1927159707058465
ACH-000227,-0.232253829576007
ACH-000228,-0.13298251234227446
ACH-000231,-0.1880949259543115
ACH-000232,-0.2442784364948088
ACH-000233,-0.2260388743504615
ACH-000234,-0.4739728063756577
ACH-000235,-0.2524463923475494
ACH-000237,-0.22658374526725905
ACH-000238,-0.26402869083099256
