,NECAB3 (63941)
ACH-000004,-0.4641568418175545
ACH-000005,-0.07080935291071239
ACH-000007,0.012286729993438005
ACH-000009,-0.2339572413861605
ACH-000011,-0.14734240465043438
ACH-000012,-0.09260603580885764
ACH-000013,-0.06583993432019802
ACH-000014,-0.11509796574570992
ACH-000015,-0.14932361204864053
ACH-000017,-0.0712773902033537
ACH-000018,-0.010165836877349236
ACH-000019,-0.16421184019768825
ACH-000021,-0.2399374193699416
ACH-000022,-0.0515300393233768
ACH-000025,-0.3039254302396945
ACH-000028,-0.1006043426863172
ACH-000030,-0.21114620834336334
ACH-000035,-0.1550688945878187
ACH-000036,-0.2609754066781893
ACH-000037,-0.06297190518017749
ACH-000039,-0.13098089181031794
ACH-000040,-0.11359926861877162
ACH-000041,-0.20517223188117
ACH-000042,-0.34997365782692585
ACH-000045,0.07017219415082229
ACH-000047,-0.12979187215174198
ACH-000052,-0.2344903444809237
ACH-000053,-0.11630068393062848
ACH-000054,-0.19430312305076053
ACH-000055,0.04020744062371151
ACH-000060,-0.22433206915652565
ACH-000067,-0.3444104451465361
ACH-000070,0.10361573464229837
ACH-000075,-0.4703100321796208
ACH-000078,-0.3538690480210601
ACH-000082,-0.16682931677421414
ACH-000085,-0.08533839336923567
ACH-000086,-0.25876966759315245
ACH-000087,-0.19872676725335975
ACH-000092,-0.3195392146040639
ACH-000095,-0.2473893470335903
ACH-000097,-0.16849485583239993
ACH-000098,-0.010233289372747534
ACH-000099,-0.27695704387944514
ACH-000108,-0.1346924236901086
ACH-000113,-0.1285109832648626
ACH-000116,-0.14767075362569293
ACH-000118,-0.09813749210524003
ACH-000120,-0.17473510629118427
ACH-000123,-0.1884512957488564
ACH-000127,-0.19968870332521269
ACH-000128,-0.2949779056272414
ACH-000132,-0.08610340291087944
ACH-000133,-0.3427582416900059
ACH-000137,-0.09159879207359857
ACH-000138,-0.12499027427812108
ACH-000142,0.042205608183051566
ACH-000143,-0.17536293452463927
ACH-000146,-0.047492164470464115
ACH-000148,-0.12154986742430927
ACH-000150,-0.25074978291887884
ACH-000152,-0.17976108887808542
ACH-000153,-0.3110657388641442
ACH-000159,-0.1024827454082828
ACH-000160,-0.07230106757569675
ACH-000163,-0.1329163148462659
ACH-000167,-0.2429951793394223
ACH-000168,-0.2060019942703196
ACH-000169,-0.16374876468007046
ACH-000178,-0.23571845053784665
ACH-000183,-0.10311177858165056
ACH-000188,-0.11047515916002862
ACH-000189,-0.03739789222341204
ACH-000190,-0.19277241817483448
ACH-000198,-0.11592603914198847
ACH-000203,-0.4137063923844603
ACH-000204,-0.19073461713205053
ACH-000206,-0.2043947395290638
ACH-000207,-0.25126441969803825
ACH-000208,-0.2603147895325059
ACH-000210,-0.047544159099805236
ACH-000211,-0.18515694054234924
ACH-000215,-0.10783303278798582
ACH-000221,-0.1978190794211397
ACH-000222,0.04778439963658885
ACH-000223,-0.26112492435726986
ACH-000226,-0.20676215339751455
ACH-000227,-0.22925530483940765
ACH-000228,-0.32584015263244365
ACH-000231,-0.2217245810101562
ACH-000232,-0.15696754952480127
ACH-000233,-0.19365527208465053
ACH-000234,-0.393101320173815
ACH-000235,-0.2337953919011475
ACH-000237,-0.17866182452075344
ACH-000238,-0.18706002576186245
ACH-000242,-0.3915082696583448
ACH-000243,-0.1008798765966512
ACH-000244,-0.2216959795495128
ACH-000246,-0.18011880858605528
ACH-000248,-0.009102926784959706
ACH-000250,-0.19776920716580268
ACH-000251,-0.08387305167564728
ACH-000252,-0.3000771002936413
ACH-000253,-0.17870866825115375
