,STYX (6815)
ACH-000004,-0.06457811897101905
ACH-000005,0.4840658698859925
ACH-000007,-0.008007896332897698
ACH-000009,-0.007814313317953141
ACH-000011,0.03896788878671184
ACH-000012,0.16800431541139887
ACH-000013,0.10806138445970154
ACH-000014,-0.13275229100147706
ACH-000015,0.1791355581675202
ACH-000017,-0.08847224187120703
ACH-000018,0.17260495861443434
ACH-000019,-0.028528568780519768
ACH-000021,0.12496807582595827
ACH-000022,0.06047322882497388
ACH-000025,-0.10180591125607953
ACH-000028,0.08018948023676971
ACH-000030,-0.009255734051267762
ACH-000035,-0.05500128379861075
ACH-000036,-0.18330871001273003
ACH-000037,0.02492142697142333
ACH-000039,0.18159659746585974
ACH-000040,-0.0645117452344382
ACH-000041,0.11264511857302155
ACH-000042,0.012139643177089248
ACH-000045,0.11541434201670045
ACH-000047,0.06387830681891761
ACH-000052,0.1486063629411042
ACH-000053,0.039246379495804236
ACH-000054,-0.010202537489758629
ACH-000055,-0.07668527123511472
ACH-000060,0.006718720695723588
ACH-000067,0.013715803957293316
ACH-000070,-0.2362877271624966
ACH-000075,-0.07661955445914634
ACH-000078,-0.019395290586866232
ACH-000082,-0.07546442755725055
ACH-000085,0.183773891146446
ACH-000086,-0.06911981640851493
ACH-000087,-0.11137936426920277
ACH-000092,-0.0809397424820978
ACH-000095,0.06270511156958393
ACH-000097,-0.18521924090191688
ACH-000098,-0.06821416513891447
ACH-000099,0.07240661850393805
ACH-000108,0.19933460582687806
ACH-000113,0.02473106429187071
ACH-000116,-0.013550070394499436
ACH-000118,0.16144094620889532
ACH-000120,0.051967013579829927
ACH-000123,0.00017496268576241105
ACH-000127,0.11767772424698793
ACH-000128,-0.017629836454287787
ACH-000132,0.06875569144355585
ACH-000133,-0.1593966069542599
ACH-000137,0.11398979781116902
ACH-000138,0.06510019413821687
ACH-000142,0.05521544889565922
ACH-000143,-0.10070393418379338
ACH-000146,0.04082412395994825
ACH-000148,-0.14346633542104031
ACH-000150,0.2747928103095296
ACH-000152,0.0879917487730616
ACH-000153,-0.02073802299221227
ACH-000159,-0.050230668486275484
