,SACS (26278)
ACH-000004,0.029313398923576605
ACH-000005,0.24925578248833755
ACH-000007,-0.2223311137034154
ACH-000009,0.06359168256461982
ACH-000011,-0.11186550012585536
ACH-000012,-0.05307024683943522
ACH-000013,0.02860823005198006
ACH-000014,-0.3121976040944361
ACH-000015,-0.12043230831841675
ACH-000017,0.15283698070126245
ACH-000018,0.009178231487297085
ACH-000019,0.02789547422819253
ACH-000021,0.05011914413404135
ACH-000022,0.028300324034152637
ACH-000025,-0.5163164446706682
ACH-000028,0.004731908379234569
ACH-000030,0.018904967635242527
ACH-000035,-0.06127800093401178
ACH-000036,-0.18805060885656896
ACH-000037,0.09567303949695333
ACH-000039,0.023766629696882532
ACH-000040,-0.07417578787257847
ACH-000041,0.09525037327452833
ACH-000042,-0.021548578399596573
ACH-000045,0.14504019796403825
ACH-000047,-0.023802899872035203
ACH-000052,-0.081909357173034
ACH-000053,0.028364201508761393
ACH-000054,-0.04108171188519145
ACH-000055,0.1242962551618173
ACH-000060,0.03532557510964625
ACH-000067,-0.1823967883688083
ACH-000070,-0.04050087169307765
ACH-000075,-0.23903062865749
ACH-000078,-0.03208032335797912
ACH-000082,-0.04190612193041405
ACH-000085,0.3350193677532196
ACH-000086,-0.09377342039906936
ACH-000087,0.06722121845196978
ACH-000092,-0.12089594272326926
ACH-000095,-0.007235044717379675
ACH-000097,0.012231061814240015
ACH-000098,-0.2199625347111811
ACH-000099,0.038042661786090934
ACH-000108,-0.04611090183173897
ACH-000113,-0.03760748722074616
ACH-000116,0.04779762120515282
ACH-000118,0.02291689871166004
ACH-000120,0.032960682796685445
ACH-000123,-0.03834958547981712
ACH-000127,-0.05312934485883555
ACH-000128,-0.11063112851979884
ACH-000132,0.009582595726942773
ACH-000133,0.016172732436615014
ACH-000137,-0.02583823320143988
ACH-000138,-0.02121035165742684
ACH-000142,0.0016039146541335033
ACH-000143,-0.029865076915690486
ACH-000146,0.050495884206963285
ACH-000148,0.059437812154927966
ACH-000150,-0.3860251051429087
ACH-000152,-0.18692224346076292
ACH-000153,-0.29700830706616577
