,FUK (197258)
ACH-000004,-0.04208243794080538
ACH-000005,-0.027900776442328967
ACH-000007,0.2833136574435414
ACH-000009,0.20151117053667034
ACH-000011,0.09822562212721267
ACH-000012,0.1554414978161561
ACH-000013,-0.04033063315888908
ACH-000014,0.047999502655933786
ACH-000015,0.1941369397195261
ACH-000017,0.09450865720315543
ACH-000018,0.02668386307782671
ACH-000019,0.2854620252524754
ACH-000021,0.08436247442545386
ACH-000022,0.09906560236310906
ACH-000025,0.16467647577681035
ACH-000028,0.06585311219145917
ACH-000030,0.13856417394377982
ACH-000035,0.13679834276378636
ACH-000036,0.22443635984630844
ACH-000037,0.016130492122889004
ACH-000039,0.011557081454720852
ACH-000040,0.17006488191540106
ACH-000041,-0.031646555077147136
ACH-000042,0.07442354800293546
ACH-000045,0.11292740614612025
ACH-000047,0.16731875589424075
ACH-000052,0.2344424358504403
ACH-000053,0.17188468945480087
ACH-000054,-0.054071549360878664
ACH-000055,-0.04352500393389037
ACH-000060,0.02743826909052699
ACH-000067,0.20640281469929028
ACH-000070,0.10099881650108393
ACH-000075,0.32575630834839303
ACH-000078,0.19556946512096027
ACH-000082,0.16436515923912154
ACH-000085,-0.15126263853274868
ACH-000086,0.07575427372617495
ACH-000087,0.4745937059532691
ACH-000092,0.16768546745812485
ACH-000095,0.15025085613484626
ACH-000097,0.0552358424809362
ACH-000098,0.1031671923337352
ACH-000099,0.09827607035176933
ACH-000108,0.044551781998706144
ACH-000113,0.2162644709764887
ACH-000116,0.2613811306466337
ACH-000118,0.07426685615292307
ACH-000120,0.05048942840834897
ACH-000123,0.14096407157510848
ACH-000127,0.1106681492623076
ACH-000128,0.018704233836028646
ACH-000132,-0.18147959975638775
ACH-000133,-0.09779859052769922
ACH-000137,0.18129588487991066
ACH-000138,0.17036559248867644
ACH-000142,0.05649800593918997
ACH-000143,0.0952863009654298
ACH-000146,0.11542089644868694
ACH-000148,0.16022041884155724
ACH-000150,0.2605098833665699
ACH-000152,0.12368219546536195
ACH-000153,0.3468562857231084
ACH-000159,0.10785407063181857
ACH-000160,0.20603856127899325
ACH-000163,0.05520556511811918
ACH-000167,0.19553597454090504
ACH-000168,0.08812114326578281
ACH-000169,-0.018536285354976798
ACH-000178,0.16053759581146726
ACH-000183,0.17475996106849642
ACH-000188,0.08485824286278873
ACH-000189,-0.1439657831775994
ACH-000190,-0.08535936973762029
ACH-000198,0.13391432814190665
ACH-000203,-0.12075968593471413
ACH-000204,-0.032485832715885725
ACH-000206,0.12695666878182554
ACH-000207,0.05700443727271744
ACH-000208,0.24373511148598095
ACH-000210,-0.07058695596766973
ACH-000211,0.06281739498187316
ACH-000215,0.03692811478118023
ACH-000221,0.008011135875151273
ACH-000222,0.2804760137250109
ACH-000223,0.17127808491738838
ACH-000226,-0.0020950426881281288
ACH-000227,0.16785002639324054
ACH-000228,0.1455606696947596
ACH-000231,0.15182655754347968
ACH-000232,0.11430616766731637
ACH-000233,0.17618614178142067
ACH-000234,0.1531161312498516
ACH-000235,0.10265989398946136
ACH-000237,0.13800251694141796
ACH-000238,0.10387862785870036
ACH-000242,0.16608470469667086
ACH-000243,0.1309229862110295
ACH-000244,0.08939949116901894
ACH-000246,0.13133700417481647
ACH-000248,0.08805596861435477
