,OGFOD3 (79701)
ACH-000004,-0.14776510992639166
ACH-000005,-0.11028357816960042
ACH-000007,0.08330781525432687
ACH-000009,-0.2673345485844352
ACH-000011,-0.13212455450680133
ACH-000012,-0.052151541824098466
ACH-000013,0.03256513050256574
ACH-000014,-0.1500781246602759
ACH-000015,-0.10772415407947801
ACH-000017,-0.055141234912172335
ACH-000018,-0.07290387391295047
ACH-000019,0.0018092355077825718
ACH-000021,-0.05123981625915308
ACH-000022,-0.07760275482462341
ACH-000025,-0.041772247331308285
ACH-000028,-0.10984815033544633
ACH-000030,-0.061629724978247036
ACH-000035,-0.09970778891114322
ACH-000036,-0.19454790482276035
ACH-000037,-0.10546869534700992
ACH-000039,-0.1885119685528541
ACH-000040,-0.07332137870209289
ACH-000041,-0.09884401027608623
ACH-000042,0.01586639568761757
ACH-000045,-0.10238155088527512
ACH-000047,-0.2316716787615633
ACH-000052,-0.2694650154383557
ACH-000053,-0.1020211062476011
ACH-000054,-0.24676991137140875
ACH-000055,-0.2373161502867308
ACH-000060,0.05351284556037875
ACH-000067,-0.07999275192661384
ACH-000070,-0.15450808873287716
ACH-000075,-0.20638441431389867
ACH-000078,-0.2928453812221581
ACH-000082,0.016330545855995734
ACH-000085,-0.02323248932919437
ACH-000086,-0.1586624157333339
ACH-000087,-0.36028462016042906
ACH-000092,-0.005968163223663092
ACH-000095,-0.3117292084520213
ACH-000097,-0.10996817269294792
ACH-000098,-0.05387891320156142
ACH-000099,-0.19502895181045124
ACH-000108,-0.051736483112212205
ACH-000113,-0.021932874812339163
ACH-000116,-0.049785099256319784
ACH-000118,-0.03865309384026493
ACH-000120,-0.2660612553665159
ACH-000123,-0.05677560528556095
ACH-000127,-0.012976540857365151
ACH-000128,-0.0979009702210784
ACH-000132,-0.12150798189246513
ACH-000133,-0.0059360785043940075
ACH-000137,0.01235628917077095
ACH-000138,-0.08021256064208486
ACH-000142,-0.10740703872705552
ACH-000143,-0.11096454972032542
ACH-000146,-0.08190849080363936
ACH-000148,-0.05259843962152989
ACH-000150,-0.06808140748555236
ACH-000152,-0.12962595370485114
ACH-000153,-0.00016099456776907275
ACH-000159,-0.05879900389568684
ACH-000160,0.11427811198223015
ACH-000163,-0.22307149357069586
ACH-000167,0.4081445747663369
ACH-000168,-0.2184015975228705
ACH-000169,-0.05401097321653523
ACH-000178,-0.019346877407658426
ACH-000183,-0.19717081256485827
ACH-000188,-0.15198938235067322
ACH-000189,-0.05488704752330384
ACH-000190,0.2520257679175302
ACH-000198,0.1125337362911261
ACH-000203,-0.17506648550564866
ACH-000204,-0.1499334511505809
ACH-000206,0.025342957789246175
ACH-000207,-0.2310582252014685
ACH-000208,-0.36066919985902
ACH-000210,-0.11227142252529357
ACH-000211,-0.16749756882215272
ACH-000215,-0.10944265004184346
ACH-000221,-0.30468896261254785
ACH-000222,-0.05248211629425476
ACH-000223,-0.0231763544658302
ACH-000226,-0.08906626474425203
ACH-000227,0.05763533769747443
ACH-000228,-0.07630971398259853
ACH-000231,-0.08453207126859001
ACH-000232,-0.04830166214192781
ACH-000233,-0.04889099705005322
ACH-000234,-0.09927076508931018
ACH-000235,-0.05056652132953522
ACH-000237,-0.10602089161561402
ACH-000238,-0.013186187945655731
ACH-000242,-0.4589715102128967
ACH-000243,-0.11752898123275925
ACH-000244,0.27522475964808324
ACH-000246,-0.09177447867655553
ACH-000248,-0.2924865163413506
ACH-000250,-0.13418866669716545
ACH-000251,-0.09283026789393824
ACH-000252,-0.08344278183909301
ACH-000253,-0.06336027502996854
ACH-000255,-0.204956178361384
ACH-000256,-0.2283142073550651
ACH-000257,-0.3355913223252044
ACH-000258,-0.08820220045463774
ACH-000259,-0.14119814047589604
ACH-000260,-0.0952388740932316
ACH-000261,-0.2289892285554471
ACH-000262,-0.04562135522992576
ACH-000263,-0.2433663614443612
ACH-000264,-0.11014336886986677
ACH-000265,0.0339701291991317
ACH-000266,-0.042655108293729316
ACH-000272,0.004214570212805099
ACH-000274,-0.2475280707672661
ACH-000277,-0.2014667985083105
ACH-000278,-0.14215535835951204
ACH-000279,0.022261192418147942
ACH-000280,-0.11531481712275657
ACH-000281,-0.07990729281082577
ACH-000288,-0.26058545098700464
ACH-000291,-0.07208525576462338
ACH-000293,-0.028633551697958486
ACH-000294,-0.2650414037646012
ACH-000295,-0.1065351537697176
ACH-000296,-0.15409879082464525
ACH-000302,-0.04007660247987256
ACH-000304,-0.28592235574185404
ACH-000307,-0.07220451794965818
ACH-000308,-0.11283342330400675
ACH-000310,-0.2848808688432882
ACH-000311,-0.04815595632143485
ACH-000312,-0.039977576986016734
ACH-000315,-0.0958194703057286
ACH-000316,-0.23361181412368484
ACH-000317,-0.2264677886702693
ACH-000318,0.018234321438862115
ACH-000319,-0.06539657113334439
ACH-000320,-0.11725735462209705
ACH-000322,0.050416586808689184
ACH-000323,-0.19325864955119906
ACH-000324,-0.2210930275697753
ACH-000329,-0.31729148656005784
ACH-000330,-0.242241977968762
ACH-000331,-0.06816001101987645
ACH-000332,-0.020772728314877267
ACH-000334,-0.04936778429269917
ACH-000335,-0.16867674927443754
ACH-000336,0.2820893252462308
ACH-000337,-0.23158400183544206
ACH-000338,-0.2043917636614949
ACH-000339,-0.14134479324659796
ACH-000341,-0.08465150653855133
ACH-000348,-0.01944466617215701
ACH-000350,-0.18119501345865344
ACH-000352,-0.3000335506014048
ACH-000356,-0.014137604695356753
ACH-000361,-0.12839261945100727
ACH-000362,-0.10932347763582738
ACH-000363,-0.060730875586729065
ACH-000364,0.08956939918579428
ACH-000365,-0.2780642977833395
ACH-000366,-0.07234623678726222
ACH-000368,-0.0888266896902875
ACH-000374,-0.10150135987879763
ACH-000375,-0.07968891858212067
ACH-000376,-0.08191181944797997
ACH-000381,-0.17850682598944187
ACH-000383,-0.10429496025339338
ACH-000387,-0.12176609851368453
ACH-000389,-0.21446483075718412
ACH-000390,-0.08640394714557105
ACH-000393,0.014882219959342413
ACH-000395,-0.11272605408700676
ACH-000396,-0.15060222421064262
ACH-000397,0.005205594055225714
ACH-000401,-0.184350030435212
ACH-000402,0.023712029265063987
ACH-000403,-0.1403632502918324
ACH-000404,0.14579201719794074
ACH-000406,0.051514314663681886
ACH-000407,-0.2243534479703298
ACH-000408,-0.11933197306949025
ACH-000410,-0.05713263751553506
ACH-000411,-0.13832416840010844
ACH-000414,-0.042988453393524216
ACH-000415,-0.08985147641793345
ACH-000416,-0.07306211249525435
ACH-000420,-0.05325599226517621
ACH-000421,-0.14136325970752867
ACH-000424,-0.06532151682874934
ACH-000425,-0.11896128669897843
ACH-000426,-0.2892446101094805
ACH-000427,-0.09751136465200924
ACH-000433,-0.3272380261840699
ACH-000435,0.17261375749736996
ACH-000436,-0.3053864340865996
ACH-000444,-0.20779049315202247
ACH-000445,-0.20569033773804646
ACH-000448,-0.14061322874483598
ACH-000450,-0.12415135349288466
ACH-000452,-0.049245980415323035
ACH-000454,-0.19446047946557374
ACH-000458,-0.1523091298392229
ACH-000459,-0.2143473377378255
ACH-000460,-0.07475851398672098
ACH-000461,-0.009663748145998916
ACH-000463,-0.0075195079287094235
ACH-000464,-0.15257457685629153
ACH-000466,-0.2685887894884764
ACH-000467,0.06702016580343577
ACH-000468,-0.1804850031024922
ACH-000469,0.05483853315766142
ACH-000470,-0.2937431869818932
ACH-000471,-0.09877486056923368
ACH-000472,-0.015127110064735385
ACH-000473,-0.0277269265149786
ACH-000475,-0.15184285958913246
ACH-000476,-0.1170064238353292
ACH-000477,-0.0190567366571578
ACH-000479,0.14901130564037626
ACH-000480,-0.0271409872697899
ACH-000481,-0.16360806611761175
ACH-000483,-0.1310805619286658
ACH-000484,0.041492227492932604
ACH-000485,-0.15818578318825674
ACH-000486,-0.05906644312802474
ACH-000487,-0.16431619066547765
ACH-000488,-0.10135009640300224
ACH-000490,-0.11980571855772636
ACH-000491,-0.005651914229660199
ACH-000495,0.06388552089406764
ACH-000496,-0.11672541436306913
ACH-000499,-0.04554971166164197
ACH-000500,0.045880530478396735
ACH-000502,-0.058455356341215625
ACH-000503,-0.009149504078830669
ACH-000505,-0.06862869666059042
ACH-000507,-0.10301466024499924
ACH-000510,-0.11425183256367602
ACH-000511,-0.06462916353708158
ACH-000512,0.04485803515899686
ACH-000516,-0.15074468509391112
ACH-000517,-0.13917839290083686
ACH-000518,-0.004020101233272405
ACH-000520,-0.17344629377011353
ACH-000521,-0.06596778504916337
ACH-000522,-0.007561473732674128
ACH-000524,-0.24552929263537415
ACH-000527,-0.11325823617826393
ACH-000528,-0.08179331013917564
ACH-000537,-0.06894105920932993
ACH-000541,-0.39035715899847023
ACH-000542,-0.003626177560850829
ACH-000544,-0.08185961887886431
ACH-000545,-0.03921317363261387
ACH-000547,-0.009485803152282585
