,SCNN1D (6339)
ACH-000004,-0.12309618191846144
ACH-000005,-0.011879392458003495
ACH-000007,-0.21924987211354485
ACH-000009,-0.20413079840643972
ACH-000011,-0.05131407385655217
ACH-000012,-0.17988959137812266
ACH-000013,-0.02637426224011478
ACH-000014,-0.14350513895247802
ACH-000015,-0.19659230158264407
ACH-000017,-0.09128873326119814
ACH-000018,-0.08508892692865015
ACH-000019,-0.16247649211989168
ACH-000021,-0.1827669076957955
ACH-000022,-0.21839069794866764
ACH-000025,-0.15502800914565307
ACH-000028,-0.0645946196671171
ACH-000030,-0.018949337930521063
ACH-000035,-0.09213960893461484
ACH-000036,-0.23477925829235685
ACH-000037,-0.016834983993628132
ACH-000039,-0.30146502327946073
ACH-000040,-0.21032102795482188
ACH-000041,-0.34121191154429964
ACH-000042,-0.1475172406381506
ACH-000045,-0.3142360703577589
ACH-000047,-0.1374609495848178
ACH-000052,0.004583682925082024
ACH-000053,-0.14749188765762092
ACH-000054,-0.2745310068495625
ACH-000055,-0.2030484925063324
ACH-000060,-0.21848107448256324
ACH-000067,-0.34160839159452416
ACH-000070,-0.2510600006147557
ACH-000075,-0.3869259546749583
ACH-000078,-0.22431334323565846
ACH-000082,-0.09189339732559572
ACH-000085,-0.4999250668291894
ACH-000086,-0.20185028707035604
ACH-000087,-0.3291600221931801
ACH-000092,-0.12687549074765134
ACH-000095,-0.15204198693612836
ACH-000097,-0.12225725224630035
ACH-000098,-0.04922156840483844
ACH-000099,-0.16263898115976289
ACH-000108,-0.45341503099800295
ACH-000113,-0.0639355774443656
ACH-000116,-0.18089940450064876
ACH-000118,-0.15097381811725816
ACH-000120,-0.1214099792103161
ACH-000123,-0.19640369337092506
ACH-000127,-0.10613175545856277
ACH-000128,-0.2292743016084069
ACH-000132,-0.2668040032511776
ACH-000133,-0.1317076359561997
ACH-000137,-0.08773831991676663
ACH-000138,-0.1830281846787224
ACH-000142,-0.07469653317583555
ACH-000143,-0.014771842651439656
ACH-000146,-0.09759732842306504
ACH-000148,-0.12329265588154807
ACH-000150,-0.5176615148913326
ACH-000152,-0.21720759301860787
ACH-000153,-0.08592204416753284
ACH-000159,-0.19792110516366368
ACH-000160,-0.05026116236151473
ACH-000163,-0.1532644957136351
ACH-000167,0.010502006644376312
ACH-000168,-0.21349057456586504
ACH-000169,-0.1588315744887603
ACH-000178,-0.11963215813470472
ACH-000183,-0.19120213376881964
ACH-000188,-0.19348875150777825
ACH-000189,0.005090128266581085
ACH-000190,-0.1523113011410169
ACH-000198,-0.03389913047838966
