,ZIM2 (23619)
ACH-000004,0.07289956123370904
ACH-000005,-0.015162116734306268
ACH-000007,0.13402576576480607
ACH-000009,0.01826972064528877
ACH-000011,0.1249783195370255
ACH-000012,0.131473883327924
ACH-000013,0.00717566075253438
ACH-000014,-0.054590102895067286
ACH-000015,0.021144901802377127
ACH-000017,0.11835256598789473
ACH-000018,-0.11211889945306967
ACH-000019,0.11722987528913352
ACH-000021,0.03525928533187528
ACH-000022,0.07677113484313383
ACH-000025,0.18073737520211244
ACH-000028,0.04800096654487658
ACH-000030,0.01765782735637117
ACH-000035,0.039089094978105095
ACH-000036,0.16021044872457454
ACH-000037,-0.00293297913291445
ACH-000039,0.12664744232750488
ACH-000040,0.2464714496553833
ACH-000041,0.09570820242639226
ACH-000042,0.13213612478601175
ACH-000045,0.005636497639404451
ACH-000047,0.10255254074974776
ACH-000052,-0.01324955044959391
ACH-000053,-0.036992935649793744
ACH-000054,-0.0679920371395872
ACH-000055,0.10942677270511376
ACH-000060,0.013719809797240141
ACH-000067,-0.0250889170136333
ACH-000070,-0.18826361499296632
ACH-000075,-0.15136582290882894
ACH-000078,0.005802972824504278
ACH-000082,0.07731903389728803
ACH-000085,0.18554506374507196
ACH-000086,0.1233136536733224
ACH-000087,0.1642340081830679
ACH-000092,-0.01290257126891151
ACH-000095,0.07690817149153616
ACH-000097,0.010614319373552478
ACH-000098,0.06672536963841602
ACH-000099,0.09157980043525273
ACH-000108,0.007962383871690678
ACH-000113,0.15669780869081684
ACH-000116,0.07398005913659364
ACH-000118,0.07505126119772976
ACH-000120,0.062305103336629475
ACH-000123,0.061161721809831114
ACH-000127,-0.009693621273754659
ACH-000128,0.20109790681074854
ACH-000132,0.17731009523808516
ACH-000133,-0.023931503117193068
ACH-000137,0.02862474015666178
ACH-000138,0.13036999156760282
ACH-000142,-0.022291499565309736
ACH-000143,0.1318591259413081
ACH-000146,0.14616656928580593
ACH-000148,-0.028315953481494894
ACH-000150,0.18439922075713785
ACH-000152,-0.0494117130645885
ACH-000153,-0.3104930646862021
ACH-000159,-0.0632305498307576
ACH-000160,0.08657440758997605
ACH-000163,-0.12985825322510555
ACH-000167,0.05415290048998685
ACH-000168,0.19120983666850244
ACH-000169,0.1464012174078917
ACH-000178,0.0129229199948498
ACH-000183,0.07092463674543592
ACH-000188,0.11704064200985274
ACH-000189,0.13159696763217069
ACH-000190,-0.024328789895228548
ACH-000198,0.11328738504528373
ACH-000203,0.545870138696701
ACH-000204,0.1594892839565653
ACH-000206,0.23938535681137715
ACH-000207,-0.07970138998029007
ACH-000208,-0.19428086303480774
ACH-000210,0.3303168800667617
ACH-000211,0.11571021865233935
ACH-000215,0.07505669062717459
ACH-000221,-0.03570502336885803
ACH-000222,0.1050325102588576
ACH-000223,0.09383439073155632
ACH-000226,0.08731237215472486
ACH-000227,0.02972933276285218
ACH-000228,0.09810329483257564
ACH-000231,0.14039533378489846
ACH-000232,-0.037386157259667784
ACH-000233,0.005198769818468372
ACH-000234,0.03758152637163351
ACH-000235,0.010135751120859472
ACH-000237,0.022279092883285747
ACH-000238,0.09298174442877663
ACH-000242,0.08439607508371512
ACH-000243,0.11010251720882357
ACH-000244,-0.0424151547261326
ACH-000246,-0.11342292710621235
ACH-000248,0.14684572347500038
ACH-000250,0.0641383402524071
ACH-000251,0.2403468510876557
ACH-000252,-0.2668982937573654
ACH-000253,0.08664730302886094
ACH-000255,0.04193221532321778
ACH-000256,0.08161230906711031
ACH-000257,-0.13274892465670246
ACH-000258,0.14525286495586442
ACH-000259,0.08977013043065059
ACH-000260,0.120384612702608
ACH-000261,0.13602810877841326
ACH-000262,0.16882768526987185
ACH-000263,0.11689880382957915
ACH-000264,0.02991073770725167
ACH-000265,-0.09798845702968167
ACH-000266,-0.008296384438126875
ACH-000272,0.01478383014001055
ACH-000274,-0.012137457342348916
ACH-000277,0.04737328162166557
ACH-000278,0.1290494921935846
ACH-000279,-0.1345308778114618
ACH-000280,0.13726487197585366
ACH-000281,0.07887511562999347
ACH-000288,0.11276347259137932
ACH-000291,-0.0730078279147536
ACH-000293,-0.09264812153599987
ACH-000294,-0.013701830010788394
ACH-000295,-0.0976641794143556
ACH-000296,0.18118815104364536
ACH-000302,-0.12081895485748036
ACH-000304,-0.2712894029910235
ACH-000307,0.0977138098130056
ACH-000308,0.05081229978167238
ACH-000310,-0.04864415532394068
ACH-000311,0.01895630805833368
ACH-000312,0.022316539331423663
ACH-000315,0.010317227522238438
ACH-000316,0.1303976598058239
ACH-000317,0.10650055688842433
ACH-000318,0.07095381631346573
ACH-000319,0.0021127419396645623
ACH-000320,0.10153082008967784
ACH-000322,0.3822168013258661
ACH-000323,0.0656244393706972
ACH-000324,0.1832279597792119
ACH-000329,0.0642906390836976
ACH-000330,0.152551058243778
ACH-000331,0.2123902518713627
ACH-000332,-0.01439328055803479
ACH-000334,0.01862634680941105
ACH-000335,0.04558193235734578
ACH-000336,0.18603292127860072
ACH-000337,0.06456075045933153
ACH-000338,0.03986496424369767
ACH-000339,-0.04828035635852455
ACH-000341,-0.1952969794145741
ACH-000348,0.09752183042966636
ACH-000350,0.07572675833013967
ACH-000352,-0.07075359466193991
ACH-000356,0.2887146116986284
ACH-000361,0.00624709551393659
ACH-000362,0.12208464568739212
ACH-000363,0.015864857213722217
ACH-000364,0.10796890485738952
ACH-000365,-0.07048020630140454
ACH-000366,0.006400648061902412
ACH-000368,0.024979903430400043
ACH-000374,0.11236491888096546
ACH-000375,-0.032450798192311045
ACH-000376,0.04564857430839851
ACH-000381,0.2971434131951054
ACH-000383,0.1495258880420718
ACH-000387,-0.03013760913085492
ACH-000389,0.05531619865419145
ACH-000390,0.06999019077105964
ACH-000393,0.20030950022218133
ACH-000395,-0.03578172380861151
ACH-000396,0.36339654055194665
ACH-000397,-0.019294495971083684
ACH-000401,0.10606059033861646
ACH-000402,0.11751809209420222
ACH-000403,0.027084958964508767
ACH-000404,0.2955848103401407
ACH-000406,0.1687473920616673
ACH-000407,0.003916977732363081
ACH-000408,0.08629014637671176
ACH-000410,0.13733319461749838
ACH-000411,0.2280429677031667
ACH-000414,0.04539313141804339
ACH-000415,0.13758466429824512
ACH-000416,-0.01314243034032441
ACH-000420,0.07227399100936177
ACH-000421,0.0605495103134779
ACH-000424,-0.010375696502769064
ACH-000425,-0.029017277315469717
ACH-000426,0.08856438025502117
ACH-000427,0.12852240222508987
ACH-000433,-0.022157903443992297
ACH-000435,-0.04510322335341555
ACH-000436,0.4498908778179984
ACH-000444,0.1412913865307991
ACH-000445,0.14689687732092674
ACH-000448,0.11186625779010284
ACH-000450,-0.018341474771264587
ACH-000452,-0.023429742177051828
ACH-000454,0.1940664971330932
ACH-000458,0.3593524830655995
ACH-000459,0.1531423672296088
ACH-000460,0.046225005128373936
ACH-000461,0.005102046239773579
ACH-000463,0.26133323785919804
ACH-000464,0.06636520704936998
ACH-000466,0.0790454613690815
ACH-000467,0.08512139228589874
ACH-000468,0.19490227668893692
ACH-000469,0.03885081467184901
ACH-000470,0.03460966193294078
ACH-000471,0.08069935706970496
ACH-000472,0.07504450097289518
ACH-000473,0.011089152157124214
ACH-000475,0.06580118385531057
ACH-000476,0.10640065817154454
