,LTBP3 (4054)
ACH-000004,-0.29966692316420945
ACH-000005,-0.30750617779972284
ACH-000007,-0.5028108175667007
ACH-000009,-0.3478051065667301
ACH-000011,-0.3997435608934634
ACH-000012,-0.4090376632920569
ACH-000013,-0.2784153568235078
ACH-000014,-0.16639544160320344
ACH-000015,-0.3376508128143049
ACH-000017,-0.31987466177133816
ACH-000018,-0.38394494566163456
ACH-000019,-0.5408467312521192
ACH-000021,-0.4506113323489236
ACH-000022,-0.3494201630121586
ACH-000025,-0.2213401507735464
ACH-000028,-0.35811996616658204
ACH-000030,-0.3775975187831721
ACH-000035,-0.30465245670086283
ACH-000036,-0.5430893893055554
ACH-000037,-0.3915054256938733
ACH-000039,-0.3874192928311268
ACH-000040,-0.3576925514896905
ACH-000041,-0.2838948734287968
ACH-000042,-0.4253626193015839
ACH-000045,-0.3285264855163427
ACH-000047,-0.24434524828524204
ACH-000052,-0.28440659062933416
ACH-000053,-0.3788671912759588
ACH-000054,-0.21143118552270776
ACH-000055,-0.447221023954922
ACH-000060,-0.32550265881718865
ACH-000067,-0.5048370210964686
ACH-000070,-0.2714036820302618
ACH-000075,-0.2392706962721124
ACH-000078,-0.4292990360950355
ACH-000082,-0.41776383660572797
ACH-000085,-0.33411410468982056
ACH-000086,-0.4255052125941332
ACH-000087,-0.3241317286360901
ACH-000092,-0.4305206692019013
ACH-000095,-0.42734693731066375
ACH-000097,-0.34789008205869554
ACH-000098,-0.2618312238132289
ACH-000099,-0.34064926358020675
ACH-000108,-0.2648156083289192
ACH-000113,-0.4557963724928872
ACH-000116,-0.37895942225507495
ACH-000118,-0.5121977918441702
ACH-000120,-0.4191718532071814
ACH-000123,-0.35546012351579764
ACH-000127,-0.2809501858012929
ACH-000128,-0.4422590112925965
ACH-000132,-0.4237511778557478
ACH-000133,-0.384241743117858
ACH-000137,-0.3953109490400265
ACH-000138,-0.3864592261132833
ACH-000142,-0.4392397853350347
ACH-000143,-0.2951465346350279
ACH-000146,-0.345344977142841
ACH-000148,-0.3537033852315883
ACH-000150,-0.4208075910502033
ACH-000152,-0.2445121922896
ACH-000153,-0.551506574637633
ACH-000159,-0.18189953909447665
ACH-000160,-0.4202933330187478
ACH-000163,-0.4618247080377622
ACH-000167,-0.19867460986091212
ACH-000168,-0.2659483055830605
ACH-000169,-0.4695020319807117
ACH-000178,-0.2993773328949218
ACH-000183,-0.3710220814910037
ACH-000188,-0.5646546035733281
ACH-000189,-0.6419111911386947
ACH-000190,-0.2276193660316038
ACH-000198,-0.4425454696303078
ACH-000203,-0.8344339275590089
ACH-000204,-0.2276347296550267
ACH-000206,0.02071137314256116
ACH-000207,-0.4505716633230213
ACH-000208,-0.0339756685295455
ACH-000210,-0.7073445294468942
ACH-000211,-0.3443872716035057
ACH-000215,-0.365251691464638
ACH-000221,-0.31104016882775026
ACH-000222,-0.31149950789239744
ACH-000223,-0.2910465170501989
ACH-000226,-0.4092636067218041
ACH-000227,-0.3754155381728397
ACH-000228,-0.45245810247815293
ACH-000231,-0.35536806721972275
ACH-000232,-0.3726443597287566
ACH-000233,-0.3722445713217036
ACH-000234,-0.309474089162602
ACH-000235,-0.34923810973875663
ACH-000237,-0.3898799697266928
ACH-000238,-0.33486004344156345
ACH-000242,-0.2013107321790837
ACH-000243,-0.3642036918321134
ACH-000244,-0.4701320527745855
ACH-000246,-0.33351207247899795
ACH-000248,-0.13093776528301027
ACH-000250,-0.4345200424339783
ACH-000251,-0.6826799264964405
ACH-000252,-0.4590531400788007
ACH-000253,-0.3229147360487219
ACH-000255,-0.38925958123154814
ACH-000256,-0.4874167787721509
ACH-000257,-0.4126609533424162
ACH-000258,-0.2756356049265562
ACH-000259,-0.33354896739797724
ACH-000260,-0.40120837717161617
ACH-000261,-0.3538581174909661
ACH-000262,-0.2625334870229446
ACH-000263,-0.437134803699793
ACH-000264,-0.3808548209849388
ACH-000265,-0.30898900971806603
ACH-000266,-0.4651320162795373
ACH-000272,-0.2289550718891136
ACH-000274,-0.27984353242861004
ACH-000277,-0.3942658373514017
ACH-000278,-0.28007482836913994
ACH-000279,-0.2553260794591227
ACH-000280,-0.46831016613569
ACH-000281,-0.5242839715925612
ACH-000288,-0.3327731684891482
ACH-000291,-0.2380590923944757
ACH-000293,-0.3039234837429399
ACH-000294,-0.5796797526788101
ACH-000295,-0.6047250101996999
ACH-000296,-0.4152696567273924
ACH-000302,-0.2853226411665533
ACH-000304,-0.2774358587212501
ACH-000307,-0.244028744630782
ACH-000308,-0.5198792655358777
ACH-000310,-0.4117767061700015
ACH-000311,-0.31146436963808044
ACH-000312,-0.22957411323911944
ACH-000315,-0.5555348719968867
ACH-000316,-0.4378504090268585
ACH-000317,-0.26016373162639905
ACH-000318,-0.6345803013623745
ACH-000319,-0.2202256192293624
ACH-000320,-0.237007488913966
ACH-000322,-0.2789566207853137
ACH-000323,-0.3828740688107334
ACH-000324,-0.2586748176029389
ACH-000329,-0.2852318839325877
ACH-000330,-0.4649561780271882
ACH-000331,-0.3866052592129293
ACH-000332,-0.5321966893473233
ACH-000334,-0.501001711587117
ACH-000335,-0.2852299734729425
ACH-000336,-0.22443991282078848
ACH-000337,-0.4836353975887008
ACH-000338,-0.8136536637611593
ACH-000339,-0.2918281875997742
ACH-000341,-0.4295568347817731
ACH-000348,-0.2608253026328412
ACH-000350,-0.27194602118504685
ACH-000352,-0.3691747231253714
ACH-000356,-0.7231933096855669
ACH-000361,-0.4526330745025631
ACH-000362,-0.32741436578656397
ACH-000363,-0.382457822923952
ACH-000364,-0.3919122144601269
ACH-000365,-0.4997883213559114
ACH-000366,-0.6547742502336981
ACH-000368,-0.39106214744225387
ACH-000374,-0.5315318167649383
ACH-000375,-0.34696005717376943
ACH-000376,-0.4096909805071473
ACH-000381,-0.3778820998210738
ACH-000383,-0.36577658724071005
ACH-000387,-0.2714499355224875
ACH-000389,-0.2839081860505673
ACH-000390,-0.33666886085388714
ACH-000393,-0.4819269856397863
ACH-000395,-0.5049908809040025
ACH-000396,-0.2725168206777321
ACH-000397,-0.15919413181744985
ACH-000401,-0.17300869934785926
ACH-000402,-0.6115641540848823
ACH-000403,-0.2487694746231941
ACH-000404,-0.0200419560600133
ACH-000406,-0.2662322554578376
ACH-000407,-0.3402516274897395
ACH-000408,-0.5222519190273696
ACH-000410,-0.16704796713030062
ACH-000411,-0.2473187250421269
ACH-000414,-0.27452436644396305
ACH-000415,-0.6575097694900407
