,UBE4A (9354)
ACH-000004,0.14846067255610382
ACH-000005,-0.016476242770319154
ACH-000007,-0.1018151443890289
ACH-000009,0.14897456126298542
ACH-000011,0.2153763749897732
ACH-000012,0.1641265310966223
ACH-000013,0.14504771644835074
ACH-000014,0.1048652405336807
ACH-000015,0.2311940287520262
ACH-000017,0.16334801011827144
ACH-000018,0.13258100015602114
ACH-000019,-0.1321562957334502
ACH-000021,0.14462712769137606
ACH-000022,0.0247696481410812
ACH-000025,0.2903043106246113
ACH-000028,0.0014526665789067624
ACH-000030,0.2261207442549769
ACH-000035,0.15730335689146172
ACH-000036,0.418884122967387
ACH-000037,0.1631204387093688
ACH-000039,0.21208788023523292
ACH-000040,0.1618309573296184
ACH-000041,0.11770837550095843
ACH-000042,0.1610760906971304
ACH-000045,-0.028040499313940443
ACH-000047,0.08241959494546032
ACH-000052,0.19468459603496405
ACH-000053,0.09797883546086328
ACH-000054,0.12494442752160292
ACH-000055,0.047225658056135975
ACH-000060,0.28602832070788176
ACH-000067,0.23903113160584585
ACH-000070,0.1202494363071087
ACH-000075,0.024164510276184718
ACH-000078,0.0914111823083476
ACH-000082,0.10236808022093888
ACH-000085,0.11421785893402893
ACH-000086,0.05464522953921645
ACH-000087,0.4417827459295055
ACH-000092,0.3288116963592994
ACH-000095,0.17854953233481444
ACH-000097,0.1705268973551509
ACH-000098,0.3291111641046314
ACH-000099,0.08071331576627039
ACH-000108,0.017038624553029402
ACH-000113,0.13410822811574832
ACH-000116,0.1982789650032334
ACH-000118,0.34591757995364275
ACH-000120,0.1744262145131054
ACH-000123,0.2824334867993624
ACH-000127,0.1947348616630285
ACH-000128,0.16651295944549058
ACH-000132,0.10903162882177167
ACH-000133,0.2348878996659303
ACH-000137,0.15058540323377992
ACH-000138,0.15412424920434642
ACH-000142,0.19237066682194084
ACH-000143,0.14264822673235225
ACH-000146,0.08195819321725922
ACH-000148,0.2463571766908795
ACH-000150,0.2384641868610466
ACH-000152,0.11295134755769225
ACH-000153,0.03725709663484178
ACH-000159,0.2064346278543394
ACH-000160,0.0996998399960377
ACH-000163,0.3848408417598325
ACH-000167,-0.07065558289473711
ACH-000168,0.07732348970169123
ACH-000169,0.14608966744178134
ACH-000178,0.2295433078415552
ACH-000183,0.28867704180987386
ACH-000188,-0.02587147310721253
ACH-000189,0.395408500002351
ACH-000190,0.2610011609710017
ACH-000198,0.05097000325485807
ACH-000203,0.3884173141695331
ACH-000204,0.1823539849888857
ACH-000206,0.20100914054848268
ACH-000207,0.017991933023207597
ACH-000208,-0.023635580395259752
ACH-000210,0.2140292330280626
ACH-000211,0.09870332719352792
ACH-000215,0.1708089440615372
ACH-000221,0.031167921892414418
ACH-000222,0.021597594896794338
ACH-000223,0.16799162451497954
ACH-000226,0.2324665480137413
ACH-000227,0.21915423945161744
ACH-000228,0.023385604705790628
ACH-000231,0.23967331447533294
ACH-000232,0.2837867403388143
ACH-000233,0.21077638367942556
ACH-000234,0.04219685604715708
ACH-000235,0.12887340030318614
ACH-000237,0.2485302487677302
ACH-000238,0.21367245732563092
ACH-000242,-0.0955036146165305
ACH-000243,0.2545622566372449
ACH-000244,0.6949762015022897
ACH-000246,0.1751611353720513
ACH-000248,0.049168191783916994
ACH-000250,0.056925694911303185
ACH-000251,0.2185435669924397
ACH-000252,-0.031737308905459886
ACH-000253,0.16378202907603429
ACH-000255,0.1882897116688597
ACH-000256,0.11742036631711125
ACH-000257,0.1441761410015245
ACH-000258,0.3971039389941287
ACH-000259,0.09232394549421116
ACH-000260,0.06680452475357017
ACH-000261,0.183152370166565
ACH-000262,0.3284469383756097
ACH-000263,0.14602227973515253
ACH-000264,0.08076492415173231
ACH-000265,0.19179476355106406
ACH-000266,0.01630231684878749
ACH-000272,0.13635225229420742
ACH-000274,0.08515106135385056
ACH-000277,0.03448738132399571
ACH-000278,0.15421149228856315
ACH-000279,0.10607248053169477
ACH-000280,0.10489811496517466
ACH-000281,0.033885567499969474
ACH-000288,0.13786720940881206
ACH-000291,0.1963063075285113
ACH-000293,0.08699136038940228
ACH-000294,0.12513917125247126
ACH-000295,-0.11125891265337648
ACH-000296,0.16528552275803526
ACH-000302,0.1085490211183858
ACH-000304,0.2558731380934973
ACH-000307,0.15656877744259565
ACH-000308,0.21420032919473608
ACH-000310,0.1777706507121974
ACH-000311,0.07560012369216727
ACH-000312,0.12290361276582536
ACH-000315,-0.09589759115419023
ACH-000316,0.23493608734549834
ACH-000317,-0.015948419404537992
ACH-000318,0.07591466439969696
ACH-000319,0.056820974383069676
ACH-000320,0.269571519259508
ACH-000322,0.2835752461983666
ACH-000323,0.3154776565329883
ACH-000324,0.11958678516738748
ACH-000329,0.2225623005607313
ACH-000330,0.12229742584986612
ACH-000331,0.31611295516806603
ACH-000332,0.14480220353848097
ACH-000334,0.20745072123173566
ACH-000335,0.4931530805502096
ACH-000336,-0.02820440019630255
ACH-000337,0.07236495205489911
ACH-000338,0.15877482729297918
ACH-000339,0.12742055359379165
ACH-000341,0.16460119491492042
