,SUPT4H1 (6827)
ACH-000211,-0.5266685962681121
ACH-000215,-0.5019458946362015
ACH-000221,-0.12034724483041097
ACH-000222,-0.6176369536613684
ACH-000223,-0.3347425978588035
ACH-000226,-0.7381061719368129
ACH-000227,-0.42806158678119627
ACH-000228,-0.6939051425570741
ACH-000231,-0.41671524353697104
ACH-000232,-0.4842474838024038
ACH-000233,-0.5068160807162825
ACH-000234,-0.3919051087278403
ACH-000235,-0.3533173160149767
ACH-000237,-0.47314499030683793
ACH-000238,-0.5839204887013496
ACH-000242,-0.5649347824180192
ACH-000243,-0.5315733505692085
ACH-000244,-0.6686881840056064
ACH-000246,-0.5317026001270764
ACH-000248,-0.3586424060489841
ACH-000250,-0.3789744997178162
ACH-000251,-0.4054060901963583
ACH-000252,-0.05184528149185827
ACH-000253,-0.5232374561106974
ACH-000255,-0.6041055212121527
ACH-000256,-0.4985373885836785
ACH-000257,-0.34240840054871263
ACH-000258,-0.9812186387544588
ACH-000259,-0.2015335814195279
ACH-000260,-0.4556827780849938
ACH-000261,-0.4541173255370801
ACH-000262,-0.4324770805494473
ACH-000263,-0.3483725222835925
ACH-000264,-0.4677716658260018
ACH-000265,-0.3696534325318552
ACH-000266,-0.3546112520875248
ACH-000272,-0.4588989333727559
ACH-000274,-0.6439915760050445
ACH-000277,-0.08503335225334317
ACH-000278,-0.4818030331908226
ACH-000279,-0.5552433336865477
ACH-000280,-0.2840252310201592
ACH-000281,-0.5482450419980093
ACH-000288,-0.5284979860573434
ACH-000291,-0.5094652990928419
ACH-000293,-0.4045595590881718
ACH-000294,-0.8155734791920257
ACH-000295,-0.307111654321551
ACH-000296,-0.4099698878192634
ACH-000302,-0.18982087471107992
ACH-000304,-0.7592440509337125
ACH-000307,-0.39019193154554144
ACH-000308,-0.4143332412879295
ACH-000310,-0.3450914576808036
ACH-000311,-0.2378029417524237
ACH-000312,-0.626823843141987
ACH-000315,-0.3890297468573333
ACH-000316,-0.3889045286633532
ACH-000317,-0.5674300091871579
ACH-000318,-0.2876983735666977
ACH-000319,-0.06685815749994066
ACH-000320,-0.4546441751654852
ACH-000322,-0.5229473892180934
ACH-000323,-0.4973105934114516
ACH-000324,-0.4568688378454565
ACH-000329,-0.348740548588665
ACH-000330,-0.3727185385016313
ACH-000331,-0.4211505525608386
ACH-000332,-0.3223081509503995
ACH-000334,-0.5804605381905831
ACH-000335,-0.17411309374441006
ACH-000336,-0.0884475155291869
ACH-000337,-0.4826139938437843
ACH-000338,-0.3670229018257553
ACH-000339,-0.5669791048456726
ACH-000341,-0.296753172742774
ACH-000348,-0.4801235150448904
ACH-000350,-0.3961898333180267
ACH-000352,-0.3239501195797174
ACH-000356,-0.4900849293509256
ACH-000361,-0.5910065161698201
ACH-000362,-0.6283333624774121
ACH-000363,-0.7331506637377501
ACH-000364,-0.3705132209969349
ACH-000365,-0.6064131590450696
ACH-000366,-0.3999473416271133
ACH-000368,-0.2808319731170238
ACH-000374,-0.4626647851230835
ACH-000375,-0.33780332318119194
ACH-000376,-0.4360518719035917
ACH-000381,-0.7318844743108646
ACH-000383,-0.34777467548640456
ACH-000387,-0.6229782622121628
ACH-000389,-0.4826815014434601
ACH-000390,-0.1410751438412871
ACH-000393,-0.6527089679231571
ACH-000395,-0.2597992461861494
ACH-000396,-0.06753245287792342
ACH-000397,-0.3836985118985744
ACH-000401,-0.6598070876414276
ACH-000402,-0.7588340493792758
ACH-000403,-0.13400715908937436
ACH-000404,-0.6485091655337812
ACH-000406,-0.4264863905291494
ACH-000407,-0.20028007984247145
ACH-000408,-0.6088878714094438
ACH-000410,-0.2697244955170654
ACH-000411,-0.3732189179743166
ACH-000414,-0.3375185951276856
ACH-000415,-0.5733910058387165
ACH-000416,-0.4522178952041088
ACH-000420,-0.5267042371723389
ACH-000421,-0.5598989759804622
ACH-000424,-0.4915394758373055
ACH-000425,-0.6050815898167733
ACH-000426,-0.5821887662612663
ACH-000427,-0.4092456354719319
ACH-000433,-0.3413110958017741
ACH-000435,-0.6858587788169417
ACH-000436,-0.452624944200573
ACH-000444,-0.5478647840331624
ACH-000445,-0.39978403509912347
ACH-000448,-0.5190581817849761
ACH-000450,-0.35050430656873016
ACH-000452,-0.44384586079844623
ACH-000454,-0.22488452845956253
ACH-000458,-0.5919048449063807
ACH-000459,-0.6559283702497045
ACH-000460,-0.5378989407486108
ACH-000461,-0.3150269993614581
ACH-000463,-0.34895818718674626
ACH-000464,-0.4159112919696453
ACH-000466,-0.5058235290227205
ACH-000467,-0.5987824914044719
ACH-000468,-0.5914675863196578
ACH-000469,-0.22662355148469235
ACH-000470,-0.4425733373549989
ACH-000471,-0.17301869380930207
ACH-000472,-0.5956307485145808
ACH-000473,-0.2655886568010564
ACH-000475,-0.05893539700774146
ACH-000476,-0.4002998466813233
ACH-000477,-0.5498846577988743
ACH-000479,-0.374751132576179
ACH-000480,-0.473238192329261
ACH-000481,-0.2670706553079818
ACH-000483,-0.3815985631628203
ACH-000484,-0.5008254599364707
ACH-000485,-0.5481946611967484
ACH-000486,-0.5072468380475122
ACH-000487,-0.3790434406798428
ACH-000488,-0.5219807410938393
ACH-000490,-0.3402026768033796
ACH-000491,-0.3558938725480605
ACH-000495,-0.6818782493947603
ACH-000496,-0.2822965973235852
ACH-000499,-0.4018720766866093
ACH-000500,-0.3892505160266775
ACH-000502,-0.3056072289452654
ACH-000503,-0.404893950930074
ACH-000505,-0.6243282832615504
ACH-000507,-0.7286594892364191
ACH-000510,-0.2518258735175091
ACH-000511,-0.7192909459488758
ACH-000512,-0.4047599364040981
ACH-000516,-0.5500310858927758
ACH-000517,-0.18743930488098345
ACH-000518,-0.3905480614789554
ACH-000520,-0.3906416498217687
ACH-000521,-0.6525278210158999
ACH-000522,-0.06585600455894494
ACH-000524,-0.48950033902255996
ACH-000527,-0.5934306675849351
ACH-000528,-0.5442580298912529
ACH-000537,-0.6178171758727901
ACH-000541,-0.26317275427476355
ACH-000542,-0.5025638929184143
ACH-000544,-0.34839668181652544
ACH-000545,-0.4928400787199741
ACH-000547,-0.4630958737681702
ACH-000548,-0.42438771633675937
ACH-000549,-0.44864769915756186
ACH-000550,-0.6513108980087201
ACH-000552,-0.4715029709841397
ACH-000556,-0.5554693773247795
ACH-000557,-0.6666500314549004
ACH-000569,-0.7390301920710658
ACH-000570,-0.5124371732464187
ACH-000571,-0.4847420508720897
ACH-000573,-0.4770504889866787
ACH-000576,-0.6846044949792973
ACH-000579,-0.3434043051222136
ACH-000580,-0.5589051461490361
ACH-000584,-0.5250855403638294
ACH-000585,-0.5135656613619518
ACH-000588,-0.3466125727848512
ACH-000589,-0.061821942663883765
ACH-000591,-0.11025770300821236
ACH-000593,-0.4422029595303709
ACH-000600,-0.5229520753130289
ACH-000601,-0.4173866888475833
ACH-000605,-0.17990807049371893
ACH-000606,-0.7301686669702852
ACH-000608,-0.42867598360454
ACH-000614,-0.216377698691062
ACH-000616,-0.4624298513826926
ACH-000618,-0.5174531160344819
ACH-000619,-0.3629071626327167
ACH-000620,-0.3141506266307283
ACH-000621,-0.2903229569640031
ACH-000622,-0.4505629994279269
ACH-000623,-0.32212010630546456
ACH-000624,-0.6012544084249143
ACH-000627,-0.4812917548874747
ACH-000630,-0.4682659046383291
ACH-000631,-0.5254706244112918
ACH-000632,-0.5380099381001151
ACH-000633,-0.11450538490060755
ACH-000637,-0.4621118135044888
ACH-000638,-0.21357225107241126
ACH-000646,-0.4156649529506412
ACH-000647,-0.3531956235576598
ACH-000648,-0.34327263447422024
ACH-000649,-0.454497641238448
ACH-000651,-0.5679800472555139
ACH-000652,-0.37804141135469227
ACH-000653,-0.6240183893534682
ACH-000657,-0.3944909029868379
ACH-000658,-0.5974831349678892
ACH-000661,-0.4236182792701608
ACH-000662,-0.2815035526011628
ACH-000663,-0.39396691943122775
ACH-000665,-0.3370226600025043
ACH-000671,-0.2884514929247691
ACH-000672,-0.19009344660846836
ACH-000673,-0.6582404419007396
ACH-000676,-0.5241264207918916
ACH-000677,-0.4178272977810085
ACH-000681,-0.32593125678622403
ACH-000683,-0.5797203372003744
ACH-000684,-0.6770518708146243
ACH-000688,-0.37784934587594265
ACH-000693,-0.3839509542791178
ACH-000694,-0.5582672398079179
ACH-000695,0.05158233760993835
ACH-000696,-0.4713074854117976
ACH-000697,-0.4488929388036659
ACH-000699,-0.5883523239619234
ACH-000701,-0.21404326536935775
ACH-000706,-0.3088949172967449
ACH-000711,-0.35080013619439
ACH-000713,-0.3201181669896909
ACH-000714,-0.3675847050025805
ACH-000718,-0.4451567484223956
ACH-000720,-0.5858647698597739
ACH-000721,-0.5909258438942148
ACH-000724,-0.3055696104999979
ACH-000725,-0.06354867627151613
ACH-000732,-0.4688604053710461
ACH-000734,-0.3086029624262824
ACH-000735,-0.4161504466179263
ACH-000736,-0.3422615095197944
ACH-000738,-0.31277372146061444
ACH-000746,-0.2889395443791754
ACH-000747,-0.42413393147344064
ACH-000748,-0.17760710001402058
ACH-000753,-0.3937997341400831
ACH-000756,-0.5943027840574213
ACH-000757,-0.3982927063977769
ACH-000758,-0.5912424571845448
ACH-000760,-0.4189483299757395
ACH-000762,-0.4059497322093346
ACH-000763,-0.6157265789672969
ACH-000764,-0.4022704872929011
ACH-000765,-0.5903676147961741
ACH-000766,-0.40360758907765454
ACH-000767,-0.4770698325243253
ACH-000768,-0.6647451962427234
ACH-000769,-0.7224246975941754
ACH-000770,-0.5440436308028567
ACH-000771,-0.4973095422720587
ACH-000773,-0.412464199706288
ACH-000776,-0.4781440808631721
ACH-000777,-0.5133669066624588
ACH-000778,-0.5676428598460331
ACH-000781,-0.12383147988802658
ACH-000782,-0.4273519552112385
ACH-000783,-0.4127966281472203
ACH-000784,-0.509350493677791
ACH-000785,-0.18727092202105625
ACH-000787,-0.3223399279711007
ACH-000788,-0.6034776929915909
ACH-000791,-0.5558375758299805
ACH-000792,-0.34393168558732445
ACH-000794,-0.5548851923350024
ACH-000796,-0.18960300059229807
ACH-000798,-0.6634542512431939
ACH-000799,-0.5760756803177629
ACH-000800,-0.03728301888411575
ACH-000802,-0.3015772585926627
ACH-000804,-0.548770733224253
ACH-000805,-0.293382632131466
ACH-000809,-0.362899957781493
ACH-000810,-0.4553465772783616
ACH-000811,-0.4802318480683078
ACH-000817,-0.6776331515644936
ACH-000819,-0.5265044656183087
ACH-000820,-0.4070026298285983
ACH-000821,-0.38974877307283184
ACH-000822,-0.4558307580046501
ACH-000823,-0.5268016721506248
ACH-000824,-0.3983883074060257
ACH-000827,-0.5544697292784022
ACH-000829,-0.2591799224894603
ACH-000831,-0.521881354720997
ACH-000832,-0.7408971177589251
ACH-000833,-0.3076611152525115
ACH-000834,-0.6164444922347726
ACH-000835,-0.2317020281273949
ACH-000836,-0.15846468876789144
ACH-000837,-0.3775822141014713
ACH-000838,-0.8460454016354865
ACH-000839,-0.5724539015592449
ACH-000840,-0.6589289508015108
ACH-000841,-0.17110572676207295
ACH-000843,-0.5360365011069798
ACH-000846,-0.6734961512590273
ACH-000847,-0.3713204240588981
ACH-000848,-0.4413186738676516
ACH-000849,-0.4999991042002516
ACH-000851,-0.5526878575062618
ACH-000855,-0.6915572131049138
ACH-000856,-0.22803126606952856
ACH-000858,-0.7368239085228349
ACH-000859,-0.3580578626353538
ACH-000861,-0.2376431506067835
ACH-000862,-0.4993342613479492
ACH-000865,-0.5983676017284492
ACH-000866,-0.5765716134666263
ACH-000867,-0.2613037518171137
ACH-000869,-0.3249702283227322
ACH-000872,-0.3974513272003588
ACH-000873,-0.3838275507691005
ACH-000876,0.14111792894133315
ACH-000878,-0.6292134892926866
ACH-000880,-0.4948704992945915
ACH-000881,-0.34865389118635004
ACH-000882,-0.4837442712201632
ACH-000884,-0.6324490314797975
ACH-000885,-0.31987513069773793
ACH-000887,-0.3690778521975324
ACH-000889,-0.4790512548585846
ACH-000896,-0.4142301141743112
ACH-000898,-0.3606250915104405
ACH-000900,-0.4058377913839848
ACH-000901,-0.5043047054367983
ACH-000905,-0.4465894989243847
ACH-000906,-0.20269425407312733
ACH-000907,-0.5018595068807675
ACH-000910,-0.569680490122063
ACH-000911,-0.6172377748493348
ACH-000912,-0.5676582590147395
ACH-000913,-0.3852363991538149
ACH-000915,-0.5431391084885373
ACH-000916,-0.599222108160486
ACH-000917,-0.2438422924064996
ACH-000920,-0.4217751748691207
ACH-000921,-0.7135709925003881
ACH-000924,-0.6050418559361646
ACH-000926,-0.2935283705998839
ACH-000928,-0.3783649364385048
ACH-000929,-0.29605042501782897
ACH-000932,-0.4498865636561788
ACH-000935,-0.3995549787273555
ACH-000936,-0.4358668888341704
ACH-000937,-0.4079738022929757
ACH-000938,-0.4346588664721086
ACH-000939,-0.2442098912891245
ACH-000941,-0.09175030737899276
ACH-000943,-0.4508269429132297
ACH-000946,-0.5080619501949034
ACH-000947,-0.3843970579588918
ACH-000948,-0.6112723825347981
ACH-000950,-0.5793528707387459
ACH-000953,-0.5347943269221364
ACH-000954,-0.259158923958067
ACH-000957,-0.7606958772843522
ACH-000958,-0.7818343960279707
ACH-000960,-0.4991106258963346
ACH-000963,-0.5638887138146701
ACH-000968,-0.3569615508255496
ACH-000969,-0.6816164886792611
ACH-000972,-0.3938793034611213
ACH-000973,-0.6375924895226612
ACH-000974,-0.3755339104301398
ACH-000978,-0.3612041938916578
ACH-000984,-0.43759131142346813
ACH-000986,-0.5699076502146727
ACH-000988,-0.5416565385047583
ACH-000993,-0.4928969847981047
ACH-000994,-0.170760834026237
ACH-000996,-0.21243029210300493
ACH-001001,-0.4869306508619391
ACH-001020,-0.2909702620505412
ACH-001028,-0.4129294458231961
ACH-001031,-0.2964935592931985
ACH-001038,-0.3885213169962769
ACH-001048,-0.3130406010476108
ACH-001050,-0.29154828999801385
ACH-001053,-0.4947312151579766
ACH-001054,-0.21881483532567875
ACH-001061,-0.4812345303001777
ACH-001067,-0.4435090240009035
ACH-001075,-0.545794352167859
ACH-001096,-0.4560313292928234
ACH-001111,-0.4340706818353737
ACH-001119,-0.5144230127764563
ACH-001128,0.3078369364072441
ACH-001134,-0.8570467353195028
ACH-001151,-0.271253264204317
ACH-001163,-0.7465419505337939
ACH-001164,-0.1023198299088216
ACH-001183,-0.16129639400200396
ACH-001192,-0.5408668668865882
ACH-001193,-0.9340986876031034
ACH-001196,-0.5513066257370575
ACH-001197,-0.7615105237613365
ACH-001205,-0.389351078983761
ACH-001211,-0.2922232350358807
ACH-001212,-0.3861316809518715
ACH-001228,-0.4536470293035643
ACH-001232,-0.33821664230972603
ACH-001239,-0.4322428306642201
ACH-001270,-0.5079803833831156
ACH-001274,-0.3672360254323333
ACH-001275,-0.592649292674588
ACH-001277,-0.24755522274836025
ACH-001278,-0.3807697748816316
ACH-001280,-0.3840651011290392
ACH-001283,-0.2620460938343339
ACH-001289,-0.4329191924415462
ACH-001300,-0.3715866769610625
ACH-001301,-0.3801957367688166
ACH-001302,-0.34216323267189824
ACH-001306,-0.4225568486267111
ACH-001318,-0.1110030701085419
ACH-001322,-0.4825936179204367
ACH-001328,-0.5750055681609292
ACH-001332,-0.42583610987825865
ACH-001336,-0.6722623305027488
ACH-001346,-0.4147347871041741
ACH-001353,-0.3849406978863609
ACH-001354,-0.5802399776136737
ACH-001367,-0.0380012834964746
ACH-001368,-0.39172347369372185
ACH-001374,-0.8114175310525522
ACH-001377,-0.4406071609299586
ACH-001380,-0.3929023119292676
ACH-001391,-0.5098149992778881
ACH-001408,-0.31234335626507936
ACH-001430,-0.25783746518648193
ACH-001431,-0.5044384108599032
ACH-001450,-0.5134671988203926
ACH-001496,-0.2444283817891619
ACH-001500,-0.29936974732959737
ACH-001523,-0.5330178648799405
ACH-001532,-0.5126358150848402
ACH-001550,-0.1884517366757927
ACH-001552,-0.3347221351307121
ACH-001554,-0.2866204247246977
ACH-001654,-0.2020029781782048
ACH-001735,-0.6485241206023817
ACH-001736,-0.5870661181657636
ACH-001737,-1.164015566063871
ACH-001740,-0.3734505523323766
ACH-001745,-0.5847165977339662
ACH-001765,-0.4276149651524645
