,CTPS1 (1503)
ACH-000697,-0.4897457876964892
ACH-000699,-0.5477441617369592
ACH-000701,-0.6100733827059089
ACH-000706,-0.4681379216087785
ACH-000711,-1.0797534328224156
ACH-000713,-0.8933202894316778
ACH-000714,-0.5839942284254019
ACH-000718,-0.9803244433655454
ACH-000720,-0.3191135444371755
ACH-000721,-0.9805429929257024
ACH-000724,-0.6910097805395401
ACH-000725,-0.5693801311638891
ACH-000732,-0.4326553772162227
ACH-000734,-0.7039792905353929
ACH-000735,-1.1503494385790396
ACH-000736,-0.6350308135133219
ACH-000738,-0.19219136391243127
ACH-000746,-0.7109538536855301
ACH-000747,-0.6363190439237997
ACH-000748,-0.2659262741863526
ACH-000753,-1.2763417264767742
ACH-000756,-0.22098584809329397
ACH-000757,-0.5704637819649168
ACH-000758,-0.4956107444360874
ACH-000760,-0.448906779716704
ACH-000762,-0.5664193559056659
ACH-000763,-0.5315008536861788
ACH-000764,-1.0205002627942938
ACH-000765,-0.9756516568044048
ACH-000766,-1.4147178042601782
ACH-000767,-0.3450196742901426
ACH-000768,-0.9289751818366208
ACH-000769,-0.3859198578061653
ACH-000770,-0.9527860263127008
ACH-000771,-0.7765188164582383
ACH-000773,-0.874848190968409
ACH-000776,-0.4570855503543782
ACH-000777,-1.1067921558342195
ACH-000778,-0.4951866493672627
ACH-000781,-0.5668942006682625
ACH-000782,-0.7728556175023674
ACH-000783,-0.3127981797940225
ACH-000784,-0.651907782439335
ACH-000785,-0.6628802782032364
ACH-000787,-1.081718758191215
ACH-000788,-0.3292565660637491
ACH-000791,-0.7445062835698367
ACH-000792,-0.5872919978317807
ACH-000794,-1.198305203606386
ACH-000796,-1.1079849260295225
ACH-000798,-0.3484865636076068
ACH-000799,-0.7350441492050476
ACH-000800,-0.8323979682935506
ACH-000802,-0.30152598663292274
ACH-000804,-0.2457813904203393
ACH-000805,-0.5405478274644869
ACH-000809,-0.5953078072663353
ACH-000810,-0.4729342774996012
ACH-000811,-0.5264407115810953
ACH-000817,-0.8302644848241929
ACH-000819,-0.7187262062340968
ACH-000820,-0.5284689089503884
ACH-000821,-0.5630871471337046
ACH-000822,-0.5186626605753686
ACH-000823,-0.6935435829102505
ACH-000824,-0.397760434370235
ACH-000827,-0.8325471690476813
ACH-000829,-0.7724468164833769
ACH-000831,-0.7706198627918907
ACH-000832,-0.795352225371331
ACH-000833,-0.8103414135804144
ACH-000834,-0.29885866508681896
ACH-000835,-1.2544873721359169
ACH-000836,-0.9127778585124048
ACH-000837,-0.7602199270210868
ACH-000838,-0.8541780340087745
ACH-000839,-0.7193879101634755
ACH-000840,-0.2698035847446276
ACH-000841,-0.8146620417506821
ACH-000843,-1.0943289715519549
ACH-000846,-0.17218280173153205
ACH-000847,-0.760039501681843
ACH-000848,-0.5396249058223519
ACH-000849,-0.2580764618311516
ACH-000851,-0.7060589470470733
ACH-000855,-0.9329467857023134
ACH-000856,-0.6248918457768743
ACH-000858,-0.09265540050189892
ACH-000859,-0.5733578196805943
ACH-000861,-0.40057912704195736
ACH-000862,-0.5034981946059754
ACH-000865,-0.3022584288842808
ACH-000866,-0.6001000851039503
ACH-000867,-0.3490372202630204
ACH-000869,-0.5333354896532412
ACH-000872,-0.6932397449433935
ACH-000873,-0.8463040776929995
ACH-000876,-0.5688689523664986
ACH-000878,-0.7956580467898992
ACH-000880,-0.8055738339626346
ACH-000881,-0.6694583069408091
ACH-000882,-0.5038607748204348
ACH-000884,-0.17155693737728853
ACH-000885,-0.09649440753796623
ACH-000887,-0.7791114864873276
ACH-000889,-1.2686816851790106
ACH-000896,-1.0220511099656582
ACH-000898,-0.7646512890110642
ACH-000900,-0.6331512380901033
ACH-000901,-0.3028299916557368
ACH-000905,-0.4404130889642784
ACH-000906,-0.9306200421434138
ACH-000907,-0.7472973382266943
ACH-000910,-0.6286202143891696
ACH-000911,-0.6569041412685823
ACH-000912,-0.7728046158259598
ACH-000913,-0.5594448131489032
ACH-000915,-0.7836344147029841
ACH-000916,-0.8669495992186952
ACH-000917,-0.869834377528222
ACH-000920,-0.8713168552958857
ACH-000921,-1.0595583112403109
ACH-000924,-0.5758973866115582
ACH-000926,-1.0684553220603987
ACH-000928,-0.8381232836365825
ACH-000929,-0.9579217985744716
ACH-000932,-0.7605995035077281
ACH-000935,-0.4034881319027863
ACH-000936,-1.0140774270892188
ACH-000937,-1.4091418632657655
ACH-000938,-1.0368335293423356
ACH-000939,-0.3537859641601644
ACH-000941,-0.3308753613534173
ACH-000943,-0.5273043980967602
ACH-000946,-0.7821543048197891
ACH-000947,-0.4074108558288292
ACH-000948,-0.8462861629248738
ACH-000950,-0.5377268885700032
ACH-000953,-1.337999315530846
ACH-000954,-0.4808788293658574
ACH-000957,-0.8192574174183079
ACH-000958,-0.8019403271715931
ACH-000960,-1.1632880350025314
ACH-000963,-0.4891943312869034
ACH-000968,-0.2544891259621672
ACH-000969,-0.9639893284919928
ACH-000972,-0.2943705812175146
ACH-000973,-0.938345308061052
ACH-000974,-0.4290143564343765
ACH-000978,-0.3726636751501094
ACH-000984,-0.5563384054802171
ACH-000986,-0.8523118779175702
ACH-000988,-0.5512518451738815
ACH-000993,-0.4961645782638589
ACH-000994,-0.4860332960092156
ACH-000996,-0.3056199889963433
ACH-001001,-0.09521523981916244
ACH-001020,-0.6373840702762225
ACH-001028,-0.6486254268046435
ACH-001031,-0.11028316297417656
ACH-001038,-0.3266354873002561
ACH-001048,-0.5010528864401962
ACH-001050,-0.5924862219584667
ACH-001053,-1.1938040072767142
ACH-001054,-1.1307556314172795
ACH-001061,-0.8174629061262141
ACH-001067,-0.3363290717579657
ACH-001075,-0.2850780745739546
ACH-001096,-0.6676416604516653
ACH-001111,-0.6240130090918451
ACH-001119,-0.9350327085320728
ACH-001128,-0.6393365301433914
ACH-001134,-0.8304474187639715
ACH-001151,-0.8751377088393869
ACH-001163,-0.8493924885562507
ACH-001164,-0.5844062152856815
ACH-001183,-0.26508823076990423
ACH-001192,-0.3635913745775012
ACH-001193,-0.5418882935536599
ACH-001196,-0.8344276997772511
ACH-001197,-0.4729803825219873
ACH-001205,-0.3780757576774356
ACH-001211,-0.562731050698005
ACH-001212,-0.3863617294619087
ACH-001228,-0.5137214096039276
ACH-001232,-0.3119386114761015
ACH-001239,-0.5366992261672551
ACH-001270,-0.5949280818836349
ACH-001274,-1.0818668029740748
ACH-001275,-0.51358865431623
ACH-001277,-0.4890077125783403
ACH-001278,-0.5550744319239369
ACH-001280,-0.6164102953354427
ACH-001283,-0.2166374663647312
ACH-001289,-0.20735315963908396
ACH-001300,-0.4763854696151147
ACH-001301,-0.21590766500533806
ACH-001302,-0.5993889864332667
ACH-001306,-0.4795841631272281
ACH-001318,-0.3344251369564685
ACH-001322,-0.2485313106063144
ACH-001328,-0.5957687387552445
ACH-001332,-0.8422151656459387
ACH-001336,-0.33366005593159953
ACH-001346,-0.8045788641337581
ACH-001353,-0.8266211848150372
ACH-001354,-0.4004713922212488
ACH-001367,-0.8708198772227436
ACH-001368,-0.8206277060963728
ACH-001374,-0.5990135918182663
ACH-001377,-0.1542356404315994
ACH-001380,-0.6237179821948743
ACH-001391,-0.659460207362853
ACH-001408,-0.5501327820856893
ACH-001430,-0.5716713851682629
ACH-001431,-0.6953908958725473
ACH-001450,-1.1694514082558165
ACH-001496,-0.3646858008831878
ACH-001500,-0.5634135024055485
ACH-001523,-0.6458939115335635
ACH-001532,-0.4949420799433726
ACH-001550,-0.6665784586474298
ACH-001552,-0.5982230932971598
ACH-001554,-0.5425421425102472
ACH-001654,-0.171320968429894
ACH-001735,-1.062137129333957
ACH-001736,-1.1150680711823568
ACH-001737,-0.662148807507744
ACH-001740,-0.9905002043187756
ACH-001745,-0.9820542045419536
ACH-001765,-1.003696413205187
